	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_44	Ndnf_tdTpositive_cell_16	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_40	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ppp1r37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.53	0.2	0.23	0.7	117.35	129.34	126.81
Prkar2a	0.0	1.18	0.0	0.0	8.09	0.37	1.01	0.0	0.0	0.0	0.0	0.0	0.0	54.6	1.41	0.0	6.39	0.0	0.03	0.0	4.68	1.08	14.3	0.0	4.95	11.79	22.0	0.0	28.64	0.0	2.08	0.0	48.23	0.24	17.63	3.62	1.5	0.0	15.64	3.28	0.36	0.0	0.35	0.0	3.28	9.31	9.36	0.0	0.34	0.0	0.0	0.76	28.19	1.13	0.07	33.47	0.0	0.0	7.68	3.99	6.7	5.78	11.22	7.61	3.76	34.51	33.28	34.11
Ptk2	4.6	0.0	0.0	0.0	0.0	0.0	17.43	0.19	2.25	8.72	0.0	0.0	0.0	13.83	40.19	0.0	28.37	6.08	16.2	6.28	3.6	0.02	0.0	20.21	2.44	0.08	9.52	6.98	0.09	0.44	16.77	24.55	2.91	27.41	4.94	30.01	0.0	0.0	11.25	16.24	29.03	1.41	22.4	0.37	0.0	19.2	52.03	0.16	0.1	19.14	5.5	16.49	0.0	17.27	1.91	1.57	0.07	0.0	84.94	55.3	92.46	60.39	91.52	73.55	75.02	77.05	74.15	81.2
Pycard	0.0	19.03	0.0	0.0	0.21	27.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.61	0.0	0.0	0.0	0.0	0.06	0.0	18.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97	19.8	0.0	0.0	0.0	0.0	20.58	0.0	0.0	0.1	7.2	0.0	0.0	0.0	4.7	0.0	4.57	1.34	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.84	0.0	3.52	0.0	0.0	0.16	0.49	2.46	2.27	2.49
Pyroxd1	0.0	0.0	0.0	20.42	0.0	70.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150.11	0.0	0.0	0.0	0.04	0.0	3.19	0.0	3.87	33.77	6.98	33.42	0.39	0.0	0.0	0.0	0.13	0.0	0.0	0.0	2.56	0.0	0.13	0.0	0.0	28.04	0.0	0.0	0.0	0.0	0.0	57.6	0.29	13.84	0.0	0.0	69.48	9.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.23	9.74	23.38	12.3	10.63	13.19	9.48	12.96	12.17	12.09
Rad54l2	0.0	0.0	0.0	0.04	0.05	0.0	0.0	0.0	0.13	0.11	0.09	0.03	0.03	8.1	0.05	0.0	0.0	0.01	0.57	0.0	0.04	0.02	0.01	0.66	1.35	0.06	0.0	0.0	0.03	0.24	0.05	0.03	0.8	0.0	0.0	0.0	0.4	0.0	0.0	0.29	0.03	0.02	0.02	0.03	0.03	0.32	0.14	0.0	0.02	9.61	0.0	0.05	0.0	0.02	0.0	0.0	0.0	0.3	0.08	0.04	0.66	3.05	0.44	0.4	0.35	11.32	10.45	11.72
Ramp3	0.0	0.0	0.0	0.0	0.0	69.38	0.0	0.0	4.74	0.0	0.0	0.71	0.0	93.42	0.0	0.0	0.84	0.13	0.1	0.0	0.0	0.09	0.0	0.0	0.26	0.23	34.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.22	18.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.44	153.04	276.68	309.35	176.1	243.52	244.29	19.3	22.21	21.88
Raver2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	10.0	5.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	15.78	14.93	14.76
Rcbtb2	0.0	0.0	0.0	0.0	0.0	14.44	24.54	0.0	0.0	0.0	0.12	34.73	0.0	159.26	0.0	0.0	0.0	0.12	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.37	32.48	0.33	0.0	70.54	0.0	32.28	0.0	0.17	0.0	0.0	9.44	0.0	0.09	35.46	4.43	32.77	0.0	0.0	0.0	9.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.59	39.32	0.0	6.36	13.62	8.73	1.45	4.3	2.53	5.2	15.3	14.8	15.39
Rgl1	7.88	0.0	1.02	0.0	0.06	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	51.21	0.0	0.0	0.0	0.02	0.0	0.0	0.03	0.05	13.62	0.0	0.08	5.21	0.0	0.15	0.0	0.07	0.0	28.81	16.74	20.64	0.0	0.0	1.87	3.19	27.21	0.0	0.44	17.98	0.04	0.14	0.0	4.62	17.83	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.4	0.9	11.34	8.38	11.22	4.09	9.9	4.93	7.69	61.77	58.64	61.78
Rtbdn	0.0	0.0	0.0	5.22	0.0	0.0	0.82	2.62	0.0	0.0	0.0	0.0	0.0	56.25	0.0	0.0	0.0	0.0	0.0	0.09	0.63	0.0	0.0	0.0	0.0	0.0	1.29	0.0	12.23	0.0	0.66	0.0	1.86	0.0	0.0	0.0	3.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	27.28	1.69	0.18	6.68	0.0	0.79	0.73	0.73	3.23	2.89	2.89
Rxfp1	0.0	0.0	0.0	0.0	0.0	15.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.83	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.17	8.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04	0.15	19.24	9.15	3.03	5.92	2.91	10.39	8.6	10.63
Samd5	0.0	25.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.36	0.0	0.0	4.69	0.0	0.0	0.0	0.0	1.77	0.04	0.0	0.0	0.0	0.0	16.48	0.0	0.0	0.0	0.0	16.56	29.68	0.0	0.0	0.0	0.0	0.92	1.0	27.23	0.0	0.57	0.0	8.33	3.54	12.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.15	63.56	0.0	0.0	0.0	0.0	0.23	25.08	0.48	1.66	0.42	8.66	8.73	9.81
Sgol1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.13	0.14
Slc20a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.66	0.0	0.0	0.0	0.0	0.0	67.94	6.69	0.0	0.27	0.02	0.0	0.0	0.11	0.95	18.3	0.0	0.17	0.0	0.0	0.08	0.0	0.0	3.58	0.07	41.66	0.0	0.0	0.0	0.0	0.0	0.0	19.27	0.0	1.12	0.0	0.0	0.0	10.54	3.17	29.21	0.06	0.0	0.0	8.77	2.23	0.0	0.0	0.0	0.0	0.0	0.1	6.98	5.54	0.38	2.11	1.13	3.02	35.29	39.15	40.21
Slc25a22	38.53	1.89	13.99	6.61	2.56	30.44	33.66	0.0	20.42	0.0	25.38	0.0	5.57	79.73	64.38	0.0	33.93	13.59	56.02	5.3	1.47	61.47	20.91	3.89	11.58	45.75	19.12	44.28	43.23	6.97	56.23	28.75	0.58	3.3	0.08	0.0	0.0	0.0	34.54	0.44	16.9	0.0	41.81	6.76	19.0	42.89	35.98	20.87	30.15	9.16	52.28	0.0	71.83	0.08	40.08	0.0	7.38	33.07	100.42	76.82	88.95	31.64	72.65	71.35	84.77	216.4	224.4	229.63
Slc7a10	0.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.86	0.0	0.0	0.0	7.32	0.0	0.0	1.3	0.08	0.0	0.09	4.06	2.94	0.0	0.0	0.0	1.41	0.0	0.0	0.0	0.0	0.0	2.72	0.0	0.0	0.0	0.0	0.0	0.0	1.98	0.0	0.0	2.3	2.03	0.0	0.0	16.85	1.36	0.0	0.0	2.91	0.15	1.87	0.0	0.1	1.26	0.0	0.0	0.0	0.23	0.87	0.21	2.5	0.72	1.21	0.96	40.29	38.01	40.85
Slc7a8	0.16	0.0	0.0	3.15	7.48	25.53	4.04	8.95	0.46	29.13	16.96	1.96	1.01	117.94	105.13	0.0	2.79	0.2	0.0	36.76	74.11	0.2	27.32	0.0	0.08	12.41	2.86	11.3	35.46	0.12	14.38	2.1	0.0	42.41	18.77	11.32	0.41	0.0	0.15	0.14	12.06	0.7	9.33	10.01	0.0	13.68	15.4	19.96	37.05	0.08	0.0	43.76	11.65	0.05	18.77	0.0	0.0	0.45	43.25	28.46	35.96	30.36	37.53	36.71	42.32	52.53	53.6	51.77
Spata2	10.03	0.0	0.0	0.09	0.0	0.0	0.0	31.9	0.0	0.0	0.0	0.0	0.39	65.49	26.0	0.0	0.5	0.92	0.0	0.0	5.72	0.0	0.03	2.88	0.0	0.34	0.0	31.32	35.26	0.0	0.0	5.78	22.67	0.0	0.79	0.0	0.0	17.32	0.0	0.0	0.0	0.0	2.7	0.0	0.0	11.49	7.4	12.03	0.0	37.16	0.0	0.0	1.32	0.05	0.15	0.0	1.03	0.0	4.94	8.98	3.56	6.43	4.15	11.29	7.25	51.24	53.51	47.27
Stab2	0.0	0.0	0.0	0.0	0.0	0.0	8.2	0.0	0.0	0.0	0.0	0.0	1.08	17.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.73	1.76	0.59	0.43	0.04	0.25	0.72	0.41	0.33	0.35
Stat5b	0.0	0.83	0.0	0.0	10.77	0.04	0.0	0.0	37.13	0.0	0.0	0.0	2.95	55.76	0.0	0.0	0.03	1.13	0.41	18.78	0.0	0.0	20.66	0.19	1.25	2.55	28.44	0.0	0.0	0.0	0.0	0.16	1.06	0.71	0.0	0.0	0.0	0.0	0.21	0.0	0.0	7.49	0.06	0.9	0.0	2.57	0.05	0.0	0.0	0.0	54.36	6.2	0.0	2.42	17.29	0.0	0.02	0.0	0.14	0.0	1.96	0.16	1.02	0.35	1.05	17.97	18.48	16.87
Stx1a	80.62	88.5	27.19	0.0	0.0	0.0	2.49	51.58	0.3	0.0	0.0	1.93	0.0	93.22	0.0	0.0	2.27	0.65	114.19	1.54	69.18	49.38	37.25	33.41	92.53	90.44	91.56	99.63	93.32	23.53	194.11	0.4	59.15	82.53	81.27	102.87	1.37	286.6	51.32	5.54	86.1	51.08	175.88	78.79	110.75	72.16	117.9	0.0	122.38	0.33	118.53	0.11	1.17	42.1	71.64	0.0	0.0	0.0	369.4	321.82	366.56	324.97	343.12	421.97	407.58	316.19	325.03	318.03
Tfap4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.18	0.15	1.93	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.33	2.63	2.34	2.37
Thbs3	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	1.37	0.0	0.0	0.0	0.0	2.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.72	0.0	0.09	0.11	3.48	13.04	13.49	14.85
Tmco6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.46	0.0	0.0	0.19	0.09	9.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	15.38	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.93	0.0	0.33	0.07	23.53	0.0	0.0	10.55	7.07	0.0	0.0	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	5.27	0.0	0.0	2.33	2.11	1.93	13.84	11.87	13.23
Trib1	0.0	23.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.36	0.0	0.0	0.0	0.02	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52	11.3	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.93	8.4	3.92	6.86	9.8	7.73	3.91	9.77	20.64	15.7	8.79
Trub2	38.78	0.0	0.0	0.0	0.0	2.78	65.05	0.16	0.0	0.0	0.0	0.0	4.18	76.19	0.16	0.0	0.99	0.19	0.0	52.72	44.5	49.11	0.0	0.0	0.31	1.1	0.0	3.01	69.68	0.67	0.0	0.0	43.7	0.0	0.09	0.0	4.49	0.0	0.0	0.0	0.0	38.38	34.64	0.0	0.0	5.44	2.58	1.37	0.09	25.97	0.82	0.0	0.0	0.0	0.12	0.0	0.07	25.06	27.46	44.9	7.55	33.42	24.81	19.32	17.59	22.14	23.54	21.89
Tshr	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.49	0.52
Ttbk1	4.09	0.29	0.0	0.0	0.15	0.03	0.0	0.0	0.09	0.0	0.0	0.03	0.0	18.81	0.16	0.0	0.02	0.05	0.1	0.18	0.0	0.0	0.0	0.03	3.26	0.1	0.0	0.0	0.13	0.05	8.74	0.13	0.0	0.32	0.0	0.12	0.0	0.0	1.47	0.0	0.03	0.08	1.03	0.0	0.0	0.19	1.32	5.71	0.03	1.2	0.0	0.31	0.0	0.0	0.0	0.06	0.93	0.1	0.0	0.05	0.16	0.0	0.17	0.44	0.99	41.37	40.87	44.19
Zbtb7a	1.77	4.13	0.0	0.0	1.22	8.67	4.24	0.0	17.6	7.26	22.13	0.0	0.05	9.84	0.13	0.0	5.0	4.64	5.99	0.0	0.29	4.52	1.51	0.89	1.22	6.19	3.13	0.95	1.4	2.12	4.24	5.86	5.61	6.0	1.18	0.47	4.46	6.44	0.38	6.64	4.41	11.17	0.0	2.46	1.12	9.73	7.06	8.86	6.31	0.15	3.41	0.61	0.53	0.28	0.45	6.97	8.73	0.0	15.25	8.77	13.52	13.44	13.46	16.78	16.34	55.37	53.85	57.0
Zfp238	3.48	0.0	0.0	3.12	0.0	3.02	0.0	0.11	0.16	0.26	0.0	0.0	0.0	34.32	52.58	0.0	0.0	0.0	7.98	0.09	0.0	3.24	3.16	1.81	0.0	1.28	0.21	1.48	5.41	0.0	1.67	9.16	0.0	0.0	0.0	0.0	6.59	0.0	1.94	0.0	0.0	0.07	0.0	0.0	0.0	33.15	86.52	4.9	0.0	0.0	0.0	0.06	0.12	0.0	0.0	0.11	0.0	0.0	23.25	9.01	35.8	30.08	27.81	34.05	33.72	221.06	223.84	211.8
Zfp362	0.0	0.0	3.88	0.0	0.0	0.0	0.0	2.58	0.0	0.0	0.0	0.0	0.27	23.78	0.0	0.0	0.0	0.0	0.0	0.0	8.16	0.0	0.0	0.0	0.0	12.8	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.06	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.2	0.0	0.0	1.79	1.68	24.43	25.82	24.37
Zfp384	0.0	0.87	2.92	0.0	0.23	0.0	0.0	0.0	7.02	0.0	0.0	0.81	0.0	20.25	0.0	0.0	1.31	0.02	0.0	0.0	0.04	0.0	5.68	0.23	1.38	0.0	0.0	0.0	0.0	2.68	0.0	0.0	0.0	0.0	0.0	0.0	1.72	1.62	0.0	0.0	0.09	0.0	0.15	0.0	0.08	1.12	2.83	0.0	0.0	1.61	0.84	0.0	0.0	0.0	0.0	0.0	0.78	0.44	0.79	0.64	0.55	1.88	0.28	1.09	0.43	31.83	29.65	31.6
Zfp408	1.07	0.73	0.99	0.78	2.3	0.11	2.23	0.23	3.22	6.3	1.38	1.15	0.68	30.95	1.12	0.0	0.25	0.52	4.29	0.03	0.63	0.39	1.38	1.25	0.81	0.66	2.47	0.0	0.95	0.84	0.55	8.97	23.68	15.11	0.94	0.97	0.12	0.8	0.78	1.46	0.79	0.34	0.72	2.94	1.01	1.15	6.96	0.99	1.03	2.88	0.31	0.45	0.79	10.16	0.68	0.39	0.38	1.09	1.95	2.19	3.0	4.11	1.18	1.26	0.72	8.62	7.76	9.38
Zfp61	0.0	0.0	0.34	0.0	0.0	0.08	4.6	0.0	0.0	9.69	1.63	0.0	0.0	212.55	0.0	0.0	3.42	4.9	0.05	0.21	5.85	0.04	32.17	0.0	0.0	36.06	0.0	0.0	26.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.84	0.0	4.37	0.0	0.27	0.0	0.0	30.32	0.0	0.0	50.58	0.0	0.0	0.0	0.0	54.14	0.0	0.94	55.53	0.0	70.43	1.16	29.81	23.07	23.62	24.57	29.1	12.14	12.46	11.22
Zfp708	0.0	0.0	0.0	0.0	0.05	71.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.03	0.0	0.0	0.0	0.0	0.0	0.0	0.05	60.48	0.05	0.0	0.0	0.0	0.0	0.0	0.0	46.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.09	0.0	33.18	0.0	0.0	0.0	35.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01	0.0	16.51	6.12	4.78	14.01	20.63	3.39	3.36	3.23
Zfp964	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.06	0.0	17.49	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	8.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	0.0	5.64	0.0	0.4	1.64	2.63	2.66	2.54
Zfyve21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.39	0.0	0.0	45.09	0.0	0.0	32.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.88	13.48	0.0	0.0	2.57	2.42	0.27	19.72	20.37	19.42
c16_tRNA-Ala-GCY_	0.0	0.0	113.18	0.0	9.44	24.45	0.0	0.0	66.89	0.0	0.0	101.27	0.0	141.05	0.0	0.0	7.98	7.63	0.0	0.0	6.41	4.84	55.25	9.89	0.0	22.3	0.0	0.0	0.0	11.88	10.29	48.01	36.12	0.0	0.0	52.51	0.0	24.8	0.0	0.0	0.0	0.0	15.29	0.0	0.0	20.9	11.1	0.0	31.45	40.61	23.63	18.03	0.0	0.0	0.0	0.0	4.48	0.0	17.43	0.0	11.82	32.57	11.76	0.0	0.0	73.11	21.3	53.47
