	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_44	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_55	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Scnn1a.Tg3_tdTnegative_cell_1	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_1	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_10pg_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Prkca	1.51	3.74	11.45	0.0	0.0	41.54	31.52	12.24	144.73	0.9	54.41	0.0	64.89	20.9	25.44	11.63	11.49	2.42	0.73	0.0	2.84	0.0	10.75	0.48	0.0	11.87	0.0	0.03	0.0	27.03	9.12	35.28	0.0	0.0	3.1	10.21	12.98	33.68	0.03	0.17	1.56	1.86	0.0	0.0	0.05	1.19	0.0	0.0	0.13	29.43	60.91	0.04	0.05	0.0	0.0	0.0	3.27	2.23	1.39	32.62	74.19	69.97	81.49
Prkcb	13.39	52.16	45.18	60.32	0.0	7.09	111.88	122.43	73.8	85.9	61.55	0.91	48.04	57.74	35.75	24.56	14.93	2.64	6.89	2.13	11.3	34.75	23.49	9.01	0.36	15.78	22.11	2.83	3.8	36.62	15.12	0.06	53.76	32.65	5.25	14.58	0.37	3.4	0.14	7.3	138.55	117.39	0.0	0.27	0.11	91.21	0.52	2.6	2.75	89.59	4.77	1.86	23.45	8.53	0.18	40.98	279.7	261.35	235.19	148.56	360.87	341.57	387.59
Ptk2b	0.0	11.53	0.0	0.0	0.0	0.54	0.0	53.0	63.7	0.0	47.74	0.0	0.79	0.0	20.8	0.09	0.08	0.03	2.65	34.26	13.95	0.08	39.44	16.67	1.4	0.08	0.0	0.0	0.0	77.84	5.31	0.0	0.0	0.0	8.1	0.0	36.2	0.14	0.24	5.2	75.77	114.0	0.0	2.14	11.71	0.26	0.0	0.0	4.95	0.0	0.0	27.03	13.29	0.0	0.0	0.0	69.56	86.95	69.33	206.51	310.21	322.91	308.74
Ptk7	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	66.78	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	5.62	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.49	0.88	0.4	1.36	7.03	7.91	7.41
Ptpn18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	1.31	1.77
Rap2b	2.88	4.4	11.01	0.0	27.64	21.61	7.04	42.83	13.88	9.21	10.88	0.0	35.0	2.41	0.56	3.04	8.66	1.27	9.84	8.19	2.79	3.08	3.39	19.16	7.92	2.92	0.0	0.0	4.06	18.5	0.38	2.12	1.94	0.0	0.99	1.91	1.31	10.42	0.33	0.0	42.7	106.56	0.0	3.93	0.0	0.0	4.16	0.0	7.63	8.89	15.45	3.88	0.1	6.55	0.1	0.0	199.7	135.11	137.06	29.85	40.22	41.06	42.79
Rbbp6	18.68	0.0	0.61	0.18	0.0	104.66	21.14	16.42	356.93	0.33	12.78	10.45	78.96	0.88	0.04	19.3	48.82	0.0	25.62	13.75	2.61	3.66	7.47	25.28	18.16	10.51	0.0	3.99	5.66	72.04	88.89	18.67	22.23	0.0	89.06	5.38	26.9	0.09	0.52	20.57	16.26	31.64	0.0	6.3	5.46	0.05	1.18	0.0	66.3	0.0	0.0	2.2	35.43	0.21	168.23	141.85	10.21	21.83	13.64	16.75	66.86	68.09	67.89
Rbm17	0.0	0.0	0.0	98.97	0.0	3.99	8.49	0.0	138.58	15.97	61.37	0.0	0.0	67.6	0.17	5.6	2.67	53.87	50.94	0.0	15.51	0.0	27.4	23.09	33.42	0.0	4.71	0.19	1.81	7.59	19.26	0.0	0.0	0.0	0.0	0.0	0.0	0.18	17.86	0.0	11.97	40.5	0.0	0.0	0.0	25.96	0.78	0.0	25.06	0.0	5.87	1.01	2.61	2.98	0.0	1.4	21.77	12.32	19.57	23.04	59.56	64.19	62.63
Rbmx	49.24	97.73	0.0	0.0	0.0	0.0	85.67	110.16	582.77	291.22	149.09	0.41	189.36	3.23	381.91	62.26	0.16	200.99	0.07	58.26	90.34	26.35	19.3	89.19	47.59	81.17	146.73	63.79	103.1	147.41	42.89	24.68	111.42	0.0	46.55	58.19	143.25	131.58	85.18	68.08	47.63	102.24	0.0	73.07	41.12	74.8	83.07	58.59	57.5	153.17	88.38	0.0	42.36	203.86	0.0	13.72	97.05	71.19	91.76	34.34	66.35	68.67	68.13
Rdh10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.68	0.0	0.0	0.0	0.0	0.0	27.39	0.0	33.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	4.64	0.0	27.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.76	0.0	0.0	0.0	3.66	0.3	1.06	0.06	12.41	11.21	9.61
Rgs7bp	0.58	10.29	1.06	0.0	0.0	28.85	25.0	100.71	123.92	194.24	52.63	28.19	117.28	16.13	47.53	0.13	4.23	0.49	0.49	4.73	11.46	29.27	23.83	14.41	4.55	1.26	9.69	4.34	3.97	42.79	7.66	0.49	21.89	1.67	0.71	0.46	0.93	7.49	0.58	3.13	47.84	42.87	0.21	25.93	0.15	0.42	0.4	42.62	6.09	12.71	23.01	11.89	60.96	3.78	0.86	26.1	38.42	44.7	51.79	57.71	124.57	101.66	124.47
Rictor	7.25	6.79	2.32	0.72	0.0	30.73	8.48	20.69	88.96	10.51	0.06	3.86	6.85	0.11	2.19	3.07	9.24	20.7	3.36	1.44	1.38	9.54	2.92	0.69	3.45	1.27	0.43	0.09	3.55	23.0	10.3	6.45	4.02	2.17	1.98	0.97	4.57	1.62	2.23	13.54	10.11	6.28	0.0	6.31	2.28	2.57	2.27	2.9	5.94	0.15	6.37	1.25	1.76	13.44	0.0	45.68	14.86	9.79	9.7	2.08	22.87	19.75	22.46
Rnf126	0.0	0.0	0.0	0.84	0.0	2.14	0.0	0.61	19.49	0.72	0.0	0.0	0.29	0.3	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.56	0.0	0.0	0.0	0.3	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.15	0.0	2.27	0.19	0.0	0.0	1.55	1.46	0.0	0.2	0.97	0.24	0.0	0.0	0.0	0.0	0.33	0.21	6.79	0.0	0.0	0.0	0.63	0.73	1.22	0.23	70.12	80.08	77.08
Rnpepl1	0.0	0.0	0.0	0.0	0.0	0.0	3.46	0.0	81.56	0.0	0.0	0.0	6.87	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	5.7	0.0	0.0	0.0	0.73	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.9	0.43	0.0	18.53	0.0	0.0	0.0	0.0	0.0	0.0	15.63	0.0	0.0	0.0	0.0	0.0	4.11	2.03	3.31	0.02	24.31	28.57	26.98
Rsph3a	8.5	27.44	0.0	0.0	0.0	66.95	0.0	12.95	212.14	27.41	29.86	0.0	6.33	4.81	0.0	0.0	0.0	0.66	0.0	0.0	29.2	22.74	0.0	0.0	0.0	2.64	31.36	0.0	0.0	108.69	0.0	0.0	37.65	0.0	0.0	0.0	0.0	0.0	0.0	0.39	13.8	9.52	0.0	0.0	1.28	0.0	0.0	0.0	0.0	48.98	79.02	0.0	0.0	0.0	0.0	3.98	30.3	48.37	27.93	30.3	20.44	23.35	17.78
Rtf1	0.0	5.34	0.34	7.18	0.19	4.34	9.82	0.0	69.03	28.71	43.01	0.61	7.45	2.57	8.71	0.23	0.16	0.43	0.05	17.94	0.22	0.21	0.0	6.51	0.11	6.85	0.0	0.06	0.13	11.25	5.16	0.0	19.88	23.51	1.08	3.67	0.06	3.08	5.71	0.0	4.16	4.24	0.0	12.65	0.36	0.0	0.33	1.78	0.11	0.11	0.0	0.0	8.98	0.07	0.09	0.49	9.18	6.93	9.93	24.44	51.07	46.92	51.09
Scarb1	1.27	0.0	0.0	7.71	0.0	0.0	0.0	0.0	98.68	10.1	0.0	11.99	0.09	0.0	0.0	9.42	0.0	0.0	0.0	0.0	0.0	0.0	3.29	0.0	0.0	0.0	0.0	0.0	66.08	11.61	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.29	0.0	11.37	11.77	0.31	0.0	0.0	0.0	0.0	0.0	0.0	41.62	0.0	0.0	0.0	0.79	0.0	0.0	4.67	2.45	9.67	0.0	28.97	28.92	26.32
Sertad2	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.11	55.31	6.8	8.64	0.0	0.0	0.0	0.05	0.0	0.0	0.0	2.92	0.0	3.72	2.11	0.99	0.0	0.0	0.0	0.0	0.0	0.0	2.86	0.12	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	1.11	0.55	6.92	0.0	0.0	0.0	7.69	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	3.9	5.8	2.86	3.95	15.77	15.71	15.34
Sgpp2	0.53	0.36	0.1	0.0	0.0	0.78	0.42	0.32	82.02	0.31	0.0	0.96	0.35	0.29	0.29	1.34	0.15	0.14	0.14	0.24	0.46	0.43	0.14	0.49	0.18	0.4	0.16	0.0	2.64	0.27	0.08	0.05	0.1	6.42	0.17	0.15	0.32	0.23	0.0	0.27	19.64	20.64	0.0	0.21	0.39	0.24	0.1	0.77	0.12	0.45	0.12	0.15	0.45	0.15	0.0	0.44	3.78	0.56	2.09	0.12	14.82	14.16	14.42
Siah1a	1.83	2.43	0.0	11.25	0.0	18.04	0.72	0.8	149.96	0.0	0.0	0.0	0.0	99.33	0.0	34.8	2.79	0.0	0.0	0.0	22.67	0.0	0.0	0.0	11.23	0.0	0.0	8.73	0.0	0.0	33.73	54.25	0.0	0.0	0.0	21.35	0.0	0.13	0.0	0.0	16.81	35.83	0.0	0.0	0.0	0.0	34.86	0.0	0.0	2.76	0.0	0.0	0.21	0.0	0.0	0.0	7.26	10.14	4.64	2.81	31.01	30.39	29.68
Slc25a22	38.53	8.74	1.89	13.99	0.0	2.56	30.44	88.92	68.71	33.66	27.14	0.0	62.73	25.38	5.57	3.18	13.59	56.02	5.3	20.91	3.89	11.58	45.75	19.12	44.28	43.23	0.0	6.97	56.23	47.71	3.3	0.08	0.0	0.0	34.54	0.44	16.9	0.0	6.76	19.0	42.89	35.98	0.0	20.87	30.15	9.16	52.28	1.9	0.0	71.83	134.31	40.08	0.0	7.38	0.0	33.07	72.65	71.35	84.77	108.65	216.4	224.4	229.63
Slc25a23	7.59	23.23	49.69	1.54	1.21	77.38	83.45	138.81	170.72	31.06	39.54	0.0	2.49	74.25	62.11	60.34	21.37	14.43	0.1	1.97	3.64	12.16	7.27	0.12	30.14	0.47	3.76	1.0	0.0	24.25	9.94	0.0	10.25	21.67	9.02	10.29	6.15	10.29	16.71	1.83	18.4	41.56	0.0	9.0	6.24	66.41	4.43	0.0	6.74	57.67	23.78	0.36	3.37	40.24	0.0	12.15	26.78	30.08	30.76	89.76	290.22	282.16	298.37
Slc38a6	0.57	0.96	2.74	0.26	0.0	3.38	2.08	19.85	65.5	7.17	2.53	6.52	3.01	3.81	2.26	6.63	5.74	1.5	0.64	0.57	1.49	1.53	1.74	1.82	5.99	2.52	1.45	1.64	1.58	2.66	1.26	2.08	1.97	0.48	0.63	1.6	0.9	1.77	1.66	0.94	6.8	6.13	1.6	0.61	0.8	2.35	0.85	3.15	1.02	2.13	2.71	0.95	1.51	0.3	0.41	2.51	2.83	1.95	4.11	1.8	8.69	8.46	9.48
Snora41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.14	0.0	4.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	2.41	1.32
Src	0.16	0.28	0.0	0.0	0.0	0.0	0.1	0.0	76.26	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.26	9.21	0.0	0.16	0.64	0.1	1.55	0.0	0.0	0.0	0.0	0.23	0.0	0.11	0.0	0.06	0.0	0.21	0.15	0.0	0.0	0.89	1.92	2.06	0.0	1.41	0.35	0.0	0.0	0.0	8.52	0.0	0.24	0.23	0.0	0.0	0.0	0.0	1.23	2.21	1.16	0.59	70.08	73.11	71.61
St5	1.28	0.0	0.0	0.0	0.11	0.0	0.25	0.0	44.24	5.79	7.85	0.0	0.74	0.95	0.0	0.0	0.0	3.42	0.0	4.32	0.0	0.0	0.0	0.0	0.0	1.26	0.08	0.0	3.63	1.4	0.0	0.0	4.62	0.0	0.0	0.0	0.68	4.45	0.0	0.0	1.23	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	2.87	2.4	1.15	0.0	8.8	10.2	10.49
Susd4	18.38	0.0	0.0	34.21	0.0	96.58	9.51	41.18	285.2	0.0	8.61	0.0	23.57	0.21	0.0	0.0	39.33	0.83	3.29	0.11	0.0	1.84	0.0	2.21	4.18	0.0	3.41	17.13	49.84	33.08	27.96	0.0	58.41	20.73	9.29	19.23	0.0	0.0	82.4	0.12	13.3	11.66	0.0	0.0	0.0	0.0	0.0	0.0	11.8	0.0	43.18	35.41	0.0	5.72	0.0	3.85	11.13	17.07	20.46	176.46	111.28	109.18	111.24
Syna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	0.94	0.0	0.0	5.44	4.68	4.79
Synj2	0.0	0.0	0.0	0.0	0.0	37.19	0.0	0.0	113.52	0.0	0.0	0.0	0.0	29.17	35.9	0.0	0.0	0.02	0.0	0.02	0.0	0.06	0.0	0.0	0.18	0.0	0.0	0.0	0.0	62.15	0.0	0.0	1.62	0.0	0.0	0.06	0.07	0.0	0.41	0.0	8.25	6.52	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	63.5	0.0	0.09	0.0	0.0	0.0	12.82	11.46	12.1	0.82	49.67	47.08	52.17
Tbc1d2b	6.08	0.0	0.0	0.0	0.0	0.02	0.0	0.0	71.91	14.25	0.0	0.0	13.88	2.38	0.0	0.49	0.0	0.04	0.03	0.0	10.4	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.99	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.69	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.75	0.23	0.0	8.95	9.56	8.88
Tbc1d30	7.78	0.0	5.24	0.07	0.0	37.38	1.58	20.36	44.47	48.22	1.36	14.38	11.8	0.0	0.0	2.49	0.01	0.02	1.04	11.58	0.08	11.58	0.86	23.07	3.95	0.05	1.91	29.05	16.57	0.57	10.98	5.37	21.47	0.17	11.81	3.38	0.46	0.0	6.81	3.13	8.57	4.3	0.0	0.15	0.0	0.0	1.99	1.41	1.11	0.23	0.0	0.05	1.52	0.75	0.0	0.0	2.64	2.21	3.44	10.96	56.82	56.2	53.74
Tbc1d9b	0.0	7.76	6.0	0.0	0.0	0.0	30.34	8.84	69.67	14.05	0.0	3.0	0.0	0.0	2.21	0.14	0.0	5.3	0.0	2.09	2.89	0.12	0.0	0.0	5.4	1.21	0.0	0.05	13.87	0.0	18.06	0.04	0.0	0.0	1.03	0.0	0.0	0.0	0.0	6.63	6.79	2.71	0.0	0.0	0.0	0.06	0.06	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.37	3.21	6.35	41.28	102.92	106.91	109.57
Tesk2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.81	1.47	0.0	3.73	4.14	5.18
Tm9sf3	45.52	38.51	24.45	4.5	0.0	125.94	0.09	11.49	124.82	84.46	70.54	19.65	27.38	61.63	0.08	0.18	15.88	6.19	0.0	13.18	3.53	25.98	19.28	0.13	6.74	4.79	27.61	33.96	0.0	17.56	10.32	11.05	0.0	4.35	30.49	16.64	0.0	1.19	18.52	0.12	32.87	35.62	97.61	0.83	26.53	16.73	24.32	2.6	1.35	53.18	0.0	0.83	0.3	47.35	0.07	0.0	25.09	18.71	17.98	0.01	83.98	79.45	86.75
Tmem131	0.0	10.01	0.21	3.44	0.0	0.0	0.0	12.52	41.68	6.8	27.49	33.89	0.0	0.0	0.0	0.06	0.0	12.5	0.03	9.36	1.53	0.84	0.83	0.0	7.33	0.62	0.0	0.0	22.15	31.4	3.36	11.91	3.12	0.0	4.4	0.0	6.26	0.74	0.0	26.12	6.91	10.43	0.0	0.0	16.35	0.0	0.0	0.0	0.0	29.37	0.0	0.05	0.0	25.28	0.0	2.77	3.24	3.48	4.24	0.0	40.15	38.48	40.92
Tnk2	0.0	8.4	0.0	0.0	0.0	0.0	1.3	3.62	27.74	0.0	0.0	0.0	0.24	0.88	0.0	1.6	3.06	0.0	0.57	0.51	3.22	0.0	0.0	3.26	3.68	0.0	0.64	0.13	0.0	0.0	0.0	0.64	1.04	0.0	3.31	0.0	1.75	0.0	1.23	0.0	3.43	2.74	0.0	0.07	0.05	0.0	8.24	0.0	0.71	0.0	0.0	0.0	0.0	6.23	0.0	0.0	1.65	1.11	0.88	3.24	120.42	129.35	126.62
Trim3	35.69	35.7	0.69	0.0	0.0	45.64	36.01	43.22	95.54	0.0	9.1	0.0	0.0	124.43	3.9	0.0	0.32	0.56	0.0	31.66	2.61	0.1	26.16	22.17	35.38	1.71	0.21	0.86	37.96	0.0	5.01	0.65	3.93	0.08	28.61	2.53	28.23	36.24	6.67	0.08	14.28	31.85	0.0	0.0	0.0	0.34	0.59	0.0	25.54	56.33	83.03	21.66	0.15	10.37	0.0	0.0	19.65	24.61	18.89	52.08	93.7	101.21	96.21
Uap1l1	0.0	0.22	6.15	4.07	0.0	0.0	0.45	0.0	170.63	0.0	27.92	0.0	0.0	0.0	0.0	9.9	0.0	0.0	0.0	5.79	0.0	0.0	0.0	0.0	0.0	0.0	4.91	0.0	0.0	0.0	44.91	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.0	20.86	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	3.51	2.92	0.0	19.37	21.58	15.01
Ube2m	47.56	2.29	94.11	0.0	0.0	0.13	50.5	103.24	183.87	0.0	89.4	0.0	73.82	0.0	78.68	51.34	30.88	32.06	42.71	28.5	24.05	0.0	3.11	9.16	73.54	10.42	38.74	0.29	9.97	73.37	26.56	19.11	0.0	0.0	7.29	1.71	36.95	6.47	46.29	72.08	50.51	24.73	0.0	48.61	49.4	0.0	31.93	0.0	62.26	187.8	0.0	25.93	50.6	0.09	0.0	0.0	42.01	33.25	38.19	43.32	188.22	200.48	193.34
Ube2ql1	13.13	0.0	3.57	2.09	0.0	9.9	47.2	115.56	237.39	81.23	43.1	0.0	56.58	0.16	80.2	6.84	30.45	0.13	0.0	0.04	0.09	3.47	0.0	1.06	16.77	4.84	0.0	13.75	0.0	96.98	0.0	0.0	138.77	0.0	0.0	0.1	32.92	0.0	2.42	29.09	31.25	50.03	0.0	30.56	0.0	0.0	11.27	4.01	24.07	0.0	0.0	0.11	45.9	0.07	0.0	40.85	53.42	55.32	54.4	21.58	174.48	185.53	183.77
Ube3c	0.13	29.31	9.83	16.12	0.0	0.0	0.96	12.28	231.14	0.0	17.21	11.05	1.05	0.0	17.69	0.42	0.05	0.07	4.0	13.96	16.37	20.98	1.63	12.75	19.41	0.0	0.0	1.77	0.49	12.08	14.98	3.11	7.73	0.0	8.04	1.04	5.92	11.95	22.93	1.55	10.78	10.65	0.0	1.01	9.81	0.2	0.0	6.67	3.61	0.0	66.2	2.09	0.0	1.14	0.0	20.3	14.67	12.46	14.62	1.98	55.48	54.31	55.77
Vars	0.0	0.77	0.97	0.0	0.0	0.06	0.04	0.05	54.83	0.0	9.09	0.0	0.0	0.0	0.0	0.0	0.02	0.65	0.04	0.05	0.0	0.0	0.0	0.0	0.21	0.0	0.91	0.0	0.0	0.0	0.91	0.0	13.06	0.0	0.0	0.0	25.19	0.0	0.16	0.0	0.1	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.86	0.0	0.29	0.0	0.0	0.0	0.0	0.28	0.08	2.69	0.78	28.26	31.81	30.57
Wdr81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.76	39.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	3.66	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.74	0.0	0.0	0.03	0.0	0.0	0.0	0.0	1.24	0.0	0.13	0.0	0.0	0.06	0.0	0.17	1.13	0.64	42.72	11.67	12.24	12.65
Xylt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.41	0.0	0.0	0.0	17.01	0.0	0.0	0.0	0.02	0.0	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	4.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.9	0.81	9.16	18.34	21.39	18.84
Ywhag	183.63	145.6	248.49	147.23	0.0	135.69	99.69	343.95	455.9	119.58	147.25	0.88	73.33	168.15	90.15	94.44	68.24	25.65	116.07	83.15	123.86	130.23	139.21	60.35	70.63	85.53	87.78	61.78	145.24	70.13	70.89	114.19	105.13	208.76	98.64	126.65	150.14	38.7	71.17	129.32	74.65	96.19	0.0	96.75	121.57	116.65	95.51	1.06	197.24	79.55	135.26	154.02	65.17	205.59	0.0	16.14	77.96	72.04	71.24	301.17	763.25	785.32	749.06
Zfp335	0.0	0.0	31.49	6.05	0.0	28.69	0.0	0.05	59.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.4	0.0	0.31	4.91	0.0	15.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.05	0.0	0.0	0.0	0.0	0.75	2.87	12.09	0.0	0.0	0.0	0.0	5.09	0.58	18.27	0.0	32.39	0.99	0.19	22.05	0.0	0.0	0.39	2.17	2.86	4.24	22.0	22.79	23.63
Zfp646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	30.39	0.0	0.0	0.0	0.0	0.57	29.67	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.59	0.0	0.4	0.0	0.0	0.0	1.8	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	1.54	2.25	0.84	3.77	11.22	11.77	10.28
Zfr2	6.49	0.22	0.0	0.0	0.0	32.59	0.0	6.45	98.22	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	4.56	5.59	16.61	30.97	0.0	0.0	0.0	0.0	1.03	8.89	0.0	1.88	0.0	7.89	0.0	0.0	2.74	0.17	0.0	0.41	8.1	0.0	1.58	9.03	0.0	4.61	2.39	0.0	0.17	0.0	12.06	0.0	0.0	0.0	0.0	2.21	4.03	0.0	1.78	1.95	1.45	0.02	38.45	42.82	46.79
Zfyve20	0.08	19.3	0.0	0.08	0.0	0.5	0.2	0.05	44.93	1.85	54.57	1.2	12.26	0.55	0.15	0.0	0.32	2.72	0.0	0.75	18.49	17.06	20.13	0.68	3.49	4.26	0.2	23.74	0.15	69.38	0.55	3.36	0.12	0.27	0.0	0.24	30.15	42.33	22.84	0.22	4.18	8.66	0.2	23.12	0.12	0.49	20.42	37.07	0.25	36.72	0.31	4.01	10.35	0.03	0.1	0.25	14.39	15.01	11.4	23.26	30.16	30.19	28.7
mt_AK157367	16.83	4.21	18.3	6.86	185.23	21.21	16.91	15.12	671.92	32.45	12.32	103.66	9.91	27.31	1.75	11.96	30.76	240.9	289.26	29.34	16.36	297.47	14.61	8.45	4.03	18.3	18.92	6.32	9.13	6.32	279.18	12.57	8.62	9.95	7.3	8.74	21.03	8.54	12.93	38.36	518.34	252.07	16.5	6.36	225.75	23.47	18.58	28.75	15.08	7.12	45.5	13.5	11.64	16.51	9.91	9.68	19.67	8.35	9.64	311.69	685.03	782.54	798.36
