	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_20	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_111	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_49	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_77	Rbp4_tdTpositive_cell_2	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_44	Rbp4_tdTpositive_cell_56	Rbp4_tdTpositive_cell_77	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_107	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_169	Rbp4_tdTpositive_cell_180	Rorb_tdTpositive_cell_40	Slc17a6_tdTpositive_cell_24	Sst_tdTpositive_cell_18	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_10	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Tmem198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.42	0.0	0.0	0.19	0.0	6.16	0.0	0.0	0.0	0.0	0.36	0.14	3.47	5.84	0.27	1.07	1.94	1.04	1.16	0.0	0.0	0.82	0.99	0.13	0.12	0.27	2.22	0.32	0.0	0.0	1.59	0.15	7.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.23	69.79	68.44
Tph2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	56.52	0.0	0.0	30.1	0.0	4.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.59	0.0	0.13	0.0	0.0	0.0	0.0	0.11	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2	1.1	1.44
Trap1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.09
Trerf1	0.0	0.0	0.0	0.0	1.27	1.5	0.0	0.0	0.0	4.48	0.13	0.0	0.0	0.0	2.84	0.0	2.53	0.43	0.0	0.0	0.09	0.97	0.0	3.4	16.48	0.12	14.27	1.74	0.0	1.82	9.45	0.0	1.04	5.1	4.51	8.42	1.77	0.0	0.0	7.01	0.0	4.26	1.41	2.32	2.14	3.4	1.13	2.35	4.07	1.36	0.08	0.0	0.0	0.0	0.5	0.06	0.0	0.0	1.0	1.36	1.54	22.57	21.09	25.93
Trim30b	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.03	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.15	0.14	0.21
Ttbk1	0.0	0.16	0.0	2.83	0.0	0.0	0.09	0.03	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.04	3.58	0.06	0.04	0.06	0.0	0.0	0.0	0.0	0.07	0.02	0.06	0.0	0.05	27.22	0.11	0.0	0.04	4.87	1.32	1.05	0.0	0.35	0.0	0.03	0.0	0.25	0.37	0.29	0.0	0.44	0.99	0.05	0.0	2.23	0.09	0.0	0.0	0.0	0.04	0.0	0.04	0.0	0.0	0.03	41.37	40.87	44.19
Ttc21b	0.0	0.0	29.74	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6	12.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.05	0.0	0.0	0.04	0.0	0.0	0.0	33.53	0.0	4.61	2.69	2.24	3.91	22.03	0.0	0.0	10.76	0.0	7.09	6.91	1.6	3.49	5.0	2.52	3.39	7.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.01	9.04	8.48
Ttc39d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Usp1	0.0	0.0	0.0	0.0	65.55	0.0	0.0	0.0	0.0	0.0	0.0	10.34	0.0	46.02	0.0	0.0	0.0	0.0	0.62	0.0	63.54	14.52	0.0	0.0	32.65	1.41	0.0	37.65	0.0	0.0	63.36	0.0	59.0	11.74	0.0	8.88	15.32	0.0	11.19	0.0	0.0	23.17	4.39	0.64	5.04	13.17	6.91	5.62	39.52	0.0	0.0	54.02	0.48	0.0	34.28	0.0	0.0	0.0	0.0	46.4	0.0	21.59	20.18	20.61
Vat1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.86	2.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.16	131.87	0.0	100.75	0.63	8.25	6.34	59.61	11.27	0.0	0.0	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.55	46.63	43.57
Vgll3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.48	0.0	0.0	0.0	0.0	5.58	0.0	0.0	0.0	0.0	0.0	4.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	2.13	2.47
Yaf2	2.54	68.49	0.0	2.51	143.54	9.36	20.54	20.32	123.49	0.0	4.6	112.45	0.0	8.19	37.1	94.97	0.0	0.0	28.36	73.35	119.13	0.16	162.49	103.24	89.52	106.32	10.72	226.1	89.78	49.49	104.09	75.34	0.17	173.89	135.79	94.6	70.4	100.73	39.39	0.0	1.94	61.85	87.98	44.67	57.76	31.52	38.74	55.45	95.56	84.61	72.12	74.36	13.98	3.43	24.3	0.13	0.0	0.14	0.0	18.28	148.0	111.91	112.81	112.42
Zbtb12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.68	5.61	5.48
Zc3h12c	0.0	0.0	0.0	0.0	11.51	0.05	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	23.67	6.05	0.0	0.0	42.34	0.0	0.0	0.0	6.55	49.06	0.0	0.0	0.05	0.0	52.63	0.0	1.79	3.71	0.0	15.86	0.0	27.25	0.04	6.78	8.96	5.09	5.07	4.54	1.12	3.95	6.27	4.25	19.08	0.0	0.0	0.0	2.75	11.71	0.0	0.72	0.0	0.0	0.0	0.0	0.04	7.04	7.13	6.86
Zfand3	0.0	0.0	2.72	1.91	20.02	3.76	21.63	0.0	0.0	0.0	2.36	45.38	0.0	24.23	0.75	0.0	2.78	0.0	0.0	0.0	0.0	0.0	58.13	0.0	3.38	61.44	0.0	0.0	24.58	3.54	50.34	0.0	1.01	4.45	0.33	6.73	0.18	23.66	0.0	0.0	0.0	3.26	9.86	5.17	7.8	0.15	4.48	3.05	3.34	50.27	6.74	3.11	8.05	0.0	0.0	4.31	49.0	0.0	0.0	0.0	7.61	55.03	62.08	56.61
Zfp281	0.0	0.0	1.7	13.13	0.0	28.61	14.06	0.0	0.0	2.56	0.0	0.0	0.0	0.0	0.0	49.34	0.06	1.31	0.0	0.0	0.0	0.0	17.65	5.95	39.64	15.68	0.0	0.5	2.75	0.0	130.57	90.73	0.0	37.98	5.09	48.09	42.81	37.51	0.0	0.0	0.0	11.79	13.84	16.84	2.62	16.96	12.08	14.08	24.6	0.0	7.01	43.99	6.35	0.0	45.15	0.06	42.31	3.6	28.04	2.53	0.0	24.17	24.02	22.82
Zfp335	0.0	25.99	1.26	7.99	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28	1.08	0.0	0.07	0.0	36.06	0.0	0.0	2.85	1.01	12.09	0.0	0.0	0.0	2.03	0.0	5.77	1.01	0.5	4.65	0.0	2.17	2.86	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	22.0	22.79	23.63
Zfp64	0.0	1.01	0.0	46.9	0.0	0.0	0.0	0.0	0.0	0.0	4.48	18.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.36	6.92	0.0	70.06	0.0	0.0	51.7	0.0	54.71	0.0	5.61	0.0	13.0	2.04	0.51	0.0	0.0	14.0	1.41	5.29	4.03	15.14	1.5	1.08	0.75	2.02	0.0	0.0	5.02	0.0	7.33	0.0	0.0	0.0	0.0	0.0	19.62	0.0	14.99	10.29	12.06	9.95
Zfr2	0.0	0.17	0.0	3.35	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.31	0.0	0.1	0.05	0.0	0.0	0.0	0.0	0.1	26.72	0.0	0.13	9.33	6.7	0.13	0.0	0.0	7.06	0.0	20.8	0.3	5.68	9.03	0.28	14.89	5.22	0.0	2.39	2.22	0.21	3.94	7.92	2.65	1.95	1.45	0.77	0.0	1.44	0.0	0.0	0.08	0.0	0.0	0.0	0.0	24.98	1.12	19.43	38.45	42.82	46.79
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c7_tRNA-Arg-CGA_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.23	0.0	0.0	0.0	14.58	0.0	0.0	0.0	0.0	22.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	2.79
