	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_190	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
St6galnac5	0.0	0.0	0.0	55.44	0.0	0.0	257.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1	82.78	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	7.76	10.22	14.14	13.19	22.58	60.42	61.84	60.43
Stat3	0.0	20.35	0.09	0.0	9.69	0.0	49.02	20.59	10.24	0.0	0.0	4.36	2.43	25.35	1.05	11.1	20.19	0.0	0.0	53.15	0.48	0.0	0.0	0.0	22.04	13.27	0.0	0.0	54.94	0.0	0.0	6.93	16.58	7.36	9.3	17.44	6.56	8.54	0.0	27.11	0.07	0.62	3.22	9.67	2.87	3.15	3.61	29.25	28.76	28.35
Strap	16.48	40.67	6.35	0.0	0.75	36.77	66.9	2.27	0.0	0.05	0.94	0.0	1.0	14.7	13.66	0.0	0.0	0.23	29.5	30.48	57.0	90.89	0.0	0.0	36.07	23.6	62.58	13.27	0.0	32.84	0.0	36.75	1.51	0.43	58.93	18.97	24.43	10.38	1.76	72.73	0.11	19.33	30.4	13.17	22.47	24.36	28.22	122.24	121.15	118.63
Sun2	0.0	1.1	0.0	0.0	0.0	1.21	44.04	0.0	0.0	0.13	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.37	0.69	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.09	35.57	40.71	40.21
Tk1	0.0	0.0	0.0	0.0	0.0	0.0	59.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.66	0.96	0.68
Tmem110	20.78	0.0	0.0	0.0	0.0	1.34	56.05	0.0	0.02	0.03	0.0	0.0	7.89	29.85	0.01	0.0	23.7	0.16	0.07	8.92	0.0	0.0	0.0	0.12	0.07	0.0	0.37	0.0	0.0	0.03	0.26	0.07	1.37	0.0	12.24	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.27	1.71	2.78	3.2	1.75	17.89	17.99	16.13
Tmem88	0.43	1.42	0.48	1.48	0.0	3.79	18.99	0.79	2.05	1.01	0.9	1.89	1.46	0.2	1.3	0.98	0.6	1.8	0.0	1.02	1.81	1.04	0.15	0.0	1.38	0.11	0.38	1.77	1.65	0.43	2.22	6.43	3.26	0.76	0.44	2.29	1.96	0.0	1.66	0.5	0.82	1.94	15.52	2.56	5.51	5.65	8.81	4.08	3.73	2.85
Tmie	0.26	0.0	0.0	0.0	0.0	0.0	14.97	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.0	0.25	0.31	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	4.0	4.19
Triobp	0.0	0.54	0.0	0.0	0.0	0.0	3.43	0.31	0.38	0.15	0.12	0.12	0.23	0.0	0.14	0.46	0.82	0.0	0.74	0.88	0.8	0.0	0.01	0.14	0.1	0.25	0.23	1.05	0.11	0.0	1.48	0.2	0.05	0.08	0.0	0.16	0.24	0.0	0.21	0.23	0.0	0.0	0.11	0.26	0.0	0.26	0.27	7.46	6.29	6.73
Tusc1	12.95	0.0	0.0	0.0	0.0	0.0	13.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	1.27	0.0	1.29	0.78	6.38	10.92	8.48
Uvrag	0.0	0.0	0.0	0.0	0.0	0.0	49.55	1.74	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	3.9	0.0	0.0	1.78	0.0	0.0	0.0	3.17	0.0	1.74	0.2	1.21	3.09	1.11	26.63	29.36	28.19
Vgll3	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.58	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	2.13	2.47
Vps53	67.03	71.01	56.02	5.19	0.0	0.0	158.43	49.52	37.71	97.54	27.45	3.2	136.15	82.17	1.47	0.0	66.26	30.95	27.16	38.81	47.15	12.25	7.95	5.09	47.21	73.8	0.0	3.32	0.39	3.76	36.78	14.43	154.12	32.23	60.81	38.41	45.2	0.0	69.94	17.68	27.17	1.47	54.99	32.37	40.87	35.78	33.64	62.98	64.64	60.02
Zfp128	0.0	0.0	0.0	0.0	0.0	0.0	56.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.98	4.03	3.48	3.75	4.77	4.85	5.36	4.42
Zfp827	0.0	0.0	0.0	0.0	0.0	0.0	36.41	0.0	2.26	0.0	11.16	0.0	0.16	0.0	0.0	0.1	2.93	6.4	0.0	2.72	4.89	17.15	6.8	28.24	0.0	0.0	0.0	0.0	0.0	0.04	0.42	4.97	0.08	6.39	0.0	1.16	0.0	0.0	0.0	0.0	0.63	0.0	3.46	3.46	2.48	2.91	2.34	19.14	18.31	19.24
c12_tRNA-Ala-GCY_	0.0	0.0	0.0	0.0	0.0	0.0	49.71	0.0	0.0	0.0	0.0	12.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.85	0.0	0.0	0.0	10.76	0.0	22.46	19.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.12	14.09	29.71
