	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_100	Htr3a_tdTpositive_cell_114	Htr3a_tdTpositive_cell_117	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_66	Ntsr1_tdTpositive_cell_68	Ntsr1_tdTpositive_cell_71	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_2	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_180	Rorb_tdTpositive_cell_43	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_16	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mfsd5	6.91	0.0	38.79	37.1	32.62	31.85	2.08	1.33	19.6	2.1	2.92	0.0	12.2	64.55	0.0	0.21	4.56	0.0	1.72	0.63	3.13	0.2	0.77	9.73	0.25	2.08	1.31	115.61	6.51	38.63	0.0	0.18	12.08	4.29	2.53	23.47	21.38	3.53	6.66	4.68	12.77	4.35	16.93	6.31	4.51	9.6	7.87	1.5	2.16	25.09	0.17	0.33	0.0	0.17	0.0	83.95	0.42	0.87	1.56	47.12	47.32	45.14
Mip	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.04	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.09	0.24
Mllt4	27.28	0.0	1.0	8.28	6.81	20.39	4.31	19.55	14.8	12.18	0.6	0.05	26.23	6.12	59.71	0.95	0.47	0.0	0.1	0.04	5.78	17.65	0.0	0.04	26.65	6.36	5.84	45.44	7.97	0.02	0.0	0.0	14.66	7.05	5.7	0.08	43.01	6.54	4.97	3.23	10.47	4.0	6.56	11.35	11.56	8.0	11.69	5.09	37.51	0.27	20.91	0.0	1.29	0.24	26.93	11.13	2.18	1.97	0.0	42.53	41.5	42.39
Mphosph9	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.09	6.82	14.28	12.35	0.0	0.0	25.73	0.33	0.0	8.4	0.99	0.0	0.06	0.09	13.62	0.11	0.06	0.0	15.39	15.85	44.62	0.13	0.02	0.0	0.0	33.58	0.0	0.68	0.0	35.21	2.21	0.43	6.69	1.74	7.27	8.69	7.06	6.36	4.17	5.91	0.86	0.0	10.09	0.05	0.0	0.06	0.44	0.0	1.57	5.01	0.0	0.05	13.86	11.68	13.03
Mpnd	0.0	89.06	39.93	0.0	0.0	1.12	0.0	0.0	8.71	62.65	30.5	0.0	53.47	0.18	0.0	0.0	0.79	0.0	0.3	115.58	0.0	6.1	0.0	0.0	0.0	3.98	3.74	42.55	1.07	0.0	0.22	0.0	0.0	0.0	0.0	0.0	55.58	0.21	25.06	1.38	9.1	7.26	12.11	16.2	7.68	17.29	13.71	0.0	0.0	8.38	0.0	177.63	0.14	0.0	0.0	0.0	0.0	47.3	31.24	75.09	82.06	72.83
Nagk	0.0	0.0	0.0	138.84	0.24	0.0	0.0	3.25	64.02	8.73	47.59	0.0	1.2	194.67	0.0	0.0	0.0	5.82	0.45	140.86	0.0	1.91	0.0	8.9	25.25	0.0	1.32	228.38	125.19	4.23	0.0	0.52	35.42	4.39	197.71	0.0	116.75	28.54	60.07	66.42	75.49	36.18	51.05	13.12	62.01	44.13	51.66	2.5	0.0	27.38	0.22	125.81	0.0	17.45	0.34	71.41	0.0	78.29	0.0	48.24	50.58	44.91
Nek6	0.0	0.0	1.17	0.81	0.0	0.0	0.45	0.59	0.17	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.31	0.0	0.08	0.2	0.4	0.0	0.09	0.08	0.16	0.0	0.31	1.88	0.14	1.07	0.0	0.0	27.88	0.56	0.12	0.0	62.69	11.17	3.95	1.34	0.64	6.5	10.09	4.44	2.63	1.9	4.04	0.11	0.23	2.29	0.0	0.09	0.15	0.0	0.0	0.0	0.0	1.31	0.59	19.46	22.32	19.56
Neurl2	0.0	0.6	0.0	25.52	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	45.06	0.0	0.0	0.0	0.0	0.0	40.89	0.0	0.0	0.0	0.0	3.83	0.0	0.0	0.48	11.18	0.0	1.71	0.33	1.34	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	36.97	0.0	4.16	5.41	7.76
Nid1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.27	4.47	4.13
Nphs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.48	0.36
ORF63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.62	0.93
Otud7b	0.6	0.31	0.21	0.29	0.39	0.04	0.22	0.65	0.55	0.06	10.31	0.04	0.36	23.88	0.76	1.31	0.09	19.28	4.1	0.49	0.65	8.57	11.77	0.35	1.03	0.37	27.59	28.92	0.98	0.23	0.0	0.14	0.22	0.78	10.8	0.45	1.12	2.3	5.56	4.14	1.84	3.7	0.85	5.97	5.16	3.34	3.78	0.99	25.46	0.05	0.16	0.61	1.19	0.53	0.11	0.39	15.75	2.39	0.31	19.77	19.36	19.81
Pard3b	0.0	0.0	0.0	0.11	0.11	0.03	0.01	0.0	0.0	0.02	0.02	0.0	0.09	0.04	0.05	0.04	0.0	0.03	0.01	0.0	0.06	0.07	0.0	0.0	0.0	0.0	0.0	0.12	0.03	0.09	0.0	0.04	0.03	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.01	0.08	0.15	0.0	0.04	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	1.39	1.4
Pcdhb11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	31.99	0.0	0.0	16.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.19	1.2	0.0	0.0	0.0	0.71	1.96	1.14	1.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.56	3.33	3.64	2.52
Pcp4	5030.53	5350.95	4871.0	4905.76	3283.35	3842.39	3853.07	2777.44	4402.77	4052.0	4733.38	4425.79	2462.79	2799.24	3917.8	7467.74	5853.47	6240.76	5498.56	5326.1	6808.32	7407.1	5341.11	6583.41	5620.14	2612.09	3006.03	2508.87	3276.12	3583.84	3516.12	2547.46	3666.35	4470.96	3911.49	4815.87	7030.52	4246.61	4480.25	4373.65	4108.26	4928.48	3901.08	5219.57	2919.09	3442.63	3306.12	7638.97	4212.47	5202.71	4255.66	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	6217.49	3944.75	788.83	807.59	741.11
Pdia3	48.0	0.0	0.71	21.8	35.98	71.06	17.09	20.99	5.51	9.92	67.14	2.5	10.45	49.19	2.06	0.0	14.8	0.0	34.36	0.0	0.0	0.0	79.57	32.83	1.93	0.0	2.15	151.47	12.02	2.5	0.27	92.23	8.72	28.37	0.11	81.47	130.56	20.44	43.39	29.95	35.45	39.48	23.36	21.77	22.6	29.05	18.94	0.12	17.3	30.05	53.8	5.89	4.28	0.0	0.0	64.38	0.09	0.09	92.3	154.5	153.1	147.09
Plaur	0.0	0.0	0.0	148.43	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.33	0.0	0.0	0.0	0.0	0.0	43.03	0.0	136.09	0.0	0.0	0.0	51.79	0.0	0.0	87.85	0.0	0.0	5.2	0.79	0.42	4.2	0.0	11.56	13.31	30.57	14.35	11.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.34	0.0	0.0	1.65	1.15	1.46
Plekha1	51.67	19.03	34.25	9.86	51.26	5.69	51.67	35.55	89.67	44.41	0.0	128.66	78.58	77.02	8.28	0.0	53.24	17.62	48.12	56.93	104.69	28.81	56.91	60.07	2.66	105.88	3.24	179.0	9.95	36.4	0.0	0.0	32.31	7.51	34.92	9.15	133.0	30.02	60.12	29.49	38.5	15.01	25.39	20.87	47.87	47.38	52.81	8.87	0.0	4.55	0.26	19.0	13.85	20.97	13.47	0.27	39.11	55.43	0.0	75.15	80.27	81.24
Plekhf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.45	5.66	2.77
Pmel	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.68	0.3
Pofut2	15.42	0.0	0.0	47.46	0.0	0.0	0.0	0.0	0.0	3.07	0.14	0.0	63.98	0.0	0.18	0.0	0.0	9.11	19.14	0.24	11.52	5.26	0.0	0.0	0.0	0.46	4.37	169.22	104.17	0.07	0.16	0.0	12.0	4.88	56.92	0.0	0.0	13.02	18.16	13.68	8.72	21.95	32.65	8.59	6.62	9.82	12.42	18.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.1	25.48	25.46	22.47
Pole2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	4.3	0.0	0.0	0.0	0.0	0.0	0.0	0.21	38.97	0.0	12.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.39	0.91
Ppfia3	0.0	0.0	0.64	0.53	0.0	19.76	0.15	0.0	0.47	0.0	0.02	0.92	0.87	0.0	0.0	0.0	0.74	0.0	0.0	0.0	34.13	0.0	1.62	3.94	0.69	0.83	0.12	5.35	0.41	0.0	0.0	0.0	0.05	2.08	0.0	0.0	0.12	2.75	1.17	2.46	1.44	1.0	0.25	0.24	0.85	0.98	1.7	0.2	0.0	0.12	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.05	0.05	109.04	115.42	111.21
Prss35	4.26	6.95	1.24	3.79	0.38	0.28	9.38	10.37	0.58	10.35	0.04	0.0	9.42	1.99	8.14	0.0	0.0	1.75	0.48	0.13	3.92	1.24	6.97	2.71	1.36	1.83	12.1	135.85	4.21	0.49	0.0	0.0	2.44	4.18	0.0	0.0	1.47	30.72	16.11	7.45	9.98	24.33	32.56	13.98	22.0	18.4	12.59	2.22	1.87	1.44	0.78	2.79	1.07	0.47	13.68	0.0	0.0	60.81	6.66	4.72	4.89	4.08
Rab39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.98	0.0	0.0	0.12	0.0	1.36	6.94	0.0	0.0	8.52	1.85	0.93	0.0	0.0	3.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.33	1.56	1.34
Rgma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.07	4.33	1.89	0.56	0.94	0.0	0.0	1.54	0.33	0.29	0.77	0.0	0.0	4.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91	0.0	27.04	31.73	29.97
Rnf165	0.6	0.13	0.91	0.45	2.85	12.68	0.33	1.38	0.33	0.19	0.03	5.26	0.44	0.75	0.06	0.04	0.0	0.33	0.17	0.18	25.59	0.63	0.36	0.16	1.78	11.29	0.16	27.94	0.41	2.49	0.0	0.0	2.01	0.93	0.23	0.08	0.88	4.38	2.42	6.63	5.8	1.08	1.52	3.39	2.59	2.59	2.55	0.66	0.21	0.26	0.18	0.04	0.19	0.09	0.06	0.16	7.29	7.58	2.83	24.71	25.79	25.0
Rpp25	0.78	0.0	0.0	28.88	3.69	0.0	0.0	0.0	35.18	0.34	55.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.8	0.0	6.93	6.08	0.0	8.41	4.08	4.18	1.58	0.0	25.38	0.0	0.0	0.0	0.0	0.0	1.34	0.0	25.73	0.0	0.0	19.41	22.9	23.18
Rrp1b	0.0	35.18	0.93	20.03	23.14	0.07	31.1	17.2	11.62	0.01	2.81	0.23	28.25	0.25	0.34	0.0	0.0	0.13	21.33	0.07	16.61	0.18	8.2	4.72	0.41	0.14	1.01	52.28	0.26	2.25	0.0	0.0	0.26	0.52	9.82	0.68	0.52	0.81	0.63	7.94	1.94	0.67	0.21	2.9	3.28	1.59	2.62	0.07	0.17	0.04	0.0	0.37	0.57	0.15	0.37	0.07	0.35	0.2	0.62	9.12	9.24	9.31
Rundc3b	0.0	0.0	0.0	0.0	1.97	0.48	19.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9	19.97	0.0	0.07	0.21	4.66	0.0	19.46	4.23	0.0	0.0	96.91	0.0	0.0	0.0	0.0	1.74	36.4	0.0	0.0	37.96	2.79	5.81	7.7	13.53	3.77	13.36	2.78	13.88	9.13	11.65	0.0	0.0	0.0	0.08	30.45	0.0	0.0	0.0	50.92	5.78	0.0	0.06	29.92	30.02	29.47
Rxfp3	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.85	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	1.24	1.98
Senp3	0.93	2.04	9.84	3.49	0.0	0.0	0.0	0.0	13.11	0.0	0.0	0.0	9.11	0.0	9.47	223.88	0.15	0.0	12.14	0.0	68.08	0.0	0.0	0.0	0.0	0.0	0.26	99.85	50.41	0.0	0.16	12.99	1.78	11.61	0.13	0.0	0.0	19.2	19.52	5.7	10.81	16.51	10.35	21.73	15.73	13.48	7.51	0.15	0.0	4.47	1.03	3.06	44.55	0.0	5.95	0.0	0.0	10.68	0.0	68.89	64.51	65.4
Sh2d1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Siglech	0.0	0.0	0.26	0.49	1.3	0.45	0.16	0.0	0.16	0.91	0.17	0.44	0.65	0.73	0.83	0.28	1.32	0.0	0.87	0.14	1.24	0.0	0.57	0.0	0.52	1.1	0.24	3.04	0.88	0.21	0.0	0.0	1.22	1.45	0.12	0.26	0.24	0.15	0.88	0.4	0.28	0.52	0.45	0.99	0.24	0.14	0.97	0.41	1.21	0.36	0.38	0.35	0.37	0.5	0.18	0.13	0.2	0.43	0.45	11.81	10.81	13.29
Slc7a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	2.04	2.13
Slco5a1	0.0	0.06	0.0	0.08	0.0	0.0	0.09	0.0	0.04	0.08	0.0	0.0	0.06	0.0	0.0	0.0	0.04	0.0	0.0	0.08	0.06	0.0	0.05	0.01	0.1	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.06	0.0	0.04	0.03	0.08	0.0	0.0	0.07	0.73	0.11	0.04	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	1.95	1.68	1.73
Sln	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.19	0.0	2.53	2.19	6.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.46	0.0	0.0	0.0	0.4	1.71	0.42
Smg6	0.0	0.0	0.53	7.74	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	1.72	0.0	0.07	28.31	0.0	0.0	0.3	0.0	14.21	42.54	0.08	0.0	8.57	0.09	0.0	45.24	0.0	7.13	4.39	0.96	2.66	1.94	0.0	0.0	22.41	6.66	1.83	4.8	5.12	1.41	8.84	4.55	1.68	1.7	1.72	0.0	0.06	12.04	0.0	0.68	0.04	0.0	28.78	0.0	0.0	0.09	0.0	21.71	21.4	24.47
Snord57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.05	3.86
Sox6	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.98	8.17	9.29
Spdef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.31	0.22
Strn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.86	0.0	66.62	0.0	0.04	0.0	0.0	0.0	0.29	0.0	0.0	0.0	2.5	0.0	0.07	2.55	2.93	1.0	3.29	3.23	0.78	0.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.78	45.34	46.32
Susd1	0.0	0.0	2.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	24.31	5.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56	0.52	0.0	1.62	1.66	2.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.75	9.71	8.91
Tbx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.71	2.11	2.39
Tcp11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.06	0.0	0.88	0.59	0.56
Tctex1d4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.74	0.0	0.62	0.19	0.96
Tgfb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.93	5.75	4.74
Tgif1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	2.58	1.6
Thap7	0.0	36.08	33.67	33.3	0.0	0.0	33.28	0.0	0.0	0.0	0.0	72.99	3.44	0.78	0.0	0.0	96.37	0.0	0.0	0.24	0.0	93.31	0.0	219.54	0.0	56.58	0.0	136.36	0.0	0.0	0.0	0.0	30.87	18.06	97.24	0.0	0.0	20.75	47.86	38.44	45.17	27.18	68.62	40.07	28.8	36.23	30.73	25.12	0.0	46.71	0.0	0.0	0.0	2.1	0.0	0.0	0.0	0.0	0.0	29.02	28.15	29.07
Thnsl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.59	0.0	0.0	0.0	0.0	0.14	0.0	0.0	126.88	0.0	6.25	0.0	0.0	0.0	0.0	13.88	1.46	2.03	2.34	4.14	0.36	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.99	3.57	2.99
