	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_44	Ntsr1_tdTnegative_cell_54	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mbtps2	19.63	37.57	0.75	0.0	0.0	0.0	0.19	0.02	54.9	0.0	203.86	0.0	0.0	0.21	0.12	0.32	0.05	0.0	27.24	0.21	0.03	0.07	21.59	0.06	0.2	0.08	0.19	0.04	4.85	8.77	0.18	0.07	9.56	0.22	0.13	0.09	1.43	0.0	0.14	0.25	0.0	0.13	0.0	0.05	0.0	0.09	0.29	10.02	0.12	0.1	13.7	0.0	0.12	0.0	0.17	0.38	0.0	0.0	0.06	0.0	9.09	20.37	20.33	7.27	11.01	8.25	18.29	17.06	17.71
Med26	17.45	0.0	35.51	0.0	0.0	0.7	0.0	0.04	0.0	0.0	103.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.53	0.0	3.44	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	11.51	3.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.55	0.89	0.09	4.31	1.13	0.23	7.98	8.0	6.69
Med9	0.21	0.07	0.0	0.26	0.0	0.18	0.0	2.44	0.0	14.06	67.99	0.0	3.32	0.0	0.0	0.0	0.06	19.45	2.52	35.23	0.0	0.0	0.0	0.0	20.81	0.0	0.0	0.0	0.0	32.19	10.85	0.0	0.0	0.16	23.47	15.43	0.0	0.28	0.0	0.0	0.63	0.0	1.38	0.0	0.0	10.4	6.06	3.57	15.18	0.63	0.0	0.0	0.68	0.0	9.9	0.0	0.0	0.0	0.0	0.03	5.29	3.58	0.43	2.77	2.96	5.06	36.05	38.05	37.33
Mettl9	61.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.67	2.1	146.62	9.37	0.0	0.0	6.91	0.0	0.0	0.0	0.04	0.0	6.27	0.0	61.15	0.0	14.97	0.0	0.84	0.0	0.0	0.0	0.0	0.0	7.87	0.0	0.0	55.06	40.7	0.0	10.29	2.59	0.0	0.0	0.0	0.0	0.0	5.25	9.28	18.23	0.0	0.0	0.0	2.73	0.0	5.76	2.94	1.81	0.0	0.0	1.52	47.59	10.24	3.33	15.91	6.29	12.98	6.35	75.08	79.73	74.6
Mitf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	80.82	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	2.14	6.31	0.0	0.0	0.0	0.0	0.0	0.0	26.64	0.0	0.0	14.27	0.0	0.0	0.0	0.0	0.0	0.0	20.07	0.0	6.78	0.0	0.0	0.0	7.82	1.29	0.0	0.0	0.0	27.35	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	3.3	0.0	3.54	2.0	3.05	0.9	4.09	4.02	5.0
Mmp25	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.14	0.11	0.0	0.45	0.19	0.0	0.0	0.25	0.0	0.07	0.0	0.03	0.0	0.0	0.0	0.21	0.0	0.07	0.11	0.0	0.07	0.0	0.0	0.0	0.0	0.29	0.06	0.0	0.09	0.0	0.06	0.08	0.0	0.32	0.05	0.21	0.0	0.0	0.0	0.14	0.15	0.0	0.05	0.0	0.0	0.09	0.16	0.0	0.06	0.21	0.0	0.0	0.0	0.42	0.08	0.0	0.0	0.1	0.21	0.33	0.28	0.32
Mtap7d2	77.12	49.71	69.02	101.23	2.83	40.64	59.27	6.83	28.47	6.08	312.58	78.94	18.07	8.39	183.05	80.77	71.89	29.46	26.19	96.12	0.13	89.38	98.6	13.3	44.56	47.51	44.81	50.13	56.29	69.47	85.05	6.38	45.17	28.93	26.96	12.26	82.56	49.26	53.24	32.17	159.66	102.06	38.21	39.19	0.0	59.13	67.92	94.75	70.1	173.96	72.33	41.0	59.41	66.31	59.15	24.02	225.87	64.62	59.44	33.21	54.03	65.27	101.7	87.3	55.37	63.84	112.29	108.26	106.88
Myo9b	0.89	0.0	2.85	0.0	0.0	0.0	4.1	0.94	0.0	0.64	37.17	0.0	0.0	0.0	0.08	0.0	11.39	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.08	0.0	4.85	0.0	10.4	17.41	0.0	5.66	0.0	22.86	3.82	0.0	0.04	2.19	16.53	0.0	0.0	0.03	0.0	0.24	1.35	6.51	2.67	0.0	0.0	0.02	1.51	8.14	1.61	0.06	0.92	0.0	0.04	8.59	2.76	0.33	3.03	1.62	1.34	1.41	28.35	26.19	30.28
Naa50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.92	18.81	0.0	186.1	45.57	0.0	0.0	0.0	0.0	5.18	61.18	7.45	58.06	0.0	4.4	0.0	24.85	0.0	3.57	18.71	0.0	0.62	2.89	0.06	0.0	0.0	0.0	0.0	58.59	0.06	8.96	0.0	0.13	0.0	0.0	31.79	1.19	0.0	23.56	10.9	27.39	0.13	0.04	0.2	31.41	59.61	2.03	0.0	0.0	0.0	39.54	0.07	0.0	11.9	19.12	21.7	15.62	14.25	17.39	42.77	40.34	40.79
Necab2	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	9.13	86.78	6.65	0.0	0.0	0.0	0.0	0.0	12.77	0.0	0.0	0.0	0.0	10.49	0.0	0.0	0.0	0.0	0.0	0.14	55.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.11	0.0	0.0	0.0	66.62	0.0	11.65	0.0	0.24	0.0	1.18	0.0	0.0	1.45	3.53	13.51	0.61	2.29	1.78	76.45	80.52	73.62
Nipa2	12.15	0.0	31.45	0.0	0.0	13.94	0.0	0.0	0.0	0.0	111.7	10.86	0.0	0.0	0.0	30.49	0.0	0.0	84.62	0.0	0.0	0.0	0.0	3.01	30.23	0.0	14.17	0.0	0.52	0.0	0.0	0.12	27.14	0.36	0.0	0.0	0.0	0.0	41.74	0.0	0.1	9.79	0.0	0.0	0.0	0.0	2.32	11.22	0.0	0.0	0.0	2.82	0.0	25.04	0.0	17.46	0.0	0.0	0.0	0.0	0.16	0.0	8.18	9.31	4.45	4.2	27.5	25.96	23.65
Npy	138375.8	359.05	173305.25	1.6	1.46	115124.65	16044.9	43922.94	108594.8	96206.73	42632.64	68542.73	65548.38	14635.6	45335.24	34339.27	132042.44	105008.15	149629.49	134232.96	130357.56	120987.76	122165.94	132052.33	122154.33	122963.43	117863.77	102118.34	130527.91	173863.58	126989.03	45711.04	166048.87	115420.41	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	110523.31	101137.64	151963.58	0.0	24726.66	12.38	985.16	145032.54	28240.98	180453.32	38762.64	128781.07	137945.15	48908.54	70964.58	35571.91	32250.58	137580.94	120620.2	0.0	0.0	0.0	0.6	0.0	0.7	214.21	196.57	200.76
Oaz3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.11	0.0	0.0	0.45	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	5.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.19	1.62	0.0	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.65	0.55	0.26	1.36	1.56	0.95	5.76	5.93	5.94
Orai3	0.0	0.0	0.69	0.0	0.0	0.0	0.0	0.69	77.02	0.19	166.14	0.0	17.81	0.0	0.0	0.0	0.0	0.0	6.23	2.07	0.08	0.19	0.31	0.78	0.3	0.0	0.0	0.0	0.0	70.88	9.9	3.19	0.0	0.16	0.09	0.0	0.0	46.24	98.28	0.0	0.0	0.0	0.0	0.0	0.0	63.67	11.56	4.86	29.38	0.0	0.06	0.11	0.0	0.11	0.22	0.28	0.0	98.75	0.15	0.19	0.0	0.61	0.16	1.96	2.43	2.81	21.92	22.88	20.54
Palld	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.18	14.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.39	0.0	0.0	0.0	0.0	0.0	0.0	0.1	1.05	0.99	1.14
Pcdhb18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	99.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	3.42	0.0	0.03	0.0	0.0	24.71	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.65	0.57	1.06	1.42	2.12	4.13	4.15	4.47
Per1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	8.94	1.94	0.0	0.0	0.06	0.0	3.31	0.16	4.91	0.0	0.0	0.07	0.0	0.0	7.59	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.35	0.0	0.0	0.0	3.38	3.42	0.0	0.0	0.15	0.0	0.0	0.0	0.0	1.99	0.0	0.0	0.0	0.0	0.84	4.16	3.84	0.51	1.32	1.78	73.62	71.21	38.52
Phf11	0.0	0.0	14.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	0.11	0.27	0.15
Phf12	0.0	5.12	0.0	0.0	0.58	0.0	0.0	0.0	0.0	6.93	55.89	11.74	5.37	0.0	0.0	0.0	0.0	1.99	0.8	0.0	0.0	1.93	26.68	0.07	0.0	0.0	0.0	0.0	0.0	0.0	17.45	0.0	0.0	1.07	0.58	0.0	0.0	0.05	0.0	0.07	0.0	0.0	0.0	0.06	0.0	0.0	3.61	4.97	0.0	0.0	8.32	0.03	0.0	0.0	1.45	0.0	0.0	0.0	5.08	0.0	0.72	12.26	3.17	4.18	5.13	6.51	34.51	36.87	35.45
Pkn1	0.0	0.0	0.0	6.23	18.72	0.0	0.0	0.0	0.0	0.0	50.82	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	8.25	0.0	2.79	0.0	18.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6	0.0	0.0	0.0	0.36	4.98	0.8	2.68	0.44	34.6	34.75	36.69
Pla2g4c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.92	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2	0.0	15.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.23	0.25	0.3
Ppp3ca	51.34	72.22	65.85	209.03	279.69	74.17	257.0	190.34	59.79	113.28	638.86	122.72	49.32	73.63	87.37	174.24	33.65	105.87	64.36	26.74	27.75	33.76	36.24	110.39	71.52	65.79	18.11	47.79	69.49	18.45	125.3	12.39	22.48	26.48	46.96	75.35	34.68	47.88	75.38	43.12	29.55	29.46	26.38	24.76	0.0	288.31	292.8	443.53	91.5	182.93	130.55	229.79	31.45	108.37	62.94	117.62	167.29	116.25	13.2	12.32	379.9	683.34	640.38	960.82	747.74	778.86	928.33	877.89	905.1
Ppp3r1	102.0	84.42	94.77	28.44	141.71	82.62	103.41	80.03	9.38	100.02	448.66	39.72	77.79	3.83	17.52	18.58	74.05	74.54	120.95	18.83	191.07	191.63	91.44	66.57	28.46	77.55	45.09	2.97	23.35	75.94	12.57	118.23	23.8	49.04	86.41	10.64	11.97	106.08	72.55	73.4	124.18	26.88	18.94	42.26	0.0	124.46	142.55	194.81	18.32	74.3	36.85	166.78	57.94	97.3	148.92	44.3	26.65	104.81	55.38	12.28	204.46	166.94	168.24	226.77	215.64	211.12	920.94	893.77	828.14
Ptpn4	3.51	0.0	3.17	0.0	0.08	5.04	0.0	10.86	19.93	0.0	182.99	19.57	29.25	0.0	0.0	11.55	0.81	1.7	1.2	0.08	0.07	0.0	0.25	0.0	1.33	1.72	0.0	0.23	0.0	0.58	0.0	0.0	41.28	0.0	20.36	0.0	0.11	4.66	0.22	0.0	1.04	0.0	0.0	7.95	0.0	0.0	11.87	2.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.75	16.06	3.99	0.0	0.0	6.73	2.72	2.84	1.32	1.59	2.93	29.52	23.09	30.41
Rap1b	35.68	0.0	0.71	89.97	0.0	29.21	89.92	143.45	0.0	0.0	491.1	47.41	265.71	0.0	0.0	0.0	0.0	90.97	0.04	0.0	0.0	5.41	92.32	0.0	0.0	49.7	45.59	0.0	133.65	50.12	24.22	0.0	33.12	14.12	64.05	0.0	0.0	21.95	40.24	0.46	60.57	40.37	5.32	48.24	0.0	133.34	10.09	82.39	116.41	107.36	66.27	37.95	172.5	27.52	75.02	65.84	0.0	0.0	0.32	45.18	59.0	58.76	13.15	54.4	49.47	45.4	80.58	81.9	72.87
Rap1gds1	63.05	6.52	115.78	61.54	74.25	36.34	161.2	171.12	28.41	224.72	230.3	80.4	118.84	0.28	27.41	70.8	88.29	19.32	84.24	18.27	70.34	72.14	9.62	79.76	147.77	63.24	174.83	51.44	73.47	87.65	48.01	58.28	8.02	33.12	1.03	29.57	38.23	175.93	64.52	34.07	59.64	103.07	51.99	65.02	0.11	194.36	78.93	82.22	13.7	91.75	2.53	123.55	27.75	98.98	7.64	0.0	37.3	0.0	3.01	15.97	210.7	352.98	263.15	163.34	241.35	252.04	284.57	290.45	264.54
Rap2c	0.0	1.11	0.0	35.55	0.0	0.0	0.0	0.0	1.22	0.0	206.78	0.0	0.0	27.13	0.0	0.0	0.0	5.26	0.0	0.0	57.63	5.05	0.0	23.18	0.0	25.93	7.12	14.51	0.0	0.0	0.08	0.0	0.09	0.0	0.0	0.0	0.0	0.0	10.46	0.0	0.0	0.0	0.0	25.5	0.0	4.59	11.5	7.05	0.0	0.0	0.0	83.84	0.0	30.98	0.0	6.95	0.0	0.0	0.0	0.0	5.98	1.18	0.81	5.7	1.54	1.27	28.98	27.75	28.6
Rhbdf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	0.0	0.0	9.49	10.06	11.6
Rhobtb2	0.0	0.0	18.01	0.0	0.0	7.39	2.9	0.0	0.0	24.93	67.97	0.0	0.0	25.36	0.0	0.0	4.88	0.0	0.12	0.0	0.09	0.0	1.55	0.0	0.0	0.07	0.0	0.0	0.0	0.0	4.87	0.0	0.0	1.81	0.0	0.0	5.93	2.01	3.4	8.96	0.0	0.03	0.0	0.0	0.0	2.12	3.83	4.18	0.0	2.69	5.03	0.9	0.0	0.13	43.96	0.0	0.0	0.09	0.0	0.0	11.28	4.2	1.47	3.33	6.38	5.32	60.65	60.9	53.86
Rnf115	0.28	1.45	9.09	0.0	0.0	6.48	0.0	0.0	0.0	71.11	223.15	8.65	0.0	0.0	0.0	0.0	1.26	15.78	10.08	70.72	2.21	44.26	56.36	11.55	56.09	17.37	30.91	3.72	19.46	0.0	43.45	0.0	8.3	88.17	0.0	0.0	0.0	0.0	8.63	0.0	55.69	0.0	0.0	43.01	0.0	68.3	21.68	10.45	41.67	14.88	51.85	0.0	33.75	56.95	47.86	0.21	7.11	57.1	43.92	0.0	9.45	3.5	12.85	16.94	11.14	15.25	61.47	60.54	56.83
Rnf185	0.0	0.0	59.86	64.89	65.55	0.0	0.0	0.0	165.72	9.0	360.1	110.53	0.0	0.34	0.0	0.0	0.0	25.83	0.0	3.08	0.12	7.88	38.99	0.0	30.82	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	106.7	0.0	0.0	0.0	0.0	0.0	125.84	0.0	0.0	5.58	0.34	0.0	0.0	54.94	12.72	35.14	0.0	0.08	0.0	49.18	27.34	0.0	0.0	0.82	0.0	51.23	43.37	47.49	40.34	54.68	37.63	32.38	41.38	26.96	27.54	24.64
Rnf38	60.23	0.0	3.79	0.8	0.0	0.11	0.0	58.0	0.0	0.04	225.93	0.0	0.0	3.74	0.0	39.87	5.42	24.7	0.02	93.82	0.2	30.73	36.39	37.15	0.88	28.74	0.35	37.67	0.22	6.25	28.09	2.7	0.06	30.79	1.15	0.0	0.31	1.12	0.67	4.84	2.13	3.39	4.96	29.37	0.0	0.09	4.57	8.9	0.0	18.67	11.93	0.0	6.21	20.62	0.0	0.93	0.0	35.31	0.06	0.02	3.4	0.0	13.75	11.91	6.8	5.96	36.48	34.22	37.6
Rreb1	0.0	0.03	0.0	0.0	0.0	0.0	0.01	0.0	0.05	0.0	44.18	0.0	0.27	0.0	0.08	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	1.88	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.81	20.08	22.82
Sbk1	6.99	0.0	0.0	2.42	5.41	0.0	0.0	5.44	23.25	31.86	114.9	10.09	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.0	0.85	1.37	1.29	0.0	0.0	0.0	0.81	0.0	0.0	1.15	0.85	0.0	0.0	0.76	31.22	0.0	0.0	0.91	0.0	0.07	22.71	0.92	0.0	0.0	9.96	19.0	12.08	3.58	0.55	37.02	0.0	8.46	0.93	0.0	24.67	42.57	46.02	25.31	0.66	8.37	3.53	3.64	0.56	2.82	5.85	4.5	50.91	56.15	49.9
Scarf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	5.09	3.02
Sgpl1	0.15	0.0	0.0	8.27	0.0	0.0	0.57	0.0	0.0	0.0	134.47	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.04	0.0	0.0	21.46	0.0	0.0	0.27	0.09	0.0	0.0	44.78	0.0	0.0	1.19	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	10.04	1.93	0.67	0.0	0.0	18.16	0.0	0.0	0.0	0.0	56.58	0.95	0.0	26.49	0.07	1.24	6.54	5.39	6.94	25.18	22.93	20.75
Shisa2	6.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	3.45	2.81
Siah2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	89.78	10.47	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.07	0.0	0.0	8.86	6.44	1.1	0.12	0.0	0.0	0.0	0.0	0.0	0.0	17.29	0.0	0.09	65.9	0.0	0.0	0.0	2.31	0.0	2.9	0.0	0.0	0.0	1.06	5.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.08	0.0	5.43	0.72	0.0	4.93	6.1	2.66	16.0	16.68	10.78
Slc16a12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	2.01	1.6
Slc35f5	6.17	0.0	0.0	0.0	0.0	0.0	0.0	11.17	0.0	0.0	423.29	14.03	0.0	0.0	0.0	1.97	0.0	34.23	0.03	0.46	5.59	42.66	0.28	0.0	24.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.18	12.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.31	6.98	7.4	8.85	13.23	15.65	16.87	22.01	22.42	19.82
Slfnl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.06
Smchd1	0.63	0.0	5.96	0.0	0.0	0.0	0.0	0.0	80.98	41.51	154.61	0.0	1.23	0.14	0.0	0.0	43.92	5.96	0.0	1.84	0.0	46.67	0.0	9.68	1.08	10.16	0.0	0.0	5.67	0.03	0.0	18.19	3.48	4.2	0.87	0.0	0.0	0.0	0.08	0.0	0.0	0.51	7.44	5.98	0.0	4.52	6.54	20.09	0.0	0.0	16.6	1.0	0.33	9.97	0.0	0.0	1.59	0.06	0.0	0.45	5.61	0.88	12.29	11.28	7.7	8.36	17.6	16.14	16.17
Smyd2	0.0	90.48	47.18	0.0	0.0	0.0	0.75	0.0	2.86	142.29	355.26	30.72	0.0	0.0	0.0	10.84	6.0	10.68	10.91	0.0	0.0	0.0	0.31	0.0	0.0	0.0	27.3	0.0	60.7	1.26	10.18	63.83	1.23	14.72	59.17	0.0	0.16	0.26	2.11	0.0	0.0	0.2	11.16	0.62	0.0	10.07	0.28	35.04	0.0	0.0	0.0	0.0	0.56	0.0	0.0	6.2	0.99	0.0	0.0	36.2	0.45	9.68	2.72	2.45	9.13	7.03	72.73	77.71	73.05
Snapc4	9.44	0.0	2.02	0.0	0.0	0.0	1.27	0.0	1.75	0.05	127.17	43.65	0.0	0.0	0.0	13.53	0.0	0.83	0.0	0.48	17.78	8.79	0.0	0.07	0.0	26.4	10.68	0.05	0.0	0.06	0.0	0.07	3.59	2.98	20.89	0.0	0.0	0.0	0.0	26.72	0.0	0.0	0.0	0.0	0.0	0.29	5.2	17.13	0.0	0.07	0.0	5.38	0.0	0.0	0.0	0.0	0.0	0.0	23.37	0.0	0.97	7.14	7.48	5.35	5.89	2.36	27.77	29.82	29.1
Snord52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.42	4.17	9.13
