	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_16	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_40	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_92	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Szt2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	7.45	0.09	0.05	0.0	0.0	0.73	0.0	0.0	1.07	0.0	17.69	0.0	0.0	1.05	1.44	2.86	0.0	0.02	0.05	0.02	0.13	1.27	0.67	5.38	0.0	0.05	0.0	7.88	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.03	1.83	0.03	0.11	0.99	0.34	0.44	18.73	19.33	23.53
Tarsl2	0.0	0.0	13.46	0.0	0.0	0.0	0.0	0.0	12.33	0.0	5.86	0.0	0.0	0.0	0.0	0.0	7.9	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.51	33.54	1.32	0.0	68.02	0.0	0.0	13.06	0.0	0.0	22.33	0.0	0.0	0.0	0.0	25.29	15.68	0.0	9.93	0.0	0.0	0.0	11.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.49	10.61	10.02	12.08	8.38	16.0	12.03	38.79	39.36	35.69
Tmem204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.96	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	10.39	12.32	9.06
Tnfrsf9	0.0	0.0	0.34	0.13	0.0	0.0	0.0	0.11	0.0	0.0	0.95	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.08	0.06	0.11	0.0	0.0	0.14	0.0	0.15	0.02	0.0	65.92	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.21	0.15	0.0	0.08	0.0	0.0	0.49	0.0	0.0	0.0	5.55	0.26	0.0	0.0	0.0	10.29	0.0	0.76	1.26	2.08	0.88	0.57	0.68	0.99
Trpc7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	0.0	0.5	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.07	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.23	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	2.63	2.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	1.03	0.62	2.33	2.86	2.62
Ubr2	0.41	0.0	0.97	0.0	37.41	0.53	0.0	0.3	16.19	0.0	6.7	0.0	0.0	0.2	0.0	0.05	2.68	0.0	0.02	0.17	0.0	0.0	0.11	0.05	0.37	8.81	0.0	0.58	32.13	0.0	3.04	1.55	0.0	0.76	5.97	0.04	0.04	1.45	0.0	5.68	5.61	0.0	9.18	1.5	2.88	3.39	16.47	8.12	3.13	16.43	0.0	8.9	2.9	1.09	5.44	4.8	3.18	3.02	3.35	2.75	3.49	37.12	36.47	37.59
Usp8	26.32	0.0	39.53	24.05	11.13	0.0	33.23	8.59	58.32	0.13	0.0	0.72	45.57	30.62	0.0	17.01	6.56	28.24	19.29	9.83	34.27	1.77	0.12	28.76	0.0	32.96	0.3	0.0	95.66	3.13	0.23	35.4	26.45	2.12	40.84	40.55	30.97	10.99	17.88	71.35	23.08	0.0	24.36	1.81	4.6	3.26	9.96	38.03	0.0	46.84	25.41	71.11	22.13	0.0	23.62	29.6	28.95	11.33	32.3	23.23	19.8	49.09	43.37	48.27
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vmn2r87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	0.0	0.0	0.0	0.0	12.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	2.67	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.0	0.0	0.0	0.0	0.0	0.0	1.78	5.6	2.76	0.24	1.11	1.3	0.0	2.25	1.72	2.06
Wdr13	0.46	60.68	16.55	0.5	0.0	54.79	0.0	0.2	12.87	53.7	84.38	2.51	0.58	3.22	0.08	0.52	1.31	0.0	0.04	36.13	19.13	56.61	26.81	6.0	0.86	0.0	0.12	0.0	83.23	0.14	0.38	0.56	1.23	0.0	7.66	13.19	0.76	0.0	0.41	21.27	11.59	0.0	0.0	0.78	0.0	1.05	3.65	0.0	41.02	64.85	0.22	7.54	16.17	0.0	27.17	30.28	11.01	10.59	22.73	17.13	24.36	136.96	138.91	138.76
Wif1	0.0	0.0	0.0	0.0	0.0	0.0	4.95	0.0	0.0	0.0	26.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17	91.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	1.21	1.23
Zbtb49	1.93	0.0	0.0	0.0	0.0	0.0	0.12	0.14	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.46	1.95	0.0	0.0	0.0	0.0	67.87	0.0	0.0	0.0	0.08	0.0	0.07	0.0	0.0	0.0	0.0	7.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	1.6	1.7	0.0	0.12	8.16	8.77	8.86
Zfp238	3.48	0.0	0.0	0.07	0.0	0.0	0.0	3.05	0.0	0.0	0.16	8.21	0.0	34.32	0.0	0.19	0.0	7.98	0.09	3.24	3.16	0.0	1.28	0.0	0.21	0.0	1.67	8.65	9.16	0.0	0.0	0.0	6.59	0.0	1.94	0.0	0.0	0.07	0.0	33.15	86.52	4.9	0.0	0.0	0.0	0.06	0.12	0.0	1.52	0.0	0.0	0.12	0.0	0.0	23.25	15.2	9.01	14.99	27.81	34.05	33.72	221.06	223.84	211.8
Zfp324	0.0	0.0	0.16	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.64	0.0	0.0	0.0	0.0	0.53	21.23	0.0	0.0	0.0	0.0	5.5	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69	0.0	4.53	0.0	0.0	0.4	0.8	6.41	6.19	5.86
cm_LSU-rRNA_Hsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.74	0.0	0.0	0.0	0.0	26.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.06	0.0	0.0	0.0	0.0	7.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.86	58.43	8.85
mt_AK131577	2332.54	734.97	729.87	1075.15	1241.89	897.81	776.38	1840.45	1978.27	1233.46	3014.14	1175.84	1807.65	1152.55	1434.28	1432.28	1040.04	1263.81	1050.47	1746.06	1673.84	1051.38	1034.56	1454.66	1117.53	1060.94	1006.07	841.8	1517.81	1113.29	594.69	1416.58	2085.68	1038.29	1262.48	1047.52	1585.46	1060.54	1216.13	4157.77	2144.09	1016.28	1141.51	955.33	883.44	885.59	912.33	832.63	1278.09	1055.23	850.74	930.68	1499.9	1396.61	1368.54	1597.12	1690.75	1596.49	1815.08	1813.18	1570.81	4857.0	4144.16	4779.18
mt_AK132015	2332.54	734.97	729.87	1075.15	1241.89	897.81	776.38	1840.45	1978.27	1233.46	3014.14	1175.84	1807.65	1152.55	1434.28	1432.28	1040.04	1263.81	1050.47	1746.06	1673.84	1051.38	1034.56	1454.66	1117.53	1060.94	1006.07	841.8	1517.81	1113.29	594.69	1416.58	2085.68	1038.29	1262.48	1047.52	1585.46	1060.54	1216.13	4157.77	2144.09	1016.28	1141.51	955.33	883.44	885.59	912.33	832.63	1278.09	1055.23	850.74	930.68	1499.9	1396.61	1368.54	1597.12	1690.75	1596.49	1815.08	1813.18	1570.81	4857.0	4144.16	4779.18
mt_AK132098	2332.54	734.97	729.87	1075.15	1241.89	897.81	776.38	1840.45	1978.27	1233.46	3014.14	1175.84	1807.65	1152.55	1434.28	1432.28	1040.04	1263.81	1050.47	1746.06	1673.84	1051.38	1034.56	1454.66	1117.53	1060.94	1006.07	841.8	1517.81	1113.29	594.69	1416.58	2085.68	1038.29	1262.48	1047.52	1585.46	1060.54	1216.13	4157.77	2144.09	1016.28	1141.51	955.33	883.44	885.59	912.33	832.63	1278.09	1055.23	850.74	930.68	1499.9	1396.61	1368.54	1597.12	1690.75	1596.49	1815.08	1813.18	1570.81	4857.0	4144.16	4779.18
mt_AK141881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	2.54	0.0	7.29	8.02	2.94	0.0	8.25	0.0	0.0	4.91	0.0	0.0	0.0	0.0	0.0	2.94	3.36	2.7	0.0	0.0	7.19	0.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.04	1.62	0.0	0.0	0.0	3.43	0.0	0.0	21.9	18.44
mt_AK167037	2332.54	734.97	729.87	1075.15	1241.89	897.81	776.38	1840.45	1978.27	1233.46	3014.14	1175.84	1807.65	1152.55	1434.28	1432.28	1040.04	1263.81	1050.47	1746.06	1673.84	1051.38	1034.56	1454.66	1117.53	1060.94	1006.07	841.8	1517.81	1113.29	594.69	1416.58	2085.68	1038.29	1262.48	1047.52	1585.46	1060.54	1216.13	4157.77	2144.09	1016.28	1141.51	955.33	883.44	885.59	912.33	832.63	1278.09	1055.23	850.74	930.68	1499.9	1396.61	1368.54	1597.12	1690.75	1596.49	1815.08	1813.18	1570.81	4857.0	4144.16	4779.18
