	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_69	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_44	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Plk1s1	0.0	0.0	0.0	90.16	0.0	0.0	0.37	0.0	0.0	4.02	0.0	0.0	22.6	0.0	12.95	0.0	0.0	0.0	0.08	0.37	0.0	0.08	0.0	12.82	0.0	0.0	8.64	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.17	0.0	55.15	0.0	0.0	1.24	12.11	0.13	0.0	0.0	4.67	4.8	0.0	0.0	8.17	0.0	0.0	0.0	0.0	0.0	0.0	2.23	2.74	3.74	12.53	13.1	12.84
Pnma1	1.36	0.0	0.0	73.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	19.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.13	2.34	3.69	5.49	6.36	5.5
Podxl2	1.94	0.0	0.0	11.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.08	0.0	2.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.11	0.42	0.0	0.0	0.0	0.12	0.0	0.13	6.79	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.17	0.18	126.83	155.0	146.28
Pom121	11.12	0.0	0.0	77.43	0.0	31.19	18.83	0.0	41.94	0.0	0.0	0.22	0.0	0.0	0.0	3.08	0.0	0.0	20.54	0.6	2.87	0.47	0.0	1.1	7.9	0.16	14.01	0.78	36.9	0.45	1.55	0.58	0.0	0.11	7.55	0.0	0.0	8.28	0.0	0.17	0.05	13.14	0.0	5.06	9.43	0.0	0.0	0.13	0.08	0.05	1.25	0.0	0.0	0.0	2.32	0.14	0.15	0.48	0.45	4.47	3.5	6.08	39.1	41.0	41.92
Pou5f2	0.0	0.0	0.0	82.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	2.77	0.25	0.0	0.0	0.0
Ppapdc2	0.0	0.0	0.0	87.98	0.0	0.0	0.0	0.0	8.0	0.5	15.45	0.0	0.0	0.0	12.91	0.0	6.97	0.0	0.0	0.03	0.0	25.57	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.53	3.97	25.04	0.0	0.0	3.89	0.0	0.0	0.0	0.0	3.45	0.0	0.96	0.0	0.0	0.0	0.0	11.18	8.59	8.3	44.72	51.93	48.77
Ppme1	51.15	2.36	36.94	386.62	53.81	168.45	18.53	192.47	90.36	76.06	0.0	9.31	0.0	148.4	3.0	29.52	72.17	0.0	104.24	92.22	20.59	25.1	57.53	6.53	66.2	0.13	66.87	18.79	0.86	80.49	25.71	58.99	47.91	101.52	41.18	11.7	42.74	18.84	90.47	88.42	56.05	24.77	1.05	65.32	93.56	39.08	57.06	24.51	22.66	77.93	112.45	81.61	47.06	47.92	193.5	9.61	75.74	9.42	92.2	209.86	225.82	183.89	202.91	195.24	212.01
Ppp1r9a	31.35	10.19	3.36	48.16	22.11	5.14	29.91	34.89	13.54	9.82	17.14	8.37	0.0	0.61	49.41	19.47	8.13	0.0	25.54	14.05	1.28	17.44	22.22	36.88	32.39	7.64	0.11	50.58	40.4	13.75	13.26	51.01	0.38	13.13	23.05	3.88	36.95	28.97	1.0	7.72	2.66	4.36	1.48	16.43	52.56	19.07	29.73	17.29	15.59	29.72	16.61	73.27	37.47	14.25	22.92	16.35	21.75	16.6	25.03	71.24	58.61	56.6	116.6	102.97	112.99
Ppp2r5b	0.0	0.09	0.0	93.76	1.26	1.62	0.0	1.05	0.0	50.8	0.0	0.0	0.0	0.0	0.0	11.91	0.0	0.0	0.0	0.0	0.0	3.5	0.42	2.38	0.0	24.16	1.42	0.0	0.0	1.05	31.9	0.0	0.0	0.0	0.35	0.0	0.0	1.69	0.0	20.72	8.29	0.0	0.0	6.67	4.69	0.33	0.0	0.08	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	32.54	0.87	1.76	3.18	4.23	116.6	126.11	122.75
Ppp4r1l-ps	0.25	0.72	0.16	37.71	0.33	19.43	0.0	0.03	0.33	0.2	0.24	0.23	1.96	1.02	0.14	0.74	14.49	0.0	0.91	0.21	0.68	6.32	0.39	0.34	0.38	0.57	0.24	0.17	0.0	3.9	0.29	0.55	0.73	21.57	28.33	1.19	0.75	0.25	0.31	0.19	0.68	0.77	1.0	0.49	0.66	0.06	0.96	1.63	0.31	0.5	1.88	0.87	0.12	0.23	1.05	0.64	0.15	0.0	0.09	0.78	0.08	0.39	3.65	4.38	3.94
Prkd1	0.0	0.0	0.0	23.85	0.0	0.0	0.0	0.0	0.0	0.0	4.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	0.0	0.64	6.87	7.45	7.55
Ptk2b	0.0	0.0	0.0	72.08	0.0	0.0	9.23	0.29	53.0	63.7	0.0	71.45	0.0	0.0	15.54	20.8	0.0	0.0	40.56	0.08	0.03	2.65	0.03	34.26	13.95	0.08	39.44	0.0	16.67	0.08	0.0	0.0	0.0	5.31	0.0	0.0	0.0	8.1	0.0	36.2	0.14	0.24	5.2	75.77	114.0	2.14	0.0	11.71	0.0	0.0	1.79	0.0	4.95	0.0	0.0	0.0	0.0	27.03	0.0	69.56	86.95	69.33	310.21	322.91	308.74
Rap2b	2.88	0.95	10.68	19.61	11.01	0.0	0.13	17.42	42.83	13.88	9.21	4.73	0.0	2.41	28.1	0.56	0.29	0.0	2.44	8.66	1.27	9.84	18.79	8.19	2.79	3.08	3.39	4.77	19.16	2.92	0.0	4.06	17.78	0.38	2.27	2.12	0.0	0.99	1.91	1.31	10.42	0.33	0.0	42.7	106.56	3.93	3.25	0.0	0.81	4.16	15.68	0.0	7.63	8.89	15.45	10.59	0.47	3.88	6.55	199.7	135.11	137.06	40.22	41.06	42.79
Rbm33	3.19	0.0	2.47	36.6	2.34	1.36	11.07	0.06	10.87	16.85	21.99	27.88	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.15	1.02	0.0	15.03	10.63	0.0	4.08	0.0	3.14	10.87	13.46	0.0	0.0	0.44	0.5	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	12.56	4.57	13.21	15.66	0.0	10.92	0.0	0.04	0.0	0.37	0.0	0.05	0.0	9.13	0.0	0.0	6.28	3.93	4.32	31.73	30.47	35.36
Rgs9	0.77	24.55	0.0	136.74	0.0	81.82	3.82	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.41	6.83	26.32	25.84	0.44	12.04	26.24	0.12	0.0	30.18	0.0	6.51	0.11	0.0	0.0	0.0	19.46	0.0	0.0	0.0	0.04	15.3	4.74	30.14	2.39	0.36	5.11	0.0	0.0	0.09	0.0	32.05	0.0	0.0	24.61	74.97	3.97	7.07	19.02	11.58	0.76	6.39	5.61	2.48	95.2	92.99	88.16
Sac3d1	0.0	0.0	0.0	62.51	15.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.27	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	1.81	20.75	25.79	23.82
Sdsl	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.41	3.88	2.74
Sept8	0.0	0.0	11.06	21.29	0.0	0.0	0.06	0.0	3.8	0.16	15.12	0.0	0.0	0.0	0.0	11.29	0.0	0.0	7.48	0.04	0.0	0.0	0.0	4.49	0.0	0.0	1.97	1.91	0.54	14.84	6.61	0.0	0.0	0.0	2.76	1.97	0.0	7.31	22.12	4.11	0.0	1.79	6.17	12.8	6.39	0.0	0.0	0.0	0.0	9.5	2.87	0.0	22.83	0.0	0.0	23.68	0.0	0.0	0.0	20.97	19.05	15.97	127.62	129.62	131.18
Sez6l	0.0	0.04	0.0	26.65	0.0	0.55	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	2.43	0.0	1.95	0.05	0.0	0.07	0.0	0.05	2.27	0.0	0.0	0.0	7.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.1	20.85	0.0	0.0	7.85	0.7	0.0	0.09	0.0	0.0	0.89	1.12	13.29	22.34	9.39	0.0	16.39	17.47	15.52	100.96	101.75	107.49
Shc2	1.02	0.25	29.16	138.51	0.0	0.14	1.59	0.0	52.82	0.59	0.73	0.01	2.25	1.66	0.53	0.45	1.46	0.0	0.9	0.51	0.51	0.26	0.67	1.11	1.5	0.7	13.01	0.12	0.35	0.55	0.55	0.75	57.52	0.82	27.63	1.25	0.78	1.46	0.61	0.43	1.04	0.24	1.17	1.15	5.04	21.7	0.88	0.19	0.77	0.14	1.41	2.68	0.12	5.05	9.36	15.83	0.19	0.23	0.34	4.89	3.83	4.98	33.75	38.41	36.5
Shf	0.0	0.0	0.0	38.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.9	0.23	35.84	41.34	36.49
Slc25a2	0.0	0.0	0.0	67.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.31	0.26	2.11	0.0	0.0	0.08
Slc37a1	0.0	0.0	0.17	80.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.59	0.14	0.43	0.0	0.0	0.0	0.0	19.51	0.0	0.0	0.0	0.0	0.0	37.91	0.0	12.61	0.3	0.0	0.0	0.0	0.78	0.0	43.99	0.0	0.0	0.0	4.43	0.0	0.0	0.0	0.0	0.0	3.15	6.33	4.14	4.79	5.73	6.18
Snord69	0.0	0.0	0.0	22.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.7	8.34	13.7
Snord73a	0.0	0.0	0.0	17.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.84	3.14	0.0	0.0
Sost	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.09	0.1
Sowaha	0.35	0.07	0.14	10.83	7.84	0.0	0.0	0.0	0.23	0.35	0.0	0.0	0.0	0.34	0.13	0.11	0.34	0.0	0.05	0.03	0.0	12.58	0.06	0.24	0.07	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.03	0.0	29.55	0.0	0.08	0.38	0.0	0.07	0.13	17.57	11.11	0.0	0.15	0.13	0.0	0.0	0.3	0.0	0.0	12.05	0.13	1.46	0.0	0.0	0.03	3.06	6.08	3.72	65.73	72.24	64.8
Spats2	0.0	0.0	0.0	81.92	0.0	0.0	0.0	0.0	1.64	0.0	0.0	24.2	0.0	0.0	2.22	0.0	6.82	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	3.8	0.0	0.0	0.0	0.0	0.0	0.0	26.08	3.55	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.81	5.89	5.78	29.48	28.85	30.78
Speer4a	0.0	0.0	2.43	31.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	5.8	0.0	0.48	0.0	0.0	0.0	0.0	0.59	0.25	0.3
Srsf1	5.38	0.2	12.25	71.56	24.62	0.0	42.33	90.64	3.82	102.29	0.0	3.86	0.58	0.17	21.06	0.0	13.63	0.0	8.29	11.43	0.0	78.25	105.14	0.8	10.84	10.96	0.05	4.4	0.24	0.06	1.21	41.14	10.96	15.64	18.98	0.83	0.0	17.77	0.05	0.06	18.72	27.86	0.14	15.67	26.12	7.11	40.41	1.21	12.68	14.79	44.9	46.56	9.46	7.44	0.18	64.24	20.92	1.31	30.82	26.17	11.77	15.34	87.9	85.06	85.18
Stox1	0.0	0.0	0.0	19.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73	1.0	2.34	2.67	3.2	3.08
Stx1b	0.0	14.98	0.0	113.06	7.51	0.0	0.34	0.0	0.0	0.0	0.31	0.0	0.0	0.0	57.67	0.0	50.64	0.0	29.49	8.28	0.0	29.04	0.0	20.78	34.98	20.17	0.0	0.25	0.2	16.53	0.0	0.0	0.0	0.21	23.94	39.15	0.16	40.02	0.0	8.52	14.13	0.0	0.0	8.81	17.7	0.0	0.0	0.0	44.87	15.68	8.8	0.0	0.0	0.0	0.0	0.0	0.18	9.82	0.0	30.64	29.56	41.03	327.87	287.97	326.53
Surf6	0.85	0.1	0.0	88.82	1.06	0.28	1.32	70.37	0.33	0.63	0.2	0.49	0.71	0.0	0.8	20.53	12.46	0.0	4.16	0.37	0.52	56.27	0.04	6.01	14.63	0.12	0.0	39.17	0.47	0.0	0.0	0.0	0.0	18.96	0.28	42.53	0.09	0.18	0.11	0.0	0.46	0.36	16.25	4.47	2.23	0.11	0.06	0.0	0.06	0.67	1.3	0.21	0.37	0.0	0.36	1.28	6.37	0.0	1.96	10.47	5.37	1.62	19.32	18.38	17.91
Syce1	0.0	0.0	0.0	186.38	10.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.03	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	20.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.26	0.28
Synrg	26.15	8.93	6.09	64.23	3.45	2.49	3.3	4.3	0.77	1.3	1.18	1.74	27.58	3.19	1.61	3.09	3.72	20.22	3.39	7.28	16.62	3.13	2.35	6.28	2.18	7.46	2.24	24.13	1.93	10.33	34.62	2.82	17.23	5.15	3.7	5.31	7.99	2.61	2.42	5.8	3.01	19.48	4.2	13.06	11.06	2.76	1.3	1.08	2.8	16.16	17.06	7.62	2.45	6.82	2.85	6.93	7.42	2.44	20.85	6.62	13.48	9.07	46.69	43.29	43.22
Tcte1	0.0	0.0	0.0	205.44	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.13	0.18	17.93	0.0	8.61	0.0	3.38	0.0	0.0	3.06	0.0	0.0	0.0	0.0	0.0	0.0	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.17	0.67	4.28	0.0	0.07	0.0	0.0	0.0	0.0	2.55	0.0	0.0	0.21	0.16	10.09	0.0	0.31	5.26	5.72	1.14	1.05	1.65
Tex15	0.0	0.0	0.0	7.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	0.0	0.0	0.0	0.0	0.0	0.4	0.45	0.36	0.16	0.3
Tle4	13.38	3.24	0.0	31.82	0.0	0.0	0.0	0.0	0.05	0.0	6.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.32	0.02	1.33	0.04	0.02	0.05	0.05	0.13	11.22	0.0	1.41	4.55	0.0	0.43	0.0	0.0	21.03	0.0	49.22	26.65	0.0	0.0	0.0	0.0	8.19	28.12	0.85	18.39	0.0	0.6	13.88	0.19	18.51	1.42	20.06	0.0	0.0	0.0	0.7	0.0	14.48	84.06	81.61	86.54	40.2	37.47	35.2
Tmem8c	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	2.08	0.37	0.39	0.15
Tmtc2	0.11	1.27	1.05	34.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	7.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.69	1.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.61	4.93	0.0	0.0	0.42	0.0	0.12	6.96	6.51	7.24
Tnfaip1	20.67	0.0	0.0	138.41	0.0	0.29	57.78	0.0	0.11	136.8	0.0	6.54	0.0	0.0	2.83	19.67	0.0	0.0	113.8	30.77	0.0	0.0	31.31	8.3	6.08	0.17	45.05	0.1	23.08	54.76	2.65	36.24	0.0	15.97	88.71	25.82	35.82	0.0	1.57	26.89	39.51	65.34	35.58	28.5	23.41	27.45	39.01	31.77	69.13	0.0	11.22	0.29	28.04	0.0	147.38	0.0	46.99	29.58	0.0	20.97	22.42	24.33	35.14	35.8	36.73
Ttc24	0.0	0.0	0.0	9.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.0
Txnrd3	1.29	0.0	0.0	79.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	1.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	4.24	4.32	4.38
Ube2j1	83.4	0.0	8.14	59.66	85.11	0.0	0.0	0.16	8.31	74.64	39.23	0.35	4.73	0.0	0.0	0.0	0.0	0.0	13.46	10.93	0.0	65.81	75.28	37.42	2.79	3.5	1.17	0.22	23.0	20.4	0.0	0.0	116.67	40.02	23.85	0.06	0.0	0.24	70.59	41.78	0.08	30.24	10.04	24.64	12.44	0.57	79.1	80.94	27.22	72.66	50.61	0.0	7.68	0.0	54.32	122.84	7.6	29.61	0.08	20.23	20.42	24.73	79.49	82.59	77.99
Vapb	17.41	0.04	0.0	39.42	16.59	0.0	0.53	0.08	1.67	2.43	41.87	0.0	0.0	0.0	0.43	0.0	0.0	175.57	0.31	34.53	0.0	15.15	32.77	0.0	3.93	24.06	6.52	5.88	0.8	0.0	4.9	0.0	0.0	6.76	0.58	0.0	0.0	6.79	0.0	0.0	0.0	0.0	0.0	4.06	5.06	12.94	0.3	3.53	2.36	9.27	0.0	0.0	26.86	0.0	1.52	2.16	15.87	4.52	0.49	4.48	2.97	2.07	53.38	58.23	58.6
Vegfc	0.0	0.0	0.0	46.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	3.78	4.14
Xlr3a	0.0	0.0	0.0	219.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.25	1.24	0.0	0.64	1.98	1.49
Zfc3h1	9.18	0.0	0.0	24.6	14.87	0.0	0.0	24.72	27.25	0.71	0.0	0.0	0.0	0.0	17.74	12.05	0.0	0.0	18.27	8.12	25.43	6.35	5.68	16.64	1.75	6.11	0.04	3.36	0.57	7.91	0.0	4.3	20.12	1.14	7.12	2.54	13.69	0.0	0.0	19.28	0.23	0.03	17.4	9.0	21.53	0.0	9.54	3.96	15.82	2.83	11.0	17.56	13.02	0.0	7.35	0.2	2.19	4.59	0.61	9.99	8.27	8.08	26.64	21.59	30.84
