	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_83	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_22	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_182	Rbp4_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_8	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Snord116l1	0.0	6.02	14.63	8.56	0.0	6.5	0.0	26.29	2.39	3.71	0.0	3.94	1.42	3.17	8.88	14.34	2.97	4.45	14.05	2.5	3.68	2.82	0.0	7.38	0.0	78.04	6.1	4.03	6.45	11.77	2.54	2.69	9.96	4.31	2.3	0.0	0.0	9.2	11.84	0.0	0.0	9.0	0.0	7.66	12.13	8.52	14.21	0.0	6.22	0.0	12.49	0.0	0.0	0.0	1.22	1.15	1.9
Snord116l2	0.0	6.02	14.63	8.56	0.0	6.5	0.0	26.29	2.39	3.71	0.0	3.94	1.42	3.17	8.88	14.34	2.97	4.45	14.05	2.5	3.68	2.82	0.0	7.38	0.0	78.04	6.1	4.03	6.45	11.77	2.54	2.69	9.96	4.31	2.3	0.0	0.0	9.2	11.84	0.0	0.0	9.0	0.0	7.66	12.13	8.52	14.21	0.0	6.22	0.0	12.49	0.0	0.0	0.0	1.22	1.15	1.9
Spop	57.92	39.14	127.58	105.72	135.36	44.16	0.34	114.08	60.7	64.83	0.0	144.38	12.96	84.93	0.86	49.22	74.53	54.83	23.42	57.6	81.27	54.7	54.41	0.09	89.14	339.37	123.58	81.89	0.0	54.17	34.29	54.99	90.35	18.69	35.48	16.04	0.17	23.15	93.23	0.0	0.0	17.67	47.8	44.24	113.29	34.89	30.11	20.67	0.0	133.98	186.75	201.82	346.08	283.8	147.78	141.77	148.44
Stc2	0.0	0.0	0.0	0.0	0.0	0.0	20.04	34.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	2.19	1.72
Stk33	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35	0.0	0.0	0.0	0.0	0.83	1.01	1.15
Stradb	0.28	40.62	20.27	0.0	30.4	3.72	0.0	58.37	0.0	0.18	0.0	0.0	13.6	1.14	1.01	0.06	0.0	0.52	0.13	3.34	0.0	0.0	14.63	0.0	0.0	225.59	0.0	0.0	0.0	0.0	0.0	0.0	0.24	2.18	38.38	0.0	0.0	14.7	4.25	0.0	0.0	0.12	0.0	8.39	43.74	0.0	0.0	0.0	0.0	43.59	10.01	0.52	22.75	12.19	43.46	44.24	43.54
Timp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.49	0.64	1.18
Tmem181a	45.19	3.49	7.0	6.1	11.66	8.82	2.84	0.0	13.54	31.85	0.0	38.46	9.01	69.07	53.16	18.71	0.74	54.22	0.61	29.03	16.07	37.78	7.04	2.43	15.79	158.51	8.2	0.0	3.56	30.18	15.71	4.72	44.85	5.96	20.61	0.0	0.0	18.19	171.42	0.0	0.0	23.63	3.15	9.93	26.85	7.76	2.89	0.0	6.49	10.66	25.05	35.78	15.48	18.13	77.48	72.85	83.86
Tmem63c	0.0	2.25	1.43	84.13	54.0	0.0	0.0	0.0	0.0	3.8	0.0	38.52	3.4	0.0	0.05	0.0	4.11	0.0	0.28	0.0	0.0	23.72	0.0	0.59	0.09	138.36	38.09	0.0	0.0	38.9	33.39	12.66	0.0	38.24	21.31	0.0	0.0	0.54	8.4	0.0	0.0	1.28	0.0	114.68	0.0	0.0	27.69	0.0	0.0	3.1	12.1	14.25	12.04	9.13	40.93	37.28	44.54
Unc13a	2.93	3.96	10.57	2.03	5.44	17.91	1.22	1.82	2.27	6.91	0.0	1.51	2.34	2.37	4.43	25.99	4.18	7.76	1.92	4.2	4.16	4.86	3.1	3.48	2.83	13.89	4.67	0.79	7.39	9.15	1.82	2.95	4.73	5.98	1.92	0.0	0.0	16.25	16.01	0.0	0.0	1.67	4.11	3.88	8.35	6.99	2.18	3.96	24.09	8.82	15.37	9.95	14.56	12.99	173.28	162.24	184.32
Wdr52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	0.0	0.0	2.13	1.65	2.07
Zdhhc14	19.06	0.0	0.0	0.0	0.74	55.9	0.32	0.0	0.0	0.0	0.0	13.06	0.41	0.0	0.0	42.4	22.12	9.96	24.71	0.0	15.56	19.03	0.0	0.0	0.0	93.22	0.83	0.0	0.0	0.0	30.96	0.0	0.0	0.0	7.58	0.0	0.0	14.14	1.31	0.0	0.0	0.0	0.07	0.09	0.21	0.0	0.29	0.0	0.0	15.47	20.04	0.86	7.26	4.34	32.19	31.16	34.7
Zdhhc24	0.0	0.0	0.24	0.0	63.13	0.0	1.31	0.0	0.0	0.0	0.0	0.07	0.11	0.05	0.15	0.06	0.05	47.58	0.27	3.42	0.0	65.99	0.0	0.0	0.25	138.81	0.0	0.0	0.1	0.0	0.12	0.0	33.92	0.0	0.0	0.0	0.0	17.19	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.69	0.0	0.0	16.01	0.61	9.96	1.72	5.18	24.93	24.85	26.17
Zfp597	0.0	0.96	12.7	0.0	29.53	0.07	16.97	0.0	0.0	0.0	0.0	0.0	21.94	20.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	70.44	4.25	0.0	0.0	0.0	0.0	0.0	0.14	0.17	0.0	0.0	0.0	11.24	0.08	0.0	0.0	0.0	11.9	0.0	0.0	0.0	6.94	0.0	0.0	5.85	2.35	0.0	5.64	7.14	11.17	11.44	11.33
Zgpat	4.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63	0.0	0.0	0.0	0.0	1.57	0.0	0.0	0.0	7.41	14.66	0.0	0.0	2.94	5.21	2.91	0.0	56.76	4.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	15.88	0.0	0.23	0.0	0.0	0.0	0.17	0.49	5.56	4.07	2.37	67.24	65.8	69.88
