	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_51	Chrna2_tdTpositive_cell_75	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_18	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_108	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_114	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_62	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_44	Rbp4_tdTpositive_cell_73	Rbp4_tdTpositive_cell_135	Rorb_tdTpositive_cell_43	Slc17a6_tdTpositive_cell_24	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_16	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
ORF61	0.0	0.0	0.7	1.41	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.0	0.0	13.04	0.0	1.05	0.0	0.16	0.5	0.14	0.0	0.11	0.27	0.47	0.16	2.69	0.92	1.43	0.0	0.0	0.0	0.0	0.0	0.0	0.88	106.73	123.33	117.39
Olfr53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.19
Olfr539	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.47	0.95
Olfr566	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Opa3	3.19	0.68	117.9	1.38	32.26	1.58	3.1	3.69	13.44	1.92	1.93	0.82	9.73	7.28	1.8	1.73	1.76	0.44	89.11	0.96	60.58	0.2	155.21	48.8	1.26	79.97	26.62	21.93	10.22	36.08	15.95	5.57	22.77	14.37	76.95	58.2	0.52	1.92	174.64	0.25	0.59	1.47	0.0	0.51	39.03	38.32	41.46
Osbpl8	1.73	0.91	1.48	10.04	0.53	4.47	2.64	15.72	0.89	1.07	2.38	48.57	1.35	0.32	0.72	0.41	0.91	5.26	0.58	1.0	29.03	6.87	166.14	1.11	0.98	90.98	19.9	8.0	9.97	4.45	18.96	10.65	16.78	14.22	66.18	58.57	17.53	13.34	0.22	7.59	0.25	0.47	12.25	40.69	55.34	47.72	52.54
Pak6	14.69	0.11	71.41	0.38	0.35	0.29	0.34	1.32	0.27	0.07	0.1	0.0	0.1	0.29	0.0	0.0	0.73	0.0	0.0	0.76	0.09	0.0	67.36	0.43	0.32	14.06	7.98	9.16	14.77	4.42	5.34	10.56	3.1	2.92	0.09	0.16	0.0	0.09	0.16	11.99	30.57	0.0	15.02	0.49	53.89	55.79	57.27
Pask	0.0	1.51	0.0	0.0	0.0	11.15	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44	0.0	0.0	3.95	0.0	18.44	0.0	0.0	0.0	3.36	0.65	1.04	2.1	1.72	1.64	0.93	1.88	0.0	9.54	0.0	0.0	0.0	0.0	0.0	1.23	0.0	12.31	1.95	2.18	1.92
Pcdh20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.14	16.79	19.2
Pcp4	4061.01	4955.04	5030.53	4159.66	4004.36	5130.46	4428.08	5293.38	4402.77	3355.21	2700.52	4736.97	7467.74	5853.47	4442.44	6240.76	4858.15	5326.1	7407.1	6583.41	3472.73	4160.15	1935.73	3514.04	3911.49	7030.52	4246.61	4108.26	3507.01	4928.48	3901.08	5219.57	3442.63	3306.12	7638.97	5202.71	4255.66	4439.21	6941.16	7178.2	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
Pdcl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.49	0.0	0.0	0.0	2.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pde3b	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.81	0.01	0.0	0.0	0.0	0.06	0.0	0.0	38.75	0.0	0.07	0.0	0.0	0.0	34.5	15.94	0.0	0.0	0.8	2.21	1.74	6.04	1.89	1.0	2.0	2.6	6.34	0.0	1.77	6.49	41.44	43.99	0.0	0.0	0.0	1.49	7.08	5.78	6.78
Pde6c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.94	0.11
Pex7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.19	33.44	0.22	0.0	11.71	0.2	10.35	9.19	0.57	0.82	0.99	3.64	6.19	0.0	0.0	1.12	0.38	0.0	0.0	0.0	0.0	0.0	0.0	31.55	31.4	30.73
Pfkfb4	1.43	0.94	0.0	40.34	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	78.79	0.12	0.0	0.17	0.32	0.0	0.18	1.22	0.0	0.47	0.61	1.13	0.67	31.21	0.0	0.0	0.0	0.0	0.0	0.72	0.0	0.0	10.46	10.34	11.37
Pkd2	0.0	0.19	7.07	0.47	0.1	0.33	11.31	0.6	0.25	16.64	25.57	0.54	0.39	0.44	0.14	0.54	0.42	0.15	0.15	0.82	0.19	0.0	33.19	0.43	0.06	0.93	1.71	6.77	4.74	0.29	6.25	1.05	2.93	2.1	0.56	0.78	0.26	1.06	0.41	0.18	0.17	0.48	0.23	0.44	25.39	24.62	26.2
Pkmyt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	5.41	6.51	5.69
Ppapdc2	0.0	0.0	0.0	0.0	21.21	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	62.2	0.0	0.24	0.0	8.56	64.57	120.31	0.0	0.0	55.27	0.0	4.33	0.94	11.98	0.68	11.37	8.59	8.3	38.81	43.77	0.0	0.0	75.16	0.0	0.0	0.0	0.0	29.73	44.72	51.93	48.77
Ppfia2	31.07	0.95	27.31	32.07	28.51	51.42	38.82	84.84	63.99	0.18	12.54	41.5	0.05	32.26	45.15	28.41	36.15	3.47	35.19	10.18	23.7	44.1	181.99	28.92	1.96	83.85	37.3	34.25	46.34	63.65	47.22	44.41	65.07	58.61	58.69	69.73	11.85	67.73	52.42	0.04	80.74	49.32	31.33	112.97	42.57	36.78	40.87
Psmg1	0.0	5.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	209.52	53.41	0.0	0.0	0.0	73.68	0.0	132.75	0.0	0.0	0.0	25.51	0.0	26.62	10.36	19.04	12.11	6.9	10.26	0.0	0.0	0.0	0.0	131.42	0.0	0.0	0.0	0.0	0.0	23.19	23.7	18.76
Reln	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	18.86	0.0	0.0	0.0	1.76	0.06	0.0	0.0	0.0	0.17	0.03	0.0	0.0	35.3	0.02	0.03	0.0	0.0	0.0	0.0	0.0	14.8	26.59	26.5	29.11
Relt	0.0	0.0	92.76	0.0	35.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.08	0.0	29.44	3.61	0.0	0.11	59.86	0.0	0.0	0.0	3.02	0.6	15.54	21.69	9.28	26.36	18.8	19.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.53	14.51	15.58
Ripply2	0.0	0.0	0.0	63.75	0.0	66.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.17	0.0	0.0	15.43	19.61	0.0	5.96	2.85	20.71	16.15	5.31	12.24	0.0	0.0	0.0	106.19	0.0	0.0	0.0	0.0	0.0	4.95	4.81	7.1	6.27
Rnf135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06	3.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79	4.25	4.39
Rnf43	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	1.74	2.02
Robo1	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	2.09	1.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	7.02	17.34	0.05	0.0	0.0	0.0	0.0	0.27	0.0	0.39	4.17	0.76	0.41	5.47	3.46	2.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.37	16.28	18.02
Rp2h	0.85	0.05	0.14	0.19	0.0	0.2	0.0	16.92	0.08	0.2	0.12	0.39	0.38	0.0	0.32	0.27	0.23	0.12	0.0	0.05	0.07	0.31	52.89	1.04	0.0	0.19	8.21	1.83	0.3	2.24	10.35	0.73	2.08	3.37	0.0	0.08	0.22	0.31	0.39	0.15	0.22	0.0	0.27	0.08	8.53	7.72	8.15
Scly	26.73	0.0	25.84	0.0	46.07	0.0	21.6	53.43	0.0	7.53	1.65	16.86	0.0	46.74	0.0	0.0	0.0	2.57	19.7	0.0	0.0	3.03	65.43	3.24	0.0	0.0	6.95	4.62	6.7	25.27	12.82	11.07	15.99	9.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.89	14.37	13.1
Sdpr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.79	19.39	0.0	0.1	36.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.58	0.0	3.26	2.84	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	38.19	0.0	7.66	8.78	6.39
Sema6a	8.21	0.0	0.0	0.56	0.45	0.0	0.0	0.0	0.0	0.14	0.0	0.1	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.12	50.07	0.0	0.0	0.08	1.78	0.1	0.17	0.33	0.04	0.14	0.64	0.85	0.56	8.27	0.0	0.0	0.0	0.0	0.06	0.0	0.03	1.86	11.33	10.76	13.0
Sil1	0.0	71.54	19.69	0.0	0.0	0.0	0.0	0.0	0.2	36.46	0.0	0.0	0.21	0.0	83.36	0.0	0.13	0.0	48.86	89.66	0.0	0.0	205.8	0.0	28.38	0.0	40.03	29.63	23.98	18.32	24.15	4.95	27.91	22.78	0.0	8.87	0.0	0.0	0.0	115.36	84.04	0.0	0.0	51.32	22.43	23.39	24.79
Skap2	0.0	0.0	0.0	0.0	21.51	1.42	0.0	57.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86	0.0	0.0	171.69	0.0	0.0	0.0	18.47	17.78	13.0	27.16	11.92	0.37	12.99	14.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.95	12.82	16.03
Slc4a7	0.0	0.0	0.07	0.21	0.0	0.0	2.87	1.28	0.01	2.78	0.07	0.09	0.0	0.0	0.02	0.0	0.0	0.0	1.97	0.0	0.0	0.04	26.01	0.0	0.0	0.0	2.04	0.9	7.65	4.99	2.0	0.37	2.67	2.74	8.9	0.0	0.0	0.09	0.0	4.06	0.06	0.0	0.08	0.03	13.09	12.01	12.37
Slc52a2	0.51	0.0	0.0	0.0	0.39	0.0	0.0	0.24	0.0	0.02	0.21	81.4	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.12	0.0	94.98	0.0	0.0	0.26	3.55	0.13	8.89	18.62	0.0	0.0	5.09	5.66	0.0	0.09	0.0	0.0	0.15	0.0	0.0	0.0	0.27	0.09	10.97	11.29	11.91
Smg5	8.93	0.0	31.74	2.27	1.85	2.41	1.69	0.0	1.84	5.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.28	7.24	22.72	16.69	3.69	1.56	1.27	5.95	0.54	3.57	1.93	6.96	2.46	4.49	3.31	0.0	12.99	12.81	0.0	0.0	0.0	0.2	8.4	0.06	54.28	56.32	54.46
Snx13	34.77	20.86	3.19	0.0	66.77	26.05	0.0	8.87	7.45	0.11	23.64	0.0	0.0	56.06	5.42	6.26	0.03	0.0	0.0	1.56	1.31	56.36	122.22	16.49	28.02	0.0	10.02	4.02	19.51	15.68	14.06	10.5	12.29	12.45	0.0	0.46	0.05	0.86	34.63	5.46	53.29	12.06	29.48	13.89	41.05	35.46	42.33
Spink8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.27	5.28	6.42
Ssfa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.31	0.0	0.0	0.0	4.35	0.0	0.0	2.51	0.0	0.27	0.94	2.43	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	41.63	0.0	25.24	24.84	25.08
Stx17	0.0	0.01	0.0	9.19	0.0	0.0	17.0	0.0	7.78	0.71	0.0	0.12	0.06	0.0	0.0	20.3	0.11	0.0	0.12	21.64	13.58	35.06	65.12	0.68	14.52	1.2	2.07	5.23	7.34	2.2	5.52	4.81	2.42	4.4	19.39	11.94	0.0	0.05	0.0	0.08	0.0	0.0	0.04	0.04	14.63	13.6	14.28
Stx19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.87	0.0	0.0	0.0	4.61	3.22	12.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.16	0.7
Tcirg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.3	0.0	0.0	0.0	0.0	2.89	0.0	0.0	4.59	0.0	0.0	1.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.82	12.65	13.85
Tex15	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	2.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.16	0.3
Thap2	0.48	0.2	0.64	0.23	0.15	1.61	0.0	9.02	3.77	0.26	0.66	10.1	0.0	0.1	0.09	0.21	0.38	0.36	30.16	0.77	14.36	0.15	22.5	0.38	0.37	0.17	2.17	1.6	4.74	2.01	10.42	0.12	4.6	1.3	10.9	21.39	0.08	0.03	0.09	0.07	0.54	0.09	0.0	15.6	11.78	9.81	10.56
Themis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.03
Tmem79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.8	0.0	0.0	0.0	0.0	0.0	0.0	4.77	0.0	0.0	0.74	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	1.23	1.18
Tmem8b	11.9	0.32	31.16	4.06	1.4	2.21	3.35	30.15	1.41	43.84	14.74	3.74	1.38	1.61	0.35	0.52	1.59	0.26	0.31	3.31	13.39	1.36	41.4	1.2	0.35	2.29	22.09	6.35	10.74	6.45	10.41	5.74	6.41	10.33	1.65	1.51	1.55	12.06	3.73	1.61	0.85	1.1	1.13	5.69	49.17	49.89	49.93
Tox3	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.73	0.0	0.0	0.0	0.0	0.0	9.93	0.0	1.54	0.0	0.0	0.11	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.69	11.42	11.65
Tspan10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.1
Ube4a	1.46	3.16	2.44	1.28	0.0	0.0	0.0	0.0	2.43	7.1	0.05	0.52	0.0	0.05	0.04	0.0	62.18	0.0	0.06	0.96	0.11	0.0	20.21	0.06	0.33	41.43	3.07	12.67	1.56	7.19	13.16	1.64	6.9	6.12	1.11	1.09	1.5	0.71	3.73	7.33	0.22	0.0	0.0	0.49	36.49	35.63	34.35
Usp36	0.49	0.0	0.0	0.0	0.18	0.06	0.22	0.0	4.37	13.63	0.0	10.01	0.0	0.06	0.09	0.05	0.0	0.0	0.56	0.0	37.44	0.0	66.84	2.23	0.0	42.44	3.38	7.92	2.27	4.74	3.0	1.39	3.64	4.59	2.05	12.45	0.1	9.53	0.0	7.25	0.0	0.0	0.0	20.58	22.17	21.31	21.15
Vegfc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	3.78	4.14
Vmn2r11	0.0	0.0	0.0	0.0	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.04
Vmn2r18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.0
Vmn2r36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Vmn2r47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0
Vmn2r84	0.0	0.0	0.0	0.0	0.0	17.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.24	2.0	1.71
Vsx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.1	0.11
Wdr27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.88	0.14	0.0	0.0	0.0	0.0	0.98	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.15	0.0	0.0	0.61	0.61	0.26
Wrn	0.0	0.0	25.7	0.0	16.96	0.0	0.0	0.0	0.15	0.0	4.6	0.0	0.11	0.0	0.02	0.04	0.0	0.0	0.0	0.96	0.05	0.0	25.1	1.23	0.06	0.0	4.58	2.76	3.62	2.22	5.87	1.01	3.36	2.42	5.19	0.0	0.0	0.79	0.0	0.0	0.0	9.74	0.0	0.12	6.05	5.77	5.78
Zfp113	3.43	1.65	4.18	4.19	3.56	29.58	2.68	3.28	2.69	1.96	2.45	4.12	4.94	1.64	2.23	2.45	3.04	3.21	6.25	1.98	3.69	63.11	51.05	7.11	1.64	3.16	6.54	5.75	15.74	17.18	6.76	7.96	7.48	7.64	3.11	6.79	5.72	2.25	6.82	11.26	1.92	18.64	2.75	7.63	3.85	4.06	4.66
Zfp192	0.08	0.02	0.0	0.0	0.0	0.0	0.0	0.0	4.09	0.04	0.0	0.0	0.16	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.03	48.13	0.0	0.0	0.0	2.65	1.82	7.2	3.26	2.3	1.08	2.49	4.11	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.03	0.0	0.03	11.14	9.78	11.31
Zfp418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.13	0.0	0.1	0.0	0.0	0.0	0.0	0.12	0.0	0.0	84.96	0.0	0.11	0.0	8.02	13.64	0.33	0.0	14.08	7.98	8.8	3.99	0.0	0.0	0.0	0.0	151.36	0.0	0.0	0.0	0.0	0.0	2.49	2.75	2.68
Zfp575	0.25	0.23	0.88	4.07	0.53	0.42	2.01	0.57	1.59	1.68	0.07	0.72	0.4	2.79	3.08	0.66	1.67	0.68	0.27	1.32	2.22	0.35	52.12	1.08	0.61	88.2	0.71	1.51	1.67	6.02	0.53	1.91	1.08	2.94	0.7	2.64	0.82	0.19	1.63	1.24	3.45	0.96	0.97	0.22	8.73	10.02	10.98
c11_tRNA-Phe-TTY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c19_SSU-rRNA_Hsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
