	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Ctgf_tdTpositive_cell_2	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_69	Htr3a_tdTpositive_cell_18	Htr3a_tdTpositive_cell_32	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_12	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_19	Rbp4_tdTpositive_cell_165	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg3_tdTpositive_cell_2	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_13	Scnn1a.Tg3_tdTnegative_cell_22	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_96	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mapk8ip3	0.0	11.51	21.67	75.49	0.0	0.0	0.14	0.0	0.0	114.05	28.55	102.38	40.67	42.8	10.41	173.5	50.18	0.0	0.0	0.0	27.89	26.95	33.98	34.61	0.84	29.92	19.03	5.73	40.67	16.57	84.86	41.03	36.84	45.83	26.42	0.99	20.47	55.23	42.43	7.37	24.44	3.87	3.98	43.74	11.51	19.19	14.61	21.53	54.82	44.36	1.38	12.3	20.93	0.0	130.96	0.0	0.0	0.0	2.54	1.2	2.63	44.51	66.79	40.9	39.25	15.92	41.13	148.71	28.15	27.41	21.85	26.25	30.64	224.21	229.53	233.17
Mark2	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.11	0.0	0.0	0.0	1.4	1.92	0.02	0.0	8.5	0.91	9.47	0.16	0.0	1.38	8.63	0.0	4.72	0.0	0.0	0.0	3.21	0.0	14.94	0.0	0.0	0.05	26.89	3.36	0.0	0.2	0.0	0.0	0.05	0.56	6.69	0.0	4.41	0.0	19.81	0.0	0.0	0.0	3.77	0.0	0.0	0.0	0.0	3.91	0.07	0.1	0.0	43.8	6.97	10.98	5.69	3.28	6.54	61.73	61.24	61.66
Mpv17l2	0.0	34.91	0.0	35.67	0.0	0.0	0.0	0.0	0.0	0.0	5.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.34	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	0.0	9.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.42	0.0	0.0	0.0	0.1	70.75	0.0	7.55	0.0	1.13	3.41	23.54	33.46	28.35
Noc2l	0.0	16.84	37.02	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	16.49	0.0	14.18	54.72	0.0	0.0	0.0	0.0	0.0	13.39	0.0	0.95	0.42	0.18	63.3	19.36	1.32	26.85	15.98	0.14	31.99	20.78	0.79	0.0	0.0	86.62	0.0	16.99	0.0	37.89	0.0	42.39	32.7	11.77	0.0	0.0	1.0	0.0	0.0	0.0	0.0	22.33	0.0	90.64	0.0	0.0	0.0	0.0	0.75	0.0	0.0	40.01	11.19	0.0	37.72	0.0	72.82	28.48	5.5	12.67	17.15	11.98	73.97	82.72	77.15
Npy	0.0	138375.8	173305.25	115124.65	0.0	0.0	0.0	0.0	0.0	43922.94	108594.8	96206.73	82245.2	68542.73	65548.38	77711.12	125016.83	0.0	0.0	0.0	132042.44	105008.15	149629.49	134232.96	130357.56	116117.28	120987.76	122165.94	132052.33	122154.33	122963.43	126501.28	117863.77	98464.67	130527.91	173863.58	101365.79	126989.03	166048.87	115420.41	191162.16	154857.31	124150.07	134158.33	153405.37	147732.76	141010.39	110523.31	101137.64	151963.58	0.0	0.0	985.16	0.57	18.21	0.0	0.0	0.0	145032.54	180453.32	92572.95	128781.07	137945.15	95298.15	137580.94	65353.97	120620.2	68416.93	0.0	0.99	0.6	0.0	0.7	214.21	196.57	200.76
Ogt	69.52	51.43	63.79	63.3	0.09	0.12	0.0	3.59	0.0	445.19	148.94	79.12	31.71	103.8	96.7	208.66	148.8	333.5	1.16	0.0	31.83	12.54	29.83	1.8	25.01	46.32	29.78	75.47	24.33	74.26	96.31	102.13	131.85	42.54	49.74	45.83	61.43	119.1	10.79	22.69	9.01	0.65	62.05	78.43	49.95	43.33	114.91	37.7	15.45	56.64	0.0	216.36	143.91	0.95	217.18	0.75	0.0	4.34	61.23	43.56	27.99	29.94	3.53	20.11	39.65	100.58	45.4	210.69	73.32	57.55	108.43	61.16	72.37	186.13	173.01	183.72
Pisd	31.27	45.79	151.89	45.15	0.0	0.0	1.38	0.27	0.0	226.89	122.45	19.84	57.85	5.37	87.25	301.96	352.74	0.0	38.59	0.0	0.0	50.49	73.46	2.93	78.87	8.02	2.41	38.92	47.13	0.0	60.05	51.98	116.45	4.36	55.03	3.32	72.48	39.84	202.33	92.48	42.28	2.72	4.12	73.16	58.57	74.27	0.0	15.98	61.24	49.2	0.0	0.0	64.04	0.0	356.96	0.0	48.07	0.0	131.87	70.2	4.14	141.11	0.0	24.18	119.37	287.32	4.19	569.58	143.69	104.84	75.4	86.15	102.34	69.17	65.01	59.76
Ppme1	0.0	51.15	53.81	18.53	0.0	0.0	0.0	0.24	0.0	93.77	29.85	90.36	76.06	29.28	9.31	148.4	3.0	0.0	0.47	0.0	104.24	34.78	92.22	20.59	25.1	57.53	6.53	66.2	0.13	66.87	18.79	0.86	42.41	80.49	25.71	58.99	17.65	2.15	101.52	41.18	11.7	42.74	220.08	18.84	90.47	88.42	56.05	24.71	24.77	1.05	0.0	0.0	93.56	0.24	244.4	0.0	0.0	0.0	39.08	24.51	281.79	77.93	47.06	87.11	9.42	180.97	92.2	95.96	99.62	77.95	209.86	225.82	183.89	202.91	195.24	212.01
Ppp1r9a	0.0	31.35	22.11	29.91	0.0	0.05	0.0	0.06	0.0	63.68	21.51	13.54	9.82	35.47	8.37	0.61	49.41	0.0	0.07	0.0	25.54	40.06	14.05	1.28	17.44	22.22	36.88	32.39	7.64	0.11	50.58	40.4	18.58	13.75	13.26	51.01	54.0	32.18	13.13	23.05	3.88	36.95	13.22	28.97	1.0	7.72	2.66	11.83	4.36	1.48	0.05	0.0	52.56	9.61	62.14	0.13	0.0	0.0	19.07	17.29	43.42	29.72	37.47	57.1	16.6	31.82	25.03	47.26	52.07	66.59	71.24	58.61	56.6	116.6	102.97	112.99
Ppp3r1	0.0	102.0	94.77	82.62	0.0	0.0	31.45	13.44	10.81	80.03	9.38	100.02	302.34	39.72	77.79	88.37	124.3	0.0	0.0	0.0	74.05	74.54	120.95	18.83	191.07	44.23	191.63	91.44	66.57	28.46	77.55	45.27	45.09	45.42	23.35	75.94	170.06	12.57	23.8	49.04	86.41	10.64	11.97	106.08	72.55	73.4	124.18	26.88	18.94	42.26	0.0	0.0	194.81	0.0	175.77	0.0	0.0	15.87	18.32	36.85	94.69	57.94	97.3	67.74	55.38	275.36	12.28	73.37	168.24	138.72	226.77	215.64	211.12	920.94	893.77	828.14
Prkcb	0.0	13.39	45.18	11.53	0.12	0.0	25.8	0.0	0.0	7.09	111.88	122.43	73.8	13.98	61.7	57.74	74.86	2.24	0.04	0.0	8.6	24.56	14.93	2.64	6.89	9.02	2.13	11.3	34.75	23.49	15.0	9.01	0.36	15.78	2.83	3.8	36.62	3.33	15.12	33.02	0.06	32.65	30.8	5.25	14.58	0.37	3.4	2.75	0.14	7.3	1.75	0.28	117.39	0.28	84.16	0.0	0.0	0.05	0.27	0.11	91.21	0.52	2.75	23.47	1.86	23.45	8.53	40.98	329.4	257.9	279.7	261.35	235.19	360.87	341.57	387.59
Ptpn9	0.58	0.0	0.5	24.14	0.0	0.0	0.0	0.0	0.0	18.91	0.0	0.31	0.0	0.0	0.0	0.0	0.25	52.44	0.0	0.0	0.0	0.0	0.06	0.0	51.49	1.4	0.0	1.65	28.76	0.0	0.09	0.0	10.19	0.0	0.14	0.0	32.13	0.36	0.0	0.64	0.42	0.0	7.42	0.1	12.38	0.0	0.07	0.0	0.0	13.29	0.0	0.0	2.09	0.0	0.68	0.0	0.0	0.0	2.95	0.06	0.0	28.1	1.84	9.71	0.0	24.63	0.0	82.87	6.67	6.34	2.7	3.29	5.27	27.41	27.19	26.18
Pvrl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.14	0.0	0.0	0.1	0.0	0.11	22.83	18.26	21.19
Pycrl	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0	192.96	0.43	64.75	0.0	77.64	166.55	0.0	0.0	0.0	0.0	0.0	0.0	67.37	0.12	0.0	40.84	54.3	77.89	38.44	0.0	0.0	0.0	36.11	0.0	0.48	38.07	0.94	63.25	0.0	0.0	20.49	76.59	114.08	34.09	14.19	109.01	13.25	70.29	88.03	54.56	92.15	0.0	0.0	49.48	0.0	0.0	0.0	0.0	166.93	0.22	0.17	87.74	0.0	100.22	65.98	11.02	67.2	67.51	361.2	92.63	59.53	39.48	56.69	50.12	22.04	23.77	24.51
Rap1gds1	0.0	63.05	115.78	36.34	0.0	0.0	0.0	0.0	0.0	171.12	28.41	224.72	143.78	80.4	118.84	291.1	124.96	0.0	0.0	0.0	88.29	19.32	84.24	18.27	70.34	40.6	72.14	9.62	79.76	147.77	63.24	99.78	174.83	101.29	73.47	87.65	111.65	48.01	8.02	33.12	1.03	29.57	38.23	175.93	64.52	34.07	59.64	103.07	51.99	65.02	334.71	7.1	82.22	0.08	6.23	8.83	0.0	367.46	13.7	2.53	0.0	27.75	98.98	132.22	3.01	13.26	15.97	405.83	263.15	234.82	163.34	241.35	252.04	284.57	290.45	264.54
Rbfox3	0.0	8.5	8.63	12.26	0.0	0.0	0.0	0.0	0.0	97.77	0.5	0.86	123.55	24.97	2.91	18.34	88.65	0.0	0.0	0.0	5.19	4.87	2.52	0.04	0.11	2.04	12.3	11.2	20.78	26.2	2.19	11.02	15.92	17.77	2.52	6.44	97.54	0.0	0.0	0.08	3.83	0.31	6.01	1.18	5.12	0.39	6.36	3.65	4.76	0.09	0.0	0.0	23.13	0.0	83.88	0.0	0.0	0.0	15.42	14.91	5.04	24.95	13.57	21.37	0.2	5.52	5.28	23.69	25.86	37.44	34.44	34.55	34.4	216.71	228.38	226.62
Rbm12b	0.0	0.0	11.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.78	0.19	0.0	0.0	0.0	0.0	20.75	0.0	0.0	0.0	0.0	14.54	0.0	0.07	0.05	10.62	0.0	0.0	6.21	0.0	0.0	0.0	17.1	0.26	34.34	0.0	0.5	0.27	0.0	0.22	0.0	0.0	3.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.78	0.0	0.11	0.0	240.76	5.73	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	109.98	10.1	4.97	3.99	7.47	6.92	14.18	12.33	13.27
Reps2	0.0	53.28	17.75	2.45	0.0	0.0	0.05	0.15	0.0	0.07	102.39	63.71	34.57	15.08	113.14	122.78	91.73	0.0	0.0	0.0	26.59	95.22	0.09	14.81	3.33	19.67	43.51	6.16	0.1	3.1	1.81	31.97	5.89	36.06	47.79	40.86	50.3	6.05	2.17	22.0	5.71	0.16	93.18	13.52	0.35	5.92	13.33	28.32	0.0	22.71	0.0	0.0	33.62	0.23	157.08	0.07	0.0	0.0	6.93	0.06	33.0	45.03	13.23	17.1	8.96	15.2	0.07	120.05	9.22	4.91	19.05	17.02	20.39	91.08	77.05	87.88
Rnf25	0.0	87.09	0.0	51.04	0.0	0.0	0.0	0.0	0.0	199.16	0.13	97.75	0.0	0.45	0.0	0.0	60.15	0.0	0.0	0.0	5.29	0.0	0.0	0.0	5.97	54.72	46.01	33.16	0.0	47.19	0.0	87.54	0.0	0.0	1.55	0.0	0.0	109.7	47.49	0.0	0.0	0.0	0.0	0.0	56.42	0.2	0.0	0.0	47.94	0.0	0.0	0.0	18.45	0.0	124.28	0.0	0.0	0.0	122.5	75.7	0.23	0.0	29.77	72.35	0.0	82.46	0.0	157.51	10.11	0.0	9.69	6.89	3.84	47.16	51.39	46.62
Rrs1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.51	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	2.72	0.0	0.06	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.23	0.0	22.45	0.0	0.0	0.0	0.0	0.17	60.36	186.01	0.0	0.0	0.34	0.0	6.2	0.0	3.01	0.0	0.87	0.09	86.85	0.0	3.64	1.47	1.02	2.39	25.56	29.4	26.53
Scn8a	3.32	11.11	1.62	22.85	0.0	0.0	0.0	0.0	0.0	64.56	28.61	33.93	51.93	14.51	29.1	22.14	25.38	0.0	0.0	0.0	19.35	27.62	14.51	0.62	4.45	0.83	0.84	22.26	37.81	14.66	43.77	9.12	27.8	6.6	4.12	1.37	14.2	21.33	4.46	33.7	11.53	0.0	35.78	11.16	6.99	9.25	1.12	9.79	7.0	10.7	0.0	0.0	43.36	0.0	83.8	0.0	0.0	0.0	0.0	8.24	26.53	17.18	24.0	45.36	1.44	7.78	10.73	26.69	39.77	41.09	30.62	35.53	33.92	111.53	100.99	112.93
Sgsm2	2.46	0.67	0.0	16.32	0.0	0.0	0.0	0.0	0.0	61.04	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.31	3.67	0.33	0.07	0.07	0.28	16.44	0.45	0.32	31.37	0.97	0.59	0.31	0.2	1.05	0.0	0.5	0.4	0.07	0.45	0.0	0.0	0.9	0.56	0.0	17.33	1.42	16.23	0.0	1.95	0.0	0.0	3.56	0.0	41.12	0.0	0.0	0.0	1.01	0.0	23.62	0.0	0.23	0.72	0.0	0.0	2.13	46.05	0.72	5.91	5.03	3.65	4.7	63.85	61.07	67.41
Shank1	0.0	4.16	5.96	1.48	12.76	0.0	0.0	0.0	0.0	4.1	5.06	6.33	1.39	6.25	6.17	5.02	0.85	0.0	0.0	0.0	1.8	8.93	4.77	2.11	6.09	5.85	1.83	4.13	2.7	2.68	3.07	1.32	4.41	5.96	6.65	2.39	5.39	5.05	3.69	6.91	8.25	1.9	4.2	3.57	3.64	1.75	7.89	3.94	4.22	4.23	0.0	0.0	12.75	0.0	3.95	0.0	0.0	0.0	1.41	1.22	5.96	0.18	3.85	1.79	0.51	0.28	0.67	9.45	15.19	9.87	11.7	10.95	11.76	148.7	139.9	181.16
Slc4a10	0.0	67.05	123.65	70.52	0.0	0.0	0.0	0.0	0.0	370.52	69.19	60.22	294.63	238.7	5.27	85.11	79.78	0.0	0.0	0.0	51.52	179.61	31.75	71.54	9.6	50.31	46.58	57.9	41.5	44.4	22.92	15.32	54.46	43.29	65.46	80.7	88.0	46.05	57.92	83.69	11.85	16.0	60.72	51.98	74.47	81.16	28.18	53.82	37.72	46.95	0.0	0.0	142.98	0.16	398.48	0.0	0.0	0.0	42.67	43.72	156.72	33.33	53.83	34.75	11.74	46.29	104.33	193.62	210.84	123.21	383.75	200.03	205.61	157.25	141.18	148.95
Spata5	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	12.73	0.0	0.0	0.0	0.87	0.66	0.0	0.0	48.88	0.0	0.0	0.0	0.0	0.0	0.0	28.33	0.0	0.0	0.0	0.0	0.0	27.34	0.0	4.42	0.0	0.0	5.5	0.0	0.0	0.0	2.67	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	6.65	0.76	0.0	0.1	22.42	0.0	56.01	10.67	2.21	0.51	5.08	7.27	9.75	8.56	9.34
Srd5a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	73.56	0.11	24.66	0.74	0.0	0.42	0.0	0.0	0.0	0.0	0.41	0.63	0.05	0.14	2.27	0.24	0.62	4.01	0.0	0.0	0.0	0.0	0.0	0.3	0.0	2.14	0.0	0.33	0.0	0.0	0.12	0.13	0.19	0.0	0.16	0.0	0.0	0.09	0.0	2.42	0.0	0.0	1.48	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	1.6	0.0	0.0	0.14	116.35	23.64	10.45	5.81	5.31	6.95	22.26	22.56	21.72
Srr	0.0	0.0	66.34	0.0	0.0	0.0	0.0	0.0	0.0	8.62	145.91	86.65	0.0	0.0	17.04	0.14	24.93	0.0	0.0	0.0	0.0	21.41	0.07	44.04	0.1	0.12	0.08	5.42	0.0	32.77	2.52	1.96	16.94	0.0	58.86	0.23	30.71	18.02	46.06	0.0	0.0	0.0	2.81	32.88	0.0	0.0	30.76	20.77	0.0	21.81	0.0	0.0	31.0	0.0	17.04	0.0	0.0	0.0	0.0	0.09	60.2	0.08	0.0	0.0	0.23	38.25	0.0	154.74	94.21	55.54	108.48	105.04	74.15	76.68	70.5	78.84
Sun1	0.0	12.01	24.41	10.72	0.0	0.18	0.0	0.0	0.09	9.29	1.54	0.0	4.35	0.0	0.17	49.74	1.53	0.0	270.53	0.0	0.05	12.44	64.37	49.15	5.93	23.56	1.01	15.92	88.08	0.73	32.54	3.53	32.33	0.0	0.0	50.34	0.0	42.56	29.14	40.04	0.0	0.0	0.0	0.0	0.0	0.0	49.12	30.19	65.22	0.0	5.05	0.0	40.84	0.37	284.28	0.0	0.0	0.0	0.16	8.69	0.09	0.0	84.86	71.91	46.9	93.0	43.95	127.64	62.98	47.65	59.8	50.29	55.63	77.42	79.01	78.25
Taf10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.83	21.1	4.01	0.0	0.0	0.0	13.39	0.0	0.0	0.0	6.95	0.51	0.0	0.0	0.0	3.86	0.0	15.19	0.0	0.0	0.0	0.0	0.0	30.17	0.0	0.0	0.0	0.0	1.81	15.46	25.43	0.0	0.0	0.0	0.0	0.0	3.45	0.0	0.0	11.75	0.0	0.0	6.15	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.0	4.92	0.31	0.0	0.0	0.61	1.01	84.88	0.4	13.11	3.35	3.37	7.29	59.35	69.95	69.08
Tbrg4	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.57	0.0	0.0	12.74	8.67	0.0	27.39	14.63	0.0	0.0	0.0	4.29	0.0	0.07	11.68	0.0	5.05	5.36	0.0	0.0	0.0	0.0	0.0	0.0	59.98	0.0	4.36	45.66	0.5	37.1	2.97	0.0	0.0	3.08	0.0	3.09	0.0	0.0	0.67	0.0	0.0	0.0	0.0	1.73	0.0	26.71	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.09	0.0	0.13	56.71	0.0	57.97	8.22	17.94	10.97	10.8	10.29	25.98	27.91	25.75
Tcerg1l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.73	0.0	2.46	25.95	24.83	8.54	0.0	0.2	0.0	0.0	0.0	12.53	0.0	0.0	0.0	0.0	2.43	0.04	0.0	0.0	0.86	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	52.61	0.0	0.0	0.0	0.0	0.0	9.76	10.65	9.84
Timm9	0.0	42.36	149.17	97.89	0.0	0.0	0.0	0.0	0.0	51.63	54.86	0.0	75.8	191.71	0.0	275.64	149.97	0.0	0.0	0.0	0.34	120.57	144.21	0.0	108.86	31.55	34.6	68.9	145.3	68.11	111.23	91.54	173.56	72.68	81.79	69.89	0.0	132.91	82.43	100.39	177.13	0.0	22.95	37.17	106.46	0.0	52.15	36.73	0.0	77.97	2.16	0.0	168.61	0.38	131.41	0.0	0.0	0.0	230.67	88.09	113.4	31.7	62.71	7.09	124.66	65.57	0.84	539.61	91.25	91.31	71.4	81.84	70.99	53.71	51.5	47.12
Tmem65	0.0	1.33	36.24	25.56	0.0	0.0	0.0	0.0	0.0	0.17	75.5	108.32	54.92	128.24	35.35	0.0	0.69	0.0	0.0	0.0	23.28	16.53	57.64	23.38	54.72	0.06	111.95	85.5	23.78	40.92	4.13	0.55	0.0	29.82	26.65	49.11	2.96	8.06	15.32	26.89	62.06	0.0	15.37	0.73	1.19	1.91	77.0	0.0	19.14	57.11	0.0	0.0	20.08	0.0	20.69	2.24	0.0	0.0	0.39	35.16	101.26	37.73	111.41	31.63	9.69	89.6	9.02	194.79	0.7	5.79	7.65	7.72	10.72	81.68	80.63	77.09
Tollip	0.0	30.07	40.24	2.07	0.0	0.0	0.11	0.0	0.0	148.87	218.91	128.87	0.0	10.63	117.38	109.1	193.88	0.0	0.0	0.0	73.48	113.76	0.98	0.03	11.48	35.37	83.75	24.2	53.83	34.62	5.93	97.29	29.15	92.64	26.05	146.41	7.87	0.08	32.82	38.67	0.23	4.17	0.0	34.31	0.07	62.87	54.34	87.55	81.62	41.85	7.51	0.0	29.05	0.0	77.75	43.66	0.0	0.0	0.0	1.72	40.51	166.28	112.9	38.0	86.17	0.35	72.96	349.72	110.78	41.53	62.05	64.1	50.14	103.91	106.19	102.1
Ttbk2	0.12	2.0	23.42	7.82	0.11	0.09	2.39	0.0	0.0	24.01	10.39	28.48	24.98	48.66	21.99	0.18	59.01	0.12	0.03	0.0	12.36	17.78	0.08	30.42	14.53	20.4	15.66	32.9	0.3	11.75	47.08	0.07	0.18	26.4	0.13	16.51	4.57	11.78	0.08	0.23	0.14	0.19	32.4	12.8	24.11	33.39	6.66	9.76	2.77	12.64	12.61	90.01	18.66	0.29	57.12	4.26	0.14	0.0	0.03	9.81	0.14	21.6	3.99	1.98	1.16	14.46	9.85	98.36	7.36	7.38	15.49	7.18	8.96	34.46	28.64	33.32
Ttc23	0.29	0.2	0.37	0.0	0.0	0.18	0.0	0.31	0.0	0.15	0.11	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.1	0.08	0.01	0.0	0.01	0.11	0.0	0.0	0.0	0.24	0.13	0.08	0.0	0.0	0.09	0.0	0.0	0.0	0.16	0.0	0.13	0.1	0.0	0.0	0.0	0.15	0.0	0.06	0.07	0.0	0.0	0.11	0.0	0.27	0.0	0.0	0.0	0.11	0.0	0.28	0.32	0.0	0.0	0.0	0.0	0.0	0.58	0.24	7.27	1.24	0.0	1.56	3.85	3.45	3.35
Ttn	0.0	0.93	0.05	0.43	0.0	0.0	0.0	0.0	0.0	3.64	0.0	0.0	0.0	0.45	0.0	0.12	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	2.62	0.0	0.0	0.0	0.62	0.0	0.02	0.0	0.0	2.1	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.64	0.0	0.0	4.25	0.0	0.0	0.0	0.01	0.0	0.14	0.05	0.08
Unc13a	0.0	2.93	3.96	10.57	0.47	0.0	0.0	0.0	0.0	1.96	2.03	5.44	17.91	0.89	1.78	30.76	3.93	0.0	0.0	0.0	1.51	2.48	2.34	2.37	4.43	17.28	4.18	7.76	1.92	4.2	6.54	4.16	4.86	5.81	3.1	3.48	6.7	2.83	4.67	4.16	0.79	7.39	6.16	9.15	1.82	2.95	4.73	5.98	1.96	1.92	0.0	0.0	16.25	0.04	15.37	0.0	0.0	0.0	1.67	4.11	4.61	3.88	8.35	0.78	2.18	3.96	2.67	24.09	11.55	14.04	14.56	13.86	12.99	173.28	162.24	184.32
Unc80	0.0	4.51	29.99	11.41	0.0	0.0	0.0	0.0	0.0	0.01	23.46	19.02	8.32	15.82	4.54	16.6	37.37	0.0	0.0	0.0	12.96	4.83	4.08	0.02	16.84	0.28	0.75	7.2	16.96	2.84	16.9	4.82	13.1	4.92	0.55	10.96	15.06	11.57	21.72	26.9	0.26	0.07	0.19	0.0	9.91	0.04	0.83	7.39	6.12	0.86	0.0	0.0	29.59	0.02	40.23	0.0	0.0	0.0	6.08	1.83	31.74	10.96	10.12	6.86	15.8	2.45	0.1	101.01	24.6	29.51	26.78	23.98	25.88	84.37	69.19	87.32
Wasf1	0.0	58.09	52.42	46.98	0.0	0.0	0.0	0.0	0.0	34.39	85.59	95.3	84.91	72.76	31.46	223.61	119.82	0.0	0.0	0.0	18.27	94.25	13.26	125.96	37.89	111.52	40.89	66.87	4.38	24.46	6.09	55.2	28.21	98.64	32.71	34.08	61.2	3.33	16.1	34.85	55.33	100.08	35.0	5.0	23.47	36.04	86.73	15.37	32.46	22.19	28.76	8.53	427.76	0.0	304.81	0.0	0.0	0.0	42.42	20.76	64.18	67.65	33.94	11.36	69.51	29.93	14.75	135.13	154.39	117.9	238.93	216.94	214.4	242.31	254.97	239.39
