	Calb2_tdTpositive_cell_21	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_36	Calb2_tdTpositive_cell_37	Calb2_tdTpositive_cell_44	Calb2_tdTpositive_cell_49	Calb2_tdTpositive_cell_64	Chat_tdTpositive_cell_1	Chat_tdTpositive_cell_5	Cux2_tdTnegative_cell_1	Gad2_tdTpositive_cell_19	Gad2_tdTpositive_cell_21	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_29	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_35	Gad2_tdTpositive_cell_38	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Htr3a_tdTpositive_cell_23	Htr3a_tdTpositive_cell_40	Htr3a_tdTpositive_cell_57	Htr3a_tdTpositive_cell_58	Htr3a_tdTpositive_cell_59	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_76	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_88	Htr3a_tdTpositive_cell_104	Htr3a_tdTpositive_cell_112	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_44	Vip_tdTpositive_cell_5	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_10	Vip_tdTpositive_cell_13	Vip_tdTpositive_cell_18	Vip_tdTpositive_cell_24	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_26	Vip_tdTpositive_cell_27	Vip_tdTpositive_cell_34	Vip_tdTpositive_cell_35	Vip_tdTpositive_cell_37	Vip_tdTpositive_cell_39	Vip_tdTpositive_cell_40	Vip_tdTpositive_cell_41	Vip_tdTpositive_cell_42	Vip_tdTpositive_cell_43	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_46	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_54	Vip_tdTpositive_cell_55	Vip_tdTpositive_cell_56	Vip_tdTpositive_cell_57	Vip_tdTpositive_cell_58	Vip_tdTpositive_cell_59	Vip_tdTpositive_cell_61	Vip_tdTpositive_cell_65	Vip_tdTpositive_cell_66	Vip_tdTpositive_cell_67	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Plxnd1	0.0	0.0	1.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	1.02	0.0	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	45.32	48.04	46.87
Pparg	0.0	0.0	203.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.05	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69	4.24	4.31
Ppp1r12c	0.0	48.61	59.97	0.0	0.0	0.0	0.0	0.0	12.21	0.0	0.61	0.0	0.0	0.0	0.0	32.3	0.32	0.0	0.0	0.0	13.29	0.18	0.0	0.46	1.18	0.0	0.0	0.0	2.75	0.0	0.13	7.67	6.15	0.0	4.55	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	2.74	0.0	0.0	0.0	118.86	0.0	0.0	29.59	7.63	34.68	0.0	0.16	0.19	9.68	0.0	0.0	2.0	0.0	0.0	0.0	0.0	89.84	0.0	7.13	8.16	8.72	7.16	16.07	2.2	7.48	6.74	87.06	89.41	88.48
Pram1	0.0	0.0	3.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.13	0.0	0.0	0.0	0.61	0.0	0.0	0.0	2.57	1.97	2.92
Prcc	0.0	0.0	0.98	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.15	0.0	0.11	0.26	0.0	0.28	0.0	1.57	0.0	0.0	0.23	0.54	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.24	0.58	8.21	2.46	0.45	0.26	0.0	0.0	0.27	0.21	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	1.07	20.97	0.0	1.52	0.42	0.28	0.0	0.24	1.08	0.53	0.3	0.0	0.0	0.0	0.0	0.0	0.72	0.25	0.78	0.15	6.33	2.13	4.97	11.05	2.93	5.23	1.36	40.62	42.51	39.66
Prss52	0.0	0.0	2.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	0.0	0.0	0.0	0.0	0.0	0.39	0.28	0.31
Rab3il1	0.0	0.0	184.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.6	9.21	10.96	10.39
Rai2	0.52	0.0	171.16	0.0	0.0	6.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88	0.0	3.07	0.0	0.0	11.53	0.0	0.0	0.0	0.0	10.67	0.0	0.0	0.0	156.22	0.0	6.79	1.21	18.83	170.8	0.0	0.27	0.0	0.25	0.0	0.0	0.0	0.0	0.0	6.61	11.33	0.0	168.18	0.0	0.0	0.0	0.0	8.37	0.0	0.0	47.4	0.0	0.0	0.28	20.74	0.0	4.59	184.36	0.0	0.0	66.29	0.0	0.0	9.84	7.08	0.0	3.66	0.68	0.0	0.95	9.96	10.39	9.98
Rapgefl1	0.0	78.25	0.0	0.1	0.25	0.31	17.74	0.44	45.23	0.0	0.2	0.0	0.11	0.0	0.2	20.37	0.12	1.81	0.18	0.35	0.0	78.83	0.48	109.77	36.15	0.0	0.0	4.33	97.37	0.0	0.0	18.05	7.55	0.0	0.13	0.15	0.11	0.13	0.44	0.0	0.41	0.24	33.34	20.1	0.0	0.0	0.04	0.12	0.09	0.2	0.0	0.0	27.71	0.19	0.13	0.0	0.15	112.64	0.27	39.4	0.22	0.1	0.38	0.12	0.14	42.98	22.31	52.96	28.85	34.11	47.83	26.3	31.26	31.93	101.3	104.49	107.12
Rbm20	0.0	0.0	83.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	39.83	0.0	0.0	0.0	0.0	0.0	0.0	0.45	0.21	0.0	1.86	2.36	2.73
Rgnef	0.0	0.0	72.63	0.0	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	7.07	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	8.06	3.8	0.0	11.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.95	1.57	0.0	0.0	0.0	0.0	3.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.45	4.07	4.75	4.05	3.15	1.85	4.93	15.42	14.91	15.83
Rtn2	0.0	0.0	262.65	0.0	0.0	0.0	40.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.07	0.0	0.0	0.0	0.0	49.04	0.0	13.1	16.67	93.15	0.0	1.77	0.0	226.13	0.0	0.0	0.0	0.0	0.0	94.89	0.0	0.0	0.0	0.0	0.0	94.27	0.0	0.0	0.0	0.0	95.53	0.0	0.0	0.6	0.0	0.0	0.0	240.58	0.0	36.01	0.48	0.0	9.82	7.97	11.77	11.51	9.61	5.07	25.29	15.84	99.3	107.58	102.88
Ryr1	0.0	0.0	4.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.06	0.04	0.0	8.42	7.09	8.38
Sirt7	0.0	0.0	219.56	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	5.53	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.69	0.0	19.18	2.08	41.1	36.39	0.0	0.0	1.4	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.3	0.0	2.99	0.0	1.96	0.0	0.0	0.31	0.0	0.0	1.51	0.0	0.0	0.0	0.0	4.96	1.19	3.2	11.38	11.95	7.76	8.13	11.28	42.98	45.07	44.95
Slc35e4	0.0	0.0	30.43	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18	1.22	0.25	0.0	0.0	1.07	3.03	0.68	16.81	18.25	17.66
Slc35f3	9.37	0.0	7.64	0.0	0.0	0.0	118.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.16	0.16	0.0	0.0	0.62	0.0	0.24	0.0	0.3	0.0	0.14	15.19	0.28	0.0	0.38	0.43	0.0	0.2	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	1.4	0.0	0.0	0.0	0.15	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.99	0.28	0.08	0.0	0.0	0.18	0.0	17.78	25.81	14.12	19.4	21.89	12.64	11.12	13.97	31.43	30.13	30.67
Snap91	43.48	34.43	423.51	3.83	155.17	69.16	76.55	64.44	45.01	4.33	0.07	244.46	184.04	227.22	0.0	5.89	0.0	23.66	201.92	214.26	18.51	144.61	135.61	0.0	28.87	0.0	72.21	0.11	25.01	0.0	0.0	55.21	91.8	34.48	0.37	53.46	104.73	0.0	12.75	0.0	194.3	0.1	0.0	62.73	1.51	0.0	99.4	55.2	30.21	27.41	106.25	12.27	0.26	0.34	15.23	92.35	2.87	19.22	161.7	78.77	194.72	124.31	0.44	243.26	94.68	3.45	40.81	47.98	42.74	40.77	50.82	53.17	61.66	71.28	254.03	253.8	241.24
Stac3	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.65	0.73	0.0	1.01	0.17	0.0	0.0	3.36	1.47	1.66
Sycp2	1.97	0.0	42.44	0.0	1.57	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	1.19	0.0	0.0	0.0	0.0	0.0	11.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	1.53	0.79	2.0	0.0	0.0	0.0	0.0	1.05	0.14	0.0	2.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	1.91	0.0	3.28	0.0	1.2	3.9	0.03	0.0	4.35	0.83	0.0	0.23	0.0	0.45	0.6	0.03	0.88	0.12	0.6	0.95	0.52	1.14
Tepp	0.0	0.0	2.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17
Tmem198b	0.0	0.36	169.5	0.0	0.35	0.44	0.28	0.26	0.0	80.66	0.0	0.32	0.1	0.97	0.0	0.07	0.67	0.0	0.37	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.19	0.02	0.0	0.24	0.0	0.68	0.0	0.18	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.43	0.29	0.0	0.0	0.25	0.0	0.56	0.0	0.0	0.0	0.0	0.2	0.66	0.0	0.17	0.0	0.0	0.0	0.3	6.51	0.0	0.0	0.1	1.16	1.29	2.49	9.51	9.26	10.95
Top3b	0.19	0.0	191.76	108.28	0.0	0.0	172.46	59.6	0.0	0.0	0.41	0.17	0.0	0.0	0.0	0.0	2.59	0.0	0.0	0.11	0.0	0.0	0.0	12.04	15.02	0.0	0.0	0.0	0.0	0.0	0.0	13.22	2.8	2.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	1.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.49	0.0	0.0	22.78	0.0	0.0	0.0	0.0	0.0	0.0	22.77	25.55	0.09	2.66	6.98	9.56	6.62	5.98	27.59	25.64	26.58
Trim72	0.23	0.0	4.75	0.0	1.19	0.0	0.0	0.0	2.66	0.19	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.25	0.0	0.16	0.0	0.2	0.02	0.0	0.36	0.18	0.11	0.0	0.0	0.91	0.0	0.0	0.52	0.0	0.0	0.18	0.16	0.0	0.0	0.56	0.0	0.0	0.63	0.84	0.0	0.03	0.0	0.2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.41	0.0	0.08	0.0	0.1	0.03	0.36	0.0	0.0	1.08	0.87	0.94
Trp53bp2	0.0	0.0	7.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.3	0.06	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.41	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	1.63	5.04	2.13	6.95	5.76	2.11	3.0	18.69	19.47	17.47
Tyro3	0.56	0.0	77.55	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.1	7.93	0.0	0.13	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.85	0.0	0.0	0.0	8.57	0.0	1.93	0.0	0.0	0.0	0.0	0.0	0.0	3.49	0.78	121.39	0.0	0.05	166.64	0.0	11.45	0.13	9.64	12.43	16.51	11.43	16.93	11.59	12.43	16.26	147.78	147.82	151.14
Uba7	0.0	0.0	170.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.06	0.19	0.0	0.0	2.8	2.73	3.5
Ubqln2	66.02	65.0	18.98	12.45	48.13	0.0	0.0	11.39	28.92	0.0	0.0	0.0	1.7	0.0	51.08	45.57	32.05	102.06	72.57	68.73	0.0	19.59	0.0	148.61	95.08	0.13	34.69	110.53	1.81	88.49	2.92	15.3	49.94	0.0	26.64	35.23	20.97	19.8	70.04	0.0	0.0	90.13	11.61	15.0	49.6	0.41	55.82	72.37	15.94	28.21	69.3	28.15	12.54	43.22	40.31	20.53	0.32	0.55	0.16	30.71	0.0	1.12	81.68	0.0	4.19	36.21	50.38	26.11	14.52	23.86	11.77	25.99	16.07	17.47	164.55	175.3	163.88
Whamm	0.0	0.0	53.2	0.0	0.0	0.0	33.15	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	41.63	0.0	0.0	0.0	0.0	3.69	14.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.59	2.02	0.0	0.0	0.0	0.0	0.0	2.35	0.0	0.0	0.0	0.0	3.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	15.33	41.38	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.68	0.0	0.67	0.0	4.24	1.75	2.35	2.03	13.61	13.81	14.76
Zfp712	0.0	0.0	116.6	0.0	0.0	0.0	104.65	0.0	11.98	0.0	0.0	0.0	0.06	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	13.55	1.49	58.85	0.0	0.0	0.0	0.55	1.49	0.0	0.0	0.0	0.0	0.0	6.94	0.0	0.0	74.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.11	0.19	0.0	0.1	0.25	0.0	0.0	13.22	21.39	5.68	0.06	0.0	15.38	7.92	14.25	4.5	3.36	3.99
Zfpm1	0.0	0.0	4.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.1	20.08	22.49	24.12
cm_tRNA-Leu-TTA(m)	0.0	0.0	18.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	669.38	548.77	764.29
