	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_26	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_47	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_70	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_79	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Slx	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Smad7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.21	0.0	0.0	0.0	0.0	9.45	0.0	0.0	0.0	2.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.58	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.0	9.92	0.0	0.0	0.93	1.08	1.86	12.36	12.76	11.77
Sowaha	0.07	0.14	10.83	7.84	0.06	0.0	0.0	0.39	0.23	0.0	0.0	0.0	0.13	0.17	0.05	4.9	0.03	0.0	12.58	3.18	0.06	0.24	0.0	0.0	0.0	0.16	0.0	0.15	0.0	29.55	0.0	0.08	0.13	0.0	0.15	0.13	0.1	0.0	0.0	0.3	0.0	0.0	12.05	0.0	1.46	0.16	3.06	6.08	3.72	65.73	72.24	64.8
Srrm3	0.95	0.0	0.11	0.0	0.0	0.65	0.13	0.0	0.14	0.49	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	21.1	0.0	0.42	0.0	0.58	0.74	0.0	0.0	0.0	0.07	0.0	0.82	0.0	0.0	0.1	1.17	0.0	1.36	0.78	1.05	33.91	36.39	36.64
Sv2b	0.0	0.0	0.0	7.01	0.0	0.0	2.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.73	3.83	25.64	32.64	4.01	2.2	75.2	0.12	4.39	52.86	2.5	1.52	0.05	24.51	33.47	70.69	42.94	14.64	37.25	0.75	0.0	31.88	0.19	0.0	48.91	0.0	0.0	47.28	0.0	0.0	0.0	43.22	249.69	166.21	194.14	302.25	285.41	283.79
Sycp3	0.0	10.6	0.0	0.0	0.0	0.0	0.0	0.0	11.36	0.0	1.52	28.12	0.0	0.0	0.0	0.0	0.8	0.0	0.0	1.72	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	263.3	0.0	1.02	0.0	0.0	5.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	2.56	6.58	3.18	5.25
Tbc1d20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.19	0.0	0.17	0.0	0.0	0.0	0.0	0.35	6.59	9.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.48	0.43	0.0	26.37	4.93	0.0	0.0	0.0	7.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	6.07	1.43	3.62	47.16	46.92	49.79
Tmem149	0.0	0.0	0.0	37.97	0.0	0.0	35.05	17.04	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	1.68	0.0	0.0	0.0	0.0	0.0	119.03	0.0	0.0	34.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.89	0.6	3.01	14.15	12.24	11.46
Tmem200a	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.05	0.0	0.0	0.0	0.0	0.0	30.45	0.0	0.0	0.13	0.0	0.21	0.07	0.05	24.69	0.0	9.59	0.0	0.0	0.0	0.14	89.4	0.0	0.0	0.0	0.0	0.23	0.0	0.08	0.02	0.0	0.0	0.13	0.0	0.0	0.0	0.11	7.1	0.0	0.75	0.0	12.37	12.34	12.3
Tor1b	32.83	2.1	0.0	0.0	44.71	0.12	0.0	3.02	82.09	0.0	32.99	0.0	0.0	0.0	26.4	48.27	23.19	25.67	0.0	0.0	0.38	0.14	0.0	0.0	0.0	0.08	34.41	0.0	0.0	120.91	21.95	5.46	24.24	0.0	52.67	39.7	0.0	0.0	20.03	44.15	22.75	0.0	54.08	0.0	0.0	0.0	17.19	15.24	19.78	28.38	28.81	26.1
Traf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	5.69	7.17	7.83
Trpc4ap	7.16	50.8	95.31	28.81	0.0	0.11	1.82	1.12	3.85	0.0	2.72	2.17	0.47	0.0	0.37	1.96	0.02	23.62	3.76	2.47	0.93	1.33	1.73	0.12	1.48	15.8	43.97	98.66	0.67	123.62	37.24	0.0	2.25	31.68	0.0	33.24	17.61	0.47	37.67	19.49	29.91	82.82	0.0	74.83	39.85	2.83	12.74	11.91	16.88	127.08	131.22	130.17
Tspan18	0.07	0.0	0.11	0.17	0.0	0.0	0.0	0.0	0.07	0.06	0.0	0.0	0.06	0.0	0.0	0.0	10.21	0.03	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.47	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.44	0.0	0.0	0.2	0.0	0.05	0.0	0.0	0.0	3.46	3.35	4.13
Ube2z	0.63	22.82	18.7	37.13	43.66	0.37	10.23	80.34	4.1	24.33	0.62	0.0	0.0	6.53	12.11	2.84	0.63	0.84	43.24	0.0	0.82	40.82	0.21	42.18	4.6	0.0	0.14	33.64	30.3	73.22	17.46	0.07	0.18	2.43	75.62	39.06	0.08	4.28	16.58	2.14	0.0	3.37	0.0	0.1	0.0	0.77	6.71	7.91	9.03	57.01	57.34	55.41
Vac14	0.0	0.0	0.0	0.45	5.13	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	16.27	0.0	0.0	0.0	0.0	0.0	6.14	0.0	0.0	0.09	31.43	0.0	0.0	0.0	0.0	0.0	100.11	11.54	0.0	0.24	0.0	2.59	0.08	0.0	10.4	0.19	0.0	0.0	0.0	0.0	13.39	0.0	0.0	1.18	2.27	3.32	20.16	21.36	21.99
Vsx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.1	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.22	0.1	0.11
Vtn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	77.57	82.56	79.89
Xkrx	0.09	0.17	0.28	0.24	0.0	0.0	0.32	0.27	0.28	0.27	0.0	0.0	0.48	0.1	0.06	0.0	0.18	0.05	0.01	0.18	0.11	0.34	0.69	0.05	0.65	0.23	0.21	0.34	0.0	5.14	0.19	0.9	0.38	0.36	0.19	0.0	0.2	0.13	0.57	0.0	0.94	0.26	1.05	0.44	0.0	0.13	0.02	0.33	0.62	2.06	2.12	2.79
Yrdc	0.66	0.0	0.0	0.0	0.0	0.0	0.0	93.97	6.04	11.41	0.0	0.0	0.0	0.0	0.0	43.92	0.0	4.37	0.0	0.0	0.0	4.57	9.19	0.0	0.8	0.0	18.57	0.0	0.0	70.96	0.0	3.27	0.0	0.0	57.3	24.99	0.0	0.1	0.0	1.05	0.0	33.55	4.73	0.0	0.0	0.0	4.49	4.95	8.48	28.42	31.75	27.82
Zcchc16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.51	0.0	0.0	28.16	0.0	0.0	22.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	1.92	1.96	1.62
Zfhx2as	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	5.07	0.0	60.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1	6.32	10.68
c13_LSU-rRNA_Hsa	65.87	94.54	23.79	12.77	62.06	14.24	53.31	42.52	58.23	16.44	19.2	66.31	18.14	38.97	38.41	17.05	106.04	37.97	57.85	81.76	35.39	45.49	16.01	11.83	23.52	52.61	30.92	41.53	21.96	294.44	31.24	91.23	44.99	41.51	81.53	16.34	43.07	79.78	8.84	17.94	71.3	16.65	79.8	15.85	88.15	79.79	189.48	256.83	231.94	480.93	511.37	581.99
c14_LSU-rRNA_Hsa	63.38	22.35	17.52	15.18	53.13	0.0	7.26	18.06	27.43	8.5	7.44	6.68	18.07	17.83	26.56	33.81	18.22	18.08	30.13	18.72	10.33	32.58	10.43	12.9	18.78	11.69	66.77	19.96	11.75	108.05	22.4	14.98	9.65	21.05	4.54	7.7	38.87	28.48	11.02	36.68	8.03	11.02	68.72	21.87	9.56	27.64	1.07	10.23	6.41	59.9	65.82	52.84
c14_tRNA-Tyr-TAC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.41	0.0	0.0	0.0	0.0
c15_LSU-rRNA_Hsa	94.95	30.11	49.12	136.91	25.53	3.74	22.38	60.11	131.01	93.64	20.49	73.41	59.63	86.18	85.82	66.67	119.51	61.35	173.01	85.82	68.35	64.14	43.89	44.1	38.09	98.27	23.68	150.43	27.32	605.77	75.4	63.3	72.55	89.7	99.67	65.35	61.36	130.23	55.41	18.21	6.14	18.03	97.98	0.0	20.76	83.76	15.26	80.82	63.22	232.96	207.52	191.22
c18_LSU-rRNA_Hsa	273.95	43.2	65.59	61.28	152.33	1.8	22.52	85.61	107.72	53.67	58.15	0.0	95.46	73.32	104.61	74.57	68.36	60.01	177.33	117.45	54.56	121.74	22.55	8.05	91.93	59.64	21.7	64.84	54.26	498.9	59.95	105.0	57.67	112.72	64.44	54.32	123.46	101.39	70.81	20.51	24.45	43.76	23.11	11.71	75.84	93.5	17.67	29.15	38.03	372.01	304.0	345.49
c3_LSU-rRNA_Hsa	66.34	90.31	38.55	19.86	36.69	21.24	28.3	73.43	42.1	67.55	20.78	128.77	71.79	17.63	14.82	56.35	117.07	66.23	36.39	56.84	36.63	43.86	33.81	18.92	30.51	50.3	58.12	82.43	40.77	487.13	30.56	37.92	22.57	32.07	66.28	32.57	61.34	35.44	17.4	20.2	32.12	21.35	146.75	14.3	14.15	61.58	409.96	478.08	401.46	550.87	486.16	502.88
c7_tRNA-Ala-GCY_	0.0	39.82	0.0	0.0	0.0	0.0	11.78	0.0	28.23	63.45	0.0	0.0	0.0	0.0	0.0	33.36	13.33	40.48	0.0	5.92	4.54	0.0	33.77	51.9	0.0	0.0	0.0	0.0	9.08	170.44	0.0	0.0	32.29	0.0	20.37	56.51	0.0	0.0	30.04	0.0	0.0	33.1	0.0	86.29	20.74	0.0	54.36	31.62	32.02	68.54	44.51	52.08
c8_LSU-rRNA_Hsa	12.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.95	0.0	0.0	0.0	0.0	45.72	0.0	13.92	7.26	19.54	0.0	0.0	8.57	22.62	21.12	13.51	26.05	8.14	22.93	0.0	0.0	112.28	10.94	21.79	4.63	0.0	0.0	0.0	0.0	15.99	0.0	0.0	0.0	0.0	29.77	4.11	5.96	17.42	2.36	0.0	0.0	27.25	25.98	46.28
cx_LSU-rRNA_Hsa	53.32	0.0	14.89	47.61	0.0	0.0	13.51	0.0	22.1	0.0	0.0	0.0	35.75	0.0	11.67	25.89	21.15	13.54	24.09	60.82	18.14	19.48	9.76	0.0	27.12	11.08	9.88	1.49	3.47	114.23	30.57	0.0	8.92	10.21	11.62	0.0	35.46	12.76	10.05	0.0	0.0	7.9	0.0	15.17	0.0	31.19	10.8	43.41	97.63	272.2	423.36	376.93
