	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_13	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_21	Ctgf_tdTpositive_cell_23	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_106	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_113	Htr3a_tdTpositive_cell_117	Htr3a_tdTpositive_cell_121	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_42	Nos1_tdTpositive_cell_51	Nos1_tdTpositive_cell_65	Ntsr1_tdTpositive_cell_3	Ntsr1_tdTpositive_cell_7	Ntsr1_tdTpositive_cell_10	Ntsr1_tdTpositive_cell_18	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_24	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_29	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_33	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_68	Ntsr1_tdTpositive_cell_71	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_4	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_47	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_71	Rbp4_tdTpositive_cell_73	Rbp4_tdTpositive_cell_80	Rbp4_tdTpositive_cell_82	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_172	Rbp4_tdTpositive_cell_173	Rorb_tdTpositive_cell_43	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ino80d	1.06	10.53	0.0	5.17	18.24	0.8	0.0	43.19	0.0	0.0	0.0	1.54	10.76	0.0	15.92	7.55	0.5	0.0	20.26	0.0	9.77	8.18	0.01	0.28	12.05	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.66	0.0	0.0	3.7	0.0	0.03	0.1	0.0	0.77	0.13	0.87	0.01	0.02	0.0	0.05	0.0	0.0	0.09	0.58	0.0	18.92	0.0	0.0	0.0	11.92	0.0	2.11	1.87	2.61	6.48	4.45	4.0	4.26	2.19	0.65	1.89	1.65	2.02	0.0	0.0	9.26	0.0	0.0	0.0	0.0	0.29	0.0	3.17	10.84	9.2	11.11
Iqcg	0.0	0.0	10.41	10.22	0.0	0.0	0.0	42.76	0.0	0.0	0.0	0.0	2.5	0.0	0.0	0.0	0.0	6.57	0.0	0.0	0.0	5.94	0.0	0.0	38.54	0.0	0.24	0.0	0.0	3.53	114.79	0.0	13.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	4.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	0.0	3.64	3.41	4.44	5.09	0.0	0.0	1.33	2.0	5.97	2.98	0.0	0.0	0.0	0.0	0.0	38.78	0.0	0.07	0.0	0.0	2.25	2.38	1.89
Jmjd5	0.0	0.0	86.97	32.88	0.0	3.36	0.0	70.09	0.0	0.0	0.0	0.0	31.45	0.0	0.0	0.0	0.67	0.0	0.24	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.76	0.25	0.0	0.0	0.0	23.38	1.07	0.0	3.26	0.0	0.0	0.0	0.15	0.15	5.31	2.63	3.45	0.71	5.93	0.2	6.49	2.94	3.81	7.26	0.0	1.47	1.17	0.0	0.0	0.0	0.0	0.11	0.0	0.41	4.29	6.17	4.6
Jph1	0.0	0.0	0.0	0.0	1.87	0.0	0.0	17.23	0.09	7.6	9.28	0.0	0.07	0.15	15.12	0.0	0.0	6.58	0.23	0.0	0.0	0.0	0.0	0.47	0.0	3.98	0.0	0.0	11.21	0.32	0.0	9.03	3.23	0.36	0.0	0.0	1.64	4.78	0.0	14.19	0.0	0.0	0.09	0.2	0.0	1.06	0.0	4.34	6.66	0.0	0.0	9.94	0.0	0.06	0.0	0.0	0.38	0.12	0.0	2.85	2.07	2.49	2.3	4.51	5.44	2.66	4.48	5.25	3.57	2.06	2.65	0.0	0.0	0.0	0.29	0.55	21.3	0.0	0.06	0.0	0.67	14.53	14.58	14.41
Kcna4	52.54	0.0	0.0	22.53	4.1	0.0	0.0	98.89	3.76	2.2	14.64	0.0	4.29	0.0	62.55	2.57	31.56	0.0	0.06	0.0	0.0	0.13	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.81	0.0	0.0	0.0	11.91	0.0	0.0	0.0	0.0	0.0	72.81	9.03	1.36	0.0	0.0	0.0	0.0	2.51	55.75	24.51	0.0	48.61	0.08	0.0	0.0	0.0	1.23	5.93	2.14	4.08	0.25	8.86	8.92	7.42	0.53	1.16	5.91	4.12	0.13	0.0	0.0	0.0	0.1	0.24	0.0	0.0	0.2	0.0	16.2	14.71	15.3
Kcnk5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.69	0.33
Kctd2	0.0	3.37	14.34	30.09	0.0	33.43	63.07	87.97	0.0	44.89	8.46	21.91	57.84	0.0	0.0	31.12	0.93	0.0	0.0	0.0	6.45	0.0	0.0	17.11	0.0	1.75	0.0	57.8	31.25	0.15	0.0	0.0	5.82	54.58	0.0	0.0	0.0	33.07	0.0	0.0	0.0	0.0	0.25	0.0	0.09	0.07	47.91	25.91	0.0	211.71	0.0	26.6	2.13	0.0	13.8	0.0	0.0	0.0	0.0	14.65	5.54	7.35	3.29	2.75	9.21	10.06	12.15	9.29	12.48	9.27	10.94	40.12	0.0	0.0	0.0	1.65	0.0	0.0	3.49	0.0	0.14	73.64	79.6	73.51
Kera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lao1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
Lbp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	2.17	2.0
Lcat	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	3.1	3.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.14	29.0	26.24
Lipe	0.0	0.0	1.69	0.0	0.0	0.0	0.0	20.91	2.83	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.16	0.22	0.0	0.09	1.51	0.0	0.54	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.21	7.22	7.48
Lrfn4	5.67	0.0	0.0	0.0	6.42	1.87	3.06	11.22	0.0	0.0	0.0	0.0	0.0	0.0	2.42	0.0	3.35	3.4	0.0	0.0	3.0	0.0	0.0	0.0	5.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	2.27	0.0	0.0	0.0	0.68	0.0	0.2	0.0	0.24	0.61	0.0	0.35	1.03	2.06	0.0	0.0	0.2	1.12	0.82	0.48	0.0	0.0	0.0	0.0	0.41	6.18	0.0	0.0	0.0	0.0	30.47	36.08	37.06
Lrp2bp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.42	0.0	0.0	0.0	0.0	0.0	0.0	2.35	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.3	0.0	0.0	0.0	0.0	1.84	0.0	0.1	0.0	0.0	0.0	0.0	1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.52	0.41	0.36
Lsr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.57	6.46	7.54
Mageb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.18
Mir1839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.16	26.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.55	5.58
Mkl1	0.0	0.0	0.76	2.18	26.54	0.0	1.08	33.49	0.0	0.0	5.64	0.15	0.89	0.0	0.0	0.23	0.44	0.0	0.0	0.0	0.0	0.0	0.98	15.24	0.29	0.0	0.0	2.58	1.07	0.06	0.0	0.0	4.41	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	5.84	0.0	0.74	0.0	0.0	8.0	5.64	0.0	0.0	0.0	17.57	0.0	0.91	0.0	0.0	4.82	2.11	6.66	4.59	1.16	1.24	9.39	2.57	15.44	1.95	4.42	5.05	0.0	2.1	0.0	0.0	6.47	0.0	0.0	7.37	0.55	0.0	33.82	40.94	38.6
Mmrn2	0.0	0.0	0.0	13.43	0.0	0.0	0.0	21.1	0.0	0.0	0.0	0.0	0.0	0.0	3.99	0.0	0.0	0.11	0.0	0.0	0.0	11.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.81	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.24	3.75	2.99
Mms22l	0.0	0.0	0.0	0.0	0.0	0.0	0.13	14.99	0.1	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.08	0.0	0.0	0.0	31.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.71	0.14	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.53	0.06	0.17	0.0	0.04	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	15.65	0.86	1.04	1.11
Mnt	1.49	0.0	0.0	2.6	0.0	0.0	0.0	28.91	15.5	0.0	0.0	0.0	0.0	2.48	0.0	0.0	1.06	0.1	0.0	17.29	0.68	0.07	0.0	0.0	44.76	0.0	0.0	0.0	0.0	0.11	0.0	7.53	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.85	0.12	2.7	6.24	0.0	0.0	0.36	1.02	8.43	0.26	0.0	16.59	0.0	0.0	0.12	2.01	0.0	13.46	0.0	0.0	1.84	2.4	2.67	1.31	3.37	3.35	9.81	4.53	0.0	1.61	3.42	2.93	0.07	3.93	0.0	0.0	23.76	27.33	20.08	0.0	0.0	2.16	24.86	27.2	21.08
Morn3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.21	0.23
Mr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.47	3.74	2.89	4.06
Mthfs	0.0	0.0	0.0	42.54	0.0	0.0	4.62	145.64	1.04	0.0	6.09	0.0	0.0	0.0	106.6	0.0	26.04	0.0	0.0	0.0	2.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	119.32	90.78	26.1	0.31	2.02	0.0	0.0	58.7	0.0	0.0	0.0	61.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	183.97	0.0	153.7	0.0	18.84	12.17	10.66	3.61	0.0	0.0	27.11	43.24	1.17	17.34	15.76	15.87	0.0	44.86	0.0	1.03	0.0	0.0	6.95	0.0	0.0	0.0	7.23	5.7	4.93
Mybpc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.6	0.68
Myh1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	34.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	0.21	0.0	0.69	0.05	0.0	0.0	0.26	0.37	0.57	0.97	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.46	0.33
Necap2	64.77	0.0	0.0	0.0	62.11	0.58	0.0	68.64	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.36	0.0	0.0	5.14	0.0	0.0	1.05	0.0	0.0	1.11	0.0	44.13	0.0	37.39	0.0	0.0	2.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.14	4.96	11.19	9.19	0.48	0.0	12.93	4.61	0.84	1.27	1.1	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.46	31.06	28.35
Nfe2l3	0.0	0.0	0.62	0.0	22.68	1.07	0.0	46.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.07	5.92	2.26	0.0	2.48	11.63	0.1	2.53	1.4	0.94	3.66	3.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.82	4.15	4.68	4.25
Nlrc3	0.0	0.0	0.0	0.0	1.58	0.0	0.0	22.9	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.08	0.66	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.54	0.45
Nudt12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.99	0.0	0.0	7.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.57	0.0	0.0	7.0	0.63	0.0	0.0	2.96	1.31	3.64	2.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	6.03	4.13	5.33
Nudt9	1.06	0.0	105.59	0.0	0.0	0.0	0.0	176.63	0.0	0.0	0.0	49.58	16.34	0.0	0.0	13.8	0.0	0.0	0.0	93.28	27.83	0.0	64.8	1.51	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	37.53	0.4	0.0	0.0	0.0	0.79	0.0	0.0	0.0	0.0	0.0	0.0	7.63	0.0	16.49	0.0	6.08	0.0	0.0	2.88	0.0	0.0	0.0	0.0	0.0	64.5	0.0	15.26	1.92	11.47	12.18	10.13	13.65	24.15	3.22	59.6	8.47	16.89	12.78	0.0	0.0	2.84	0.0	0.0	92.73	0.0	0.0	0.0	21.24	61.09	66.8	65.0
Pacrg	28.64	1.75	0.0	0.0	0.0	0.0	0.0	97.16	0.0	0.0	0.0	0.0	0.0	89.19	55.62	0.0	0.0	0.0	0.0	0.0	106.19	0.0	0.0	0.0	0.22	70.58	0.0	0.0	162.02	40.52	0.0	9.27	0.0	0.0	0.3	92.88	0.0	49.39	103.16	0.0	0.0	0.0	0.33	61.01	0.0	0.0	58.28	134.15	0.0	0.0	0.22	0.0	63.6	0.0	56.26	0.0	0.0	0.0	0.0	17.42	20.27	39.26	47.69	39.63	50.46	12.66	34.66	20.29	20.72	27.52	48.42	0.0	17.41	121.07	0.0	191.73	0.22	0.0	0.0	130.85	0.0	15.88	19.2	16.47
Pcdhga7	18.88	0.0	0.0	0.0	0.0	0.0	0.0	94.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.14	0.0	0.0	0.0	0.0	0.0	0.0	77.79	2.77	0.0	0.0	0.0	0.0	50.02	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.79	14.58	0.0	0.0	7.4	0.0	0.0	0.0	0.0	0.0	22.56	0.0	2.77	3.7	5.05	0.0	0.0	0.0	0.0	0.0	2.66	0.0	4.52	4.44	0.0	0.0	0.11	0.0	16.01	0.0	0.0	0.0	0.0	0.0	13.31	12.83	12.65
Pcp4	4061.01	4955.04	4159.66	3360.37	5350.95	4341.13	3144.88	1874.09	1913.19	4036.12	4905.76	3283.35	5130.46	3842.39	3629.17	5293.38	4195.3	4052.0	3821.26	3040.49	2392.61	2012.53	1716.94	3398.58	3754.32	4339.69	4559.13	7467.74	3966.76	3256.85	4409.57	3712.11	5181.2	3874.65	5178.03	7407.1	3006.03	2508.87	3276.12	3758.52	3177.92	3472.73	5093.83	1964.21	3496.16	1287.61	1935.73	4293.52	4504.36	3516.12	3038.74	2471.06	1764.77	3779.33	3911.49	4710.66	4815.87	7030.52	5492.66	4246.61	4480.25	4373.65	4108.26	3507.01	3446.01	4928.48	3901.08	5219.57	2919.09	3442.63	3306.12	7638.97	5106.23	4654.82	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
Phf1	0.0	0.0	0.0	6.27	0.0	0.0	0.0	12.27	0.0	0.0	0.0	2.13	0.0	0.0	0.42	0.0	0.4	0.0	0.0	1.46	11.1	0.0	0.0	0.38	0.0	45.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	2.48	0.0	0.36	0.0	0.0	0.0	0.37	0.43	1.86	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	39.84	41.18	38.9
Pkd2	0.0	0.19	0.47	0.15	14.39	0.61	23.78	15.52	0.42	0.63	0.69	0.77	0.33	0.27	0.29	0.6	18.01	0.12	0.85	0.75	0.41	0.41	1.35	0.46	0.06	0.18	0.53	0.39	0.74	0.16	0.64	0.47	0.51	0.33	0.95	0.15	0.59	2.34	0.1	0.0	0.45	0.19	0.2	0.27	0.3	0.47	33.19	0.23	0.36	0.0	0.53	16.97	0.41	16.02	0.06	0.0	0.75	0.93	0.0	1.71	4.65	0.85	6.77	4.74	0.5	0.29	6.25	1.05	3.15	2.93	2.1	0.56	0.08	0.32	0.41	0.18	0.0	0.17	0.48	0.23	0.44	25.39	24.62	26.2
