	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_38	Chrna2_tdTpositive_cell_51	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_106	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_121	Htr3a_tdTpositive_cell_123	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_34	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_51	Nr5a1_tdTpositive_cell_31	Nr5a1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_16	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_24	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_30	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_69	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_5	Rbp4_tdTpositive_cell_50	Rbp4_tdTpositive_cell_73	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_99	Rbp4_tdTpositive_cell_105	Rbp4_tdTpositive_cell_107	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_129	Rbp4_tdTpositive_cell_139	Rbp4_tdTpositive_cell_155	Scnn1a.Tg3_tdTpositive_cell_64	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Lrtm1	0.6	0.0	0.03	2.53	0.52	1.22	0.47	0.15	0.08	0.0	0.0	0.3	0.04	0.75	3.89	0.03	0.13	0.12	3.06	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.12	0.1	0.0	0.0	0.27	0.0	0.13	0.2	1.56	0.61	1.14	2.41	0.0	0.0	1.03	0.0	0.08	0.33	21.42	0.98	1.65	0.0	0.13	0.0	4.84	0.11	0.07	0.0	0.05	0.19	0.2	0.16	0.32	0.0	0.0	0.0	0.04	0.0	0.14	0.0	0.05	0.16	0.11	0.14
Lyn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.18	5.42	5.14
Map2k3	16.94	0.0	0.1	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.0	4.66	0.0	0.0	0.0	0.0	71.63	0.0	0.44	0.18	147.42	0.0	0.0	0.0	1.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	83.67	0.0	0.0	32.88	0.0	75.41	1.66	0.0	74.12	1.85	0.0	8.96	0.0	0.0	0.0	0.0	9.61	8.63	6.24	5.43	4.68	24.42	0.0	0.0	0.13	0.78	0.0	0.0	0.0	8.82	0.0	14.58	15.72	12.6
Mboat2	0.0	0.0	0.0	12.44	0.0	0.0	0.0	0.0	1.06	0.0	0.0	0.0	0.12	56.32	0.0	0.0	0.0	0.0	4.54	0.0	0.0	0.0	0.0	1.9	0.0	0.0	72.46	0.0	0.0	0.16	0.0	0.0	2.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	64.83	0.0	0.0	1.3	0.0	0.0	0.0	0.13	5.0	5.71	5.63	3.82	4.24	0.69	0.0	60.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.87	24.97	28.18
Mdk	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.12	0.0	0.0	13.87	0.0	0.0	0.0	0.0	0.0	0.0	0.47	1.15	4.13	8.97	1.83	1.39	0.0	0.0	0.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.5	33.44	27.76
Midn	3.95	10.71	0.91	2.52	13.89	1.17	0.0	2.46	0.0	2.35	0.0	0.45	6.46	0.19	0.0	0.0	2.33	5.99	41.3	4.03	0.0	3.97	8.2	2.64	7.99	34.18	2.66	8.38	1.6	10.42	0.18	3.34	2.74	0.0	0.0	0.0	7.86	2.84	0.0	18.74	1.95	1.92	2.8	5.81	27.1	5.34	12.85	8.18	6.27	7.0	0.0	1.99	4.24	2.56	0.58	1.75	1.86	14.54	13.45	2.82	0.08	0.81	10.39	6.61	2.51	6.12	1.47	41.28	39.94	29.29
Mir697	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.06	0.0	1.4
Mirlet7d	0.0	0.0	26.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.7	0.0	0.0	0.0	34.6	18.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.37	2.78	1.73
Nckap5l	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.63	0.0	5.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27	0.0	0.0	0.0	0.0	3.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	12.2	14.14	14.37
Ndor1	0.5	0.0	0.45	0.0	0.0	25.0	0.0	0.4	0.21	0.2	50.75	0.0	0.1	0.11	0.26	0.46	0.29	0.36	2.68	0.12	0.53	0.25	0.0	0.29	0.0	0.25	1.24	35.07	0.11	0.0	0.2	1.06	0.98	0.49	0.65	0.17	0.28	0.89	0.0	0.0	0.21	1.67	0.42	0.0	33.58	0.19	0.45	0.52	0.0	1.03	0.0	3.68	3.11	5.64	9.39	3.25	1.05	0.12	0.15	0.91	0.0	0.07	9.37	0.54	1.81	0.21	0.16	20.14	19.31	22.51
Nkx6-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.04	0.09
Nt5c1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.57	5.59	5.75
Nt5c2	6.25	0.0	0.06	1.44	42.52	0.0	3.85	0.0	0.01	0.98	0.0	0.0	0.0	0.0	15.62	0.0	30.08	0.0	39.24	0.0	0.0	0.0	0.0	7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	11.53	0.16	0.0	0.0	0.0	0.0	3.38	0.6	49.13	0.0	1.96	3.61	0.15	0.0	0.0	23.28	5.69	0.8	1.49	5.99	6.69	0.0	11.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.72	44.09	41.79
Ofd1	0.14	0.0	1.6	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	10.12	0.0	0.0	0.0	0.35	9.87	0.0	10.03	0.0	0.0	0.0	0.0	1.51	0.0	0.0	0.0	0.0	0.0	11.72	0.0	1.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.96	0.53	0.0	25.21	0.0	0.0	8.6	0.0	0.0	0.0	0.0	0.0	0.98	4.45	2.15	1.93	0.0	21.25	0.0	0.0	0.0	0.0	0.0	0.0	22.08	7.43	5.91	6.25	5.69
Osbp2	0.0	0.0	0.0	0.38	0.0	7.41	0.11	0.0	1.39	0.41	20.56	14.12	0.0	0.0	0.0	1.88	0.0	35.4	72.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.64	0.0	7.82	11.91	0.0	46.48	0.0	2.15	11.35	1.02	114.5	0.74	26.28	0.0	0.0	0.0	0.0	4.56	0.0	0.25	0.14	1.08	0.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	65.44	64.47	63.93
Panx1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	11.72	68.63	0.0	0.0	0.0	0.0	0.0	0.0	6.2	0.28	0.0	0.0	1.84	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.96	20.74	18.98
Parp14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75	1.36	1.48
Pcdha7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.85	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.32	1.24	0.0	0.0	3.48	0.0	0.0	13.49	0.0	0.37	0.39	2.18	1.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.95	6.18	4.71
Pcp4	5117.81	2538.59	4955.04	4159.66	5350.95	4871.0	1913.19	5130.46	3853.07	3629.17	5293.38	3821.26	3389.89	4425.79	3040.49	2462.79	2012.53	564.04	973.87	4273.51	7467.74	3256.85	5853.47	5181.2	5178.03	6240.76	4858.15	6808.32	7407.1	5341.11	6583.41	5456.32	4964.42	1998.8	3276.12	3177.92	2429.01	1935.73	3516.12	2547.46	2325.64	1720.87	3038.74	3089.67	2471.06	1530.07	1495.03	4815.87	7030.52	5084.45	5492.66	4246.61	4373.65	4928.48	5219.57	3442.63	3306.12	7638.97	5202.71	4439.21	6941.16	7178.2	5557.87	6670.6	6291.11	8685.7	6217.49	788.83	807.59	741.11
Pdcd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	28.87	0.0	0.0	0.0	0.0	19.7	0.0	0.0	14.34	0.0	0.0	0.0	1.31	0.0	1.43	0.0	6.66	7.36	0.0	0.0	0.0	0.0	0.0	4.92	0.0	0.28	0.0	0.0	18.85	20.59	19.58
Pdik1l	22.12	15.97	0.0	59.72	0.0	28.69	0.0	0.07	0.0	28.2	0.0	0.0	46.09	0.0	0.0	0.0	0.0	0.0	24.12	0.0	0.23	0.0	0.0	0.0	76.91	11.63	10.05	45.07	30.41	0.22	0.0	0.11	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	181.74	0.0	0.0	16.71	11.69	0.0	0.0	18.89	12.08	3.52	6.61	10.52	8.4	8.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.65	9.16	8.82
Pdpr	0.0	30.0	0.0	0.0	0.0	11.32	0.0	0.0	0.0	0.0	0.0	0.0	8.61	0.0	0.0	0.0	0.0	0.0	63.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.0	0.0	0.0	0.0	0.0	7.86	0.0	0.0	0.0	0.0	0.0	0.0	5.17	21.74	0.11	5.08	0.0	0.0	9.56	0.0	1.22	0.49	4.17	0.0	1.89	2.15	0.0	6.42	0.0	0.0	0.0	0.0	2.27	0.0	0.0	0.0	18.98	16.36	19.21
Plxna4	0.0	0.0	7.13	0.0	0.0	0.0	4.23	0.0	0.0	0.0	0.33	0.0	0.0	2.5	1.69	0.18	2.23	0.0	8.57	0.03	0.0	0.57	0.0	0.01	0.0	0.0	3.87	0.12	0.0	0.0	0.0	12.47	0.0	0.0	9.46	0.66	2.21	0.0	0.0	0.43	3.55	0.03	0.07	4.46	9.51	36.48	3.63	0.05	1.87	0.0	0.21	1.05	3.53	3.81	3.21	2.31	2.74	0.0	0.0	0.0	0.0	0.02	0.02	0.03	0.0	0.0	0.0	28.71	25.59	30.42
Pou6f1	22.89	11.84	29.99	37.8	0.0	0.54	1.51	0.0	43.38	0.0	0.0	55.47	0.0	0.15	9.39	59.71	0.0	28.6	180.23	0.09	0.0	7.31	0.0	0.0	9.26	0.0	0.0	0.0	12.58	0.0	0.0	0.0	0.63	0.0	78.34	57.07	12.49	0.13	0.0	0.75	0.15	0.0	11.57	0.0	162.84	30.52	72.53	0.13	108.64	75.12	0.0	13.38	6.54	3.24	12.4	5.82	2.18	41.96	0.0	34.17	0.0	0.0	0.0	0.0	0.0	0.0	0.05	75.93	74.16	76.43
Ppm1f	9.0	0.0	0.0	0.0	0.0	1.26	0.0	8.36	0.0	18.24	2.52	0.0	0.0	0.0	7.63	0.0	0.0	0.0	102.1	0.0	0.0	0.05	0.0	2.17	9.07	0.65	4.33	0.0	0.0	0.09	0.0	2.8	0.0	0.0	1.13	12.03	5.79	0.13	0.0	0.0	0.0	0.62	0.0	0.0	15.71	0.0	13.6	22.5	0.35	0.0	0.0	8.12	4.73	5.59	1.79	5.39	6.69	7.52	2.93	0.07	0.0	0.0	0.0	0.0	9.95	0.1	0.0	46.8	46.46	46.2
Ppp1r12c	13.07	0.0	0.0	0.0	0.0	0.42	7.89	0.11	1.44	1.8	50.67	6.53	0.0	0.0	10.36	0.13	27.54	0.0	65.8	17.32	0.0	30.04	0.0	9.89	29.67	13.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.27	0.15	10.22	0.0	12.51	0.0	25.8	0.0	24.86	0.0	2.11	27.17	12.81	10.98	5.84	0.0	0.0	0.0	1.31	3.66	8.72	16.07	7.48	6.74	0.22	2.34	0.0	0.0	0.0	0.0	0.0	0.1	12.54	12.02	87.06	89.41	88.48
Ppp6r1	7.4	0.0	1.7	0.0	0.0	0.15	0.0	1.8	0.0	0.0	0.11	0.07	0.0	0.07	0.12	0.0	1.76	0.0	63.61	0.1	0.0	0.0	0.08	3.72	10.79	0.0	0.34	0.38	0.28	4.3	0.0	0.78	0.0	0.0	0.0	9.98	1.82	2.31	0.0	0.08	11.84	0.37	21.69	0.61	8.55	9.95	2.75	12.72	2.87	1.55	0.24	1.21	6.25	2.5	7.71	2.17	1.91	0.0	0.99	2.68	0.0	0.0	0.0	0.12	0.0	0.0	0.06	112.81	110.82	118.04
Prdm9	0.36	0.22	1.22	0.94	0.0	3.28	0.0	0.55	0.22	0.78	1.8	0.5	1.11	0.09	0.26	19.24	2.6	0.0	3.45	0.04	0.14	0.0	0.05	0.09	1.15	0.15	0.12	2.46	0.0	0.7	0.0	5.05	0.14	0.06	6.12	0.33	0.72	0.26	27.74	3.22	0.29	1.87	1.81	0.76	7.34	2.0	1.15	1.67	2.53	0.0	0.41	1.75	1.03	0.61	3.9	1.42	1.4	1.03	11.23	1.87	0.09	0.05	0.0	2.16	0.55	0.06	16.53	2.41	3.04	2.37
Ptk7	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.45	0.0	0.0	0.0	0.0	0.06	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.28	0.0	27.74	0.0	0.0	0.44	0.68	0.0	0.0	0.0	0.07	0.06	0.46	0.88	0.4	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.15	0.0	7.03	7.91	7.41
Pxdn	0.0	0.0	0.76	0.0	0.0	11.46	44.29	0.0	0.0	0.0	0.0	19.73	0.0	25.27	78.69	8.47	3.88	0.12	133.36	30.54	0.0	17.13	0.0	2.46	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	5.65	34.16	1.94	0.0	59.2	0.0	0.0	0.05	0.0	0.0	0.0	0.0	107.77	41.01	0.38	55.22	31.66	0.0	0.0	11.07	15.49	3.5	11.0	5.6	11.25	0.0	1.0	10.91	0.0	12.89	2.48	0.07	0.09	0.0	0.89	38.49	35.82	40.82
Raver2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.48	0.0	3.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.06	0.0	0.0	0.0	0.0	0.0	0.0	134.91	0.0	16.42	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	0.0	0.09	0.0	0.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	15.78	14.93	14.76
Rsrc1	73.05	20.87	11.58	0.0	4.99	0.0	1.63	4.04	11.04	8.09	32.21	26.92	18.06	0.0	32.85	33.32	10.6	0.0	29.43	4.17	0.0	1.02	0.0	67.29	3.51	1.32	48.98	27.59	80.04	0.0	27.54	0.31	0.6	21.48	81.53	0.0	75.35	12.07	0.0	196.84	8.11	31.63	13.34	15.31	294.01	0.0	16.78	15.94	19.63	10.39	0.27	20.58	19.06	37.79	18.77	44.58	41.55	0.0	16.1	0.0	1.4	19.36	1.74	0.0	18.9	1.18	17.55	30.95	29.63	30.35
Saa2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18
Sbf1	0.0	0.0	0.0	12.36	1.34	1.89	29.71	0.31	0.06	24.54	0.0	0.0	0.05	0.0	0.14	0.0	0.15	0.0	66.69	0.0	0.0	20.11	0.0	0.03	13.52	0.0	9.63	0.0	0.0	3.39	0.0	0.0	0.0	0.0	66.8	17.95	0.08	3.81	0.0	0.0	0.5	31.24	1.76	3.46	12.88	0.29	14.84	14.41	16.59	0.0	0.0	5.72	6.88	4.86	2.4	4.61	2.99	0.0	0.0	0.11	8.99	0.0	0.0	0.0	0.0	0.0	2.15	87.42	87.58	93.92
Scarb1	1.27	0.0	50.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.41	0.0	0.0	0.0	21.67	0.0	121.26	0.0	0.0	0.0	0.0	6.63	0.0	0.0	0.0	0.88	0.0	0.19	0.0	0.0	89.48	6.72	0.51	59.56	92.03	0.0	0.0	0.0	0.16	56.12	0.0	0.48	122.14	0.14	2.42	0.0	0.27	0.0	0.0	7.48	1.93	0.0	2.15	2.45	9.67	33.7	0.0	0.0	0.0	3.39	0.59	0.0	0.0	0.0	23.99	28.97	28.92	26.32
Sema3f	0.0	5.26	0.0	0.0	0.0	2.2	0.0	0.0	0.74	0.0	2.45	0.0	0.74	0.0	0.0	0.0	0.0	0.0	46.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01	0.11	2.68	2.08	0.0	0.0	2.14	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	32.54	0.0	0.0	0.0	0.0	2.97	0.0	0.1	1.18	0.68	0.0	0.5	0.92	0.0	0.0	1.7	0.0	0.0	3.22	0.0	0.0	0.0	0.0	7.92	8.58	9.52
Serpina10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0
Slc25a24	0.35	0.0	0.0	0.0	0.0	0.18	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.14	0.19	0.0	2.37	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.2	0.29	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	53.88	0.09	0.0	0.0	0.2	0.0	0.39	0.0	0.0	0.15	0.06	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.44	2.64	2.72
Slc25a32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.29	44.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.32	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	59.41	0.0	0.0	0.0	0.0	67.96	0.0	3.97	0.1	0.0	0.0	1.52	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.87	8.67	7.64
Sorbs3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	17.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.54	24.09	23.75
Sox15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.09
Spock2	24.04	10.83	0.0	5.25	7.75	26.29	5.6	9.82	1.38	28.21	0.6	2.62	27.85	0.0	35.63	0.07	10.35	0.0	66.49	1.43	0.44	0.49	7.43	0.24	0.5	0.0	67.67	21.3	2.94	3.26	3.7	70.49	49.42	3.89	21.4	1.13	27.66	3.72	0.0	0.31	0.09	10.25	0.16	10.39	38.43	40.25	37.27	53.82	38.83	0.83	1.79	13.11	16.01	7.26	10.82	11.86	15.34	1.89	18.95	13.0	0.64	2.01	4.21	0.11	0.08	10.68	1.66	393.08	392.03	397.52
Stx3	25.33	1.0	0.0	0.0	16.63	5.6	55.38	0.0	1.07	0.0	0.0	0.0	0.0	0.0	53.73	34.14	28.64	0.0	273.23	59.91	0.0	0.34	0.0	0.0	102.52	0.0	0.0	5.19	0.0	19.15	31.73	0.0	0.0	0.0	0.0	85.9	73.71	6.6	0.0	0.0	77.39	0.15	0.12	0.86	158.81	0.09	46.63	45.96	0.0	0.0	0.0	0.29	26.3	11.38	10.07	13.64	19.67	0.0	3.14	0.0	0.0	0.1	0.0	0.0	0.0	0.49	37.43	33.96	34.94	34.1
Syngr1	62.34	1.93	1.92	41.51	78.52	146.16	25.67	6.33	95.6	46.15	114.71	64.54	49.0	120.45	129.24	282.47	72.3	7.89	123.92	50.92	0.46	94.52	39.89	13.46	44.59	99.76	67.04	18.23	47.55	2.83	26.62	40.52	49.97	42.05	147.31	230.95	71.59	147.01	399.37	95.99	222.91	162.83	80.15	91.01	437.87	171.46	158.2	18.43	152.09	3.25	0.11	72.04	68.1	47.78	83.46	77.2	86.49	133.18	121.35	6.2	2.22	75.82	210.25	60.78	213.52	22.89	37.63	373.26	376.32	379.56
