	Calb2_tdTpositive_cell_2	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_9	Cux2_tdTpositive_cell_4	Cux2_tdTpositive_cell_64	Ndnf_tdTpositive_cell_7	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_11	Ndnf_tdTnegative_cell_7	Nr5a1_tdTpositive_cell_1	Nr5a1_tdTpositive_cell_35	Rbp4_tdTpositive_cell_2	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_74	Rbp4_tdTpositive_cell_95	Rbp4_tdTpositive_cell_133	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_141	Rbp4_tdTpositive_cell_144	Rbp4_tdTpositive_cell_147	Rbp4_tdTpositive_cell_156	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_168	Rbp4_tdTpositive_cell_176	Rbp4_tdTpositive_cell_177	Rbp4_tdTpositive_cell_185	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_6	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_13	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_1	Rorb_tdTpositive_cell_2	Rorb_tdTpositive_cell_6	Rorb_tdTpositive_cell_9	Rorb_tdTpositive_cell_12	Rorb_tdTpositive_cell_16	Rorb_tdTpositive_cell_19	Rorb_tdTpositive_cell_21	Rorb_tdTpositive_cell_22	Rorb_tdTpositive_cell_41	Rorb_tdTpositive_cell_42	Rorb_tdTpositive_cell_46	Rorb_tdTpositive_cell_47	Rorb_tdTpositive_cell_49	Rorb_tdTpositive_cell_51	Rorb_tdTpositive_cell_52	Rorb_tdTpositive_cell_53	Scnn1a.Tg2_tdTpositive_cell_7	Scnn1a.Tg2_tdTpositive_cell_8	Scnn1a.Tg2_tdTpositive_cell_12	Scnn1a.Tg3_tdTnegative_cell_11	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Nup205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.72	0.0	0.05	0.0	0.0	0.0	25.18	1.54	0.0	0.0	1.69	3.66	0.0	0.0	8.29	15.36	0.0	0.0	0.0	0.0	210.72	0.0	0.0	0.0	4.03	0.0	28.79	0.0	54.25	0.0	0.0	0.18	2.17	0.0	0.0	0.0	0.0	5.17	0.0	0.08	0.08	0.0	0.23	0.0	15.31	13.61	14.92
Nup50	121.6	0.0	0.0	0.0	21.81	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.79	0.54	7.37	0.0	77.1	2.43	0.0	0.0	33.16	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	50.83	0.0	0.0	39.78	0.0	105.43	15.7	2.27	12.0	2.78	16.2	0.0	0.0	0.19	0.27	0.12	0.21	0.51	0.0	0.0	0.0	24.06	24.48	22.56
Oaz2	0.0	0.0	0.0	0.12	0.0	0.19	6.58	0.6	396.26	5.56	0.71	278.16	3.78	138.7	17.83	98.13	0.0	3.88	0.0	104.77	32.72	37.03	56.66	4.89	0.0	5.38	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.22	113.73	2.83	31.8	0.0	207.24	24.55	65.64	33.23	52.33	86.16	47.87	0.46	91.22	0.18	78.92	148.92	18.22	90.39	74.5	0.0	205.75	212.47	201.97
Obscn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	14.88	5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	1.1	0.97	1.06
Ovol1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.48	0.56
Pabpc1	0.63	0.0	3.16	7.59	11.15	0.12	2.39	10.16	0.0	7.47	108.35	0.76	11.48	11.57	17.06	4.32	18.0	34.41	169.1	12.85	6.47	13.21	5.92	49.72	42.05	15.71	236.55	0.26	0.0	0.0	4.57	3.18	85.91	14.36	9.29	76.51	67.37	1.73	196.07	8.84	97.44	144.24	62.84	13.09	64.29	0.0	63.63	0.92	1.04	11.16	54.43	2.15	2.21	0.0	117.21	122.41	111.85
Pacs1	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	46.48	4.31	0.62	26.14	34.03	10.61	23.02	2.41	0.0	0.0	0.0	1.42	4.89	5.38	2.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.11	0.0	122.65	0.38	0.0	0.0	13.1	0.05	25.37	0.19	0.0	0.0	1.48	0.0	1.23	0.0	0.0	0.0	53.18	53.52	54.5
Pak4	0.47	1.04	0.0	1.11	1.5	0.63	0.33	0.0	1.03	1.36	0.77	0.17	0.43	0.52	1.03	1.3	0.24	0.48	0.0	1.91	0.35	0.76	0.0	0.51	0.29	0.12	0.79	13.83	0.0	0.0	0.0	0.0	0.16	0.93	1.08	0.35	0.29	1.11	19.6	0.14	0.1	1.75	0.42	0.29	0.08	0.06	0.88	1.22	0.18	0.43	0.58	0.64	0.34	6.63	7.83	7.46	8.28
Pcdhga11	44.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	5.36	0.0	5.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.57	0.0	0.0	0.0	0.0	3.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.63	0.0	192.01	0.0	0.53	0.0	0.1	162.42	0.0	0.0	8.25	0.0	40.0	0.0	0.0	0.0	0.0	0.0	25.26	25.52	23.72
Pcyt1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	32.02	0.0	0.0	2.33	0.0	0.0	31.49	0.0	33.8	0.0	1.79	0.0	0.0	0.0	0.0	0.26	0.3	82.62	0.0	0.0	0.12	0.0	0.0	0.0	1.75	0.0	1.32	154.96	34.24	0.0	0.0	13.89	33.09	1.18	0.0	51.01	3.09	13.54	0.0	6.76	0.0	39.7	0.0	29.61	28.65	27.62
Pde12	0.0	0.0	0.0	0.0	0.0	102.35	0.0	0.0	0.0	0.0	0.0	0.75	3.81	0.0	11.05	0.0	0.0	0.0	0.0	0.0	0.0	0.37	14.0	0.0	19.85	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.84	0.0	0.0	0.0	2.23	0.26	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	11.57	12.21	10.3
Pde6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.75	2.66	20.73	0.0	1.31	0.0	0.0	0.0	0.0	0.0	0.0	8.08	0.0	0.0	30.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.03	0.0	0.0	0.0	113.09	10.35	0.0	0.0	0.0	0.0	0.0	482.82	0.0	5.18	5.85	0.0	0.0	39.23	0.0	0.0	61.99	69.34	64.86
Pdlim7	251.2	0.0	10.83	290.61	1.25	0.0	0.0	0.0	0.0	92.97	359.88	143.87	0.0	90.79	80.15	72.44	133.79	60.24	3.13	55.35	209.9	101.05	185.77	69.82	148.85	159.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	246.8	224.36	34.49	174.03	156.75	324.88	184.35	77.15	366.37	0.07	48.62	0.0	0.48	62.43	318.33	135.25	149.4	207.02	79.75	44.78	0.0	74.27	84.59	78.65
Phtf1	0.0	0.0	0.0	12.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48	1.61	13.14	0.0	0.0	1.79	0.0	23.31	29.49	23.43	6.6	0.0	7.38	12.6	0.0	30.3	0.0	754.66	0.0	0.0	0.0	0.0	0.0	8.44	0.0	0.0	179.86	8.11	1.94	0.0	0.0	0.0	1.29	0.0	4.31	37.15	4.13	0.0	0.67	0.29	2.46	0.0	39.72	36.2	36.1
Picalm	43.79	3.39	80.75	78.27	21.73	11.85	1.12	0.0	68.68	34.73	30.68	49.58	26.0	70.44	84.43	133.85	13.29	18.9	14.77	0.18	9.52	66.51	51.53	124.1	83.04	34.25	0.08	4.53	0.0	0.0	261.58	128.64	10.89	13.63	0.91	97.88	13.15	2.02	96.85	61.19	8.29	31.93	16.45	31.36	55.76	2.04	5.9	9.41	10.37	11.97	64.75	82.63	10.18	9.11	86.4	85.45	86.36
Plekha8	0.0	0.0	0.0	20.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	2.97	0.03	0.0	0.06	0.0	31.09	0.16	0.0	0.04	4.01	0.0	30.78	0.0	0.0	0.36	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	24.89	0.0	81.55	0.04	0.09	0.0	7.05	18.93	0.36	0.13	0.05	0.82	15.99	0.06	0.0	43.84	0.0	0.0	8.84	8.58	8.01
Polq	0.0	0.0	0.0	2.11	0.0	0.0	0.0	0.0	0.0	3.03	2.32	0.49	0.0	3.97	0.0	0.0	0.78	0.0	0.9	0.0	0.24	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.41	15.38	0.04	0.0	0.94	0.29	0.0	0.0	0.0	0.0	0.0	0.0	1.69	0.0	12.84	0.0	1.94	1.59	1.77
Prkce	0.07	0.0	0.0	6.85	9.09	0.0	0.0	0.0	0.89	49.57	0.48	64.76	46.49	79.07	99.42	39.09	73.56	94.23	42.09	47.46	60.61	40.15	66.21	13.21	8.84	18.46	6.57	0.12	9.06	0.0	0.2	0.16	0.07	0.0	81.63	6.1	82.03	43.88	20.3	42.77	10.85	4.7	89.15	39.0	56.16	0.29	29.01	59.37	124.24	61.3	6.58	49.72	56.69	0.0	203.76	201.38	207.81
Prph	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.53	0.0	0.0	0.0	0.0	0.0	0.0	5.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	2.26	2.49
Psmc6	0.29	0.0	436.3	250.46	475.05	2.25	11.88	0.0	0.0	303.66	8.42	589.98	120.36	101.18	334.7	439.06	347.91	395.52	333.66	418.32	471.39	438.69	507.17	786.57	648.59	345.06	0.21	0.0	0.5	0.0	0.84	2.31	10.21	353.45	177.45	68.07	108.72	0.0	634.12	198.81	223.31	210.87	594.29	505.58	21.58	69.07	185.78	318.75	215.65	120.95	181.12	80.84	246.1	46.8	96.35	94.44	98.4
Pttg1	0.0	0.0	0.0	17.8	0.0	0.0	0.17	0.0	0.0	122.66	455.03	214.66	409.37	173.85	168.58	144.37	122.07	64.33	66.97	68.59	153.78	233.12	300.84	85.97	63.02	118.28	0.46	1.48	696.79	0.0	1.84	0.0	63.71	0.0	0.0	540.57	179.4	244.6	388.92	275.49	0.0	125.61	108.2	81.82	116.29	1.78	280.15	172.54	107.24	1.09	79.88	343.84	438.07	0.0	57.34	54.84	54.11
Racgap1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	1.54	0.3	0.0	0.0	0.0	0.0	6.62	0.0	4.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.03	0.0	0.0	4.62	0.53	51.08	5.66	0.0	0.0	1.38	13.53	0.0	0.0	2.23	0.0	1.31	0.09	0.0	0.0	0.0	0.0	10.22	11.21	9.53
Rap2c	0.0	0.0	0.0	0.06	2.34	0.0	1.35	0.0	0.0	0.0	4.0	0.0	32.06	0.0	0.0	0.0	0.0	0.0	61.07	0.0	0.0	7.05	1.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.02	0.0	0.0	0.0	0.0	0.0	21.24	0.0	0.0	0.0	14.73	0.0	0.0	0.0	2.44	0.0	28.98	27.75	28.6
Rassf3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	3.39	0.0	15.03	0.0	0.0	11.79	0.0	0.0	7.34	0.31	7.66	3.92	0.0	0.0	12.36	0.2	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.92	61.66	0.0	14.91	5.19	55.35	0.24	0.0	42.72	0.0	0.0	9.6	0.12	27.97	3.0	0.0	0.0	1.71	0.81	0.0	0.0	36.48	37.41	36.43
Rassf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.74	0.0	0.0	0.0	15.97	0.0	14.39	0.0	0.0	0.0	0.0	0.72	0.0	12.38	5.22	0.0	39.09	0.19	0.19	0.23	0.0	4.48	0.0	154.33	0.0	0.0	0.0	0.0	0.0	71.64	0.0	0.0	3.61	0.0	0.8	0.18	0.0	0.0	2.17	2.84	0.22	8.01	1.77	0.0	0.0	21.93	21.35	19.75
Repin1	0.0	0.0	77.27	0.07	25.89	0.0	0.0	0.0	0.0	19.87	26.24	0.0	2.05	15.73	10.18	42.0	60.3	7.58	22.02	9.48	0.0	28.41	0.0	9.86	50.65	32.67	0.11	0.0	102.06	0.48	0.0	0.0	0.0	19.53	9.67	15.32	49.98	0.0	69.92	87.72	0.0	17.63	0.59	0.0	2.84	0.84	10.72	7.5	3.58	24.59	24.94	2.68	17.52	0.0	31.19	32.22	32.44
Rhbdd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.35	0.0	0.0	0.0	0.0	0.0	3.71	0.0	0.0	0.0	0.0	0.0	4.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.59	27.65	0.0	200.81	0.0	0.0	0.0	81.82	73.24	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	20.41	19.75	19.49
Rltpr	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.21	1.02	14.56	0.0	0.0	0.0	1.78	14.84	0.0	12.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94	0.0	45.5	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.62	0.0	45.51	50.02	46.53
Rnf20	0.11	0.0	0.0	2.1	8.16	0.0	0.0	0.0	104.75	0.18	0.0	33.62	0.16	11.51	30.55	26.41	0.1	40.32	2.85	11.28	6.44	12.07	0.5	48.02	2.99	11.63	0.0	76.11	0.18	0.0	0.15	459.71	0.0	0.38	56.37	0.08	10.74	0.0	80.51	0.0	58.19	5.76	24.19	2.12	0.14	0.0	71.55	2.0	15.75	0.06	16.93	0.0	54.84	0.0	48.41	45.8	44.56
Scaf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	1.56	9.47	0.81	0.45	0.0	4.4	1.01	0.06	2.97	8.87	0.0	1.35	9.06	3.28	0.17	25.33	0.0	0.0	0.0	17.28	0.15	0.0	3.75	0.0	16.49	12.91	0.0	0.0	28.72	1.38	0.0	0.0	0.05	1.35	19.78	0.1	1.48	1.15	8.68	7.79	0.0	0.11	5.37	0.0	82.36	94.79	90.63
Scn8a	1.95	0.0	0.0	11.5	102.09	0.02	0.0	0.0	0.0	73.65	42.54	37.27	70.85	98.95	42.57	11.79	21.51	15.07	39.97	52.99	14.87	43.36	23.43	45.7	17.47	20.84	0.03	0.19	3.92	0.0	0.0	0.0	0.04	1.0	17.95	17.62	11.39	52.79	132.1	20.74	1.38	35.12	47.78	36.96	26.13	0.15	44.22	31.15	35.19	41.05	104.59	37.76	72.66	0.0	111.53	100.99	112.93
Serinc5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.28	17.84	0.0	3.02	0.0	0.0	0.07	2.84	2.53	0.0	30.1	0.0	7.52	0.0	15.25	8.82	20.6	0.06	0.0	8.35	0.0	0.0	0.0	0.0	19.21	0.0	0.0	0.0	0.0	49.82	11.66	0.06	0.0	0.65	0.0	0.0	0.0	2.03	0.0	2.58	0.0	0.0	2.43	0.53	1.56	47.51	47.26	50.14
Sez6	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188.18	79.78	47.42	88.12	0.0	1.12	48.01	0.0	95.18	59.32	13.45	0.76	29.54	11.17	0.33	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.39	0.0	37.25	33.79	0.0	1.64	2.05	0.28	42.94	0.1	0.15	22.89	21.95	103.07	0.0	0.23	0.0	0.0	153.01	159.71	158.47
Sh2b3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.47	0.0	0.12	0.0	1.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.87	19.01	18.95
Slc12a5	0.23	0.0	0.0	6.68	11.53	0.06	0.0	0.0	0.0	65.64	0.43	21.54	15.25	30.44	14.17	36.5	39.39	69.49	17.8	1.17	8.46	25.88	11.66	22.49	1.84	41.19	0.16	0.0	0.0	0.0	0.0	0.0	0.0	3.58	1.29	13.26	2.86	4.95	67.45	12.31	87.97	1.01	2.63	12.96	31.33	0.07	5.62	17.89	8.61	5.17	0.0	28.38	22.84	0.0	303.65	314.89	318.33
Slc22a23	0.0	0.0	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.18	41.16	0.03	0.75	0.07	0.66	0.37	0.2	5.19	0.0	6.74	2.33	1.92	0.0	0.51	0.33	0.0	0.0	0.0	412.27	0.0	0.41	0.0	0.0	4.3	0.0	2.45	0.08	0.0	110.7	28.2	0.0	0.18	1.1	0.0	23.41	0.0	0.0	21.13	1.82	0.08	0.39	2.21	5.17	0.0	39.19	38.53	38.48
Slc25a28	0.3	0.0	0.0	0.0	5.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.06	0.0	39.08	0.0	0.0	0.94	0.0	0.0	0.36	9.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.54	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	23.74	0.0	0.84	0.0	0.0	1.27	0.0	37.24	45.6	38.7
Slc26a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.04	1.02	0.95
Slc30a7	0.0	0.0	0.0	0.0	0.0	0.04	0.07	0.0	0.07	2.51	0.0	0.0	0.0	0.0	0.45	0.04	4.13	0.65	0.0	0.58	63.3	5.52	0.0	0.0	0.08	0.0	0.0	0.0	0.18	0.0	0.0	0.13	0.0	0.05	5.32	6.24	22.84	0.0	53.48	26.23	0.0	0.0	8.08	0.62	0.0	0.0	0.07	34.22	19.93	3.38	3.74	2.55	0.0	0.0	8.31	7.21	7.28
Slc39a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	10.65	0.0	0.0	0.0	0.0	12.37	0.0	11.67	64.18	0.0	0.0	43.14	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.89	32.31	0.0	15.53	16.21	0.0	0.0	0.0	0.0	0.0	0.15	58.47	0.0	0.0	0.0	0.0	31.06	34.91	29.9
Slc39a9	0.5	0.0	0.0	20.31	12.4	0.0	0.15	0.0	0.12	20.75	0.0	46.41	23.04	4.23	32.27	1.21	19.59	0.14	0.03	62.92	0.32	5.08	167.14	1.57	18.13	19.2	3.34	4.52	2.36	1.02	0.36	1.22	0.43	125.62	16.75	0.12	18.74	0.0	181.3	29.62	138.27	45.06	14.01	1.33	76.31	0.13	3.2	33.87	2.56	0.19	0.24	0.09	1.48	0.0	27.97	27.09	27.81
Slk	0.0	109.69	0.0	4.33	0.0	315.38	0.05	0.0	0.0	0.0	0.0	27.88	7.79	3.55	41.94	0.0	0.36	0.0	0.0	39.71	40.4	2.1	46.33	1.15	0.0	0.63	0.0	0.21	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.45	0.0	139.73	18.58	29.44	0.0	0.03	0.0	0.26	0.0	0.0	0.05	9.23	15.3	0.0	0.0	0.0	0.0	46.81	40.09	47.23
Snai3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	195.5	0.0	0.0	16.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.59	0.91
Srrm2	21.16	0.0	32.11	13.06	6.09	0.06	0.04	0.0	0.42	9.66	8.32	14.81	32.6	42.62	69.57	23.24	12.98	20.32	34.89	31.12	14.71	18.41	9.95	44.26	12.86	28.98	67.61	5.65	3.72	15.45	224.71	0.07	184.71	6.27	8.12	17.0	21.74	17.51	103.48	19.36	13.21	32.37	14.07	23.05	9.55	0.14	8.78	21.42	32.88	26.24	23.33	20.95	33.65	0.38	235.66	204.43	252.64
Stk11	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	93.27	9.94	58.03	42.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.86	35.64	0.0	0.0	2.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.65	0.0	0.0	6.1	218.97	78.54	0.0	0.0	0.0	0.0	0.0	0.26	83.37	0.2	0.37	0.16	0.0	0.29	0.0	0.0	71.22	81.33	72.57
Syne2	0.0	0.0	30.89	0.0	0.0	0.0	0.0	1.72	114.36	0.0	0.53	0.01	0.0	0.0	0.03	0.0	0.0	0.0	0.0	3.94	12.23	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.09	0.42	0.0	23.34	0.0	0.0	0.0	0.0	0.0	6.86	0.02	0.0	0.0	0.93	0.02	0.0	0.0	0.0	0.0	4.39	3.88	4.57
Tab1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.4	33.34	0.0	0.4	0.0	0.32	0.19	0.12	10.68	8.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.99	65.74	0.0	0.0	21.27	0.0	0.0	790.43	13.78	0.22	40.53	0.35	0.0	0.16	0.0	0.0	17.18	19.13	19.78
Taf11	141.5	0.0	0.0	1.08	0.0	0.0	0.0	0.0	0.0	213.59	217.04	1.95	45.18	31.68	84.64	61.95	36.7	52.7	72.28	0.0	0.0	41.41	52.75	0.68	78.58	0.28	0.0	0.0	0.65	0.0	0.0	0.0	0.0	334.42	0.34	0.0	0.0	0.0	411.3	138.95	0.25	0.0	0.0	0.0	0.0	0.0	100.3	0.0	99.4	0.0	66.28	0.0	167.03	0.0	51.09	54.18	49.09
Tecta	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.21	0.12
Tfr2	0.0	0.0	0.0	0.0	1.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.44	0.0	0.0	0.0	0.0	6.19	0.0	0.62	11.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.34	0.0	37.22	42.84	0.0	12.67	1.84	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	7.32	0.0	0.0	5.56	5.33	5.29
Tle2	0.0	0.0	0.0	0.0	0.1	1.91	0.0	4.01	0.0	19.52	0.9	0.06	0.08	0.31	8.41	0.28	0.5	0.0	0.18	16.09	0.0	1.17	0.2	0.51	0.05	0.11	0.86	1.33	0.0	0.42	0.0	0.44	0.12	0.34	0.08	0.23	0.16	0.07	46.52	0.66	0.2	0.19	0.31	0.18	0.07	4.21	0.21	0.0	0.29	0.11	0.21	0.47	0.0	0.35	25.91	26.26	26.72
Tmem115	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	51.74	0.0	0.0	0.0	58.03	0.0	0.0	1.17	3.6	0.0	0.0	12.85	14.11	0.48	0.0	11.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.94	11.27	0.0	0.0	138.21	0.0	0.0	0.0	19.16	15.48	0.0	0.0	0.72	0.0	48.43	0.0	0.0	2.58	0.0	0.0	26.7	31.71	33.66
Tmem167	1.11	1.07	1.92	0.84	0.04	0.14	0.12	0.0	1.75	54.37	28.46	39.66	35.64	88.55	44.54	8.7	57.51	43.82	24.54	100.2	1.53	27.84	41.2	20.18	60.25	30.41	1.73	2.95	218.85	77.06	0.42	12.88	1.71	12.0	60.58	32.38	42.49	38.08	117.77	25.28	32.67	40.33	29.42	9.4	26.72	57.57	8.95	36.49	56.22	35.72	36.3	25.11	37.18	0.59	16.22	12.97	16.06
Tmem200c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.08	0.88	0.0	3.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.59	0.1	0.0	0.0	0.0	0.0	0.0	137.8	0.0	0.0	0.09	0.0	0.0	2.46	0.0	0.0	10.88	12.59	12.37
Tmod2	0.08	0.13	1.38	8.57	33.54	0.16	0.0	0.02	0.0	13.47	0.9	63.4	116.79	63.11	37.6	65.64	29.07	85.77	13.57	71.39	79.02	29.17	92.11	26.26	22.52	33.09	0.57	0.6	0.56	0.14	0.46	0.36	0.47	57.9	29.08	66.41	56.27	18.53	85.75	25.86	28.45	24.89	35.23	71.01	55.44	0.48	41.43	27.65	57.14	85.78	62.04	32.92	57.26	0.95	147.06	135.01	149.73
