	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_77	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_8	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_32	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_19	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_15	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_101	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Rhobtb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.08	0.35	0.0	0.0	0.0	4.2	3.96	4.07
Rilpl2	0.0	66.99	54.57	0.0	0.0	0.0	0.0	70.32	0.0	0.0	0.0	0.0	3.54	0.0	0.46	0.0	0.0	0.0	0.25	17.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	42.83	0.0	0.0	0.0	17.91	47.36	0.0	0.0	0.0	0.0	20.87	0.0	14.4	0.0	0.0	0.0	0.0	0.0	0.0	8.18	3.42	7.53	8.69	4.52	18.86	18.37	14.3
Rpa2	31.25	38.46	0.0	0.0	0.0	40.71	0.0	138.57	54.59	66.32	0.0	0.0	0.04	0.07	0.0	0.0	0.06	27.52	0.0	30.82	0.0	0.0	55.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.99	0.0	14.84	0.0	0.0	0.0	0.0	85.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	20.52	17.89	14.74	18.36	16.36	13.28	13.98	13.07
S1pr5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.96	0.0	0.0	0.0	0.0	14.12	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.84	13.6	15.22	18.08
Sfxn2	0.0	2.68	0.38	0.17	0.0	1.08	2.45	118.74	0.0	0.12	1.1	0.18	0.13	0.21	0.11	0.2	0.19	11.46	0.37	0.16	0.0	0.26	0.38	0.5	0.0	0.84	0.3	0.28	0.11	0.86	0.48	0.35	0.29	0.0	0.31	1.53	0.84	0.2	0.34	0.08	0.87	0.12	18.78	3.28	0.14	0.45	0.0	0.97	0.0	0.14	0.27	3.44	0.81	1.58	3.99	0.87	6.1	6.79	5.73
Snora33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.38	0.0	0.0	0.0	2.86	1.35	2.96
Ssxb9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0
St3gal4	4.65	0.0	12.92	6.83	30.7	0.15	0.52	173.0	0.28	0.15	0.0	0.18	3.43	0.09	0.0	5.54	0.16	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.03	0.0	0.0	81.62	0.0	0.0	0.29	0.0	0.0	0.0	0.2	0.0	0.07	0.08	70.25	0.0	0.0	0.26	0.09	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	1.54	2.18	23.28	22.99	21.18
Sult1a1	0.0	0.0	0.0	0.0	656.06	0.0	0.0	13.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.22	0.67	0.77	0.52	8.06	8.94	7.94
Sympk	3.86	37.22	15.34	0.0	0.0	0.0	0.0	29.13	0.36	2.57	0.0	0.0	0.0	0.0	2.0	2.34	0.0	0.81	0.0	0.46	5.14	0.14	0.0	8.84	0.21	0.0	10.63	0.0	0.0	5.46	0.05	1.07	11.83	0.0	13.55	2.38	0.81	0.0	0.0	1.54	0.0	0.0	13.53	0.52	0.0	0.0	0.28	8.45	0.07	0.8	13.96	2.18	0.51	1.29	1.24	1.42	78.87	79.01	85.02
Syt7	13.87	0.42	5.31	35.06	0.0	0.6	0.0	50.57	0.33	5.37	0.96	0.12	2.57	2.74	14.13	0.09	0.26	0.0	3.61	8.68	10.42	11.7	1.22	0.05	0.78	0.71	4.86	21.74	0.0	0.56	4.0	0.08	29.51	2.28	8.52	20.37	20.23	1.34	0.05	1.37	26.31	1.16	2.14	0.12	2.6	24.12	5.1	2.81	1.13	0.18	2.43	32.85	38.43	39.12	31.02	34.42	137.04	129.89	141.23
Tcf25	325.09	512.59	303.37	201.9	57.04	247.45	37.9	530.89	142.23	292.88	169.13	127.69	244.56	186.4	99.43	187.86	148.99	234.47	268.92	127.75	140.67	251.05	297.42	74.39	195.29	206.42	173.29	105.44	131.18	64.12	337.64	127.38	312.05	94.59	196.55	224.93	148.48	134.43	248.6	35.0	104.94	285.5	167.18	244.18	172.94	237.28	257.04	152.45	230.78	247.0	19.44	204.28	266.17	185.46	185.65	190.57	547.75	558.94	547.36
Tet1	0.05	0.09	0.0	0.18	0.0	0.0	0.14	29.69	0.06	0.14	0.07	0.08	0.1	0.04	0.11	0.05	0.27	0.11	0.06	3.42	6.71	0.06	0.07	8.45	0.08	0.14	0.01	0.39	0.02	8.1	0.03	0.02	0.0	0.02	6.71	0.0	2.66	0.0	0.08	0.05	0.07	0.01	0.09	0.0	0.0	0.03	0.0	0.03	5.5	4.62	0.09	1.28	0.14	0.1	2.01	1.19	3.75	3.32	4.28
Thap6	0.57	0.65	0.61	0.21	0.0	0.88	2.61	94.78	0.52	0.69	1.0	0.29	0.21	0.04	0.53	0.47	0.21	0.72	0.69	0.79	0.0	0.45	0.4	1.12	0.22	18.95	1.2	0.25	0.07	0.24	0.1	0.59	0.44	0.73	0.61	0.75	0.66	0.34	0.71	1.03	1.16	0.08	2.04	1.51	0.51	0.96	0.96	0.62	0.22	0.09	0.55	0.86	0.73	1.32	0.69	0.57	2.34	2.42	2.02
Tinf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.09	0.0	0.0	0.0	0.0	0.05	0.0	0.0	5.73	0.0	29.62	1.08	32.09	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.39	13.56	9.65	19.18	0.0	0.0	0.0	0.0	0.0	0.0	30.63	0.0	0.0	0.0	6.01	0.0	0.0	0.0	0.35	0.87	2.6	3.64	12.23	12.61	12.1
Tlr3	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.13	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	7.99	7.52	9.55
Tmem121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.28	0.0	1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.22	0.0	21.36	26.4	26.49
Tmem183a	52.17	0.11	19.83	62.55	0.0	0.0	0.31	105.68	0.16	9.66	0.0	31.64	10.8	48.98	9.14	0.0	0.28	0.0	0.0	22.28	0.86	1.5	22.46	52.02	55.25	0.1	10.8	0.0	0.0	0.0	30.74	28.01	47.94	20.94	46.66	11.65	22.16	0.0	0.0	1.3	26.48	0.0	0.0	3.56	49.38	0.0	0.0	0.0	27.58	32.44	0.0	23.79	25.19	17.94	11.48	23.38	49.67	47.14	47.05
Trim39	16.23	0.0	0.0	0.49	0.0	0.09	0.0	301.69	0.0	14.97	0.0	0.09	0.14	37.82	1.52	0.03	0.07	8.22	0.12	0.0	0.0	0.0	0.0	1.95	0.0	20.54	0.0	9.14	0.16	57.59	0.0	0.0	10.56	0.08	13.94	3.92	3.16	0.15	31.64	0.22	0.11	0.0	50.82	52.27	13.57	5.52	0.38	0.44	60.33	0.0	4.54	12.83	11.31	12.8	10.63	14.74	22.87	23.34	21.75
Trp53inp1	0.0	0.0	0.13	0.0	159.63	0.0	0.0	90.0	2.77	0.0	0.0	0.0	4.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.49	0.0	0.0	0.04	0.0	0.0	9.76	0.0	0.0	0.0	0.0	0.0	9.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	6.44	3.01	1.2	2.04	7.66	7.36	8.49
Ugt1a6b	0.0	0.0	0.0	0.0	38.5	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.39	0.6
Uhmk1	0.96	0.0	32.7	1.06	0.0	0.15	0.0	76.54	0.0	55.28	0.0	0.55	0.0	0.0	0.0	0.51	10.61	0.0	0.0	5.76	45.95	0.0	0.0	0.0	0.0	0.0	0.84	23.06	0.0	0.0	2.8	0.0	0.0	0.0	0.0	21.2	18.43	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.35	0.0	0.04	0.0	6.83	0.3	1.26	2.57	2.07	88.22	83.8	88.49
Vegfb	21.75	8.88	37.55	1.16	0.0	0.0	0.0	136.98	27.55	0.0	0.0	36.96	10.82	0.0	13.76	0.0	18.17	3.15	14.31	20.89	0.0	9.9	12.14	2.89	0.0	17.45	0.42	13.96	89.92	0.0	1.27	4.6	0.0	32.42	0.0	10.13	7.44	0.0	2.43	0.0	0.0	11.29	0.47	0.0	33.4	0.42	36.56	0.0	0.53	3.54	0.0	4.96	9.41	2.39	6.0	7.87	69.79	81.7	75.72
Wiz	1.96	0.0	1.22	0.0	0.0	0.0	0.0	24.0	0.0	0.06	18.48	0.0	0.0	0.0	0.0	7.25	0.0	0.0	0.95	0.0	0.39	0.0	0.13	4.83	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.66	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.2	0.08	1.06	0.09	1.68	26.19	27.84	28.92
Zbtb3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.36	49.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.01	44.14	75.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.4	0.0	27.11	0.0	0.0	0.0	0.0	0.0	2.79	0.0	0.0	0.0	0.0	0.0	2.82	23.0	8.84	4.89	5.5	5.5	5.19	5.4
Zfp169	0.3	0.0	0.0	0.0	0.0	0.0	0.0	163.76	0.0	0.05	0.0	0.0	1.0	10.0	0.0	0.0	12.71	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	2.87	0.0	0.0	0.0	0.0	0.23	0.2	2.3	0.0	0.0	0.96	0.0	0.7	0.0	2.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88	3.93	1.68	2.9	2.66	8.57	7.91	8.24
Zfp449	0.68	0.0	0.0	0.0	0.0	0.08	0.0	145.89	0.0	0.0	6.66	0.0	0.06	88.58	0.0	54.56	70.27	0.0	0.0	0.0	0.0	40.56	0.0	8.72	0.0	0.0	0.0	36.61	0.0	0.0	0.0	51.78	0.0	0.07	0.2	0.0	5.17	0.07	0.0	40.41	0.0	0.0	0.0	0.0	17.44	27.43	0.0	0.0	0.0	0.0	0.0	9.41	0.0	14.68	5.58	6.74	3.11	3.37	2.82
Zfp760	0.0	7.36	0.0	0.06	0.0	0.0	0.0	75.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	19.77	0.0	27.83	0.0	0.0	0.1	3.27	0.0	0.0	0.05	0.08	0.07	10.08	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	3.87	7.87	11.2	5.8	10.48	5.77	5.59	5.94
Zfp768	9.16	0.0	0.0	0.0	0.0	58.98	0.0	47.48	0.0	0.0	0.0	0.0	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	3.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	11.49	11.46
Zfp839	33.57	0.38	2.04	28.3	0.0	1.46	4.14	55.56	1.14	0.78	1.28	0.42	0.73	0.63	17.45	0.33	0.56	0.49	1.04	8.52	1.1	1.31	1.39	0.81	0.42	0.97	0.68	0.64	0.85	1.83	0.66	0.63	1.69	0.59	0.65	0.85	0.91	0.5	1.21	1.3	0.86	0.26	2.1	2.06	0.99	1.82	0.6	0.78	1.36	0.79	0.5	12.48	1.39	4.75	4.73	5.68	8.11	8.6	8.5
Zfp865	0.0	0.0	0.0	0.0	0.0	0.07	0.0	16.2	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	0.23	0.0	0.0	0.0	16.11	20.13	18.94
Zmpste24	2.42	20.12	0.0	0.0	0.0	0.0	0.0	147.54	5.72	8.07	0.0	0.0	0.11	65.07	0.0	30.32	0.03	0.0	0.0	50.64	0.0	0.16	37.37	0.0	0.0	21.35	29.37	0.62	0.0	0.0	0.0	8.63	48.0	65.99	70.98	0.5	4.96	44.07	0.0	28.96	0.1	27.26	29.02	68.71	22.01	0.0	0.0	0.0	20.46	41.39	0.0	14.08	19.5	32.9	21.51	17.54	24.75	24.59	23.45
