	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_52	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	PvalbF.Gad2_tdTpositive_cell_31	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_96	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Rpl13	43.0	19.13	11.45	45.26	52.53	3.47	20.77	0.0	67.17	30.23	118.01	83.72	135.86	138.04	178.64	75.78	274.19	587.94	271.35	123.9	72.58	31.13	20.31	55.19	147.71	182.74	37.25	383.59	50.26	2.66	45.51	112.23	333.35	21.76	5.11	80.41	181.37	907.45	32.16	31.8	48.38	510.21	616.96	603.97
S100a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.55	0.0	75.64	0.0	0.0	0.0	134.81	95.68	0.0	906.92	0.0	12.09	4.88	96.48	100.57	103.43
S100a13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.39	0.0	0.0	27.9	0.0	0.0	0.0	0.0	0.0	0.37	0.0	30.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.75	0.0	2.56	0.0	25.55	25.42	27.86
S100a16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.69	0.0	0.0	0.0	104.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	341.66	0.0	0.0	6.78	87.16	92.23	99.6
Sall3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02	0.0	0.0	0.0	2.49	3.16	2.21
Sap25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.24	0.0	1.67	1.35	4.45	2.93	0.0
Sec24d	0.0	10.0	0.0	3.66	0.0	0.0	0.0	0.0	0.0	1.25	0.0	0.0	0.0	0.0	0.06	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.4	0.0	0.0	0.0	0.0	0.0	0.0	1.2	0.0	42.69	0.0	1.77	1.79	10.06	11.33	10.36
Sept10	0.0	0.0	38.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89	6.96	3.18	0.0	0.0	0.49	0.0	0.0	21.19	0.0	0.0	0.0	4.17	0.0	0.0	0.0	0.0	67.02	0.0	1.09	2.33	4.67	5.31	5.54
Shisa7	0.0	0.0	0.0	8.08	0.0	6.37	46.51	0.0	1.77	40.21	19.51	2.66	0.0	0.0	4.88	0.0	1.09	0.13	8.0	3.18	0.0	24.0	0.05	0.74	6.39	0.07	16.48	52.67	25.87	41.24	10.22	33.6	0.1	2.55	12.22	28.79	100.72	228.86	0.0	12.17	12.4	75.61	74.19	79.5
Slc15a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.73	0.0	0.0	0.0	0.0	0.0	0.0	15.96	0.0	37.7	0.0	0.98	0.77	16.56	15.41	15.65
Smpdl3a	0.0	0.0	0.0	0.0	0.0	0.0	34.04	0.0	0.0	0.0	0.0	0.0	24.8	0.0	38.13	0.0	83.9	41.4	43.22	15.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.19	42.25	0.0	0.25	0.0	0.0	10.93	0.0	0.0	126.61	0.0	13.8	22.16	33.85	35.81	35.4
Snapc2	0.0	3.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	84.2	41.85	5.18	0.8	67.51	35.5	0.0	33.71	51.61	32.66	33.88	0.0	40.45	8.46	0.0	0.0	94.5	0.0	0.29	4.44	70.84	0.0	0.6	0.0	0.0	0.0	92.47	0.0	233.63	86.26	15.96	16.57	31.9	37.25	37.08
Snapin	0.0	0.0	25.26	0.0	4.4	0.0	79.48	0.0	93.81	112.3	0.0	64.91	180.42	0.0	28.78	66.77	0.15	33.9	69.02	40.86	67.45	74.22	9.94	43.29	100.79	4.18	110.46	63.75	68.92	76.99	0.0	54.34	0.0	0.0	0.0	3.34	0.0	407.64	102.74	21.35	21.27	53.74	55.18	51.6
Sorbs3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.06	0.0	0.0	0.0	22.54	24.09	23.75
Sox10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.25	0.0	0.0	0.51	33.47	36.03	44.49
Spata1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.02	0.0	0.0	1.28	0.0	0.0	0.0	0.0	0.0	23.52	0.0	0.0	0.0	2.09	2.02	1.48
Spp1	0.0	0.0	0.0	192.28	0.0	0.0	0.0	0.0	0.0	179.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	253.97	0.0	798.56	0.0	0.0	0.0	14.01	16.28	13.4
Src	0.28	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.11	0.0	0.0	0.0	0.26	0.0	0.16	0.64	0.0	0.1	1.55	0.0	0.0	0.0	0.11	0.06	0.0	0.89	0.0	1.92	0.0	0.0	0.73	0.0	1.1	0.0	0.24	0.0	30.12	0.0	2.21	1.16	70.08	73.11	71.61
Sst	110572.87	47293.26	33998.26	92299.24	48476.57	39954.99	72114.03	41248.39	79456.04	80147.45	39114.0	46171.02	53894.31	43875.07	56866.87	51085.86	57147.69	41946.67	53884.47	50199.22	49702.56	68952.67	63593.53	65451.11	55479.93	52986.0	57846.93	50608.74	26.27	40924.0	33804.89	78404.02	30789.15	40301.33	70180.73	41593.77	34709.45	27831.0	43001.18	0.0	0.0	558.6	588.98	558.0
Stk32c	0.0	0.0	0.0	0.0	41.55	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.39	0.5	0.0	0.0	0.0	0.0	0.0	26.4	0.0	0.0	0.0	0.0	1.32	0.0	10.39	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	81.9	0.0	3.14	0.37	169.36	171.66	158.34
Susd5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.43	0.0	0.0	0.0	5.95	6.52	5.94
Tbc1d10b	0.11	0.0	0.0	19.56	0.0	0.2	0.0	20.37	0.21	21.87	0.08	0.31	0.17	1.92	0.0	0.0	5.28	0.32	0.68	1.91	0.0	0.0	0.26	0.07	2.53	0.09	0.19	22.41	13.1	0.02	0.25	0.1	0.34	0.49	0.0	0.38	0.32	133.71	0.24	3.92	5.73	51.86	57.48	53.06
Tcf7l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	85.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.89	0.13	0.1	0.8	3.47	4.04	4.1
Tchp	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4	0.0	0.0	9.45	0.0	0.0	1.39	0.0	0.0	0.0	2.31	14.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.77	0.0	2.76	0.48	7.74	8.53	9.74
Tec	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08	0.0	0.0	0.0	2.29	2.01	2.41
Tep1	0.0	0.0	0.0	2.17	1.5	0.0	0.3	0.0	0.0	0.89	0.64	4.08	0.0	0.51	0.38	0.52	0.73	0.14	0.0	0.29	1.25	0.99	0.0	1.26	1.42	0.96	2.03	0.78	0.05	0.0	0.16	0.22	0.18	0.9	0.0	0.62	0.38	29.26	0.32	0.33	0.08	2.74	1.94	2.62
Tiam2	31.27	1.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.02	0.16	0.12	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.24	0.0	0.0	42.95	0.0	0.0	0.0	0.0	0.0	0.0	1.51	0.32	38.12	0.0	36.85	32.99	26.82	29.06	26.66
Timp4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	3.44	0.0	0.0	4.0	2.9	4.17	4.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.15	0.0	3.45	0.0	0.0	12.71	0.0	0.0	0.0	226.0	0.63	2.73	0.0	32.89	31.78	36.07
Tlcd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.22	0.0	0.0	0.0	0.0	26.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.36	0.0	1.1	1.66	23.51	25.17	25.64
Tle6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.6	0.22	0.0	0.17	3.44	4.26	3.66
Tm4sf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.89	0.0	0.0	0.33	0.31	0.59	0.32
Tmem100	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.9	0.0	1.58	1.59	15.22	12.58	13.96
Tmem120b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.59	1.27	0.0	0.0	0.09	0.0	40.91	0.0	0.0	0.0	0.0	0.0	0.0	29.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	63.39	0.0	2.62	2.26	8.86	9.15	7.94
Tmprss7	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	121.53	0.0	0.13	2.42	1.91	2.48	1.93
Tnfsf9	0.0	0.0	0.0	51.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.79	0.0	0.29	1.74	0.57	0.69	0.34
Tnr	1.27	0.0	0.35	0.0	0.0	0.07	5.15	3.07	105.63	1.8	1.44	4.78	1.31	19.87	2.34	0.17	0.25	0.71	10.1	0.11	5.21	0.77	0.59	0.0	9.88	3.29	0.18	0.0	14.43	5.61	0.69	4.32	0.0	0.0	5.63	17.46	5.95	106.76	0.0	3.28	2.36	44.38	32.54	51.92
Traf3ip1	0.0	0.0	7.16	0.0	0.0	0.0	0.0	1.68	51.07	0.0	0.05	23.9	43.18	29.76	0.0	0.0	0.0	0.0	53.77	1.72	4.1	41.84	0.0	0.0	0.0	20.22	2.95	0.0	13.78	0.05	0.0	0.0	0.0	7.6	0.0	16.14	15.79	108.43	0.0	6.85	5.43	16.92	16.73	15.28
Tril	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.77	0.0	0.25	0.0	21.66	22.0	27.44
Trim25	32.44	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.15	0.0	0.08	0.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.54	0.0	0.12	0.25	3.28	3.13	3.95
Trim72	0.0	0.01	0.13	0.06	0.0	0.45	0.0	0.0	0.41	0.09	0.0	0.0	0.19	0.0	0.05	0.12	0.34	0.0	0.0	0.0	0.0	0.1	0.0	0.17	0.2	0.0	0.13	0.0	0.18	0.08	0.0	0.0	0.37	0.21	0.0	0.0	0.0	3.5	0.0	0.0	0.0	1.08	0.87	0.94
Tubd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.04	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.58	0.0	20.18	10.58	7.21	6.25	6.65
Tulp3	0.32	0.07	0.0	0.08	0.0	0.22	0.12	0.0	0.14	0.33	0.54	0.43	0.37	0.39	1.22	0.74	4.99	0.23	0.36	0.54	0.76	0.51	0.19	0.5	0.14	0.45	0.96	0.63	6.52	1.26	0.77	0.18	0.17	6.06	0.17	0.41	0.92	38.98	8.41	3.45	2.46	14.82	15.52	13.9
Ubiad1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.87	0.0	0.0	0.0	0.0	0.0	0.3	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.18	0.0	6.71	6.65	8.66	8.07	8.8
Ugt8a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.08	0.0	1.43	15.36	44.13	40.77	48.35
Unc13b	0.18	0.0	0.0	0.28	0.0	2.66	0.06	0.0	0.0	0.38	12.05	1.5	0.25	8.27	0.11	0.05	19.73	0.0	10.98	0.0	0.03	0.0	0.81	0.0	0.0	16.52	0.0	6.58	4.56	0.0	0.0	0.0	26.44	0.11	0.0	0.0	0.74	27.9	0.0	10.05	14.08	27.99	23.92	28.75
Usp38	0.0	0.0	0.0	8.25	0.0	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	28.57	0.0	5.54	0.0	24.93	0.0	3.83	0.0	4.69	0.0	0.0	0.0	0.0	0.0	1.77	0.0	0.0	0.0	0.0	0.0	42.97	0.0	0.0	48.63	0.0	2.33	3.16	17.88	17.09	17.47
Wdr31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.09	0.0	0.0	11.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.63	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.34	0.0	135.72	0.0	7.44	3.49	8.16	6.26	6.71
Wdr96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.92	0.0	0.0	0.0	0.96	0.74	0.61
Wls	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	50.94	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.36	40.32	0.0	0.0	0.0	0.87	0.0	0.0	84.9	0.0	241.8	0.0	8.32	7.62	39.63	37.22	36.66
Zbtb43	0.22	38.99	0.0	0.0	4.28	0.0	0.08	0.0	0.0	0.0	3.07	0.0	22.22	20.01	0.0	0.0	0.0	0.08	10.85	0.0	0.0	1.97	0.0	0.08	0.0	2.69	20.59	2.39	11.52	16.68	0.0	0.0	0.0	0.0	0.0	0.0	0.08	154.92	0.0	10.28	4.34	17.43	18.92	17.01
Zcchc24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.72	0.0	0.0	0.39	40.9	41.42	43.54
Zfhx4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	5.14	0.0	0.0	0.0	2.8	2.61	3.19
Zfp36l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.08	0.0	0.0	0.58	20.71	18.86	20.39
Zfp521	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.73	0.0	0.0	0.28	4.01	4.2	4.03
c13_tRNA-Trp-TGG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.08	0.0	0.0	0.0	0.0	0.0	6.28
