	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Chrna2_tdTpositive_cell_77	Gad2_tdTpositive_cell_18	Htr3a_tdTpositive_cell_44	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_6	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_22	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_52	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_68	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Vip_tdTpositive_cell_30	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ptdss2	12.04	0.0	0.0	8.12	0.0	0.0	0.0	0.0	0.51	93.21	15.65	0.0	0.0	0.0	0.0	3.0	4.11	0.0	0.0	0.0	6.11	0.0	0.0	13.94	0.54	0.12	3.96	5.02	49.24	0.0	0.0	0.0	0.11	9.47	36.34	43.72	30.19	0.0	0.53	0.0	130.49	9.12	9.88	5.79	44.73	48.57	45.04
Pthlh	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.08	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	15.33	0.0	0.0	0.0	0.0	0.13	0.0	496.17	0.0	0.69	0.0	4.62	3.67	4.02
Rasd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.91	0.0	0.0	0.0	0.0	0.0	0.0	258.44	0.0	0.0	0.0	9.57	13.05	7.12
Rfx2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.11	1.5	1.64	2.26
Rnf123	40.05	2.3	0.0	18.52	0.0	0.0	4.1	0.0	1.67	0.0	0.03	0.0	0.0	2.14	0.0	2.14	36.63	4.16	1.64	8.97	0.37	0.0	0.0	0.0	0.0	2.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.06	12.98	0.39	0.0	65.06	0.0	0.0	222.02	2.68	3.06	6.08	37.52	40.09	37.13
Rnpc3	24.91	0.0	2.89	47.3	0.0	54.34	3.14	19.04	0.04	0.59	0.03	45.93	0.0	15.14	11.9	15.11	1.85	46.64	0.0	6.92	0.0	0.0	1.78	12.65	0.0	1.43	35.34	23.58	28.45	0.0	68.95	0.06	41.25	12.57	11.33	12.4	22.2	3.7	0.09	3.88	366.45	2.26	7.84	9.67	29.66	22.62	30.31
Sag	0.0	0.0	0.0	0.0	0.0	48.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.62	0.0	14.84	12.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.25	0.0	0.0	0.0	1.91	2.29	2.03
Samd4b	0.0	0.0	0.0	1.14	0.0	0.0	3.5	1.41	5.08	0.0	0.0	0.0	0.0	5.98	2.54	1.19	0.0	0.0	0.0	0.0	0.74	2.33	0.0	0.0	0.0	0.0	0.0	3.2	4.36	0.06	0.0	0.05	0.17	3.04	0.0	0.1	1.85	0.0	0.09	0.0	34.64	5.66	3.58	4.39	36.48	34.92	33.74
Scaf4	0.0	3.61	0.0	5.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	3.6	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	11.14	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.12	2.65	6.14	0.0	0.0	0.0	0.0	33.59	1.28	1.39	2.39	24.71	24.1	25.73
Serpine1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	121.09	0.0	0.0	0.0	0.82	0.98	0.58
Sharpin	22.39	0.0	4.27	0.0	0.0	0.0	71.55	4.07	1.99	0.0	45.48	0.0	77.33	35.74	22.66	78.56	0.0	0.0	0.0	4.94	0.0	39.23	0.0	0.0	4.67	83.24	1.22	31.5	1.02	20.14	0.37	29.84	34.47	31.31	14.73	0.0	0.0	0.0	0.0	16.51	138.23	2.96	7.24	8.32	32.19	35.09	39.04
Shisa4	6.5	6.21	0.32	11.26	48.28	0.0	8.92	17.76	26.03	0.21	0.0	25.44	0.0	15.96	42.57	16.1	0.27	8.56	3.16	16.77	0.0	9.77	8.71	0.0	0.0	0.0	4.69	5.05	0.25	51.08	0.95	7.63	7.04	33.11	30.47	46.69	34.95	0.0	11.09	22.33	110.44	52.4	71.1	67.55	164.99	179.46	180.47
Slc22a13b	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.13	0.0	205.27	0.0	0.48	1.06	1.51	1.22	1.17
Slc35e4	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.03	42.63	43.51	0.0	0.0	0.0	0.0	0.13	0.0	0.0	11.84	21.24	1.18	0.0	0.0	0.0	0.0	21.82	0.0	0.0	4.86	2.05	0.0	0.0	1.45	0.0	0.0	3.43	6.27	0.0	0.0	0.0	58.53	1.07	3.03	0.68	16.81	18.25	17.66
Slc37a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.54	0.0	0.0	0.0	1.77	2.03	2.04
Slc9a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.13	0.0	0.0	0.0	0.52	0.3	0.33
Smurf1	19.98	0.0	7.96	0.0	0.0	0.0	0.0	0.0	0.54	2.2	15.07	0.54	0.0	0.0	0.65	0.75	2.18	0.0	0.0	12.43	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	14.46	14.15	0.0	4.86	0.0	0.0	0.0	0.0	0.46	0.0	61.48	2.0	3.52	4.25	31.89	32.54	32.87
Sned1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.23	0.0	0.0	0.0	5.35	4.09	5.84
Socs7	0.0	0.0	13.58	0.0	0.1	5.53	1.43	0.1	19.3	0.02	4.68	1.15	1.05	0.04	0.22	19.43	19.16	43.35	0.0	1.75	6.96	1.91	9.44	0.0	0.0	0.0	0.03	0.0	0.04	12.44	8.25	1.24	10.07	5.21	7.98	0.03	1.46	0.39	1.24	1.32	84.23	10.36	8.13	8.45	56.67	54.53	51.79
Sorcs1	2.39	0.0	0.0	0.0	0.12	0.06	1.0	0.0	5.24	0.13	29.17	1.5	13.92	0.37	36.46	6.5	0.26	0.04	0.0	0.0	0.0	0.07	19.83	0.0	20.17	0.03	8.42	6.78	3.23	0.12	0.04	0.17	2.79	15.54	0.0	0.0	11.02	0.0	0.04	0.0	85.27	8.25	6.64	4.65	22.98	19.94	24.33
Sorcs3	0.0	0.0	0.0	0.0	71.49	0.69	0.0	26.67	0.0	0.02	0.05	2.03	17.74	6.19	0.0	20.55	0.39	0.0	0.0	0.0	1.16	22.2	6.9	0.0	0.0	0.0	0.55	0.1	0.0	0.05	8.44	0.82	8.49	23.23	0.1	0.0	0.08	0.0	0.34	0.05	136.11	7.85	5.32	9.33	26.5	23.84	29.89
Spsb1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.72	0.0	0.0	0.0	0.0	0.0	0.0	25.16	27.78	23.72	24.39	14.52	15.47	13.49
Srm	0.0	107.35	0.28	0.0	30.46	1.62	9.75	11.02	0.3	0.0	0.0	0.0	29.37	0.98	46.32	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	21.07	0.0	0.0	14.95	13.49	15.0	0.0	0.0	5.72	6.28	39.49	0.0	0.0	2.22	2.73	0.0	5.85	226.85	9.66	19.62	21.68	77.35	82.32	75.39
Stk19	56.42	0.0	0.0	0.0	94.65	0.0	0.0	41.52	0.0	0.0	6.25	60.85	23.78	30.92	1.12	38.46	0.0	0.21	0.0	0.0	146.45	0.0	15.89	1.84	0.0	0.0	37.82	0.0	43.18	3.67	0.0	0.0	0.0	55.85	128.12	0.0	0.0	95.58	0.0	0.0	289.17	44.12	52.16	39.65	39.39	42.36	41.6
Tac2	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.56	1.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.43	0.25	0.0	0.39	68.21	0.0	0.0	0.0	0.0	0.0	0.0	4298.03	0.47	0.0	0.0	15.11	14.95	18.1
Tmc8	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.52	0.44	0.65	0.77
Tmem25	2.92	54.33	0.16	0.0	208.69	95.98	1.21	39.73	47.51	0.05	129.18	103.0	0.0	73.89	57.87	17.61	0.0	0.92	52.77	0.0	0.0	48.83	0.1	0.0	0.0	0.0	0.0	46.08	175.63	70.68	0.34	0.0	0.0	60.37	105.64	0.2	93.57	316.99	0.08	0.26	730.18	52.12	53.42	56.84	57.38	58.28	63.19
Tns1	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	2.29	0.0	0.0	0.0	0.0	0.0	20.54	3.59	2.96	1.81	12.3	13.19	13.04
Top1	20.51	49.58	1.7	33.03	169.13	42.1	64.39	13.28	27.86	28.36	7.67	31.22	47.26	19.37	69.66	23.24	19.29	63.53	8.0	6.23	39.52	1.75	30.85	0.66	9.61	16.53	53.18	16.59	25.44	41.57	63.3	3.3	13.9	36.78	15.95	56.69	35.3	47.26	46.74	1.73	196.29	30.45	36.75	46.92	55.19	44.95	49.5
Tpmt	2.08	0.22	3.14	4.33	7.05	4.59	3.78	3.65	4.61	1.76	3.84	1.76	3.3	2.97	2.53	4.21	5.6	3.59	1.51	2.53	1.74	30.21	3.28	1.51	6.5	2.07	2.56	19.09	2.38	2.94	2.24	1.75	3.6	6.8	2.6	7.51	2.21	7.81	2.57	8.85	102.87	13.55	13.34	15.69	11.57	9.61	11.81
Ttyh2	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.05	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.07	0.07	2.61	0.0	0.0	0.0	0.0	0.0	0.0	103.68	12.29	11.0	43.87	20.46	21.49	24.4
Ube2c	0.0	0.0	1.07	0.49	2.42	1.45	1.53	0.41	0.57	0.73	0.91	0.83	0.7	0.56	3.12	0.91	1.44	1.55	0.78	1.05	1.08	0.0	1.28	0.71	0.91	1.76	7.41	1.3	0.97	1.52	1.08	1.15	0.32	2.63	0.0	0.0	1.92	4.13	0.98	1.21	28.87	1.08	0.41	1.17	4.67	6.1	6.13
Ubr7	0.0	0.0	0.0	1.63	0.0	0.0	0.0	44.49	0.02	0.18	4.17	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	21.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.0	3.1	0.0	3.09	0.0	0.0	1.71	20.6	158.53	22.88	14.16	14.18	37.63	37.28	35.69
Utp14b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.43	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.16	0.0	10.03	0.37	0.0	2.71	0.08	0.0	0.0	0.0	0.0	0.0	59.89	0.56	0.0	1.59	6.72	6.08	5.97
Vdr	0.0	0.0	0.0	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.0	0.27	0.3	0.33
Vipr1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.71	1.27	1.18	0.42	18.95	18.84	15.92
Vps18	11.4	0.0	18.44	23.44	0.0	0.0	21.99	1.17	6.36	22.63	0.0	1.18	4.33	0.2	0.95	19.84	1.09	0.0	26.67	0.06	0.0	2.05	13.57	0.05	0.0	26.78	4.96	0.0	1.72	1.21	4.0	2.39	1.27	0.95	2.53	0.0	0.11	10.17	10.89	0.07	107.67	5.92	6.41	5.27	36.09	37.32	35.69
Wnk2	2.16	0.0	0.0	2.7	0.02	0.0	0.12	0.0	2.42	1.55	4.39	0.76	1.06	0.45	6.08	0.0	3.4	0.0	0.5	0.0	0.0	1.16	0.0	2.17	0.0	4.11	3.99	2.45	3.1	5.52	0.0	0.94	5.53	6.27	0.0	0.18	5.12	0.23	1.06	8.95	55.83	4.85	3.95	6.22	49.56	48.86	56.38
Zfp112	0.0	0.0	0.0	4.37	0.0	0.0	0.0	0.0	0.02	0.0	0.04	1.64	0.0	0.0	0.0	0.0	0.0	0.0	43.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.53	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	1.38	150.4	4.74	6.35	2.56	6.62	7.69	7.82
Zfp275	0.0	4.28	0.0	8.94	0.0	0.0	0.18	4.43	0.05	0.02	0.0	2.92	6.73	0.0	0.0	0.38	4.68	0.0	0.04	9.03	0.0	0.0	0.0	0.0	20.13	0.0	0.0	0.0	0.0	0.0	22.32	0.0	0.0	4.07	0.0	0.0	3.75	0.0	0.0	18.48	91.79	5.82	3.57	4.31	14.6	14.0	14.88
Zfp593	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.19	2.7	0.0	0.0	3.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	0.0	0.0	0.0	0.0	0.0	5.27	13.7	0.0	2.28	1.42	9.79	12.81	10.99
Zfp804a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	109.33	5.8	4.41	3.54	13.92	12.38	13.4
c6_5S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.48	0.0	0.0	0.0	8.88	0.0	0.0	0.0	0.0	11.79	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47	0.0	0.0	0.39	0.0	0.0	0.0	20.31	0.0	0.0	0.0	33.75	0.0	45.74	185.46	0.0	8.53	0.0	12.75	1.18	2.01
