	Chrna2_tdTpositive_cell_54	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_47	Gad2_tdTpositive_cell_55	Ndnf_tdTpositive_cell_20	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_6	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_49	Pvalb_tdTpositive_cell_51	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_75	Pvalb_tdTpositive_cell_78	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_26	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_39	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Sox6	0.0	0.0	0.0	34.32	0.0	20.95	5.72	13.11	1.12	14.95	13.33	2.54	12.66	33.25	17.76	20.39	18.12	33.06	0.8	10.79	11.63	0.0	10.24	11.55	89.39	9.05	0.23	21.27	0.0	7.15	14.46	8.43	30.77	19.6	8.55	36.47	25.65	13.31	27.01	0.0	0.0	0.0	3.69	20.24	8.98	8.17	9.29
Spata17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.7	0.0	0.0	0.0	0.0	5.62	0.0	0.0	0.0	34.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.58	0.61
Spice1	0.0	0.0	0.0	0.0	0.0	2.11	0.0	0.0	0.0	1.53	2.18	0.0	12.78	0.0	0.0	12.05	0.0	14.5	1.72	0.0	0.45	42.12	0.0	0.07	99.84	1.25	2.9	0.0	0.0	0.0	0.82	0.0	0.09	0.0	6.17	24.78	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.86	9.26	7.98
Spnb4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.0	5.94	0.0	0.36	0.11	1.57	0.13	0.0	0.0	0.53	1.69	0.14	0.16	0.0	0.67	16.68	4.87	0.23	0.0	0.1	0.0	0.23	0.0	3.34	12.57	0.93	0.0	0.0	0.19	0.11	3.09	0.32	0.0	0.57	2.29	120.88	138.01	136.25
Srsf6	0.0	0.0	6.84	0.0	0.0	2.35	3.83	8.07	0.0	0.67	15.04	0.0	35.72	5.05	0.0	35.49	0.0	56.02	0.0	11.24	20.04	0.0	0.13	0.0	99.51	0.0	0.0	52.1	38.2	25.28	12.55	16.93	9.74	3.15	12.49	0.12	21.06	21.38	8.17	47.83	0.0	72.24	47.42	8.19	78.5	82.94	77.17
Stx18	0.0	0.0	0.2	34.78	0.0	0.27	13.5	0.0	0.0	18.35	0.0	13.03	73.9	83.67	62.75	0.41	25.71	84.4	0.0	0.0	35.06	0.0	1.49	0.0	114.19	43.31	1.46	21.37	9.42	0.0	43.75	12.3	0.0	54.59	0.0	0.57	3.78	0.0	0.35	56.62	0.0	24.84	0.0	49.2	29.36	29.88	29.39
Styxl1	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.78	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.17	9.1	0.79	0.0	0.08	0.47	0.34	0.17	0.0	0.26	0.0	0.56	0.51	0.25	0.56	0.9	0.0	0.49	0.0	0.28	0.36	1.55	0.48	0.84
Taf4b	0.0	0.0	0.0	0.0	0.0	0.0	18.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.52	0.0	0.0	0.12	1.08	4.4	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	2.8	2.73	2.81
Tcf7l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.13	2.3	3.64
Tctn3	0.0	0.0	0.0	0.0	0.0	0.0	2.83	40.13	0.0	0.0	19.54	0.0	6.07	0.8	0.0	3.73	0.0	7.17	0.0	0.0	0.0	0.0	0.0	0.11	116.41	0.0	69.88	34.02	0.0	8.13	6.22	0.0	0.0	0.0	0.0	0.0	29.67	0.0	21.97	0.0	5.75	0.0	0.0	0.0	27.44	27.89	27.4
Thap7	0.0	0.0	0.0	0.0	0.0	0.0	21.5	73.18	0.0	36.36	0.91	0.0	0.0	0.48	8.09	22.51	17.49	0.0	0.0	39.65	12.06	0.0	0.0	0.0	117.3	0.0	0.0	34.22	1.15	5.69	26.06	1.29	99.36	0.0	22.56	47.77	0.0	18.16	30.05	0.0	0.0	27.48	27.18	27.16	29.02	28.15	29.07
Thumpd1	0.09	0.0	66.29	0.0	0.0	0.0	0.0	32.75	0.09	0.0	1.16	0.0	46.03	0.0	0.0	51.74	0.0	1.64	41.64	0.0	0.0	0.0	0.0	0.0	95.44	0.0	0.14	0.46	4.99	1.62	0.53	10.41	25.4	2.26	0.0	0.16	65.95	42.3	0.0	70.67	0.19	35.77	11.07	0.0	44.76	47.95	43.75
Tmem144	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	15.87	0.0	38.0	8.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.64	8.54	9.22
Tmem5	0.0	0.0	7.09	0.9	0.0	8.69	0.0	58.77	34.15	14.92	14.42	5.71	0.0	0.0	13.56	2.36	7.62	0.0	13.9	4.43	6.26	0.0	0.0	0.22	209.15	4.06	2.21	20.85	0.0	2.65	2.88	0.0	3.03	0.83	0.0	1.61	53.24	3.72	64.35	2.49	0.0	14.96	1.67	4.61	34.77	36.92	33.19
Tnip2	0.0	0.0	0.0	2.06	0.0	0.0	0.0	32.0	0.13	39.0	0.0	0.0	0.0	0.0	0.0	0.33	24.32	0.0	0.26	0.0	0.0	0.0	1.88	0.0	111.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.77	17.16	18.87	16.59
Tssc4	0.0	0.0	0.0	3.36	0.0	42.43	4.16	0.0	0.0	0.0	2.79	25.39	68.13	68.91	0.0	50.51	72.29	84.07	0.0	0.0	0.0	0.0	15.72	0.0	108.4	57.7	86.01	0.0	27.58	0.0	0.0	0.0	0.0	1.23	0.0	38.86	0.0	70.5	37.17	115.28	0.0	0.0	16.93	0.0	30.32	35.03	35.52
Ttc24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.08	0.0
Ttc37	0.0	0.0	5.62	0.0	0.0	2.31	0.65	0.0	0.0	0.0	0.0	0.71	7.35	1.0	0.0	14.49	0.0	0.1	2.42	0.0	15.76	0.0	1.14	0.0	43.65	11.23	0.0	0.0	0.0	6.84	0.0	0.27	0.08	7.3	0.09	0.08	0.0	0.25	6.25	1.33	0.0	2.11	0.0	9.98	11.39	10.52	11.68
U2af2	0.11	0.0	0.0	4.22	0.0	5.2	14.69	0.0	0.0	7.46	6.27	8.13	0.0	3.73	5.34	6.13	1.45	19.18	0.0	0.0	0.3	0.35	0.0	0.0	17.46	6.95	0.0	0.0	0.9	3.61	1.84	0.0	1.69	2.06	5.51	5.8	0.0	0.0	0.5	1.1	8.35	0.0	0.0	0.0	140.07	148.48	146.35
Ube2e2	1.46	0.0	6.89	61.55	0.0	64.25	48.92	98.51	3.89	18.12	28.42	131.12	3.82	130.89	139.1	31.68	112.85	77.5	4.87	0.0	42.48	63.11	1.36	198.13	269.56	25.23	93.13	0.68	24.81	112.21	175.39	0.0	92.63	156.8	91.47	102.26	0.0	0.0	16.04	98.29	0.0	72.59	0.0	69.22	97.19	101.03	94.38
Ubxn7	0.0	0.0	4.49	18.78	0.0	0.56	15.78	26.15	8.34	7.54	3.81	15.36	9.69	19.75	0.24	24.35	2.56	0.5	12.09	3.02	21.25	26.86	15.67	0.07	36.14	0.05	0.0	8.51	6.83	10.5	11.61	10.47	9.35	1.29	3.72	12.8	16.93	0.0	12.46	8.94	0.0	0.0	2.67	5.79	13.44	11.66	12.68
Ulk2	39.86	0.0	19.83	2.25	0.0	25.25	3.13	3.22	1.52	0.0	0.0	4.72	18.25	0.74	1.98	0.54	23.51	27.31	7.16	2.34	20.21	0.0	9.98	24.18	100.54	3.55	0.0	10.86	1.08	0.85	4.77	0.0	0.69	10.96	2.89	0.0	0.0	17.7	0.83	3.35	41.84	29.04	15.91	1.03	59.65	62.09	60.36
Urm1	51.97	0.0	0.0	5.93	0.0	3.94	11.69	28.95	0.0	27.82	20.83	40.86	1.61	0.0	33.95	0.0	10.01	21.91	1.67	6.45	15.24	14.49	20.45	0.0	71.27	6.13	16.1	26.51	12.55	8.06	5.35	35.48	15.72	59.57	28.4	14.92	0.0	26.34	1.27	1.13	0.0	0.77	14.0	22.27	32.86	34.78	32.35
Uxs1	0.0	0.0	2.26	0.0	0.0	0.56	24.06	3.42	0.0	0.0	0.0	0.0	2.32	45.13	0.0	0.0	63.55	51.58	0.0	90.27	0.0	0.0	0.0	0.0	87.53	10.81	7.57	2.75	0.0	19.17	10.12	4.13	0.0	0.61	0.0	1.06	1.68	21.11	0.0	0.0	63.62	46.43	54.3	0.0	68.12	70.59	70.13
Vps26b	0.02	0.0	0.74	1.0	0.0	16.83	33.69	17.42	0.0	0.32	9.91	1.22	13.91	12.35	14.26	3.14	5.71	16.87	0.31	39.48	1.91	20.06	18.6	0.5	21.24	0.78	0.66	0.95	22.18	0.42	9.59	12.47	0.41	15.33	10.18	1.07	16.0	0.22	1.51	20.83	0.4	15.55	2.9	0.3	52.15	55.73	51.31
Wbp7	0.0	0.0	0.0	3.01	0.0	0.0	3.32	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.06	0.0	0.0	0.0	0.0	0.0	19.33	6.48	0.0	0.0	7.6	0.0	0.06	9.92	0.0	0.13	0.82	0.0	0.0	0.0	0.0	8.24	0.0	0.25	0.0	8.55	25.14	25.82	27.79
Xlr4c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27
Xpo6	0.0	0.0	47.43	0.64	0.0	20.74	11.49	2.65	20.3	7.45	7.3	0.0	21.87	0.12	0.19	0.14	10.21	2.78	0.0	11.58	15.77	3.95	26.67	0.78	77.7	12.91	24.0	19.15	1.04	7.49	0.43	29.3	0.55	17.94	13.59	1.61	0.83	17.28	0.0	11.89	0.0	2.49	3.41	36.23	55.21	53.89	58.35
Zc3h15	4.28	0.0	51.87	115.17	3.86	40.1	66.11	88.27	166.39	159.2	110.35	116.79	99.16	114.26	98.29	120.57	36.56	84.02	69.04	87.85	114.8	0.0	149.69	75.36	300.65	136.45	63.23	128.58	130.02	34.55	197.79	82.57	40.94	72.97	65.03	29.1	58.61	2.11	55.16	56.6	0.0	31.12	81.52	55.57	117.71	114.71	118.07
Zfp346	0.0	0.0	0.0	0.0	0.0	0.0	26.24	0.0	0.0	0.4	3.87	2.13	0.0	0.0	0.69	0.7	0.0	2.85	2.66	29.75	3.05	0.43	32.98	0.0	111.2	18.26	0.0	22.41	5.42	5.73	0.0	0.0	0.23	28.8	0.0	36.98	0.0	3.28	0.0	0.53	0.0	0.0	25.99	0.0	27.07	27.52	27.69
Zfp428	0.0	0.0	0.27	3.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	1.62	0.0	11.72	0.0	0.0	0.0	0.0	0.0	0.0	6.43	0.0	0.33	2.21	1.15	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	41.49	46.5	46.86
Zfp583	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	1.85	0.0	0.22	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0	1.66	0.0	111.26	13.12	0.0	0.0	1.42	0.0	14.57	0.0	1.92	0.0	0.0	0.0	0.0	0.0	43.29	0.0	0.0	0.0	0.0	0.0	6.32	5.11	4.27
Zfp62	0.0	0.0	16.63	0.0	0.0	7.53	28.64	24.11	0.0	0.59	8.58	39.14	5.34	63.22	0.0	4.7	46.76	57.02	47.25	17.39	25.66	0.0	0.12	89.62	136.33	43.84	43.57	0.0	0.0	41.79	31.69	34.57	28.32	47.57	0.0	40.28	39.75	115.41	53.24	35.03	0.0	125.57	48.72	20.4	18.73	14.65	18.51
Zfp629	0.0	0.0	0.0	2.13	0.0	9.76	0.0	0.34	0.0	17.3	0.0	0.0	2.86	0.0	0.0	0.0	0.26	0.0	7.29	0.0	8.6	0.12	0.0	0.0	88.15	0.3	0.0	22.36	2.97	0.0	8.03	2.7	8.78	37.58	7.27	11.86	0.0	9.88	27.98	4.58	8.98	0.0	0.0	0.0	14.2	15.14	14.18
Zfp770	0.0	0.0	0.0	22.05	0.0	2.15	3.04	0.0	0.0	0.0	0.32	0.0	0.0	22.19	0.0	9.17	0.92	13.01	0.0	0.0	8.31	0.0	14.73	15.6	41.91	0.0	5.29	0.0	0.0	10.98	8.75	2.54	5.42	5.75	16.76	9.53	0.0	0.85	13.44	24.28	0.0	3.43	0.0	0.0	17.34	15.01	15.31
Zfp81	0.0	0.0	6.33	0.0	0.0	0.0	0.0	108.44	0.44	153.42	0.0	81.4	21.38	0.49	32.62	0.0	0.0	0.0	0.0	5.86	0.0	0.34	6.54	0.0	161.74	44.35	0.17	0.0	21.55	0.0	0.37	0.0	0.0	0.0	4.46	0.0	0.0	0.0	6.73	0.0	0.0	0.0	0.0	0.0	13.13	9.84	12.7
Zfp945	0.0	0.0	0.69	0.09	0.0	2.26	7.22	30.21	0.0	0.0	0.37	1.84	1.02	0.0	0.0	14.39	0.0	0.0	6.12	1.18	19.4	0.0	0.0	0.0	77.4	0.58	0.0	2.88	1.53	3.93	10.06	0.11	0.37	0.06	8.15	0.39	0.0	0.2	0.08	0.0	0.0	0.0	0.61	13.51	6.06	4.83	5.5
Zrsr2	12.23	0.0	4.08	0.87	0.0	18.6	51.21	0.0	27.4	0.0	6.03	3.69	0.0	56.53	37.78	14.92	8.69	40.89	19.45	9.35	0.0	0.0	0.0	0.0	141.88	6.95	0.0	66.09	11.98	13.8	19.22	20.94	3.79	21.94	17.38	30.56	2.65	1.5	0.14	0.34	28.59	15.7	31.1	28.19	30.83	29.27	29.44
Zyg11b	25.08	0.95	18.89	21.76	0.0	27.79	25.88	32.72	25.75	40.05	16.67	30.84	26.27	15.69	29.04	36.3	17.61	20.6	10.03	56.11	13.68	3.55	32.29	43.42	91.27	60.66	34.65	37.55	21.46	25.88	19.85	29.8	8.65	30.26	30.92	58.33	45.01	25.59	17.24	39.63	29.64	13.85	15.54	24.13	75.5	71.7	74.11
c15_tRNA-Ala-GCG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c17_5S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.12	0.0	0.0	0.0	0.0	0.0	0.0	91.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.84	0.0	13.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.08	4.15	4.67
c19_tRNA-Ala-GCY_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.64	15.19	30.92	0.0	0.0	32.91	0.0	0.0	0.0	0.0	0.0	0.0	35.62	0.0	0.0	50.96	0.0	26.54	0.0	0.0	0.0	24.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.02	0.0	0.0	0.0	0.0	0.0	33.13	15.1	24.4
