	Calb2_tdTpositive_cell_19	Calb2_tdTpositive_cell_20	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_35	Calb2_tdTpositive_cell_41	Calb2_tdTpositive_cell_55	Calb2_tdTpositive_cell_56	Chrna2_tdTpositive_cell_14	Chrna2_tdTpositive_cell_24	Chrna2_tdTpositive_cell_47	Chrna2_tdTpositive_cell_51	Chrna2_tdTpositive_cell_52	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_54	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_56	Chrna2_tdTpositive_cell_57	Ctgf_tdTpositive_cell_10	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_31	Gad2_tdTpositive_cell_44	Htr3a_tdTpositive_cell_41	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_59	Htr3a_tdTpositive_cell_65	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_80	Htr3a_tdTpositive_cell_88	Htr3a_tdTpositive_cell_104	Nr5a1_tdTpositive_cell_39	Nr5a1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_15	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTnegative_cell_29	Ntsr1_tdTnegative_cell_32	Ntsr1_tdTnegative_cell_41	PvalbD.Slc32a1_tdTpositive_cell_10	PvalbD.Slc32a1_tdTpositive_cell_15	PvalbD.Slc32a1_tdTpositive_cell_42	Rbp4_tdTpositive_cell_54	Rorb_tdTpositive_cell_35	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg3_tdTnegative_cell_1	Sst_tdTpositive_cell_1	Sst_tdTpositive_cell_3	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_6	Sst_tdTpositive_cell_9	Sst_tdTpositive_cell_19	Sst_tdTpositive_cell_37	Sst_tdTpositive_cell_62	Sst_tdTpositive_cell_76	Sst_tdTpositive_cell_78	Sst_tdTpositive_cell_79	Sst_tdTpositive_cell_80	Sst_tdTpositive_cell_83	Sst_tdTpositive_cell_88	Vip_tdTpositive_cell_1	Vip_tdTpositive_cell_2	Vip_tdTpositive_cell_16	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_48	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_61	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_21	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_25	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_33	CAV_LP_Ipsi_tdTpos_cell_38	CAV_LP_Ipsi_tdTpos_cell_39
Gm14430	0.0	0.0	19.76	0.0	0.41	0.04	0.0	0.0	1.73	0.21	8.59	3.18	6.33	0.0	0.0	5.15	0.06	0.0	0.0	16.9	0.0	0.94	0.24	0.29	0.0	1.31	6.46	0.19	0.0	0.0	2.72	10.34	0.07	6.14	9.33	0.16	0.0	0.0	0.22	0.0	0.0	0.0	0.01	0.0	0.0	7.93	17.52	0.01	0.03	0.0	27.78	14.85	2.39	0.0	11.21	17.88	0.0	3.0	0.27	1.27	0.72	0.0	2.45	0.0	1.61	0.12	0.04	0.0	0.0	16.12	22.16	8.99	0.0	0.0	11.7	6.07	1.76	4.79	1.83	4.81	3.28	4.14	5.97	4.22	0.0	29.41	2.35	0.0	13.98	0.21	0.0	0.0	0.0	22.35	27.62	40.68
Gm14434	0.0	0.0	19.76	0.0	0.41	0.04	0.0	0.0	1.73	0.21	8.59	3.18	6.33	0.0	0.0	5.15	0.06	0.0	0.0	16.9	0.0	0.94	0.24	0.29	0.0	1.31	6.46	0.19	0.0	0.0	2.72	10.34	0.07	6.14	9.33	0.16	0.0	0.0	0.22	0.0	0.0	0.0	0.01	0.0	0.0	7.93	17.52	0.01	0.03	0.0	27.78	14.85	2.39	0.0	11.21	17.88	0.0	3.0	0.27	1.27	0.72	0.0	2.45	0.0	1.61	0.12	0.04	0.0	0.0	16.12	22.16	8.99	0.0	0.0	11.7	6.07	1.76	4.79	1.83	4.81	3.28	4.14	5.97	4.22	0.0	29.41	2.35	0.0	13.98	0.21	0.0	0.0	0.0	22.35	27.62	40.68
Gm1976	0.3	0.26	2.06	0.0	1.37	0.0	44.97	0.15	66.77	0.0	59.96	0.19	82.84	25.84	47.13	0.35	137.41	0.0	0.98	69.14	0.0	0.0	13.3	0.51	251.19	0.84	0.31	2.09	689.71	71.94	151.76	230.74	83.18	120.15	229.64	58.2	80.33	0.0	0.0	47.26	0.0	0.0	0.46	0.18	0.0	18.17	178.38	345.58	1.23	0.0	1.86	269.49	0.31	0.59	57.95	0.71	245.02	0.0	8.33	0.58	0.28	71.11	122.25	0.33	0.0	0.38	64.67	4.47	0.67	65.01	1.05	0.0	110.59	0.0	110.09	105.71	86.5	84.27	141.57	99.06	69.32	105.23	88.39	82.42	72.1	177.01	159.51	93.47	2.72	564.25	295.78	121.75	44.7	190.19	233.09	1.43
Gm2002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.31	0.19	0.6	0.2	0.43	4.1	0.11	21.65	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.16	7.34	0.0	0.1	0.0	0.19	0.1	0.0	0.0	0.0	0.61	0.21	2.82	5.81	0.0	0.41	0.96	1.27	4.28	1.89	0.13	0.21	0.17	27.58	0.0	0.0	0.0	0.36	0.28	0.08	19.79	0.0
Gm2506	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.78	1.57	19.36	0.05	22.17	0.54	0.0	7.09	28.87	0.0	0.0	0.0	0.0	0.0	0.0	10.06	32.35	0.27	90.43	0.0	0.0	110.69	39.42	52.23	176.6	172.96	81.28	5.88	310.16	318.99	272.53	178.93	0.0	0.26	0.0	5.69	0.0	2.89	28.3	110.53	0.0	0.0	46.15	0.24	0.0	0.28	1.16	0.0	3.41	0.0	3.25	0.0	0.0	7.83	0.06	10.5	1.6	23.47	0.0	0.0	8.98	0.18	0.42	0.52	0.0	0.11	164.03	114.56	177.66	125.27	54.7	62.2	75.81	61.27	76.52	71.98	204.01	88.07	319.12	80.83	235.31	83.58	176.84	97.07	149.77	191.16	211.91	132.15
Gm4724	0.0	0.0	19.76	0.0	0.41	0.04	0.0	0.0	1.73	0.21	8.59	3.18	6.33	0.0	0.0	5.15	0.06	0.0	0.0	16.9	0.0	0.94	0.24	0.29	0.0	1.31	6.46	0.19	0.0	0.0	2.72	10.34	0.07	6.14	9.33	0.16	0.0	0.0	0.22	0.0	0.0	0.0	0.01	0.0	0.0	7.93	17.52	0.01	0.03	0.0	27.78	14.85	2.39	0.0	11.21	17.88	0.0	3.0	0.27	1.27	0.72	0.0	2.45	0.0	1.61	0.12	0.04	0.0	0.0	16.12	22.16	8.99	0.0	0.0	11.7	6.07	1.76	4.79	1.83	4.81	3.28	4.14	5.97	4.22	0.0	29.41	2.35	0.0	13.98	0.21	0.0	0.0	0.0	22.35	27.62	40.68
Gnai1	0.0	462.9	8.94	188.99	0.0	16.29	90.27	0.08	35.06	1.13	33.96	0.0	21.88	61.97	25.31	23.74	0.0	0.0	19.61	72.16	0.0	9.98	0.0	0.0	0.0	0.0	23.91	0.0	0.0	62.76	56.34	0.0	83.86	21.5	0.1	102.49	0.0	0.0	47.16	43.97	0.21	0.63	0.26	1.51	131.25	4.76	213.67	156.27	0.0	4.21	0.0	0.0	56.35	0.42	50.98	0.0	17.59	0.0	0.0	29.75	83.62	38.22	0.0	1.03	0.0	0.34	1.87	0.0	195.69	0.76	0.3	0.57	0.0	0.24	13.08	13.19	21.64	20.35	24.41	29.05	26.84	41.17	37.61	37.19	60.72	115.14	0.62	1.85	29.74	0.0	0.0	0.19	0.0	0.0	0.0	166.36
Gtdc1	11.52	26.89	7.86	25.87	28.28	11.98	23.65	7.11	36.04	2.95	4.3	3.86	3.28	4.81	3.87	5.67	5.62	0.77	25.95	8.18	13.13	17.52	222.34	33.58	171.47	14.9	9.03	7.06	18.55	47.39	10.01	144.65	38.68	66.81	12.77	15.11	13.94	48.67	26.84	11.03	48.83	9.86	2.87	7.39	46.23	162.49	20.16	28.12	8.41	35.19	17.64	18.55	5.46	18.86	15.9	7.25	14.28	10.07	35.21	60.35	5.6	5.3	6.66	24.59	18.87	10.66	2.01	10.23	56.3	17.09	10.24	15.94	11.37	24.65	44.48	30.03	41.28	31.21	24.42	27.37	40.95	39.7	39.21	32.3	12.85	43.14	76.15	137.96	14.58	14.66	11.13	12.79	38.22	9.03	168.94	29.17
Gucy1a2	0.57	2.01	5.79	0.36	11.08	0.48	4.94	0.0	0.11	0.04	2.96	0.19	0.93	0.13	1.86	0.32	21.0	0.0	35.36	1.56	0.56	0.4	0.06	0.69	0.12	0.2	0.2	0.9	0.49	59.71	7.51	0.41	13.93	0.57	2.36	0.17	0.06	0.14	4.83	0.18	0.1	0.64	0.16	0.05	0.22	0.13	5.72	88.4	0.53	0.58	0.05	5.52	10.16	7.74	0.24	0.28	10.66	0.91	1.41	0.17	1.78	1.26	0.0	1.29	0.14	0.48	0.0	4.81	0.26	0.36	0.47	49.13	0.35	1.0	2.52	2.49	10.21	6.69	3.54	5.72	2.89	7.84	3.71	3.51	9.84	0.3	19.06	6.89	9.08	0.37	0.25	0.02	0.03	90.17	0.4	0.17
Herc1	3.25	21.22	4.29	0.0	14.34	5.2	17.89	1.18	10.47	51.49	7.24	18.6	3.65	0.0	0.0	3.06	9.79	13.03	46.46	19.74	0.0	0.0	4.53	102.82	7.1	3.26	0.0	18.82	4.34	130.64	35.02	1.12	25.3	18.73	23.92	0.0	0.1	0.3	3.95	21.74	0.04	0.05	0.0	28.42	1.25	10.96	0.53	19.18	0.0	0.0	1.61	32.72	18.15	23.86	5.81	9.85	6.26	19.66	14.12	21.64	23.93	14.83	2.91	28.06	0.05	37.4	0.0	0.0	27.1	12.66	34.53	31.36	70.14	0.1	14.46	16.3	18.56	21.96	12.64	15.16	16.44	26.54	21.47	22.18	13.18	40.41	9.96	0.02	24.81	27.23	31.23	47.27	2.38	54.96	70.34	17.75
Hk1	40.49	0.0	41.61	36.94	99.36	31.22	53.16	45.46	58.58	10.38	27.71	43.67	17.65	23.01	3.15	17.97	0.0	0.0	162.89	145.58	0.0	0.0	0.0	0.0	0.0	0.0	25.52	98.76	0.0	24.42	25.77	29.53	36.6	191.74	50.97	14.06	0.0	11.91	18.52	54.8	0.0	16.98	0.07	10.94	21.72	44.0	50.37	22.37	0.07	0.0	0.0	163.75	26.95	48.72	0.95	0.15	15.65	190.8	13.55	22.69	9.1	14.15	35.33	112.26	0.1	9.94	0.0	13.76	0.0	9.57	126.62	0.0	0.13	0.28	28.47	41.28	49.58	66.3	53.23	48.15	39.3	41.38	41.34	38.65	53.24	92.64	81.95	4.86	26.1	0.0	35.84	5.81	11.64	0.0	0.0	58.69
Il11ra2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.31	0.19	0.6	0.2	0.43	4.1	0.11	21.65	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.16	7.34	0.0	0.1	0.0	0.19	0.1	0.0	0.0	0.0	0.61	0.21	2.82	5.81	0.0	0.41	0.96	1.27	4.28	1.89	0.13	0.21	0.17	27.58	0.0	0.0	0.0	0.36	0.28	0.08	19.79	0.0
Incenp	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.11	0.0	0.0	0.34	0.0	0.0	0.0	0.0	60.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.52	6.34	0.0	0.0	0.0	0.0	5.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.73	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	1.43	0.0	0.0	0.52	4.48	0.92	4.22	0.83	2.67	4.41	0.0	3.14	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0
Jakmip2	44.77	93.49	117.99	87.46	111.35	143.06	80.45	28.42	38.24	13.88	0.12	18.42	7.07	0.07	0.0	59.59	0.0	0.0	75.83	72.58	0.0	205.63	419.39	0.0	9.25	1.19	21.13	0.0	0.0	48.96	23.59	63.89	74.83	109.78	0.54	67.04	12.09	0.35	28.92	83.01	0.0	0.11	0.0	64.68	0.1	0.0	54.87	92.58	0.24	0.0	0.2	0.29	23.0	0.0	53.62	4.88	275.8	0.0	22.16	1.61	23.44	71.2	29.88	8.28	30.1	5.58	0.0	0.05	129.3	50.91	96.09	9.65	165.95	114.05	47.04	44.14	66.66	51.61	55.87	98.88	51.52	93.44	94.63	69.59	26.09	93.8	42.96	49.78	11.38	34.92	102.44	52.31	74.19	81.37	83.08	7.78
Jhdm1d	0.0	0.41	0.23	0.23	1.57	0.38	1.33	0.02	0.59	9.63	11.25	7.24	1.6	16.44	1.27	0.08	0.43	0.0	0.12	4.94	0.63	63.3	0.13	0.38	9.03	0.09	10.33	0.2	1.6	58.66	0.42	31.56	11.69	1.88	9.38	4.31	0.35	0.1	9.34	0.11	0.22	0.48	0.37	0.09	0.06	0.72	0.14	30.12	0.2	0.45	0.57	1.36	0.35	21.41	0.54	0.41	20.13	0.14	0.14	0.27	0.36	18.64	0.21	0.02	0.18	34.92	0.0	0.41	0.52	67.19	0.27	0.51	9.92	0.73	10.1	9.37	10.49	6.92	0.48	7.2	5.76	8.81	6.61	8.56	8.05	47.56	0.14	0.53	9.38	24.3	1.96	0.25	0.21	3.3	1.56	0.54
Josd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	59.42	44.78	25.49	116.2	0.12	2.87	8.91	0.0	0.0	0.0	0.0	1.38	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.14	46.15	27.68	2.38	0.1	0.0	101.23	2.68	0.0	5.77	16.57	0.0	0.12	0.0	0.0	0.0	0.0	35.91	48.47	0.0	0.0	0.0	0.0	0.0	12.14	0.0	0.0	0.0	0.0	2.78	0.0	0.0	0.0	4.43	2.59	0.0	0.0	0.0	0.0	0.0	0.0	134.41	0.0	0.0	0.0	18.64	5.99	5.82	17.15	0.53	7.31	5.68	17.07	10.8	13.96	2.71	0.0	8.09	28.29	0.0	22.59	0.13	0.0	0.0	0.0	0.0	0.0
Kalrn	15.13	1.81	13.87	35.99	23.75	38.11	36.48	15.42	2.04	15.7	23.6	6.66	12.3	0.18	0.11	29.54	22.93	0.0	0.58	2.81	0.34	0.25	1.56	0.04	0.89	0.4	5.03	0.65	0.34	86.21	33.5	0.99	28.15	37.2	48.93	39.57	5.74	4.54	35.68	6.93	0.44	0.58	0.05	1.47	0.16	0.69	14.28	1.85	0.21	0.58	7.77	33.99	6.79	27.18	32.1	0.19	79.4	24.76	15.36	11.92	19.1	11.1	31.93	53.75	3.77	9.69	0.0	10.3	29.63	0.85	0.48	0.27	1.36	1.11	20.65	16.9	13.48	15.66	19.36	12.99	21.24	17.99	18.67	18.98	16.99	46.16	3.95	2.74	14.16	32.49	32.48	3.83	28.1	49.44	81.0	3.7
Kcnh7	2.58	0.0	0.0	9.7	0.0	0.0	0.0	0.0	30.33	0.0	2.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.96	2.47	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.0	0.0	39.18	22.78	108.45	65.4	0.74	44.26	9.03	0.0	0.0	0.0	1.03	0.0	0.0	0.0	3.72	0.0	55.54	51.15	0.03	0.0	0.0	0.0	0.0	15.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.06	0.0	0.0	0.0	0.0	0.0	36.92	28.98	32.88	33.33	26.61	19.38	31.26	35.11	28.81	16.84	17.18	21.83	128.36	28.87	0.07	2.08	69.22	166.38	24.35	13.76	67.6	0.0	82.09
Kcnip3	0.0	0.0	41.94	0.54	182.26	115.08	0.5	0.14	561.25	68.85	187.69	0.0	0.0	0.0	0.28	0.07	0.0	0.0	204.0	0.0	0.0	291.08	0.0	0.0	52.98	0.31	0.15	106.05	0.0	616.32	0.08	0.6	304.65	136.71	143.01	1.58	75.11	6.34	138.98	215.23	0.73	0.0	0.3	67.71	131.94	0.12	32.26	0.47	0.31	0.0	0.0	0.15	0.05	0.0	0.0	0.35	0.47	0.0	0.0	0.1	0.09	0.33	0.34	0.0	0.22	0.0	0.0	0.07	0.39	0.18	0.35	0.17	0.61	0.47	382.38	209.8	195.83	366.79	165.43	237.08	173.93	184.91	274.86	242.65	45.06	0.26	277.75	0.0	117.27	171.86	217.58	130.23	5.19	287.17	2.57	0.0
Kif21a	57.4	11.15	122.72	13.1	106.16	53.69	3.64	4.07	26.16	34.95	40.07	56.95	53.91	2.81	34.77	24.9	100.78	0.0	101.79	52.22	4.39	26.61	0.06	17.94	88.31	0.0	0.07	148.24	135.1	97.75	7.91	102.62	69.77	81.18	31.32	12.7	1.49	21.35	15.47	22.62	0.0	0.13	320.91	16.66	39.31	33.54	47.55	38.86	0.65	198.88	9.11	4.08	62.87	89.77	56.4	67.65	55.73	16.45	29.92	47.56	20.5	58.44	10.42	133.44	2.38	98.09	0.0	11.16	146.06	0.0	3.48	131.23	44.86	252.64	42.95	54.71	37.04	31.52	34.94	42.29	37.69	76.42	56.7	54.05	32.39	25.87	83.41	0.09	63.7	113.69	9.02	38.06	112.15	36.45	104.61	65.09
Kif3c	9.99	0.0	1.32	0.0	11.61	0.0	0.0	1.04	34.8	1.34	0.0	18.2	14.4	0.0	0.66	0.03	0.0	0.0	0.0	22.36	0.0	0.0	0.0	0.0	1.08	0.06	0.0	0.0	0.0	66.49	0.41	0.0	18.65	0.08	0.0	0.52	0.0	0.0	0.0	0.07	0.0	0.0	0.0	51.46	0.0	0.28	0.28	0.0	16.6	68.51	0.0	0.1	22.37	0.08	17.35	0.09	0.31	3.91	6.96	33.86	6.4	24.53	0.09	9.85	0.23	26.66	0.0	0.33	0.11	29.28	0.27	0.0	0.0	0.11	11.77	20.17	26.66	16.83	6.99	31.6	11.44	20.85	26.46	31.23	27.3	0.15	0.0	0.04	0.0	17.88	15.92	31.15	22.05	0.0	0.0	0.0
Klhl2	0.0	0.0	0.0	0.0	34.56	0.0	65.38	0.05	10.25	0.0	36.24	14.31	13.98	0.0	0.0	0.0	0.0	0.0	0.0	67.08	594.03	0.0	234.23	0.0	0.0	0.0	0.0	0.0	0.0	71.63	130.19	18.53	49.49	20.0	66.66	0.0	0.0	26.65	50.26	60.65	0.0	77.44	0.89	0.0	0.0	0.0	0.54	0.09	509.55	2.44	0.0	5.16	0.0	0.0	0.0	26.36	37.14	0.0	0.0	0.0	31.66	0.24	69.59	0.0	0.0	0.0	0.0	14.32	0.0	0.0	0.0	0.0	52.73	49.52	62.29	80.83	79.73	57.38	62.82	46.1	38.26	60.59	53.88	81.9	55.86	0.0	0.11	9.33	0.19	67.24	0.0	0.0	39.63	0.0	153.84	0.0
Kpna3	0.0	111.02	0.1	51.71	10.29	0.0	32.7	0.0	0.68	7.44	50.64	51.77	9.03	0.06	72.0	22.24	31.07	0.0	0.0	29.27	0.0	0.0	0.91	41.75	96.07	0.0	0.0	0.1	411.44	0.23	0.43	57.68	100.17	43.13	20.44	62.52	3.0	2.71	53.11	8.13	0.0	19.53	0.0	9.84	0.0	67.93	42.98	177.98	0.07	6.11	41.33	0.0	42.79	0.72	58.81	1.5	0.0	111.0	48.74	24.31	24.83	71.61	0.23	291.44	181.4	0.13	126.66	37.52	50.03	47.21	82.83	0.22	58.34	0.0	71.35	72.49	52.66	41.44	50.03	65.44	38.5	83.21	62.96	68.08	30.79	0.0	70.06	0.0	53.83	11.01	146.26	39.11	0.0	27.84	0.0	147.27
Lgi1	150.14	2.78	181.04	118.73	114.38	186.32	0.0	0.03	56.51	40.09	15.14	56.06	21.05	0.0	71.16	36.55	3.83	0.0	396.95	0.0	0.0	330.99	0.0	453.51	443.11	0.0	116.87	0.5	0.0	138.22	111.5	80.49	17.33	276.53	74.08	0.15	18.44	80.06	81.72	125.29	0.15	0.56	0.0	10.98	50.02	1.73	55.18	115.83	0.0	0.0	112.57	56.15	0.0	205.52	0.5	0.0	140.54	113.1	16.59	84.15	0.04	23.56	37.52	2.82	0.0	106.38	0.09	29.82	109.08	162.58	128.97	157.21	202.09	386.59	186.46	122.26	98.33	101.91	79.22	110.29	104.23	239.08	199.49	175.98	45.76	20.39	305.62	95.54	165.96	185.2	74.14	58.02	57.62	52.62	433.66	84.84
Lrrc49	0.0	58.51	7.09	59.61	10.73	0.0	173.74	38.01	70.45	73.49	36.67	0.0	27.44	0.0	54.28	36.95	32.34	0.0	0.0	61.85	0.0	0.0	0.0	1.97	0.0	0.0	25.39	0.0	0.0	135.03	102.66	0.23	65.95	3.94	11.36	0.0	7.9	99.96	0.0	0.24	492.69	0.57	0.0	28.05	0.0	1.33	45.28	44.56	0.0	0.0	44.54	0.0	14.07	5.5	51.12	0.34	26.23	0.0	54.42	5.63	3.71	17.75	42.82	248.7	0.0	65.48	0.0	0.06	192.03	156.08	0.0	0.5	0.0	0.14	59.33	53.35	30.61	30.87	22.84	50.84	27.05	26.2	31.25	26.51	0.21	0.19	0.0	0.81	14.4	7.23	14.04	89.34	0.0	0.6	0.0	99.79
March6	0.0	4.19	7.54	6.37	92.52	1.46	0.0	2.61	14.73	20.08	0.03	63.81	15.6	8.82	62.34	1.72	21.48	0.0	6.13	39.27	0.0	66.02	0.0	6.38	147.24	0.27	52.08	1.68	7.99	168.29	30.19	91.51	71.59	83.57	55.23	0.05	10.71	1.41	7.13	2.65	10.01	0.06	0.3	82.73	1.13	2.14	37.07	0.02	0.0	0.0	15.95	106.85	14.66	48.36	59.59	28.7	91.15	16.37	20.94	11.15	15.82	6.4	0.0	13.45	4.03	0.0	0.0	78.01	0.0	20.0	20.03	6.77	170.72	231.54	39.97	35.95	24.09	30.93	38.26	31.71	20.88	52.5	39.1	49.08	22.87	6.34	39.23	20.51	1.49	42.69	50.9	4.29	11.64	4.09	253.36	88.07
Mbnl2	0.61	14.76	0.0	37.55	23.67	0.0	3.07	18.83	117.18	3.64	69.49	71.31	3.06	46.3	31.1	0.0	8.81	25.03	15.76	32.96	128.6	0.69	0.0	0.0	7.19	5.48	82.91	0.29	0.0	170.34	107.8	36.69	3.42	29.17	23.17	52.19	26.91	45.38	34.24	83.23	17.59	67.36	102.49	27.24	87.83	4.75	29.58	23.62	51.38	40.73	26.84	0.0	35.76	2.06	75.47	40.46	54.05	52.59	12.84	28.88	1.2	5.23	20.05	0.12	0.0	26.53	0.0	0.04	88.33	34.62	22.31	105.99	5.97	323.33	55.06	63.55	54.12	44.5	26.52	44.24	33.04	50.67	44.69	44.78	44.03	12.31	53.96	47.17	3.18	22.71	15.62	5.56	51.91	87.73	11.03	35.09
Mkl2	113.45	1.62	27.19	75.27	163.53	1.26	1.6	0.49	77.7	60.71	196.65	61.92	15.26	28.45	2.09	4.0	0.66	1.66	52.5	70.05	67.16	89.15	5.14	23.56	1.55	70.12	49.91	0.7	1.43	198.48	109.21	290.91	275.08	381.36	184.07	309.86	86.16	144.43	52.96	102.43	90.55	38.8	12.88	17.39	0.7	20.44	189.6	133.82	0.86	1.0	166.15	79.46	28.72	46.44	106.53	1.64	69.88	1.46	32.02	51.33	71.78	35.25	83.07	29.48	0.57	12.89	0.09	123.38	19.37	32.12	35.32	3.65	37.1	49.58	259.01	249.08	250.28	226.81	190.75	248.52	202.76	360.18	264.2	249.53	123.89	263.05	150.42	276.04	192.52	220.38	140.68	77.15	206.77	273.34	357.04	197.51
Mphosph8	40.11	151.7	42.63	197.52	46.89	0.0	158.88	85.53	76.4	2.08	21.51	68.98	19.56	146.4	27.71	73.83	26.83	0.0	20.01	147.93	28.99	44.45	294.15	40.59	78.74	67.4	30.2	46.92	0.0	80.77	102.48	68.94	46.0	55.26	0.0	43.15	126.19	186.98	92.76	25.44	0.0	0.0	0.0	15.29	48.46	37.32	117.29	125.95	0.0	0.0	0.0	34.87	26.26	16.21	109.71	44.21	51.12	34.84	84.98	96.76	92.07	49.24	91.65	0.0	0.0	14.5	58.92	1.29	191.0	0.0	41.14	35.89	0.19	46.35	73.8	49.39	81.23	97.75	67.34	49.83	51.38	43.69	58.32	57.52	64.12	3.27	34.96	0.0	0.0	76.29	90.47	39.26	20.07	0.0	26.61	68.63
Mpv17l	23.41	34.91	56.08	58.99	57.74	189.49	38.89	18.87	96.89	17.74	22.88	167.65	12.61	21.31	76.38	82.79	23.59	37.26	51.55	141.38	51.58	28.27	99.25	239.65	48.51	40.86	42.65	20.32	326.73	168.1	154.93	39.9	102.18	34.56	59.17	110.08	153.86	152.63	35.92	62.71	17.62	47.78	69.67	22.16	30.85	25.16	72.07	21.33	135.57	66.03	208.4	80.17	88.32	204.11	194.01	84.85	78.41	18.41	78.26	19.36	14.45	32.11	68.04	211.11	74.68	25.22	34.26	97.44	112.88	38.97	26.27	137.31	25.41	24.28	141.79	94.63	100.81	120.51	106.1	83.29	111.64	92.26	84.85	97.04	40.3	234.77	98.74	243.25	25.38	132.74	117.71	110.89	51.47	40.03	139.57	42.9
Mtf2	0.12	0.0	0.09	0.0	0.0	0.0	0.0	4.45	0.35	0.15	28.83	0.03	17.62	0.0	0.55	40.65	8.72	0.0	0.0	0.11	0.03	26.33	0.0	4.7	3.53	35.86	0.0	0.0	0.0	85.63	47.36	31.31	0.0	54.71	44.7	0.0	0.0	1.81	0.61	0.08	0.0	0.1	0.0	0.0	16.62	6.08	66.99	0.0	0.0	0.0	0.06	0.0	0.77	0.0	6.11	0.0	4.1	0.0	3.2	16.55	0.89	0.74	14.61	0.0	0.0	37.05	0.0	0.04	233.34	0.0	16.1	0.0	0.0	41.17	20.79	23.94	33.89	41.02	12.1	20.02	11.36	24.44	21.59	25.07	15.52	38.41	0.06	0.0	36.29	0.14	0.0	0.0	22.57	10.47	54.33	66.14
