	Chrna2_tdTpositive_cell_15	Chrna2_tdTpositive_cell_23	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_68	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_24	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_83	Htr3a_tdTpositive_cell_91	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_14	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_29	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Ntsr1_tdTnegative_cell_54	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_7	Sst_tdTpositive_cell_8	Sst_tdTpositive_cell_23	Sst_tdTpositive_cell_29	Sst_tdTpositive_cell_46	Sst_tdTpositive_cell_49	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_65	Sst_tdTpositive_cell_78	Sst_tdTpositive_cell_92	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Slc43a3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.19	0.0	0.0	0.0	0.0	0.0	0.12	0.51	0.71	0.84
Snora7a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.61	0.0	0.0	0.0	0.0	0.0	4.71	0.0	13.75	16.94	9.83
Sst	54779.79	110572.87	47293.26	52293.57	92299.24	48476.57	39954.99	58.01	0.0	1.85	72114.03	41248.39	0.0	0.0	79456.04	80147.45	45987.89	45687.49	57147.69	41946.67	50199.22	49702.56	68952.67	41941.87	5.96	63593.53	65451.11	55479.93	53524.63	52986.0	54018.45	54281.29	59257.22	56460.73	57846.93	50608.74	0.0	40924.0	33804.89	40020.56	78404.02	70180.73	33572.19	40569.83	41593.77	28297.12	60686.4	0.0	0.0	0.0	558.6	588.98	558.0
Ssxb5	1.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.18
Stag1	1.45	6.83	0.0	0.0	0.0	0.07	48.26	0.03	0.0	0.0	0.68	0.0	0.0	6.9	0.6	2.23	3.34	12.78	0.41	0.0	22.53	2.62	9.24	0.0	37.85	12.16	0.0	0.78	28.5	4.94	0.0	0.62	10.57	12.69	0.2	9.83	8.99	7.48	0.0	33.88	0.0	4.6	80.56	0.0	1.84	0.18	7.05	7.95	5.94	5.82	19.23	18.21	19.87
Stat4	0.0	0.0	0.0	0.0	19.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.75	0.0	0.0	0.0	0.0	0.0	0.0	155.06	96.97	0.0	0.0	34.04	1.7	0.0	0.0	1.52	1.12	1.33
Ston1	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.18	0.0	0.0	0.0	0.12	3.37	2.93	2.74
Tac1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.26	0.0	0.34	0.34	0.0	0.0	1.88	0.0	0.0	0.0	0.47	0.0	0.0	0.7	97.93	105.12	85.26
Tcp10b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.45	0.0	0.0	0.0	0.0	0.0	0.0	8.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.35	0.5
Tcp10c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0
Tdrd7	49.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88	0.0	0.0	0.0	21.43	12.84	0.0	2.94	0.0	8.91	3.23	4.08	26.23	2.2	13.06	0.0	88.91	0.0	0.0	0.0	0.0	6.01	4.39	7.68	28.08	27.4	27.41
Tgfbrap1	2.55	20.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.5	0.0	27.11	0.05	0.0	0.0	14.91	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.01	0.21	0.0	0.0	0.0	0.0	2.59	0.0	0.0	0.0	0.0	0.0	36.51	0.26	0.67	0.53	18.77	2.45	2.03	2.54	29.36	31.15	30.6
Tmem173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.42	0.0	0.0	0.33	0.0	0.0	0.0	0.24	0.62	0.0	0.0	0.11	0.0	0.15	0.0	0.0	0.0	0.61	0.0	0.0	0.24	0.0	0.13	0.15	1.84	3.89	3.89	4.04
Tnks	0.81	0.0	0.7	2.83	0.0	0.0	0.0	1.55	0.66	1.96	7.02	0.0	2.78	0.0	0.0	0.0	0.64	0.0	16.98	7.73	8.32	1.39	10.62	0.0	0.71	12.46	0.65	0.0	0.43	0.54	0.09	0.22	0.13	1.94	1.51	13.25	1.51	0.0	0.0	0.0	11.27	0.08	72.51	0.0	1.14	0.0	0.14	1.87	2.22	1.54	36.78	34.86	39.29
Tph2	0.0	0.0	0.0	0.78	0.0	15.53	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.05	0.0	0.0	0.0	0.0	0.0	96.63	0.0	0.0	0.0	49.05	0.0	0.0	0.13	1.2	1.1	1.44
Trim45	0.0	11.3	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	15.32	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	33.1	0.0	63.14	0.0	28.93	0.0	0.0	0.18	3.71	1.57	5.54	6.69	6.48
Tsc22d4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.76	0.0	0.0	0.0	0.1	22.89	0.0	0.03	0.4	0.0	0.0	18.95	0.0	0.0	0.0	0.0	0.0	4.65	0.0	25.15	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.03	0.0	0.0	0.0	0.0	1.08	0.29	3.4	42.94	47.98	46.93
Ttll12	0.0	0.0	0.0	5.96	0.35	0.0	0.0	0.0	0.0	0.27	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	30.76	4.78	9.27	0.0	0.0	0.07	0.0	0.0	11.17	0.0	0.0	0.0	0.0	0.07	19.04	0.0	0.0	0.0	0.0	39.68	0.0	0.12	0.0	8.85	1.42	2.27	1.65	10.33	11.32	9.88
Usp4	23.74	0.0	0.0	26.17	1.07	9.61	0.0	0.0	10.09	0.0	7.39	20.31	40.15	2.2	38.92	31.44	37.26	108.51	0.0	4.63	1.15	0.82	0.0	3.88	0.09	54.41	0.0	0.0	0.0	0.06	0.98	0.0	0.52	7.59	33.99	0.0	6.25	0.0	24.73	0.82	37.58	0.0	157.21	0.0	72.75	3.67	0.0	25.48	27.86	38.6	69.01	67.97	66.36
Vgf	30.91	7.72	24.11	19.33	5.33	0.63	0.0	3.26	1.68	0.0	35.11	45.56	0.0	2.78	12.92	29.24	22.72	18.33	39.99	29.21	5.21	7.83	41.0	12.61	0.0	10.38	8.62	1.66	4.0	8.84	22.89	6.08	46.78	6.75	10.55	19.92	12.9	31.12	39.63	23.21	45.98	40.29	80.33	14.63	54.4	65.0	38.44	2.69	5.13	6.81	199.85	211.88	211.88
Wars2	20.4	2.94	3.8	1.6	0.86	2.66	2.14	2.67	3.71	7.65	2.98	11.21	5.18	3.75	2.88	2.65	3.33	2.23	1.86	2.03	2.25	1.76	2.92	3.24	2.03	2.42	1.54	4.75	3.03	2.36	2.05	1.57	1.34	8.41	3.09	4.76	10.22	5.76	4.34	3.08	1.07	2.38	59.53	16.61	3.67	2.48	1.25	6.33	7.38	7.18	5.34	6.17	5.87
Zdhhc15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.23	1.12	0.0	0.0	0.0	0.0	0.27	23.2	0.0	0.0	0.0	0.0	0.0	0.0	19.05	0.0	0.14	0.0	0.0	0.0	0.0	0.0	33.76	0.0	5.78	0.0	0.0	7.45	3.03	3.99	6.32	5.7	6.17
Zfp52	0.0	59.17	0.0	0.0	0.62	0.0	0.0	0.03	0.0	0.12	0.52	0.57	0.56	1.82	2.26	6.8	0.05	0.0	35.85	1.96	0.0	0.0	0.0	0.0	0.0	0.0	4.83	0.07	0.23	0.0	0.0	0.0	0.0	0.1	0.0	0.0	5.07	77.97	0.0	0.0	0.33	0.0	122.89	0.16	0.0	0.0	0.1	6.96	1.74	3.49	2.67	2.66	3.14
Zfp72	0.0	1.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	45.49	0.0	0.0	0.0	0.0	48.1	0.0	0.0	18.62	182.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.19	0.0	0.0	0.0	93.07	0.0	210.11	0.0	0.0	0.0	0.0	8.92	9.43	16.23	3.55	3.63	4.89
Zfp777	0.14	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.11	0.0	0.0	0.53	0.0	0.0	2.41	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.22	0.0	0.0	29.3	0.0	0.0	0.61	0.0	0.48	2.76	1.34	21.37	25.05	23.75
Zfp870	0.17	40.68	28.67	0.0	0.09	0.0	0.59	0.39	0.41	0.32	0.0	0.19	0.0	0.0	0.3	0.08	0.31	0.07	0.06	0.08	0.0	15.34	0.0	0.0	0.89	0.0	0.04	4.18	0.05	0.0	0.21	2.61	36.32	0.36	0.14	0.18	0.38	0.0	5.09	49.79	0.08	0.25	50.16	0.09	0.18	0.27	1.74	7.45	4.14	8.45	5.5	5.5	6.1
c3_tRNA-Ala-GCA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.71	0.0	0.0	0.0	13.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.83	9.6	5.76
mt_AK159675	22.68	0.0	6.01	7.91	0.0	5.25	4.17	7.53	0.0	0.0	9.49	19.71	11.42	2.62	6.61	6.68	8.43	12.29	6.2	4.35	8.94	0.0	27.45	5.97	6.6	3.27	6.25	8.34	64.55	4.29	0.0	3.17	0.0	54.82	4.87	0.0	9.1	0.0	6.42	10.12	5.42	8.77	86.64	5.04	11.18	6.14	4.57	2.88	0.0	7.06	11.59	6.35	7.4
