	Gad2_tdTpositive_cell_43	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_10	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_9	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_26	Pvalb_tdTpositive_cell_29	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_47	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_75	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_8	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Tac2_tdTpositive_cell_8	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Usp12	0.0	7.47	11.22	11.3	0.41	0.0	2.66	0.0	33.39	15.67	1.7	0.0	7.52	0.0	0.0	0.0	0.0	0.0	0.0	19.39	4.79	0.0	0.09	0.28	20.39	0.0	0.0	13.54	30.34	0.0	0.0	0.0	15.97	13.03	0.0	0.0	0.0	0.0	0.0	0.0	4.11	48.88	50.75	47.0
Vash1	0.0	0.0	0.0	0.0	4.69	0.0	10.81	0.0	0.32	15.58	0.09	0.0	3.03	0.0	0.08	0.0	0.0	0.0	0.0	0.11	11.06	0.35	0.0	1.68	0.0	9.0	0.0	0.0	38.03	0.0	0.53	0.0	0.0	0.0	0.0	0.02	0.07	0.21	6.45	0.06	5.74	26.64	27.19	26.45
Vasn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	11.12	0.0	1.05	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.0	10.16	0.22	11.96	12.71	12.53
Vcan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	0.0	12.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	7.15	6.63	7.15
Wasf2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.58	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	11.67	11.02	11.29
Zfat	8.55	0.0	0.06	0.0	1.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02	0.0	35.26	0.0	0.0	5.62	0.0	0.0	8.92	0.0	0.0	4.51	1.77	0.0	1.48	3.74	3.31	3.68
Zfp219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	10.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.25	25.16	25.68	28.56
Zfp513	0.0	0.0	0.91	0.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.68	0.0	0.0	0.0	50.52	0.0	0.0	0.0	0.0	0.0	2.07	0.0	0.0	0.0	0.0	0.0	2.21	21.38	25.5	23.87
Zfp750	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.06	0.03
Zgpat	0.0	0.0	0.0	0.0	0.0	21.87	0.0	0.0	10.89	6.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.11	0.0	0.0	0.0	0.0	0.9	8.02	45.12	61.97	0.0	15.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37	67.24	65.8	69.88
c14_tRNA-Glu-GAG_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0
c17_tRNA-Ala-GCY_	0.0	0.0	28.99	17.12	0.0	0.0	0.0	0.0	0.0	25.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.73	0.0	15.83	0.0	16.6	0.0	0.0	35.84	0.0	11.33	310.29	0.0	31.86	0.0	0.0	0.0	0.0	0.0	0.0	24.53	0.0	19.91	0.0	47.72	21.62	33.42
c7_tRNA-Glu-GAG_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0
c9_tRNA-Glu-GAG_	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.85	0.0
