	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_9	Ctgf_tdTpositive_cell_10	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Ndnf_tdTpositive_cell_3	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_6	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_11	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_18	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_32	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_74	Rbp4_tdTpositive_cell_95	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_149	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_175	Rbp4_tdTpositive_cell_178	Rbp4_tdTpositive_cell_180	Rbp4_tdTpositive_cell_182	Rbp4_tdTpositive_cell_185	Rbp4_tdTnegative_cell_1	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_10	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_15	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Rbp4_tdTnegative_cell_21	Rbp4_tdTnegative_cell_22	Rbp4_tdTnegative_cell_23	Rorb_tdTpositive_cell_19	Rorb_tdTpositive_cell_54	Scnn1a.Tg2_tdTpositive_cell_20	Scnn1a.Tg3_tdTpositive_cell_100	Scnn1a.Tg3_tdTnegative_cell_2	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_6	Scnn1a.Tg3_tdTnegative_cell_8	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_12	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_21	Scnn1a.Tg3_tdTnegative_cell_23	Scnn1a.Tg3_tdTnegative_cell_24	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mir3060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.7	0.0	8.74
Mllt1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.57	223.45	0.0	0.0	14.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68	3.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	49.16	47.59	47.43
Mob1b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.18	0.0	0.13	0.0	2.81	0.0	8.78	32.86	5.86	179.42	0.0	0.0	3.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	16.4	13.75	17.67
Mpzl3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.46	0.0	0.0	0.0	1.34	0.0	0.0	0.0	0.06	0.0	417.79	0.12	0.0	0.04	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.7	0.0	0.09	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.45	3.25	3.88	4.78
Mtx3	0.0	0.0	0.0	0.0	0.0	0.0	1.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.31	0.0	0.0	0.0	23.25	12.31	3.49	0.67	26.16	11.5	428.25	0.0	12.53	30.47	0.05	0.04	258.78	0.05	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	2.21	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.54	28.24	27.21	27.6
Muc13	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.12	0.25	0.11	0.09	1.76	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.28	0.0	0.0	0.05	0.0	0.0	0.0	0.32	0.21	0.0	0.0	0.0	0.03	0.0	0.03
Mxra7	0.57	0.65	4.66	0.88	0.28	3.68	0.0	2.85	0.0	0.8	0.0	0.26	2.25	0.3	13.2	0.65	2.23	0.4	0.0	1.64	0.29	2.6	1.59	0.91	1.66	11.54	3.77	2.06	3.94	0.87	0.71	3.09	0.0	29.5	4.06	0.46	10.55	2.79	1.38	3.05	0.11	12.75	3.75	1.69	1.65	4.49	7.73	0.29	0.88	1.24	4.84	2.28	3.55	0.2	1.7	0.21	2.21	0.47	1.53	0.24	12.37	13.15	12.57
Myl6b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.26	129.8	0.0	0.0	0.0	0.0	0.0	0.0	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	23.55	26.98	24.06
Mylk4	0.0	0.1	0.83	3.5	0.09	0.17	1.3	0.47	0.08	1.07	0.59	0.24	2.37	0.74	0.0	0.74	0.86	1.16	2.83	5.75	2.31	2.25	2.29	1.7	1.41	13.73	2.5	3.55	1.88	0.76	0.54	0.0	0.0	3.11	0.39	0.0	0.0	0.0	1.2	0.14	0.15	3.33	1.76	2.51	2.36	3.21	5.07	0.35	0.14	2.36	0.0	0.44	1.87	0.0	1.23	0.8	0.0	0.17	0.42	0.94	0.62	0.92	0.77
Myo5a	0.07	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.04	0.04	0.03	0.0	0.0	0.0	0.06	0.0	3.75	69.6	51.98	55.26	6.13	26.63	40.12	112.75	106.26	14.58	18.58	18.61	13.4	0.23	0.24	0.0	0.0	0.0	0.0	0.13	0.06	0.0	0.02	0.05	0.25	43.38	0.09	59.71	154.62	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	35.88	147.23	132.38	154.8
Nkx1-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.14	2.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.13	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.15	0.0
Nlrp9b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0
Nsdhl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	574.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	226.52	79.39	8.95	0.0	0.0	0.09	20.53	0.0	0.75	0.26	152.24	103.81	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.82	281.95	0.0	0.25	77.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.09	0.0	34.62	22.27	23.88	25.2
Ntf5	1.09	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.22	0.0	0.14	4.75	0.5	0.0	0.1	0.17	0.13	0.0	0.75	0.0	0.0	0.13	0.0	0.23	0.18	0.34	0.09	0.81	0.08	0.0	0.0	0.67	0.0	0.0	0.42	0.26	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.25	0.25
Nudt18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.49	0.88	18.71	15.31	14.13	3.4	0.0	4.84	1.52	23.34	0.09	0.06	0.0	0.05	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	45.36	0.06	6.94	7.13	0.0	0.0	0.0	0.0	105.8	0.0	0.0	0.0	0.0	1.7	0.0	0.0	9.29	22.4	25.54	23.22
Odf3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.52	0.57
Olfr1217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	1.54	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Olfr1443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.14	0.0	0.0	0.31	0.0	0.08	0.0	0.05	0.06	2.48	0.0	0.0	0.17	0.08	0.0	0.0	0.15	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.04	0.33	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.18	0.09	0.26
Oscar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	311.47	0.0	0.0	0.0	0.0	0.0	0.0	0.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.48	0.19	2.62	2.42	2.93
Paqr6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	351.16	0.0	0.0	7.03	7.36	7.01
Pck1	0.0	0.0	0.15	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.66	0.0	0.19	0.0	0.0	0.31	0.38	0.11	0.0	0.22	0.0	0.0	0.0	0.0	0.34	1.17	0.0	0.07	0.0	0.43	0.5	0.0	0.49	0.0	0.0	0.0	0.6	0.0	0.0	0.0	1.4	0.0	0.48	0.0	0.07	0.14	0.12
Pde6c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.57	7.49	0.0	0.0	0.0	5.19	185.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8	0.94	0.11
Pilra	1.09	0.11	35.96	0.92	0.19	1.83	1.24	12.37	4.68	2.4	2.08	6.64	1.48	19.38	0.0	6.37	0.49	0.27	3.62	2.56	3.8	4.04	58.53	1.17	65.8	34.97	5.95	3.58	11.35	3.53	1.58	1.88	10.48	2.07	33.23	1.48	0.93	1.69	4.11	12.11	55.26	2.85	0.63	2.82	3.67	15.77	6.89	2.81	0.69	1.37	0.82	1.41	1.15	4.79	0.56	2.16	2.61	0.0	2.0	10.34	0.49	0.28	0.5
Pira6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0
Plagl1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.42	0.0	4.24	0.0	105.22	1.49	12.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.05	14.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.52	15.74	15.04	13.9
Plxna1	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.05	4.23	0.6	13.19	4.64	221.5	0.41	2.85	0.07	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.07	8.83	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	35.88	37.83	38.57
Pnp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	1.42	1.96	0.47	0.0	0.0	2.38	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	3.34	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	138.23	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	1.15	6.39	7.59	4.28
Ppp1r3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	0.0	0.08	0.01	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.03	0.01
Psg25	0.0	0.0	0.0	0.0	0.0	0.15	0.61	0.15	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.0	0.0	0.0	0.48	0.29	0.75	0.16	0.69	0.26	10.5	1.56	0.45	0.64	0.47	0.08	1.52	0.11	0.25	0.0	0.0	2.71	0.28	0.0	1.25	0.07	0.22	4.7	0.67	0.23	2.38	0.98	0.33	0.0	0.33	0.61	0.17	0.26	0.31	0.0	0.27	0.0	0.27	0.0	0.11	0.17	0.03	0.15
Psg27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.05	0.0
Qrich2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.04	0.0
Rab23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.97	0.54	24.36	0.0	0.5	9.59	0.0	0.0	0.0	16.05	0.08	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.53	17.42	17.23	15.6
Rangap1	0.11	0.0	0.0	0.0	1.18	0.78	0.3	0.5	1.04	0.19	1.28	0.65	0.44	0.45	0.0	0.15	2.45	0.69	0.22	91.21	75.33	63.71	86.39	46.2	68.12	8.59	118.59	50.14	38.26	18.84	0.93	1.83	1.05	0.54	3.33	0.58	1.85	0.31	0.37	2.68	0.15	2.36	0.73	117.99	1.73	298.35	57.87	0.34	0.32	0.93	0.0	0.93	0.85	0.22	0.24	0.05	1.46	0.61	0.0	52.42	179.52	193.72	182.24
Raver2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.51	1.38	0.0	15.71	5.22	0.0	0.0	0.14	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	15.78	14.93	14.76
Rbm24	0.0	0.0	0.0	0.0	80.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	4.91	0.58	27.01	0.0	34.41	32.18	261.12	0.0	24.74	0.45	19.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.76	0.0	36.37	124.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	20.02	17.81	14.33
Rorc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.34	1.45	1.26
Rp9	0.0	0.0	0.0	366.13	1.01	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.85	26.34	2.19	0.0	2.11	9.12	238.89	143.99	0.0	1.19	5.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.29	0.0	0.0	0.0	0.0	0.0	13.27	2.44	0.0	0.0	0.0	5.54	0.0	49.86	0.0	0.0	0.0	0.0	1.45	0.0	11.92	44.69	49.25	45.6
Rtp1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.33	0.16
Rundc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.83	33.51	0.0	0.0	3.05	285.3	0.0	0.0	23.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	11.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.03	38.86	42.22	35.88
Ryr3	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31	35.01	24.63	0.49	8.94	4.59	103.89	17.15	0.0	11.08	0.06	0.0	0.0	0.04	10.98	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	31.44	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39	17.2	14.47	16.42
Sept3	0.0	0.0	0.0	0.0	0.0	0.75	0.0	0.1	0.0	0.0	0.0	0.09	0.0	0.37	0.0	0.0	0.0	0.15	0.09	41.64	8.83	48.16	87.15	51.47	35.96	4.11	8.86	49.01	55.29	11.5	0.2	1.48	1.07	0.61	0.45	0.0	1.12	0.12	0.34	0.38	0.7	0.26	0.36	22.76	0.66	260.72	165.83	0.11	0.19	0.48	0.0	0.11	0.0	0.47	0.0	0.03	0.0	0.0	0.06	103.32	270.67	257.5	265.53
Sh2d5	0.0	0.08	1.37	0.3	0.0	0.0	0.0	0.74	0.15	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.2	0.22	0.38	20.88	38.55	0.1	15.99	10.91	19.72	714.6	57.52	42.74	44.97	5.68	0.0	0.23	0.0	0.0	0.0	0.0	0.54	0.28	0.0	0.0	0.0	0.0	0.73	26.89	0.0	19.77	389.38	0.0	0.34	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	27.02	82.4	82.0	81.33
Sik3	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.94	32.26	0.0	2.56	22.04	11.48	0.0	14.58	0.0	7.04	0.05	0.0	0.0	0.0	77.22	0.0	0.97	0.0	0.0	0.06	0.0	0.0	0.0	3.05	20.1	0.11	0.0	38.79	0.0	0.0	0.0	0.0	240.71	0.0	9.76	0.1	2.72	0.0	32.74	0.0	3.55	53.53	56.24	58.89
Slc25a34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.49	5.69	5.58
Slc43a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	296.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.04	0.2
Slc5a8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.03	0.08
Snord116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77	12.39	3.1	19.25	0.0	9.2	16.83	4.89	5.01	11.84	8.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	10.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.15	1.9
Snord116l1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77	12.39	3.1	19.25	0.0	9.2	16.83	4.89	5.01	11.84	8.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	10.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.15	1.9
Snord116l2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77	12.39	3.1	19.25	0.0	9.2	16.83	4.89	5.01	11.84	8.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	10.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.22	1.15	1.9
