	Calb2_tdTpositive_cell_17	Calb2_tdTpositive_cell_21	Calb2_tdTpositive_cell_34	Calb2_tdTpositive_cell_37	Calb2_tdTpositive_cell_38	Calb2_tdTpositive_cell_40	Calb2_tdTpositive_cell_49	Calb2_tdTpositive_cell_52	Calb2_tdTpositive_cell_54	Calb2_tdTpositive_cell_56	Calb2_tdTpositive_cell_62	Cux2_tdTnegative_cell_1	Gad2_tdTpositive_cell_14	Gad2_tdTpositive_cell_15	Gad2_tdTpositive_cell_19	Gad2_tdTpositive_cell_23	Gad2_tdTpositive_cell_29	Gad2_tdTpositive_cell_34	Htr3a_tdTpositive_cell_14	Htr3a_tdTpositive_cell_27	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_36	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_48	Htr3a_tdTpositive_cell_76	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_104	Ndnf_tdTpositive_cell_20	Rbp4_tdTpositive_cell_165	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_34	Vip_tdTpositive_cell_40	Vip_tdTpositive_cell_45	Vip_tdTpositive_cell_48	Vip_tdTpositive_cell_50	Vip_tdTpositive_cell_51	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_63	Vip_tdTpositive_cell_65	Vip_tdTpositive_cell_67	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ttn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	1.23	0.0	0.0	2.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	1.38	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.14	0.05	0.08
Tulp3	0.78	3.81	0.25	0.13	1.5	0.36	69.78	0.11	0.22	0.0	0.73	0.56	0.0	1.23	0.31	0.0	0.41	0.13	0.65	1.7	0.0	0.59	1.48	0.79	0.19	0.66	0.0	0.0	2.73	0.45	1.18	0.67	69.9	0.48	2.5	1.82	1.52	58.59	0.13	0.87	1.03	2.46	14.82	15.52	13.9
Unc45a	0.0	0.0	0.0	0.0	5.85	0.0	0.0	8.01	0.0	0.0	1.32	73.19	1.36	0.0	0.0	9.37	0.0	0.0	0.0	0.0	74.46	0.0	0.0	0.0	0.3	0.0	0.0	0.0	11.55	0.0	0.0	0.0	0.0	0.0	7.04	0.0	0.0	0.51	0.0	3.15	6.45	2.65	26.91	25.32	22.3
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Vezt	67.26	224.26	12.49	2.3	9.05	0.0	7.19	134.37	0.0	0.0	3.43	0.0	0.14	24.6	0.0	0.0	56.6	5.8	16.93	0.25	82.84	33.34	9.73	2.8	0.0	0.0	0.0	0.0	30.47	6.32	0.0	13.76	12.31	6.29	0.0	2.57	14.27	0.24	49.9	16.83	20.34	21.53	30.2	29.5	31.65
Vip	18420.92	13091.11	3605.61	7623.25	32658.1	48402.26	12114.52	19652.48	35690.76	17703.69	6734.09	10333.11	13388.22	9542.88	10087.34	16911.4	6204.4	42738.55	39789.49	34420.5	53179.5	32676.37	46837.05	32241.62	13572.24	0.65	0.0	0.0	364.43	6792.43	10451.16	10049.62	7957.27	13189.75	10299.76	13415.11	15582.92	16090.83	9155.59	7903.5	5786.23	0.0	44.81	42.4	44.71
Vps18	0.0	0.0	0.0	3.92	95.56	0.0	0.0	0.0	0.0	0.0	19.27	0.0	0.0	0.0	0.0	0.0	0.0	78.8	13.99	0.0	0.0	0.48	3.69	0.0	18.84	0.0	0.0	0.0	0.95	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	137.04	0.0	0.0	0.39	5.27	36.09	37.32	35.69
Vps36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.73	341.54	51.11	0.0	184.58	0.0	0.0	92.75	0.0	214.83	0.0	0.0	34.92	0.0	0.0	0.0	0.0	0.0	0.0	26.65	87.71	68.56	9.27	177.34	23.14	0.0	0.0	0.0	7.55	0.0	0.0	0.0	46.0	27.49	23.23	24.25
Wbscr25	0.0	116.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.45	0.39
Zcwpw1	0.0	184.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.21	0.0	39.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	11.82	29.34	0.0	0.0	0.0	35.36	0.0	0.0	24.82	19.45	0.0	0.0	0.0	3.92	6.0	6.45	5.5
Zfand3	0.0	55.91	0.0	0.0	0.0	6.08	0.0	9.44	0.0	0.0	1.51	0.0	0.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.73	0.0	0.0	0.0	0.0	0.0	24.82	0.0	0.0	0.0	0.0	0.0	0.0	3.05	55.03	62.08	56.61
Zfp169	0.0	113.78	0.0	0.0	0.0	6.63	0.0	0.0	0.0	0.1	0.15	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	10.65	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	2.66	8.57	7.91	8.24
Zfp354a	0.0	0.39	0.41	16.75	0.1	0.0	111.23	0.77	0.0	0.0	0.15	0.0	0.31	0.0	0.0	0.09	0.13	0.11	0.0	0.0	0.0	0.29	0.03	0.1	0.05	0.05	0.22	0.0	5.08	0.36	0.22	0.2	1.1	0.09	0.49	0.0	0.02	0.54	0.34	0.0	0.14	10.9	6.07	5.51	5.1
Zp3r	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.05	0.05
c8_tRNA-Leu-CTG	0.0	8.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
