	Calb2_tdTpositive_cell_9	Chrna2_tdTpositive_cell_51	Cux2_tdTpositive_cell_57	Cux2_tdTpositive_cell_65	Cux2_tdTpositive_cell_74	Cux2_tdTpositive_cell_91	Cux2_tdTpositive_cell_96	Cux2_tdTnegative_cell_14	Gad2_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_30	Nr5a1_tdTpositive_cell_36	Nr5a1_tdTpositive_cell_43	Nr5a1_tdTpositive_cell_44	Nr5a1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_6	Ntsr1_tdTpositive_cell_16	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_31	Ntsr1_tdTpositive_cell_32	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_60	Ntsr1_tdTpositive_cell_75	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_127	Rbp4_tdTpositive_cell_134	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_182	Rbp4_tdTpositive_cell_183	Scnn1a.Tg2_tdTpositive_cell_2	Scnn1a.Tg3_tdTpositive_cell_92	Scnn1a.Tg3_tdTpositive_cell_105	Slc17a6_tdTpositive_cell_28	Slc17a6_tdTpositive_cell_30	Slc17a6_tdTpositive_cell_31	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_9	CAV_LP_Ipsi_tdTpos_cell_21	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_31	CAV_LP_Ipsi_tdTpos_cell_32	CAV_LP_Ipsi_tdTpos_cell_33	CAV_LP_Ipsi_tdTpos_cell_35	CAV_LP_Ipsi_tdTpos_cell_36	CAV_LP_Ipsi_tdTpos_cell_37	CAV_LP_Ipsi_tdTpos_cell_39	CAV_LP_Ipsi_tdTpos_cell_42	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Tas2r137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.1	0.1
Tbc1d10c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.07	0.0	9.67	0.0	0.0	0.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.87	1.86	2.22
Tbc1d9b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	3.64	53.1	0.0	2.27	0.0	0.07	0.0	29.88	0.0	0.0	0.0	0.0	0.08	2.0	0.49	0.0	2.71	12.21	0.11	9.36	0.0	0.0	1.43	0.8	0.0	2.3	2.18	3.89	3.89	1.77	8.03	4.56	7.83	4.37	3.21	6.35	0.0	0.0	0.0	0.0	24.13	0.0	11.93	0.0	0.0	0.05	1.12	0.0	27.1	0.0	0.28	35.27	102.92	106.91	109.57
Tmem180	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.11	0.0	0.0	0.17	0.0	3.2	0.0	9.92	23.85	1.58	0.86	0.0	1.29	0.0	0.0	0.0	1.56	6.15	3.29	12.5	20.22	4.55	13.37	5.57	1.05	3.33	7.19	2.93	0.0	0.0	0.0	0.11	0.0	31.07	0.0	0.0	0.44	0.0	0.0	0.0	0.0	0.0	0.0	23.52	25.51	26.07
Tmprss7	0.0	0.0	0.0	0.0	434.67	0.0	0.0	0.0	0.0	0.0	0.0	107.79	0.0	55.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.23	0.34	0.23	0.0	116.76	0.0	0.0	0.0	83.91	8.66	0.0	0.0	0.0	0.23	0.0	0.19	7.88	3.58	0.13	2.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.84	0.0	0.0	0.0	1.91	2.48	1.93
Tpk1	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.34	0.0	0.0	0.0	0.47	9.73	0.0	0.03	0.16	0.0	0.0	0.0	0.0	0.0	0.0	3.05	0.11	0.0	7.65	0.7	0.13	4.89	0.0	0.21	0.0	0.0	0.0	0.17	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.47	1.96	2.42
Trim30a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.04	0.07	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	2.2	1.31	1.52
Trmt2b	0.35	0.0	0.21	0.33	0.45	0.0	0.22	0.0	151.21	0.0	0.0	0.04	0.1	0.12	0.12	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.05	0.0	57.01	0.84	7.78	58.99	1.52	0.17	0.09	0.55	0.44	0.0	0.19	0.11	0.0	1.72	9.04	7.06	7.63	6.88	0.06	5.38	5.57	6.85	0.21	0.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.25	0.81	0.18	0.1	0.16	0.13	8.54	11.71	9.89
Trpm4	1.27	5.13	0.0	0.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	24.88	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.03	0.07	1.25	0.0	0.0	0.0	0.0	0.0	6.06	3.18	0.67	3.83	2.66	2.08	1.44	5.59	3.0	3.68	2.92	0.0	0.0	0.0	0.0	0.0	0.0	9.52	25.88	0.0	0.0	0.1	0.0	0.0	0.0	17.88	0.0	9.98	9.61	9.1
Txlna	6.72	0.0	43.63	0.0	0.17	0.1	32.44	0.0	24.76	0.0	0.0	0.0	0.04	0.0	0.09	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.47	1.57	0.48	0.0	0.32	40.21	0.92	0.28	0.11	0.08	10.16	0.0	0.0	4.7	6.68	6.92	3.74	14.84	7.65	9.96	6.75	2.72	5.0	2.62	0.0	1.16	28.8	0.0	0.05	0.0	0.0	1.86	0.0	0.0	0.0	0.0	0.0	1.94	0.0	0.0	30.84	31.54	29.7
Usp54	0.0	0.0	0.11	0.07	0.0	0.0	0.0	0.0	0.0	1.33	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51	0.0	14.93	0.0	4.56	24.97	0.09	0.02	0.0	0.0	0.0	0.0	0.0	1.35	2.64	1.49	0.0	5.02	2.33	2.1	0.91	3.58	2.56	2.16	0.0	2.68	0.0	0.04	0.0	0.0	0.0	0.0	50.16	4.13	22.64	0.0	0.0	0.0	0.0	0.0	27.66	27.02	29.89
Vax2os2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.07	0.07
Wdsub1	0.0	0.81	0.0	0.0	0.0	0.19	0.0	0.22	0.0	0.0	0.0	1.28	0.19	0.0	0.0	0.0	0.0	0.0	1.66	0.0	0.18	35.12	0.0	0.0	0.1	0.0	0.17	0.61	0.37	0.0	5.44	1.96	0.11	0.3	0.42	0.0	0.0	1.45	6.76	7.8	0.15	7.26	6.49	0.12	0.48	6.46	2.98	4.01	0.0	0.73	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	11.8	12.36	12.9
Xk	0.0	0.0	10.56	0.08	0.0	0.1	0.16	0.06	0.09	0.0	0.0	0.06	0.01	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.12	0.0	0.0	0.88	0.69	13.89	0.1	0.11	0.1	0.23	0.0	0.16	0.18	0.35	2.71	0.63	0.2	2.35	0.4	5.05	1.74	3.57	1.61	0.35	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	7.92	8.49	0.0	0.0	12.74	11.89	12.9
Zfp192	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.04	0.03	0.0	1.49	0.2	0.15	18.31	0.04	0.03	0.14	0.0	0.11	2.65	6.29	2.51	1.82	7.2	11.81	2.3	1.08	1.54	2.49	4.11	0.0	0.06	1.83	0.0	0.03	0.0	0.03	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	11.14	9.78	11.31
Zfp605	5.03	2.6	11.63	9.11	115.12	8.19	6.89	93.47	14.93	2.0	94.02	1.54	8.37	4.17	11.61	16.8	3.64	0.58	4.73	7.37	1.86	2.78	3.84	2.75	6.72	2.48	38.58	15.08	17.33	14.0	16.76	3.75	7.35	15.99	9.48	10.58	3.61	16.62	8.41	12.4	13.19	31.17	21.51	34.98	20.29	15.78	14.61	20.23	13.33	13.62	7.1	12.56	10.51	14.31	7.16	7.04	6.85	6.54	48.99	11.14	30.18	51.71	9.13	146.26	10.33	7.53	10.36
c2_LSU-rRNA_Hsa	75.13	31.49	23.63	71.99	143.18	78.66	9.15	16.77	15.45	31.52	26.0	50.06	87.3	120.71	51.71	69.39	36.92	27.21	55.06	43.14	29.34	28.33	90.16	69.57	118.16	85.42	84.02	15.41	131.72	168.23	133.23	132.01	100.77	101.02	79.18	21.23	23.99	76.73	144.16	148.46	139.96	74.06	159.74	136.75	141.18	332.64	381.58	411.52	34.93	43.53	22.5	89.18	37.38	91.98	57.87	92.92	78.06	45.33	89.86	24.15	102.34	27.93	23.17	41.02	267.85	257.53	283.64
