	Calb2_tdTpositive_cell_16	Calb2_tdTpositive_cell_40	Calb2_tdTpositive_cell_41	Calb2_tdTpositive_cell_44	Calb2_tdTpositive_cell_54	Calb2_tdTpositive_cell_57	Calb2_tdTpositive_cell_59	Chrna2_tdTpositive_cell_1	Ctgf_tdTpositive_cell_4	Ctgf_tdTpositive_cell_6	Gad2_tdTpositive_cell_15	Gad2_tdTpositive_cell_33	Gad2_tdTpositive_cell_34	Gad2_tdTpositive_cell_45	Gad2_tdTpositive_cell_54	Gad2_tdTpositive_cell_79	Htr3a_tdTpositive_cell_21	Htr3a_tdTpositive_cell_23	Htr3a_tdTpositive_cell_31	Htr3a_tdTpositive_cell_34	Htr3a_tdTpositive_cell_41	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_47	Htr3a_tdTpositive_cell_52	Htr3a_tdTpositive_cell_56	Htr3a_tdTpositive_cell_68	Htr3a_tdTpositive_cell_81	Htr3a_tdTpositive_cell_104	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_7	Ndnf_tdTpositive_cell_15	Ndnf_tdTpositive_cell_20	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_59	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_182	Scnn1a.Tg3_tdTpositive_cell_102	Vip_tdTpositive_cell_4	Vip_tdTpositive_cell_6	Vip_tdTpositive_cell_8	Vip_tdTpositive_cell_9	Vip_tdTpositive_cell_20	Vip_tdTpositive_cell_25	Vip_tdTpositive_cell_26	Vip_tdTpositive_cell_27	Vip_tdTpositive_cell_29	Vip_tdTpositive_cell_31	Vip_tdTpositive_cell_37	Vip_tdTpositive_cell_44	Vip_tdTpositive_cell_47	Vip_tdTpositive_cell_49	Vip_tdTpositive_cell_51	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Slc45a1	19.96	0.0	0.0	0.0	28.95	217.85	35.77	0.0	0.0	0.0	0.0	0.64	0.14	48.87	10.71	0.0	16.35	0.0	1.37	0.0	168.24	0.0	90.83	70.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.22	9.13	21.86	21.68	23.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.49	0.0	151.51	191.53	0.0	16.42	0.0	0.0	32.23	35.06	16.67	11.03	34.46	45.34	47.22	46.98
Slc8a1	0.02	0.0	30.45	0.03	0.0	33.92	2.17	25.38	0.0	0.0	22.82	0.04	0.0	0.0	0.09	0.0	0.0	1.01	36.78	11.56	32.93	0.0	0.0	26.93	0.0	0.1	4.19	0.03	0.0	0.0	9.7	0.0	20.57	31.7	35.32	30.32	20.49	0.0	0.0	5.83	0.0	22.48	1.71	21.97	27.57	3.15	14.29	0.0	0.09	105.18	15.17	0.12	35.87	22.68	33.96	29.78	30.49	45.22	37.06	47.99
Slco2a1	0.0	0.0	0.0	0.0	0.0	63.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.12	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	1.25	1.46
Slitrk4	101.81	0.0	0.7	57.91	174.78	297.8	113.48	36.41	0.0	0.0	116.46	52.22	0.09	147.96	0.0	15.51	0.0	0.0	0.0	0.0	136.98	115.5	0.0	85.25	3.68	231.9	0.0	0.0	0.0	0.0	250.64	0.0	31.02	114.14	26.61	30.15	0.85	0.0	0.0	0.0	0.0	41.42	0.0	0.0	0.0	0.0	103.32	22.91	0.0	112.75	0.25	0.0	23.25	26.1	30.8	34.23	24.72	20.02	17.36	22.27
Sox5	0.0	0.0	108.39	0.0	0.05	133.82	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.0	0.0	0.06	0.0	0.0	0.0	0.06	0.0	0.09	0.0	18.17	0.0	0.0	0.05	0.0	10.41	9.47	2.32	0.15	0.19	0.0	0.08	0.0	0.0	0.0	0.11	25.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.98	16.51	8.66	8.04	7.67	16.24	14.52	15.03
Spg7	13.03	0.0	13.67	0.0	0.0	245.41	1.07	9.23	0.0	0.0	18.34	19.36	34.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.79	0.0	0.0	0.0	0.0	6.35	0.0	8.52	0.29	174.98	25.98	0.0	0.0	0.0	43.02	0.0	15.17	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	3.99	8.05	7.48	16.98	7.21	47.8	50.77	49.5
Sqstm1	0.71	330.88	200.21	565.43	523.76	804.78	45.58	17.47	0.17	258.27	324.04	72.68	0.88	218.15	72.11	338.81	430.37	55.34	399.9	197.35	180.14	412.47	171.19	140.62	499.01	205.48	0.25	0.0	704.38	0.0	61.85	0.0	123.18	280.91	138.17	273.72	269.44	277.44	81.44	109.75	387.98	557.02	2.2	295.71	178.39	189.03	164.93	685.17	438.37	382.09	108.71	15.08	84.37	83.88	101.96	93.45	105.36	475.31	516.54	466.69
Strada	0.06	1.01	1.48	2.59	0.15	299.52	0.08	120.47	0.29	0.0	0.33	0.96	1.41	0.56	0.0	396.06	2.14	0.41	0.45	1.33	0.71	0.06	0.58	0.41	5.77	1.2	0.0	0.0	0.0	0.35	0.0	0.0	30.25	78.8	8.24	1.45	109.88	94.7	0.49	0.36	139.36	0.6	0.17	0.0	253.35	0.2	0.42	0.58	0.0	6.27	0.22	0.0	6.69	31.43	13.48	18.76	14.43	25.68	27.12	25.96
Syt10	0.08	37.3	0.0	0.0	0.0	376.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	51.1	13.57	13.76	12.36	9.15	8.11	7.84
Taz	0.0	0.0	0.0	0.0	0.0	285.39	0.0	123.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.46	0.0	0.19	0.0	0.0	0.0	4.09	0.0	0.0	0.0	0.0	8.64	47.53	26.42	21.98	0.0	0.0	0.0	17.5	0.0	0.0	40.68	0.0	167.05	0.0	52.91	0.0	0.0	0.0	0.0	0.0	6.75	18.1	14.99	15.03	18.01	48.03	48.91	47.98
Tfap2b	0.03	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.13	0.15	0.0	0.0	0.0	0.0	0.32	0.0	0.08	0.0	0.0	0.0	0.0	0.07	0.32	0.27	0.0	0.13	0.12	0.25	0.0	0.07	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.11	0.49	0.48	0.38
Tmem183a	0.0	0.0	0.0	0.0	0.0	184.4	155.21	0.0	0.0	0.0	0.0	0.0	13.64	0.0	76.33	0.0	0.0	2.3	2.27	57.4	9.99	0.0	0.0	30.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.25	6.93	22.16	0.32	0.0	0.0	24.89	0.0	8.61	0.0	0.0	119.02	6.22	0.0	1.05	0.0	0.0	0.0	0.15	0.14	25.19	11.45	17.94	11.48	23.38	49.67	47.14	47.05
Tmem33	86.14	0.0	41.86	13.26	0.81	264.42	6.95	63.29	0.0	0.0	0.0	0.0	113.98	102.73	51.37	192.4	197.83	1.16	0.65	0.0	47.0	60.83	40.84	0.82	0.0	89.34	0.09	0.0	0.0	0.0	53.76	0.0	20.56	35.76	35.3	9.85	85.52	37.77	0.77	0.1	0.0	160.69	91.17	0.08	12.11	150.5	61.55	0.0	164.3	3.32	0.0	3.82	53.19	33.33	25.39	23.13	20.33	49.14	46.1	50.54
Tnfsf12	0.0	0.0	0.0	0.0	36.16	124.61	0.0	0.0	0.0	0.0	35.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.69	63.86	0.0	0.0	0.0	0.0	0.0	9.14	9.99	10.76
Tnks1bp1	0.0	0.0	0.0	0.0	0.0	26.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.46	0.0	0.0	0.0	0.0	1.02	0.0	0.0	0.0	0.0	0.0	0.0	7.44	1.29	0.7	0.0	0.0	1.94	0.0	0.0	0.0	0.0	3.83	0.0	0.0	3.03	0.0	11.03	0.0	0.0	0.0	4.28	2.35	0.99	0.89	0.84	38.59	39.9	41.15
Trem1	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03
Trim46	0.1	0.0	0.0	5.74	0.0	115.55	31.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49	1.29	0.0	5.11	0.0	34.29	4.55	0.0	0.0	0.0	0.71	0.0	0.0	11.81	0.0	6.64	15.3	19.55	49.13	6.47	0.0	0.0	0.0	3.79	0.0	0.29	0.33	3.78	0.0	0.0	0.0	0.19	1.62	0.0	0.0	7.38	9.01	6.17	6.7	6.33	74.11	77.53	76.37
Tsen34	0.0	0.0	0.41	0.0	117.0	205.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	2.15	0.0	0.26	0.0	1.82	0.0	0.0	1.34	0.0	52.17	33.67	15.5	0.62	19.38	0.0	0.0	73.22	0.0	77.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.5	21.56	140.4	0.69	6.74	0.15	1.56	2.06	10.14	80.47	82.64	80.22
Tspan18	0.04	0.0	0.15	0.0	0.1	262.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.35	0.26	0.13	0.13	0.0	0.12	0.0	0.0	0.0	0.0	0.14	0.0	0.24	0.66	0.0	0.45	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.46	3.35	4.13
Ube2d1	137.22	0.0	0.0	0.29	0.0	202.68	0.0	115.68	0.0	0.0	0.0	2.35	219.43	0.0	0.0	0.0	2.83	0.0	151.51	0.0	176.07	0.0	29.56	8.06	0.0	0.0	0.0	0.0	14.29	0.0	134.84	0.0	9.73	25.74	61.99	93.53	1.36	0.0	0.0	1.12	0.0	109.54	0.0	2.53	0.0	6.45	0.0	55.6	0.0	0.0	0.0	0.0	12.83	37.49	5.96	17.66	13.61	76.46	75.85	68.04
Ubr7	0.0	0.0	0.0	0.0	3.72	306.39	0.0	100.23	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68	20.14	3.1	0.0	47.13	8.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.93	0.0	0.0	17.58	25.35	22.88	14.16	14.18	37.63	37.28	35.69
Unc13a	1.55	0.15	7.05	5.86	13.41	16.27	9.91	7.82	0.0	0.0	25.82	3.39	3.42	4.98	6.05	5.81	5.48	2.42	10.18	0.86	7.5	4.89	47.75	9.52	4.06	40.7	0.0	3.24	0.0	0.0	3.97	0.0	3.87	3.32	16.25	16.01	2.89	0.11	8.25	11.11	8.72	6.78	4.14	3.64	2.11	2.1	5.95	3.9	5.32	3.42	1.58	2.17	9.95	5.16	14.56	13.86	12.99	173.28	162.24	184.32
Vwa5b1	0.0	0.0	0.0	0.0	0.0	19.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	1.42	2.1
Wdr54	0.0	0.0	0.0	0.0	0.0	365.09	0.0	174.53	0.0	0.0	298.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	235.6	0.0	0.0	0.0	0.0	69.85	0.0	0.0	0.0	0.0	0.0	0.0	114.58	5.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	238.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.19	107.72	36.01	68.55	58.3	18.99	22.21	18.71
Wdyhv1	0.98	0.0	0.0	0.0	0.0	336.04	136.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.06	127.76	26.41	1.36	181.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.53	0.0	203.11	0.0	0.0	0.0	12.99	56.25	25.61	29.79	29.26	23.23	23.31	20.38
Xirp2	0.0	0.0	0.0	0.0	0.0	2.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.2	0.04	1.1	80.94	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.17	0.51	0.52	0.67
Xkr8	0.06	0.0	0.82	0.2	25.97	141.01	0.4	0.0	0.11	0.09	0.0	0.0	0.1	0.53	0.0	0.3	0.55	0.44	0.0	0.0	1.02	0.17	0.32	0.41	0.02	0.85	24.03	0.51	325.59	0.17	47.39	0.0	6.19	0.35	0.37	0.95	0.58	0.0	0.61	1.33	0.86	0.48	0.09	0.45	0.19	0.24	0.8	0.36	0.72	0.52	0.0	0.15	0.22	0.35	0.15	0.2	0.52	2.81	3.24	3.47
Zfp605	7.35	3.21	4.79	10.09	5.61	325.98	8.01	128.87	2.92	0.0	6.54	9.23	8.51	10.61	9.34	174.5	12.64	4.48	7.93	225.51	7.65	20.32	215.54	14.81	5.1	5.66	3.72	11.5	7.14	9.38	1.72	5.84	12.38	11.55	17.33	14.0	14.35	42.07	7.92	41.37	5.91	8.26	9.01	4.59	4.38	3.13	7.07	5.95	9.66	8.16	9.45	8.71	31.17	20.29	15.78	14.61	20.23	10.33	7.53	10.36
Zrsr1	0.16	0.0	0.0	0.0	54.01	147.89	9.56	0.0	0.0	0.0	0.0	0.0	52.97	86.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.3	0.0	68.13	7.92	0.0	0.05	0.0	2.07	0.0	23.72	43.69	2.97	4.63	7.22	0.0	0.0	5.94	3.87	0.0	11.85	0.13	10.59	0.0	5.77	47.77	0.0	60.04	0.0	0.0	9.62	5.8	13.24	9.14	6.52	41.78	40.88	38.0
Zscan12	0.0	0.0	0.0	0.3	0.0	138.43	0.0	0.0	0.08	0.21	0.0	0.0	0.0	0.0	0.0	0.36	5.64	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.11	0.0	5.24	3.11	0.06	4.54	0.21	0.09	0.11	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	16.03	0.0	0.1	3.43	9.01	3.22	3.1	4.89	4.43	3.76	4.77
c10_5S	0.0	0.0	0.0	0.0	0.0	467.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.52	0.0	0.0	303.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.44	12.27	0.0	4.77	0.0	146.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.77	5.34	3.51	0.0	0.0	0.0	5.15	6.35	5.7
c19_LSU-rRNA_Hsa	0.0	0.0	1.85	0.0	4.87	15.29	0.0	0.0	0.0	2.22	0.0	0.0	0.0	0.0	0.0	0.0	3.04	0.0	0.0	3.31	0.0	0.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.15	0.0	0.0	0.0	0.0	0.55	3.09	7.83	0.0	0.0	2.36	0.0	0.0	0.0	2.63	1.2	0.0	0.0	0.0	0.0	6.86	0.0	0.0	0.0	0.0	1.15	2.4	2.46	0.0	7.19
c9_tRNA-Lys-AAG	0.0	0.0	0.0	0.0	0.0	24.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.56	0.0	0.0
mt_AK153747	8.52	0.0	0.0	0.0	0.0	289.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.63	0.0	31.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.55	47.43	24.48	0.0	303.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.48	255.01	0.0	0.0	0.0	0.0	26.22	0.0	0.0	0.0	0.0	634.98	1067.91	1205.94
