	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_26	Chrna2_tdTpositive_cell_28	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Cux2_tdTpositive_cell_98	Gad2_tdTpositive_cell_18	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_49	Gad2_tdTpositive_cell_64	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_1	Htr3a_tdTpositive_cell_83	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_20	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_25	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_58	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_64	Nos1_tdTpositive_cell_70	PvalbF.Gad2_tdTpositive_cell_31	Rbp4_tdTpositive_cell_165	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_63	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_80	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Slc43a2	1.77	0.04	0.29	0.0	8.81	0.06	0.26	0.11	5.69	1.49	0.2	15.42	5.59	0.04	0.04	0.67	0.26	0.04	0.03	0.0	0.06	8.36	0.35	0.04	0.19	0.72	0.79	0.0	13.88	0.12	0.0	0.7	14.67	23.77	6.24	3.94	0.0	3.57	0.41	0.08	7.32	0.08	1.0	0.1	12.97	1.81	3.3	1.68	25.54	27.71	30.42
Slitrk1	0.0	0.0	0.0	14.7	18.31	0.0	0.0	0.0	0.0	0.0	98.47	70.56	0.0	0.0	0.0	2.45	9.13	0.03	28.0	0.0	0.0	3.87	60.32	0.0	0.0	0.07	0.0	8.12	59.81	13.49	15.31	22.24	33.15	22.29	3.6	10.04	0.0	10.09	12.2	0.0	0.0	0.56	18.1	10.99	25.05	48.67	68.37	52.45	69.52	64.99	66.52
Sln	0.0	0.0	0.0	0.0	0.0	0.0	0.0	349.69	0.0	0.0	498.82	1779.99	0.0	897.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53	2.19	6.62	0.4	1.71	0.42
Smarcal1	1.98	44.03	0.0	0.6	11.8	0.82	21.16	0.0	0.0	52.58	44.63	96.14	0.29	0.0	0.0	3.36	16.77	13.19	1.91	10.7	13.29	0.0	8.52	10.8	19.88	0.0	24.75	0.0	68.81	27.45	15.9	19.38	19.11	7.62	3.82	13.48	19.21	0.54	6.26	0.0	5.4	4.68	29.04	19.56	8.02	5.13	2.88	5.41	28.41	26.9	27.76
Smug1	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.15	0.05	0.0	0.0	49.13	0.0	0.11	7.13	0.0	0.0	0.0	30.19	0.0	0.0	0.0	0.09	0.0	0.04	0.0	2.93	0.0	0.0	0.0	34.99	0.0	0.08	0.07	0.0	0.0	0.0	0.0	0.0	0.0	7.27	0.0	0.0	0.0	5.77	5.1	2.09	4.89	11.71	11.41	12.45
Snora52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	94.37	0.0	0.0	0.0	23.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7	0.0	7.33	0.0	0.0	0.0	0.0	0.0	10.31	3.9	0.0	0.0	8.03	6.62	8.29
Snx12	57.87	0.11	107.66	26.28	0.17	146.82	1.06	0.95	0.3	192.46	0.27	219.02	2.33	42.36	0.14	28.35	4.42	58.32	78.26	105.37	76.38	42.02	46.08	85.43	39.23	0.31	55.8	0.0	0.3	39.19	19.39	70.46	38.72	2.27	22.15	24.19	60.71	52.59	21.25	3.88	35.0	0.0	0.46	58.48	37.46	43.22	38.42	38.77	50.84	44.89	52.09
Sytl2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.79	66.19	88.26	0.38	17.07	0.0	0.0	0.09	0.0	0.13	0.0	14.87	0.0	1.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.67	93.83	0.0	0.0	0.0	58.37	0.0	0.0	0.0	0.11	90.66	71.6	79.34	74.56	75.64	73.94	69.44
Tmc3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.48	0.0	0.0	0.0	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.16	0.16	1.32	1.07	1.43
Tmc4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.91	0.0	0.0	0.0	0.0	0.0	3.73	15.16	0.0	0.0	14.46	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.98	1.88	21.82	0.0	0.0	0.0	0.0	0.0	0.0	2.21	1.44	2.17	1.32	1.19	3.65	4.1	3.77
Tnip2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.58	0.0	55.37	0.0	0.0	0.04	0.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.0	0.0	2.39	0.0	0.0	4.36	0.0	0.0	0.0	0.0	0.0	0.0	1.53	5.12	5.17	17.16	18.87	16.59
Tnks2	28.4	0.04	0.0	1.15	3.78	27.72	0.0	0.0	0.66	45.91	57.55	105.12	0.0	0.0	3.19	3.0	0.23	1.2	0.89	0.21	3.19	5.33	1.26	25.64	0.0	0.0	13.08	15.93	0.0	5.82	0.0	0.0	10.05	0.04	13.56	38.34	6.29	0.0	0.0	4.24	16.78	42.82	0.0	8.84	10.3	35.5	22.45	13.92	72.37	67.98	67.4
Trim56	0.0	0.0	0.0	0.58	0.0	0.0	0.28	1.61	3.58	0.0	2.95	4.84	0.0	0.0	0.0	0.41	0.22	0.0	0.31	0.06	1.89	1.24	0.34	0.0	0.13	0.15	0.87	0.06	0.0	1.65	0.08	0.0	0.0	0.08	0.83	0.44	0.81	0.46	0.36	2.05	0.43	0.0	0.31	0.25	0.96	0.24	0.28	0.19	3.55	3.52	4.14
Trps1	0.0	0.0	0.0	0.0	0.0	0.0	15.49	0.0	0.0	0.0	1.32	22.56	0.0	0.28	0.0	0.0	5.65	0.0	14.58	0.43	0.0	0.0	0.0	9.04	0.0	0.0	0.0	0.0	0.0	0.0	12.68	0.03	12.04	3.98	8.71	0.37	0.0	0.0	5.27	0.0	0.0	13.35	0.0	0.0	5.26	4.52	1.73	3.79	8.37	6.97	8.64
Tspan9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.04	0.0	2.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.12	0.0	4.34	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	0.0	29.09	29.41	32.05
Ubp1	17.17	3.75	45.66	26.54	33.69	0.0	0.0	1.59	55.06	229.52	46.73	283.43	1.88	0.0	4.03	13.99	0.02	0.03	43.31	18.2	64.38	52.69	68.95	0.95	2.11	23.85	2.91	0.39	18.22	0.93	28.71	0.0	13.47	52.05	17.46	76.23	27.56	77.55	0.0	69.56	22.63	8.32	24.1	0.0	21.33	51.54	29.29	31.39	84.24	79.21	79.47
Upp2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	7.28	5.54	4.49
Uxs1	0.0	0.0	0.0	39.99	0.0	0.0	0.0	17.74	0.0	0.0	0.0	152.19	0.8	0.0	0.0	0.0	52.85	0.0	0.0	29.54	0.0	47.32	0.0	0.0	0.0	0.0	28.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.82	6.45	0.0	0.0	0.0	0.0	6.64	0.0	87.59	0.0	37.58	22.55	15.37	18.61	68.12	70.59	70.13
Vps33b	3.63	63.31	6.11	6.07	1.17	0.17	4.82	5.97	1.37	8.41	3.63	62.07	11.27	96.65	1.06	1.5	79.31	3.67	0.78	1.28	6.54	3.04	2.54	94.5	0.74	3.24	1.74	48.67	7.91	1.97	1.33	54.7	2.21	49.72	31.71	10.04	75.63	3.36	72.93	6.5	51.59	2.31	115.21	5.43	8.51	36.81	23.67	18.73	17.75	16.12	18.46
Wbscr17	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.61	0.15	8.89	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44	3.03	0.07	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.65	0.56	0.49	1.48	37.98	45.03	41.83
Wdr76	0.0	0.0	2.74	0.0	2.97	0.0	0.35	0.18	0.06	3.24	0.3	40.39	0.0	0.0	0.08	0.2	0.12	0.0	7.78	0.9	0.82	0.0	0.0	1.25	0.0	2.87	0.0	1.43	0.06	0.0	0.13	1.23	0.04	0.06	1.85	7.74	0.0	0.23	0.0	1.12	0.2	32.57	10.51	2.7	10.57	5.79	3.78	2.27	2.45	2.68	3.24
Wfs1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	55.34	22.86	0.0	0.0	0.0	0.0	0.04	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.08	0.08	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	1.24	16.78	0.08	0.0	0.0	0.0	0.0	0.13	0.0	0.0	4.7	1.8	1.63	1.55	94.55	92.85	94.87
Zbtb37	0.0	0.0	0.0	11.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.59	0.0	0.0	0.0	32.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.37	0.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.33	0.31	1.59	1.07	5.76	3.65	5.63
Zbtb48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.71	0.0	63.56	0.45	0.0	0.0	0.0	0.04	0.05	0.0	1.0	32.04	33.51	0.0	47.25	15.71	0.13	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	4.97	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	4.45	10.41	5.96	9.87	11.83	9.04
Zfp36l3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.11	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.74	0.0	0.0	0.11	0.0	0.0	0.04	0.04	0.12
Zmym4	14.27	8.17	11.7	11.94	0.0	0.0	1.53	15.68	0.0	16.81	1.65	43.2	20.82	0.84	9.16	8.68	2.8	4.32	0.02	0.85	2.08	0.21	6.29	26.18	0.49	0.0	29.34	7.81	2.19	1.23	5.28	0.86	0.0	0.73	14.08	7.84	19.32	7.57	16.21	0.0	9.12	0.0	0.0	17.53	3.03	8.02	4.22	3.52	23.8	22.66	24.83
Zscan20	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	1.32	0.19	0.19	4.12	3.66	3.09
c11_tRNA-Val-GTY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c3_tRNA-Val-GTY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c6_tRNA-Leu-TTA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.09	0.0	0.0	0.0	0.0	0.0	0.0
