	Calb2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_54	Cux2_tdTnegative_cell_12	Gad2_tdTpositive_cell_55	Nkx2.1_tdTpositive_cell_18	Pvalb_tdTpositive_cell_2	Pvalb_tdTpositive_cell_3	Pvalb_tdTpositive_cell_4	Pvalb_tdTpositive_cell_5	Pvalb_tdTpositive_cell_7	Pvalb_tdTpositive_cell_8	Pvalb_tdTpositive_cell_12	Pvalb_tdTpositive_cell_13	Pvalb_tdTpositive_cell_17	Pvalb_tdTpositive_cell_21	Pvalb_tdTpositive_cell_22	Pvalb_tdTpositive_cell_35	Pvalb_tdTpositive_cell_40	Pvalb_tdTpositive_cell_42	Pvalb_tdTpositive_cell_45	Pvalb_tdTpositive_cell_46	Pvalb_tdTpositive_cell_55	Pvalb_tdTpositive_cell_69	Pvalb_tdTpositive_cell_70	Pvalb_tdTpositive_cell_71	Pvalb_tdTpositive_cell_74	PvalbD.Slc32a1_tdTpositive_cell_18	PvalbD.Slc32a1_tdTpositive_cell_23	PvalbD.Slc32a1_tdTpositive_cell_28	PvalbF.Gad2_tdTpositive_cell_5	PvalbF.Gad2_tdTpositive_cell_14	PvalbF.Gad2_tdTpositive_cell_15	PvalbF.Gad2_tdTpositive_cell_21	PvalbF.Gad2_tdTpositive_cell_22	PvalbF.Gad2_tdTpositive_cell_23	PvalbF.Gad2_tdTpositive_cell_30	PvalbF.Gad2_tdTpositive_cell_34	PvalbF.Gad2_tdTpositive_cell_40	PvalbF.Gad2_tdTpositive_cell_42	Rbp4_tdTpositive_cell_51	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Tnk2	0.0	2.54	0.0	5.15	0.0	0.27	0.0	0.0	0.0	0.18	3.15	0.13	6.89	2.19	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.79	0.0	0.0	4.56	0.0	6.9	0.0	0.09	0.0	0.9	5.34	0.18	11.55	21.02	1.66	0.0	0.21	0.09	120.42	129.35	126.62
Tpsg1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.09
Trim35	0.0	0.0	0.0	0.0	41.89	46.08	20.24	0.0	45.15	60.52	0.0	16.77	40.17	0.0	0.0	9.37	0.0	20.33	0.0	0.0	0.16	2.54	173.28	0.0	0.0	0.2	29.53	5.1	0.0	14.11	61.01	13.75	0.0	2.9	0.0	59.12	0.0	16.94	29.15	8.82	118.1	120.37	119.12
Trio	0.0	0.63	0.0	8.84	6.93	5.07	9.96	0.45	4.05	2.51	3.47	6.53	3.56	0.0	15.18	16.43	11.26	7.45	23.06	4.29	10.22	8.08	32.47	4.9	4.23	3.46	10.58	4.3	19.72	13.46	4.58	2.77	6.56	14.31	2.89	1.93	2.34	9.34	5.26	2.35	50.68	46.93	49.68
Tst	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.87	97.68	0.0	56.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.28	42.25	43.29
Tyw1	0.1	0.07	0.1	0.19	1.87	0.14	0.0	27.48	0.0	1.17	0.0	0.35	34.04	0.0	0.2	0.62	0.0	0.59	0.14	0.0	0.0	0.28	62.13	0.09	0.06	0.12	0.45	0.12	0.25	0.38	0.41	0.0	0.0	0.13	0.0	0.34	0.0	0.0	15.39	0.59	12.2	12.89	10.77
Ubp1	0.0	21.55	0.34	28.51	2.82	11.74	34.43	4.63	18.02	6.49	70.64	50.35	39.96	43.02	34.32	30.73	43.73	1.85	0.0	0.19	14.77	0.32	96.41	64.5	63.1	0.0	13.48	38.18	33.47	0.0	31.67	19.77	14.98	15.12	0.12	2.72	0.13	23.75	39.11	53.61	84.24	79.21	79.47
Ulk4	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.0	0.0	6.64	0.0	0.0	3.73	3.86	4.42
Unc93a	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.01	0.0	0.0
Uncx	0.0	0.21	0.18	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.76	0.0	0.0	0.29	0.16	0.34	0.35	0.0	0.38	0.0	0.0	0.0	0.24	0.08	0.0	0.0	0.0	0.0	0.2	0.19	0.44	0.0	0.21	0.27	0.0	0.0	0.08	0.09	0.2
Vps36	0.0	30.64	0.0	11.66	27.95	0.0	0.0	0.0	2.3	31.53	29.78	32.8	34.7	15.83	1.95	13.07	0.0	0.0	22.41	3.1	0.0	0.21	114.9	0.33	89.09	0.0	32.72	62.45	0.0	6.56	0.0	78.65	44.61	20.78	91.54	74.88	0.0	8.32	18.86	52.56	27.49	23.23	24.25
Wnk2	0.0	0.04	0.0	3.69	1.5	2.12	0.52	0.0	4.57	2.19	7.25	0.73	1.86	3.32	4.84	18.46	4.87	0.0	3.2	0.12	3.8	0.62	7.9	0.12	5.73	0.0	6.83	0.66	0.12	7.02	6.87	5.92	1.49	0.24	0.0	5.88	0.5	1.71	3.52	3.95	49.56	48.86	56.38
Wwc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.33	0.0	0.0	0.0	0.0	0.0	5.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.81	0.0	0.0	0.0	0.0	64.87	62.97	62.83
Zfp661	0.0	0.0	0.0	0.0	0.15	0.0	33.64	0.0	0.0	0.0	0.0	23.14	39.15	0.0	0.57	0.2	0.0	20.49	0.0	0.0	0.0	0.09	163.86	0.0	0.0	0.0	0.26	0.0	44.07	0.0	0.0	0.0	0.26	34.78	0.0	0.0	8.68	0.0	83.81	0.0	7.98	8.61	8.4
Zfp692	0.0	0.13	0.0	12.91	17.97	0.0	0.0	0.0	0.0	0.0	0.0	42.27	4.45	21.77	0.0	0.0	22.76	0.0	21.89	0.41	0.0	0.05	45.29	25.42	0.0	0.0	16.07	0.0	0.0	0.0	0.0	0.0	0.0	16.83	30.03	0.58	0.51	0.58	1.21	0.0	35.85	35.72	38.95
Zfp9	17.97	5.29	22.65	15.53	11.04	9.22	10.83	4.49	12.68	12.96	13.02	17.74	61.17	16.83	13.69	10.18	8.53	12.38	10.02	62.91	14.99	13.94	166.33	14.3	9.49	16.08	11.56	10.25	21.29	11.91	30.48	19.28	15.45	11.96	11.27	15.21	6.73	13.13	14.7	27.91	19.53	19.7	18.5
c13_tRNA-Ala-GCY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7	0.0	0.0
c1_tRNA-Thr-ACA	0.0	11.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.84	13.11	2.84
c2_tRNA-Ala-GCY_	22.98	0.0	278.76	0.0	0.0	79.18	29.84	0.0	0.0	44.14	164.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.47	0.0	27.08	0.0	314.64	0.0	0.0	0.0	0.0	31.17	0.0	37.65	0.0	0.0	64.4	17.76	0.0	0.0	22.66	0.0	20.8	39.86	75.8	61.09	57.21
