	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_18	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_14	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_18	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_21	Htr3a_tdTpositive_cell_45	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_86	Htr3a_tdTpositive_cell_96	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_111	Htr3a_tdTpositive_cell_113	Htr3a_tdTpositive_cell_117	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_64	Ntsr1_tdTpositive_cell_6	Ntsr1_tdTpositive_cell_15	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_26	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_38	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_52	Ntsr1_tdTpositive_cell_56	Rbp4_tdTpositive_cell_1	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_47	Rbp4_tdTpositive_cell_54	Rbp4_tdTpositive_cell_60	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_82	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_97	Rbp4_tdTpositive_cell_108	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_159	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_171	Scnn1a.Tg3_tdTnegative_cell_20	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_40	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_55	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_11	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_43	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Mast1	0.1	0.0	3.46	0.0	0.0	0.0	0.0	3.52	5.38	40.7	0.0	0.0	16.41	22.55	0.0	0.0	31.63	0.07	0.0	1.12	0.0	0.0	0.0	0.0	0.06	0.87	3.81	0.08	0.0	0.0	0.0	1.08	0.0	0.0	0.0	42.04	0.0	0.0	41.16	1.07	2.5	0.18	4.41	0.25	0.0	0.0	0.0	11.41	0.0	2.29	2.81	0.0	0.0	0.21	0.12	1.78	1.57	0.22	0.93	0.48	2.49	3.5	2.22	2.01	2.38	0.0	3.51	0.0	0.0	8.23	0.0	13.68	0.0	57.59	61.96	60.11
Mgam	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0
Mir214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.27	0.0	0.0	0.0	38.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.84	36.53	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.0	0.0
Mir370	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.37	0.0	0.0	2.18	0.0
Mtap7	0.0	0.0	16.67	0.0	6.29	0.0	0.0	0.0	8.07	0.0	0.0	20.71	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	5.1	0.0	0.0	2.13	2.17	19.72	0.0	0.0	0.0	0.0	0.09	2.7	0.0	1.17	0.17	0.0	32.93	0.09	0.0	0.0	0.0	36.78	0.0	0.0	47.48	5.43	0.36	9.51	24.1	0.0	0.0	0.0	0.0	0.57	3.83	9.77	6.57	10.09	5.26	13.09	5.1	7.42	8.47	0.0	0.0	18.76	7.69	0.0	0.0	15.16	0.1	75.61	75.06	75.91
Mthfr	0.0	0.0	41.08	0.0	5.39	0.0	0.0	0.0	0.11	1.1	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46	0.0	0.0	0.27	0.0	7.1	0.0	0.0	0.0	0.0	72.21	0.0	0.0	0.0	12.86	0.0	3.58	0.17	0.0	0.0	0.0	12.5	0.0	1.63	2.54	0.43	0.59	1.68	6.36	1.06	0.51	1.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.49	17.06	15.82
Mtif3	11.84	0.0	32.92	18.68	0.12	0.0	17.83	1.94	39.92	0.0	46.05	74.6	6.96	23.26	0.12	22.86	0.13	22.88	20.71	0.07	3.12	15.77	0.0	0.07	47.88	0.0	0.07	48.9	0.0	54.96	0.0	76.05	39.95	0.0	0.28	0.0	2.84	24.68	93.88	0.0	0.0	0.0	0.09	23.97	0.0	0.04	0.06	30.01	0.0	7.5	0.0	0.0	0.0	0.0	0.0	17.86	5.34	10.38	19.0	16.44	16.7	9.13	20.51	17.01	15.6	0.0	0.14	31.37	4.74	0.0	0.0	0.0	0.15	7.38	7.99	8.27
Mtmr11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.75	0.0	0.0	0.0	0.0	0.0	6.53	0.0	0.0	0.0	0.0	52.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.0	0.0	5.12	1.65	6.11	3.92	1.22	2.34	8.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.03	6.48	6.01
Narf	29.94	1.71	7.39	36.2	10.16	56.47	50.08	0.14	0.0	37.18	0.0	0.33	56.35	44.2	32.77	25.94	123.81	115.87	103.8	0.18	12.46	118.82	35.43	0.0	28.46	81.33	2.54	0.35	38.54	60.59	0.0	0.0	5.44	3.0	11.78	116.38	4.08	0.21	250.86	18.41	11.13	57.42	0.0	0.0	1.71	96.83	0.0	41.47	0.0	16.57	40.23	0.21	0.66	97.76	4.36	0.05	35.2	27.2	19.39	20.83	57.3	33.46	41.11	31.71	31.66	78.13	0.2	44.2	0.04	0.0	0.1	0.11	42.34	36.27	35.36	33.51
Nqo2	0.0	26.29	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.19	0.09	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.19	0.3	0.08	0.0	0.0	0.1	0.0	0.06	0.04	0.3	0.0	0.17	0.0	0.59	1.41	0.0	56.44	0.09	0.0	0.0	0.0	0.16	0.0	0.0	0.0	26.86	0.37	2.6	0.0	0.0	0.0	0.0	18.06	13.42	0.09	6.05	1.98	0.55	4.05	0.0	5.04	0.26	0.53	0.0	0.0	0.0	0.0	0.0	0.0	40.15	0.0	4.86	4.73	5.12
Nr2e3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05
Nrarp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	24.46	23.76
Nt5m	0.5	6.49	0.0	62.43	60.3	0.0	0.82	0.0	15.91	0.0	0.0	0.0	67.99	50.11	0.0	0.28	0.0	0.0	57.35	0.0	1.07	0.0	3.06	0.0	0.0	0.0	0.27	0.0	58.79	0.0	12.59	110.77	0.28	0.26	90.05	0.0	121.09	56.8	161.66	0.26	48.42	111.51	59.43	0.0	0.0	75.68	0.0	0.19	75.1	24.56	123.26	0.0	0.0	34.26	0.0	80.25	27.58	5.34	0.9	49.19	18.22	48.69	8.9	22.13	19.06	101.21	120.5	0.0	126.43	0.0	294.6	0.0	0.0	47.02	55.78	51.63
Nxph2	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	7.58	0.0	0.0	0.0	0.0	0.0	2.66	0.13	1.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.38	3.64	3.03	2.77
Osbpl2	17.34	0.75	0.0	0.0	0.0	0.0	3.59	29.09	0.2	0.0	4.45	0.0	0.0	26.98	44.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.28	0.0	0.0	0.0	0.0	0.0	4.69	12.32	0.0	0.0	0.0	0.72	0.0	0.0	11.17	0.0	336.37	56.24	150.73	0.05	12.48	0.0	0.0	36.92	1.0	0.9	0.0	16.98	0.0	0.0	0.0	0.0	4.7	29.87	8.92	19.82	12.99	0.22	10.81	22.1	10.43	12.41	6.07	1.18	16.9	0.0	0.0	78.94	0.0	96.39	0.0	49.28	52.89	49.42
Palld	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.61	0.0	0.0	0.0	0.0	3.57	0.0	0.0	0.0	1.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.99	1.14
Pcdhga10	16.11	0.0	0.0	0.0	0.0	19.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	0.0	6.13	0.0	0.0	0.0	0.0	0.0	0.0	4.11	0.0	0.0	0.0	0.0	64.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0	4.93	0.0	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	1.09	2.06	0.19	1.13	1.11	2.64	0.0	0.0	7.37	0.0	0.0	0.0	0.0	0.0	10.6	11.04	8.09
Pcp4	5117.81	4061.01	4159.66	3820.49	4639.95	5350.95	4004.36	4871.0	4341.13	3144.88	3085.52	4036.12	4905.76	5130.46	3842.39	3853.07	5293.38	4195.3	4052.0	2700.52	2420.66	3055.4	4085.02	7467.74	4785.11	4635.18	4409.57	5178.03	6240.76	4858.15	5326.1	6808.32	7407.1	6583.41	5620.14	4083.35	3276.12	3472.73	1964.21	3582.85	4134.5	3496.16	4770.47	4504.36	3516.12	3581.8	3038.74	3666.35	3535.48	2202.57	2779.19	4710.66	7030.52	4796.79	2463.45	4368.46	4246.61	4480.25	4373.65	3507.01	4928.48	5219.57	2919.09	3442.63	3306.12	7638.97	4212.47	5106.23	6941.16	7178.2	6670.6	8685.7	4044.68	788.83	807.59	741.11
Phlda3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	2.07	0.0	0.96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.17	38.47	36.68
Pln	0.0	35.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	81.45	0.0	0.0	0.0	0.0	0.09	0.0	0.33	25.34	0.0	0.0	123.57	0.0	0.0	48.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.0	0.0	0.0	0.0	2.44	2.33	0.0	0.0	1.26	0.13	0.3	0.43	0.0	0.0	0.0	70.91	0.0	0.0	0.0	0.0	1.17	1.27	1.73
Pou2f3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.33	0.2
Pparg	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.0	1.13	17.77	37.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69	4.24	4.31
Ppp2r3c	39.84	65.25	38.57	21.04	55.74	6.29	36.9	48.49	0.0	3.43	231.89	2.96	70.17	53.9	66.74	50.59	63.98	66.65	0.64	71.7	61.42	55.28	16.8	0.0	136.12	0.0	5.68	0.0	0.0	0.96	62.94	169.96	9.82	0.0	0.23	11.84	0.21	2.61	192.73	0.4	1.13	76.34	50.87	179.3	0.15	5.56	91.95	125.94	57.89	59.8	154.92	121.07	1.8	0.39	45.78	53.46	69.21	74.23	68.71	34.04	68.6	31.52	77.68	67.97	58.34	2.6	91.51	61.08	0.0	81.55	0.0	24.52	226.64	26.91	26.37	27.55
Prelp	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	3.57	0.0	0.0	0.19	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	13.35	13.3	11.56
Prpsap1	0.0	0.0	24.96	0.33	0.0	54.95	0.0	0.0	0.0	32.63	0.0	0.0	0.0	0.88	0.97	0.0	0.0	0.0	0.0	5.41	17.16	0.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.53	46.7	0.0	0.0	69.58	0.0	9.67	0.0	0.36	96.96	0.0	0.0	0.0	24.94	0.33	0.0	47.93	0.0	27.71	0.0	12.46	54.4	0.0	0.0	52.58	0.77	0.0	0.19	10.26	4.35	13.79	4.6	0.0	4.52	8.0	12.58	45.02	0.0	0.0	0.0	0.0	0.24	0.0	0.0	40.51	43.83	42.81
Psg27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.05	0.0
Ptgs2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.71	0.0	0.0	0.0	0.0	0.07	0.0	0.0	327.4	0.0	26.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47	36.27	0.0	0.0	0.12	0.0	0.0	22.86	6.77	0.83	0.07	5.13	6.39	4.07	6.92	9.15	0.0	0.89	0.54	0.0	0.0	0.11	0.0	0.0	8.98	8.44	8.98
Ptpn22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.54	0.34	0.78
Rad17	0.0	0.0	24.46	1.34	3.89	33.11	0.0	10.1	0.0	0.0	0.0	9.45	19.54	2.53	79.57	0.0	6.86	4.44	0.0	0.0	0.0	0.0	56.28	0.0	12.81	0.0	0.0	0.0	0.0	0.0	54.63	0.0	0.0	0.0	0.0	65.97	3.71	3.51	144.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4	0.0	10.29	26.91	0.0	0.0	0.0	0.0	0.0	17.1	8.82	26.92	14.12	15.3	11.34	9.44	5.7	12.96	0.0	0.0	0.0	36.19	0.0	0.0	40.45	0.0	13.94	14.39	12.57
Raly	37.97	7.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.09	0.0	0.0	0.22	15.75	9.97	0.0	0.0	10.92	0.0	0.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86	0.0	0.0	0.0	0.0	0.0	2.73	84.81	0.0	0.0	0.0	0.0	2.52	0.0	0.0	0.0	0.0	0.0	0.71	0.58	0.0	0.0	0.0	0.0	0.0	6.61	1.73	5.75	0.62	0.0	3.55	2.06	1.66	1.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.6	114.16	116.41
Rbm11	0.93	2.64	1.83	2.24	0.79	2.17	1.17	1.99	1.06	1.42	1.73	0.0	12.82	1.09	1.95	3.56	18.55	1.79	4.47	0.6	0.15	0.87	1.21	0.62	0.96	0.83	0.0	1.08	2.13	0.74	1.39	2.99	0.8	0.82	0.51	2.02	1.85	0.88	61.24	24.29	16.72	1.38	0.75	32.06	0.94	0.18	0.47	1.1	23.63	2.85	0.64	3.37	1.11	18.6	0.46	0.2	1.29	2.14	1.38	1.4	6.54	7.19	0.3	1.83	2.95	2.28	3.05	0.51	2.52	1.21	2.96	0.48	1.25	7.67	7.84	8.04
Rhpn1	0.0	0.0	0.0	0.0	0.0	7.58	0.0	0.0	0.0	46.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.88	0.0	4.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	1.42	0.27	0.0	1.37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.53	9.46	10.5
Rims3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.25	17.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	0.37	0.0	0.0	0.0	0.0	0.0	28.18	0.0	0.0	0.32	0.0	0.0	0.0	5.48	0.0	0.0	0.0	8.54	6.75	0.0	0.0	0.0	0.0	18.36	0.0	4.58	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.24	78.82	96.63
Rtn4rl1	18.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	59.01	5.12	0.0	46.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.2	31.21	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.62	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	47.79	51.38	53.56
Scmh1	23.11	5.25	65.88	2.14	3.47	0.45	3.77	35.59	0.0	37.71	0.0	0.0	3.7	17.79	0.0	3.59	41.48	4.85	14.7	0.48	0.0	80.49	5.89	0.0	11.43	6.11	0.0	13.69	0.0	0.15	3.07	0.53	0.0	52.21	3.94	0.0	93.35	2.5	153.21	34.83	59.74	0.0	3.63	40.05	0.0	0.0	57.82	3.68	14.07	21.5	0.12	0.0	0.0	0.0	0.0	28.41	6.63	10.92	20.92	7.04	13.25	3.54	12.08	12.62	14.68	0.0	3.08	0.0	12.36	40.08	0.0	0.0	0.0	33.8	33.61	32.81
Sidt2	0.0	0.16	0.0	25.86	1.7	11.87	17.2	8.8	0.0	12.35	0.0	88.8	0.69	36.44	0.0	0.0	0.0	14.73	0.21	0.0	0.0	0.49	0.58	0.0	0.0	0.08	0.0	0.83	0.0	0.0	0.0	0.73	0.0	24.93	0.0	4.68	25.36	3.95	119.55	36.15	7.65	0.0	0.23	0.0	0.0	0.57	0.21	2.21	0.44	4.38	0.0	0.0	0.69	0.12	0.0	27.86	9.35	11.11	8.31	18.19	7.82	16.07	6.73	11.89	8.33	1.06	106.41	13.52	62.25	0.0	0.0	0.0	0.0	50.61	55.9	57.6
Smyd1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.55	1.54	2.05
Spns3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.18	0.0	0.0	0.0	0.0	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.15	0.39
St3gal1	0.0	0.29	0.34	0.0	0.38	0.0	0.0	0.0	0.1	0.29	0.0	0.0	0.27	0.0	0.07	0.0	0.07	0.07	0.09	6.92	0.08	0.08	0.16	0.0	0.0	0.0	0.13	0.14	0.0	0.0	0.05	0.29	0.0	0.0	0.08	0.12	0.51	0.3	0.49	0.36	0.0	2.09	0.0	0.12	0.0	0.0	0.0	0.56	0.1	0.7	1.1	0.21	0.33	0.0	0.08	4.18	2.91	4.06	0.69	3.85	0.53	1.43	3.31	3.1	6.0	0.0	0.09	0.08	0.14	0.11	0.22	19.66	12.63	18.78	16.94	18.15
Susd2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.68	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2	0.0	0.0	0.0	0.0	0.0	35.54	0.0	0.0	0.0	9.64	3.03	13.16	2.1	4.51	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.59	8.72	8.54
