	Chrna2_tdTpositive_cell_4	Chrna2_tdTpositive_cell_30	Chrna2_tdTpositive_cell_31	Chrna2_tdTpositive_cell_53	Chrna2_tdTpositive_cell_55	Chrna2_tdTpositive_cell_57	Cux2_tdTnegative_cell_4	Gad2_tdTpositive_cell_20	Gad2_tdTpositive_cell_40	Gad2_tdTpositive_cell_48	Gad2_tdTpositive_cell_78	Htr3a_tdTpositive_cell_44	Htr3a_tdTpositive_cell_91	Ndnf_tdTpositive_cell_19	Ndnf_tdTpositive_cell_20	Nos1_tdTpositive_cell_4	Nos1_tdTpositive_cell_7	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_12	Nos1_tdTpositive_cell_16	Nos1_tdTpositive_cell_17	Nos1_tdTpositive_cell_18	Nos1_tdTpositive_cell_21	Nos1_tdTpositive_cell_24	Nos1_tdTpositive_cell_35	Nos1_tdTpositive_cell_36	Nos1_tdTpositive_cell_44	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_53	Nos1_tdTpositive_cell_56	Nos1_tdTpositive_cell_57	Nos1_tdTpositive_cell_62	Nos1_tdTpositive_cell_63	Nos1_tdTpositive_cell_67	Nos1_tdTpositive_cell_70	Rbp4_tdTpositive_cell_165	Scnn1a.Tg3_tdTnegative_cell_22	Sst_tdTpositive_cell_4	Sst_tdTpositive_cell_18	Sst_tdTpositive_cell_33	Sst_tdTpositive_cell_39	Sst_tdTpositive_cell_55	Sst_tdTpositive_cell_69	Sst_tdTpositive_cell_72	Sst_tdTpositive_cell_80	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Setdb2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.03	0.0	0.0	0.0	0.0	0.0	12.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	3.4	2.51	4.51	3.09	3.95
Sgms1	3.72	0.0	27.94	0.0	0.0	0.1	0.0	0.0	5.23	0.0	335.2	0.0	0.0	0.0	2.29	0.0	35.43	0.0	0.05	0.0	12.81	19.36	12.8	19.16	0.08	24.56	15.52	8.73	0.0	0.0	0.0	0.42	9.12	7.25	0.12	25.59	0.0	23.97	1.52	74.62	37.06	11.88	29.42	0.0	0.0	6.33	3.41	6.47	25.38	23.06	23.72
Sike1	0.0	0.11	0.0	0.0	0.12	0.0	0.0	0.0	0.0	0.0	124.89	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9	0.0	0.0	0.1	0.0	0.0	2.52	0.0	0.0	0.0	0.19	0.0	0.0	0.44	0.16	0.0	2.03	3.69	1.61	25.68	23.76	25.84
Slc16a2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	101.05	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	8.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.59	0.0	8.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.11	0.0	0.07	0.99	0.25	29.0	27.91	29.88
Slc25a14	52.78	319.85	88.05	203.19	88.74	376.65	0.0	2.02	0.0	223.28	721.87	144.39	100.54	0.0	0.0	160.25	155.49	153.95	125.84	312.52	141.41	212.38	163.5	187.6	136.06	78.14	139.24	279.44	48.04	0.0	203.9	0.19	118.19	85.61	218.5	159.27	0.0	52.44	222.6	112.61	0.0	101.79	178.68	0.0	227.73	218.78	228.34	232.62	67.82	70.25	63.39
Slc25a29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.41	0.0	241.98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	0.0	62.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8	1.2	26.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.46	3.36	2.5	14.8	17.46	16.16
Slc4a10	67.05	47.92	123.65	12.96	14.65	3.39	0.0	69.19	294.63	219.43	318.59	3.12	82.9	52.97	0.0	51.52	31.75	71.54	9.6	46.58	57.9	41.5	22.92	54.46	80.7	88.0	46.05	57.92	11.85	16.0	60.72	74.47	81.16	53.82	46.95	142.98	0.0	42.67	43.72	33.33	210.11	53.83	62.2	121.02	11.74	383.75	200.03	205.61	157.25	141.18	148.95
Slc7a6os	7.69	0.0	1.83	0.81	0.0	0.0	0.0	2.72	0.0	0.34	49.33	0.0	0.0	0.0	0.0	12.55	0.84	4.54	0.0	2.0	0.0	2.69	5.17	0.0	0.0	3.41	1.76	1.08	0.0	0.0	0.0	3.52	0.0	0.0	1.65	6.39	0.0	0.0	1.07	0.0	1.43	0.59	0.0	0.0	0.0	7.37	5.28	4.87	27.25	26.58	28.7
Smpd3	10.76	0.0	0.13	0.03	0.0	0.06	0.0	0.06	4.0	0.0	135.9	0.0	0.9	45.06	0.0	0.2	3.14	0.0	0.83	3.03	0.42	27.48	0.36	14.44	0.25	0.0	0.96	0.0	0.0	1.48	0.15	1.82	12.08	0.08	0.23	3.88	0.0	0.84	0.18	0.79	13.37	4.49	0.91	0.56	0.06	8.62	6.02	3.94	52.6	55.28	52.37
Snora68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	265.83	0.0	0.0	0.0	0.0	0.0	0.0	63.55	0.0	23.37	11.68	0.0	0.0	0.0	0.0	0.0	0.0	8.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.52	37.33	0.0	0.0	0.0	11.17	4.51	0.0
Snx5	67.18	23.78	30.09	29.88	24.36	81.95	0.0	20.07	126.19	2.76	164.35	148.38	157.25	0.0	0.0	0.0	2.0	0.05	0.0	14.32	20.7	0.26	0.64	77.22	0.0	0.0	36.63	16.59	35.15	0.1	0.0	0.0	0.24	22.36	0.0	33.29	0.0	0.0	44.89	0.0	0.0	11.28	0.32	2.1	0.13	22.64	18.98	14.4	82.55	87.13	83.93
Spata24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	167.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.43	20.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.25	0.0	0.0	41.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.57	3.17	7.85	8.52	11.43
St3gal2	13.64	32.81	0.0	0.0	6.3	0.0	0.0	30.49	36.53	23.3	132.51	0.0	0.0	0.0	0.0	12.16	5.25	0.0	0.0	0.0	2.51	9.15	0.0	0.0	0.0	0.0	0.0	15.1	0.0	0.0	4.69	19.11	1.23	0.98	0.0	4.68	0.0	11.63	0.0	12.63	0.0	11.52	8.24	4.71	0.0	5.23	4.89	2.54	65.58	65.03	67.48
St8sia1	14.63	0.15	27.23	0.08	0.04	17.93	0.0	0.0	0.12	0.11	231.82	0.32	1.44	0.37	0.0	0.17	14.49	0.08	1.1	0.09	0.29	2.24	0.09	7.24	9.41	0.03	9.67	3.4	0.99	0.1	1.0	28.32	17.74	2.52	4.63	7.82	0.0	2.17	0.09	4.23	0.25	14.7	2.27	14.36	0.69	1.34	2.14	1.72	18.92	19.58	19.21
Steap2	0.12	3.01	0.2	10.11	0.08	0.03	0.0	0.01	0.29	0.05	100.79	0.26	0.13	0.07	0.0	0.04	0.03	0.08	0.08	0.23	0.05	0.24	0.09	0.06	2.7	0.09	0.04	11.76	0.09	0.12	2.34	0.07	0.07	0.09	8.11	0.1	0.04	3.01	0.05	0.09	3.26	0.12	0.11	0.36	0.06	0.52	0.2	0.07	3.33	3.04	3.88
Stk30	7.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	267.93	0.0	0.0	0.0	0.0	0.0	0.05	0.79	0.1	0.0	0.0	45.64	0.0	0.0	0.0	0.0	0.18	0.0	0.0	16.2	0.0	0.0	0.0	1.13	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.55	12.33	9.27	10.81	9.8	9.67	9.93
Syne1	34.46	94.17	25.73	16.36	21.39	5.04	0.0	19.75	33.74	87.24	262.16	29.66	35.86	46.74	0.0	48.41	6.01	11.44	15.43	27.02	6.35	6.66	22.83	19.27	46.61	32.23	4.19	39.22	5.26	110.69	37.92	49.32	39.05	14.08	51.36	240.93	9.44	14.96	56.24	31.4	48.35	41.55	5.1	53.73	12.67	178.63	158.93	157.77	190.06	173.19	193.72
Syt12	1.17	13.0	2.73	4.96	0.15	0.48	0.0	1.15	2.12	0.84	21.92	0.99	12.93	1.81	0.0	0.9	1.01	1.09	0.22	0.54	1.81	9.34	0.85	0.89	1.04	1.17	0.55	0.81	1.06	1.25	2.38	1.52	1.17	1.21	0.63	14.38	0.0	0.48	0.47	0.87	0.86	0.86	0.14	17.42	0.78	38.65	42.91	36.44	27.22	27.84	28.06
T2	0.74	1.28	0.0	0.3	1.98	4.82	0.0	0.56	2.42	1.28	48.89	0.52	1.2	0.96	0.0	0.6	0.65	1.04	0.32	1.24	0.17	0.2	0.56	0.87	0.5	0.0	0.73	0.54	0.5	0.69	0.74	0.5	0.1	0.31	0.51	3.05	0.22	0.97	0.36	2.93	0.92	0.26	0.83	1.09	0.29	0.18	0.44	0.8	1.87	1.19	1.04
Taf7l	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.01	0.0	0.16	0.18	0.0	0.21	0.58	0.32
Tbx6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45	1.58	0.9
Terc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.56
Tex11	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.18	0.2	0.09
Tmem115	0.0	0.0	0.0	0.07	0.0	10.96	6.5	46.53	0.0	0.0	202.62	0.0	0.0	0.0	0.0	0.0	20.94	0.0	0.0	0.0	0.0	13.6	31.17	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.12	0.0	1.01	0.0	0.0	14.11	0.0	0.0	0.11	0.0	0.0	32.47	0.0	0.0	0.0	11.16	8.11	9.62	26.7	31.71	33.66
Tmem194	0.0	0.0	22.56	0.0	0.0	0.0	0.0	0.03	0.12	0.0	307.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.47	0.0	0.0	0.0	0.0	0.09	0.0	0.06	0.0	0.0	1.2	1.15	1.16	3.2	2.72	3.53
Tmem194b	25.14	9.28	0.0	0.0	28.3	0.0	0.0	0.0	0.0	0.0	227.62	2.65	0.0	10.62	0.0	17.34	9.25	1.14	0.0	0.0	0.07	4.06	0.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.47	49.11	0.0	0.0	2.54	0.0	0.0	0.0	0.0	0.0	0.0	50.25	0.0	0.0	0.89	2.35	3.0	4.69	5.13	5.95
Tmem201	15.52	4.68	4.15	0.0	0.0	0.0	0.0	0.0	22.41	13.67	204.68	0.0	0.06	7.65	0.0	0.0	6.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.18	0.08	0.0	37.58	0.0	0.0	0.0	0.0	0.0	2.27	0.15	8.93	0.0	0.08	0.0	0.0	0.0	0.55	2.03	0.0	0.0	3.17	5.01	3.92	55.13	57.86	56.99
Tmem57	0.0	0.0	13.52	0.0	3.84	13.01	0.0	25.29	72.91	64.3	288.64	0.0	0.0	0.0	0.0	0.0	0.0	29.07	2.81	0.09	0.0	0.0	8.47	2.43	17.56	8.76	2.28	1.76	0.0	10.21	1.72	27.66	0.0	6.66	0.0	13.19	0.0	7.15	46.96	3.43	0.0	20.33	0.0	0.0	0.47	13.56	11.45	7.67	44.47	45.43	42.27
Trim71	0.0	0.0	0.0	3.66	0.08	0.0	0.0	0.04	0.0	0.0	40.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	0.0	0.0	0.0	0.0	0.0	18.42	0.0	0.0	0.06	0.33	1.85	0.51	0.55	0.47
Txndc5	0.0	0.0	0.0	35.01	22.62	0.0	0.0	0.0	12.87	5.68	135.43	69.77	75.85	0.0	0.0	0.7	7.11	0.0	0.0	3.69	29.32	0.0	0.0	0.46	0.1	52.48	0.0	0.49	0.0	0.0	0.0	56.76	0.34	0.48	0.09	15.15	0.0	43.94	2.89	0.0	0.0	1.01	0.0	0.0	0.0	7.99	10.0	9.03	55.42	59.07	52.19
Uggt1	13.0	0.0	0.0	5.71	13.26	0.0	0.0	0.47	0.47	0.0	62.91	0.0	0.0	0.0	0.0	0.09	10.85	0.03	0.0	0.82	0.0	0.0	3.39	5.79	15.79	3.02	0.45	7.14	16.16	0.03	21.1	0.03	1.98	1.39	0.0	4.18	0.0	0.38	0.57	0.0	12.08	0.0	0.0	0.0	0.0	4.23	6.23	5.83	23.11	20.72	22.85
Uggt2	1.16	18.54	4.32	0.0	0.0	0.06	0.0	1.23	0.0	0.16	160.19	0.0	6.04	2.29	0.0	0.0	0.2	4.78	0.0	0.02	0.0	0.19	0.0	0.18	0.0	2.99	0.0	0.0	4.24	0.63	0.27	0.06	0.0	0.15	0.0	9.73	0.0	0.52	13.46	0.0	1.88	0.0	0.12	4.4	1.11	4.7	5.48	4.84	17.95	14.99	18.88
Vamp3	4.58	2.62	4.84	0.66	29.83	13.74	1.61	2.11	3.08	6.1	443.41	5.4	3.7	7.58	3.52	5.1	4.2	3.85	1.54	2.5	2.81	59.52	55.9	3.54	3.41	4.15	3.16	36.77	1.47	3.18	3.13	2.25	0.54	35.51	1.38	19.0	0.17	6.61	2.1	2.31	6.38	28.58	1.68	26.15	25.39	31.11	17.95	22.49	35.15	32.83	30.41
Vcl	2.3	0.0	0.0	1.54	15.51	0.0	0.0	0.04	0.0	0.0	168.47	0.0	6.81	3.88	0.0	1.58	0.12	0.0	0.06	0.25	0.55	3.23	0.0	0.0	1.74	0.0	0.0	0.0	0.0	0.49	1.93	0.0	0.94	0.0	0.75	11.72	310.34	10.57	7.8	0.0	0.0	16.95	0.59	27.68	0.98	5.87	2.74	4.14	22.62	22.77	22.37
Vgf	9.54	10.06	19.33	5.33	0.63	0.0	0.0	3.26	1.68	0.0	45.56	2.78	29.24	0.0	0.0	15.22	22.72	20.91	5.55	23.55	11.35	24.79	29.21	5.21	41.0	6.26	12.61	10.38	8.62	1.66	4.0	22.89	6.08	6.75	10.55	12.9	0.0	15.85	10.59	19.91	12.58	16.22	21.47	17.56	8.72	2.69	5.13	6.81	199.85	211.88	211.88
Xbp1	83.59	0.0	2.69	0.0	181.75	112.0	0.0	0.0	2.82	313.0	597.1	0.0	0.38	7.14	0.0	61.92	93.04	0.13	64.94	4.24	2.02	63.17	6.54	93.02	53.64	27.07	2.14	43.88	57.94	0.0	9.16	1.25	45.15	40.63	0.0	38.83	19.82	49.58	0.51	1.65	26.72	7.08	7.25	0.78	1.88	29.08	16.24	38.04	102.75	92.1	84.98
Ythdf1	20.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.18	2.58	156.51	0.0	25.47	0.0	0.0	4.66	0.05	0.0	0.0	0.0	13.27	0.0	0.12	0.0	0.0	34.25	0.0	30.33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.64	0.0	0.0	0.0	0.0	0.0	0.0	0.61	0.0	0.0	9.47	9.52	8.84	47.33	48.24	45.94
Zbtb9	0.59	0.29	0.94	0.05	0.0	0.1	0.0	0.27	1.04	0.37	4.58	0.19	0.26	1.65	0.0	0.25	0.41	0.21	0.0	0.34	0.0	0.32	11.52	0.11	0.0	0.05	0.21	0.58	0.23	0.47	1.14	0.56	0.42	0.4	0.43	6.37	0.0	0.21	0.69	0.38	1.74	0.21	0.54	1.09	0.57	2.91	3.91	3.29	15.69	14.88	16.7
Zfp703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.36	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	1.13	2.6	2.18	30.6	32.52	34.56
Zfp74	0.0	0.34	0.0	0.0	0.32	0.0	0.0	0.0	0.0	16.9	296.1	0.0	9.05	0.0	0.0	0.13	0.02	0.03	13.23	4.04	0.0	0.0	0.52	29.01	39.42	9.51	0.07	0.0	72.4	0.0	115.29	0.0	0.0	0.08	0.73	7.3	0.0	0.08	0.0	0.0	0.11	0.0	0.2	2.1	31.03	15.43	8.48	9.4	10.37	9.43	10.5
Zfp90	0.0	21.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242.14	0.0	0.0	0.0	0.0	0.0	0.15	0.0	1.08	0.0	0.0	33.55	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.11	53.22	42.98	0.0	7.29	0.0	5.88	0.0	0.0	0.0	28.58	16.35	0.0	0.0	2.5	2.22	4.09	11.2	12.26	11.73
c12_5S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.03	0.0	62.79	0.0	0.0	8.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.28	0.0	0.0	0.0	0.0	50.27	14.29	33.15	14.39	0.0	8.79	0.0	5.46	0.0	2.78	1.67
mt_AK140300	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.96	0.0	901.38	0.0	14.72	0.0	2217.43	5.64	0.0	0.0	0.0	175.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.13	0.0	0.0	0.0	0.0	0.0	0.0	93.33	0.0	0.0	0.0	0.0	2.05	0.0	178.6	0.0	0.0	0.0	0.0	1475.61	1565.1	1568.58
mt_AK144853	670.07	221.54	542.84	266.51	445.02	310.86	3087.33	736.84	407.24	1512.64	4603.1	116.39	431.76	401.1	719.0	487.64	1014.93	751.71	128.92	1264.24	738.72	488.89	409.54	393.21	479.04	249.99	207.13	142.19	718.57	889.67	343.96	581.84	873.21	447.16	964.88	569.16	1361.2	359.24	586.11	775.74	663.62	892.73	990.21	257.92	595.18	616.71	646.24	640.79	10748.58	9082.92	10224.83
