	Calb2_tdTpositive_cell_3	Calb2_tdTpositive_cell_8	Cux2_tdTpositive_cell_3	Cux2_tdTpositive_cell_8	Cux2_tdTpositive_cell_56	Cux2_tdTpositive_cell_65	Gad2_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_3	Nr5a1_tdTpositive_cell_4	Nr5a1_tdTpositive_cell_9	Nr5a1_tdTpositive_cell_11	Nr5a1_tdTpositive_cell_14	Nr5a1_tdTpositive_cell_26	Nr5a1_tdTpositive_cell_33	Nr5a1_tdTpositive_cell_34	Nr5a1_tdTpositive_cell_37	Nr5a1_tdTpositive_cell_38	Nr5a1_tdTpositive_cell_41	Ntsr1_tdTpositive_cell_9	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_38	Rbp4_tdTpositive_cell_3	Rbp4_tdTpositive_cell_16	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_116	Rbp4_tdTpositive_cell_171	Rorb_tdTpositive_cell_3	Rorb_tdTpositive_cell_11	Rorb_tdTpositive_cell_33	Rorb_tdTpositive_cell_36	Rorb_tdTpositive_cell_38	Rorb_tdTpositive_cell_40	Rorb_tdTpositive_cell_43	Scnn1a.Tg3_tdTpositive_cell_7	Scnn1a.Tg3_tdTpositive_cell_44	Scnn1a.Tg3_tdTpositive_cell_58	Scnn1a.Tg3_tdTpositive_cell_62	Scnn1a.Tg3_tdTpositive_cell_66	Scnn1a.Tg3_tdTpositive_cell_85	Scnn1a.Tg3_tdTpositive_cell_97	Sst_tdTpositive_cell_27	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_37	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Scd3	5.23	24.21	3.43	3.25	4.03	7.24	7.41	5.43	28.34	8.36	4.53	5.01	24.03	1.17	6.41	2.09	42.27	3.53	7.52	1.83	5.76	5.5	7.49	5.58	5.35	3.77	129.82	4.58	162.84	13.14	2.9	3.29	25.89	80.42	67.77	0.09	4.02	60.99	59.01	4.33	2.95	7.05	6.62	9.3	11.06	6.03	4.62	3.89	4.26
Senp3	129.81	47.54	0.0	0.0	0.0	130.49	0.0	94.12	0.07	0.0	0.24	0.18	0.0	0.19	2.54	0.09	2.21	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.87	25.29	0.0	7.06	0.13	0.06	1.71	0.0	3.51	11.09	0.0	0.18	4.08	9.33	15.73	13.48	7.51	0.0	68.89	64.51	65.4
Sh3bp5	0.0	6.29	0.04	0.0	0.0	0.0	0.0	3.91	10.3	3.28	0.0	100.21	0.0	0.0	0.0	11.97	0.0	0.0	0.0	0.0	0.0	74.9	0.18	21.06	5.47	31.7	0.0	207.37	133.99	111.32	103.39	3.55	0.0	0.0	0.0	0.0	84.64	0.0	0.0	0.28	0.0	9.24	5.92	8.53	5.76	1.92	50.55	55.86	51.64
Slc25a15	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	20.16	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.27	0.0	0.0	0.0	0.0	0.77	2.68	2.2	0.0	9.06	8.61	8.41
Slc27a4	0.0	11.94	1.78	0.0	0.0	40.04	0.0	0.0	5.67	0.0	0.0	0.69	12.26	0.0	0.0	30.46	0.07	5.65	4.87	0.0	5.93	32.25	0.0	0.0	7.95	1.05	0.0	0.0	85.64	0.45	0.03	22.84	0.0	0.06	45.89	0.0	3.48	3.59	0.0	36.33	72.27	12.86	11.75	8.7	11.1	0.24	57.45	59.9	55.47
Slc39a13	0.0	0.0	0.0	0.0	0.0	0.19	10.24	0.0	0.44	0.0	0.0	135.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	151.99	0.0	0.79	0.0	0.0	0.05	0.0	0.0	0.0	64.38	0.0	0.0	0.0	9.68	0.92	1.82	3.07	0.0	20.37	21.2	19.82
Slc39a7	0.0	38.1	98.37	0.0	0.0	0.0	0.0	95.58	0.0	83.53	0.0	0.19	0.0	15.27	195.54	66.0	0.04	0.08	148.91	0.0	0.0	0.0	0.0	0.0	65.54	0.0	0.0	125.77	517.19	0.0	198.81	0.0	0.0	0.0	0.0	202.87	1.04	0.0	2.03	0.71	200.91	38.73	32.39	33.22	33.93	0.0	82.77	89.91	87.1
Slit2	0.0	1.2	0.0	3.19	32.77	0.21	0.0	0.02	4.17	0.0	95.01	0.05	0.0	0.0	0.0	0.03	23.09	0.0	0.0	0.0	0.0	0.0	1.74	0.0	0.0	0.0	7.24	0.0	69.56	0.01	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.26	0.03	0.0	0.26	0.15	0.0	0.69	0.0	15.73	14.19	14.96
Smchd1	0.0	9.36	6.12	21.68	1.53	0.06	71.69	0.0	0.37	0.62	191.42	0.0	2.27	0.06	0.79	33.33	0.01	0.66	22.7	0.0	0.0	0.74	41.45	0.04	1.42	11.61	12.36	0.53	64.42	0.56	23.43	0.0	0.04	9.15	101.27	0.0	0.04	0.0	0.0	14.58	0.0	0.88	11.28	7.7	8.36	0.0	17.6	16.14	16.17
Snap25	26182.83	20995.4	24880.43	23752.44	25194.29	21404.94	21262.24	24000.2	21827.11	22188.29	20741.69	24648.02	21855.18	22891.51	18204.99	21740.03	21362.22	21459.53	21685.06	21261.82	23051.34	22470.57	21096.18	21435.37	22845.02	22039.64	21226.95	25542.47	18151.46	21954.45	22725.47	21280.34	20618.04	20633.02	20269.24	16938.54	20576.26	21394.04	20672.41	20516.03	21043.71	17485.78	20846.74	19146.26	18964.09	17498.21	2513.78	2278.43	1507.97
Sphk2	0.0	0.0	0.0	0.0	2.38	0.0	4.03	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	76.77	1.13	52.7	0.0	0.0	0.06	0.0	63.34	0.0	0.0	0.0	0.08	0.0	5.92	4.31	7.42	3.44	0.0	18.77	19.52	18.93
Sprr2a1	0.0	0.04	0.04	0.14	0.15	0.06	0.06	0.21	0.0	0.0	0.0	0.06	0.18	0.0	0.0	0.16	0.23	0.16	0.14	0.0	0.11	0.29	0.32	0.1	0.14	0.41	0.03	0.0	2.1	0.28	1.15	0.04	0.16	0.08	0.0	0.0	0.0	0.0	0.15	0.02	0.0	0.08	0.08	0.05	0.1	0.16	0.08	0.25	0.13
Sprr2a2	0.0	0.04	0.04	0.14	0.15	0.06	0.06	0.21	0.0	0.0	0.0	0.06	0.18	0.0	0.0	0.16	0.23	0.16	0.14	0.0	0.11	0.29	0.32	0.1	0.14	0.41	0.03	0.0	2.1	0.28	1.15	0.04	0.16	0.08	0.0	0.0	0.0	0.0	0.15	0.02	0.0	0.08	0.08	0.05	0.1	0.16	0.08	0.25	0.13
Srsf9	141.89	39.03	6.53	112.82	157.77	8.04	51.8	104.32	114.61	110.75	0.0	210.97	68.09	28.36	15.52	43.37	98.0	114.2	225.33	95.7	200.09	153.17	0.0	167.14	89.01	114.86	13.61	147.79	545.99	93.77	0.3	92.11	145.01	88.41	9.17	22.25	276.79	144.46	11.31	90.8	5.89	109.54	110.42	81.72	91.08	39.62	62.37	61.58	62.86
Ssh2	62.22	10.92	0.06	0.03	0.04	0.03	2.82	0.0	3.06	0.2	0.0	45.69	0.0	0.0	0.07	5.17	32.43	0.02	1.79	0.01	0.27	18.48	0.05	0.0	38.44	19.16	0.0	1.03	69.18	2.65	15.63	14.58	22.54	0.03	0.0	0.09	0.64	1.88	68.42	12.7	0.03	5.65	6.21	4.54	4.03	18.36	15.14	14.22	15.58
Sycp2	2.13	0.66	0.0	0.2	0.0	0.0	22.67	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	30.97	14.05	0.12	0.08	0.0	5.85	0.0	0.0	0.0	0.0	1.18	0.0	0.05	0.23	0.88	0.12	0.6	0.0	0.95	0.52	1.14
Tada2b	0.0	0.0	0.0	0.0	0.0	7.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.9	27.98	0.03	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	24.3	0.0	3.4	0.18	2.01	0.0	25.37	25.24	21.86
Tarsl2	0.0	0.88	0.0	0.07	0.0	0.0	0.0	49.2	0.0	0.0	0.0	0.0	0.0	76.22	0.2	6.81	15.21	0.0	0.4	0.0	6.27	78.2	0.0	0.0	0.0	0.53	0.0	0.0	131.9	102.18	0.04	0.15	0.0	9.61	0.0	81.35	0.0	0.0	107.74	0.04	0.0	12.08	8.38	16.0	12.03	0.0	38.79	39.36	35.69
Tbk1	52.49	97.73	50.78	0.07	0.0	30.75	51.62	0.06	84.06	195.95	4.82	9.51	110.46	30.87	0.0	26.67	142.24	40.85	138.18	17.12	106.27	3.36	118.26	7.92	0.0	91.91	132.83	0.0	135.02	90.35	175.7	96.99	0.1	0.16	0.0	173.73	9.66	5.72	5.6	0.85	79.11	45.74	69.66	48.85	56.27	0.0	42.03	39.89	38.13
Tfe3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.43	0.0	25.04	0.0	74.91	0.0	0.0	0.0	0.0	73.95	42.34	90.25	0.03	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.34	0.0	0.0	0.0	2.35	4.33	2.95	0.0	25.74	25.67	26.64
Thoc1	0.4	40.73	98.45	84.4	0.0	78.73	111.58	24.66	15.61	0.38	0.0	83.58	112.66	0.33	4.03	55.55	143.58	87.64	57.27	163.85	1.84	0.24	109.48	43.72	71.97	82.29	63.94	179.42	169.52	244.14	17.02	2.45	158.73	58.85	0.0	0.0	0.82	11.87	0.0	9.31	1.64	57.65	74.36	60.28	55.85	82.29	20.58	19.12	20.95
Timeless	0.0	0.0	61.82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.97	0.0	0.0	0.0	0.0	5.66	0.0	0.0	0.0	0.0	38.23	0.0	0.0	0.0	197.04	57.76	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.59	0.69	1.31	0.0	2.55	3.19	3.2
Tk2	0.0	0.0	0.09	0.0	0.0	0.0	5.1	0.0	1.15	0.0	0.0	0.0	0.0	0.0	0.0	55.63	0.11	1.9	29.05	0.0	0.0	2.69	0.0	0.06	0.24	57.26	86.85	248.71	197.1	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.67	0.0	0.0	0.06	4.04	29.59	9.6	9.35	9.72	0.0	38.39	39.25	38.82
Tmem204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	0.0	0.0	0.79	0.0	10.39	12.32	9.06
Tmem63b	0.47	1.3	18.0	67.3	0.34	0.0	0.0	1.5	0.46	1.05	19.36	35.07	0.0	7.35	0.0	14.47	0.0	0.25	0.0	0.0	13.16	8.31	0.0	0.5	0.0	0.78	0.32	0.0	136.27	0.16	4.39	30.63	0.09	2.91	0.07	0.75	0.0	15.45	0.0	16.73	0.09	11.64	9.46	5.3	4.7	0.0	111.16	115.98	115.3
Tnfrsf19	0.0	54.05	0.1	0.0	0.0	0.11	155.7	0.0	0.04	0.0	0.0	0.1	0.0	0.1	0.0	0.05	105.84	85.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	138.95	0.26	93.81	0.18	0.07	86.16	0.0	0.07	0.0	171.91	0.0	0.07	0.0	1.99	0.51	2.79	4.78	0.0	41.73	40.1	41.14
Tsga10	5.16	0.0	0.0	20.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.16	1.79	21.1	0.0	2.73	0.0	0.0	0.0	0.0	0.0	5.07	0.51	11.12	0.0	26.26	0.0	0.0	68.27	0.0	0.0	6.2	4.51	0.04	8.51	0.0	22.58	0.0	0.0	3.47	0.0	5.27	11.01	8.37	7.83	0.0	8.05	6.46	7.99
Tspan11	0.0	2.23	0.02	150.35	0.26	0.0	0.75	0.0	0.0	0.0	1.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	32.81	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.66	3.36	3.3
Tspan9	0.0	0.0	0.26	0.0	0.0	1.42	0.0	6.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.57	0.0	0.0	0.0	0.0	0.0	0.17	0.0	46.87	0.0	0.0	0.0	0.0	72.68	10.08	0.4	0.0	0.0	0.03	2.89	0.07	0.0	0.0	0.0	0.24	0.0	0.45	0.0	1.65	0.0	0.0	29.09	29.41	32.05
Ubap1	0.0	74.7	0.04	0.0	0.0	0.0	134.99	0.07	0.68	22.63	0.0	0.0	140.61	6.01	0.0	0.0	0.0	54.4	178.07	128.71	7.56	117.32	18.75	0.0	0.0	4.13	0.0	9.49	350.07	0.12	2.04	0.0	78.27	0.09	0.0	0.0	7.06	0.0	0.0	0.1	0.0	25.81	17.7	14.81	21.64	0.0	39.17	41.05	37.89
Unkl	194.55	0.0	11.55	0.0	311.92	32.7	25.97	160.09	0.05	0.0	0.0	0.0	0.0	0.0	14.04	0.06	37.29	18.72	0.0	42.97	46.44	0.61	32.02	8.66	24.35	1.25	0.0	0.0	89.99	1.15	0.0	17.96	2.3	0.08	0.0	0.08	0.0	66.68	0.33	14.36	2.04	11.98	17.26	8.15	11.81	0.0	40.86	39.7	36.94
Wdr72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.04	0.0
Xylt2	0.0	0.0	0.0	0.0	0.0	11.19	0.0	0.0	0.0	4.49	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	0.0	0.0	31.91	0.0	0.0	0.0	1.01	8.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	3.3	0.9	0.81	0.0	18.34	21.39	18.84
Zfp280b	0.0	0.34	0.47	0.0	0.0	0.18	9.33	0.0	0.0	0.0	0.0	0.48	0.0	0.0	0.0	0.12	73.22	55.48	4.58	0.0	0.0	0.0	0.0	4.22	0.0	0.0	0.0	0.0	78.3	0.04	0.09	0.0	0.0	0.15	0.0	0.0	0.25	0.0	0.0	0.11	0.86	3.29	2.06	1.89	1.83	0.0	12.21	13.95	11.8
c10_tRNA-Arg-AGG	0.0	10.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c2_tRNA-Ile-ATT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
