	TCGA.GI.A2C8.11A.22R.A16F.07	TCGA.A6.2686.11A.01R.A32Z.07	TCGA.AA.3516.11A.01R.A32Z.07	GTEX.WFON.1326.SM.4LVMN	TCGA.CV.5971.01A.11R.1686.07	TCGA.CN.6017.01A.11R.1686.07	TCGA.KU.A6H8.01A.21R.A34R.07	TCGA.WA.A7GZ.11A.11R.A34R.07	TCGA.CV.7406.11A.01R.2081.07	TCGA.H7.A6C4.11A.21R.A466.07	TCGA.CV.7091.11A.01R.2016.07	TCGA.CV.7097.11A.01R.2016.07	TCGA.CV.7245.11A.01R.2016.07	TCGA.CV.7250.11A.01R.2016.07	TCGA.CV.6939.11A.01R.1915.07	TCGA.KL.8336.01A.11R.2315.07	TCGA.CZ.4853.01A.01R.1426.07	TCGA.A3.3385.01A.02R.1420.07	TCGA.BP.4325.01A.02R.1289.07	TCGA.A4.7585.01A.11R.2139.07	TCGA.AH.6547.01A.11R.1830.07	GTEX.13111.2326.SM.5LZUQ	GTEX.13NYC.2626.SM.5K7VN	GTEX.131XF.2826.SM.5EGKH	GTEX.11EQ9.2026.SM.5P9JI	GTEX.ZC5H.2726.SM.5KLZW	GTEX.13CF2.2426.SM.5LZYL	TCGA.VQ.A8E3.01A.11R.A39E.31	TCGA.BR.8295.01A.11R.2343.13	TCGA.BR.8372.01A.11R.2343.13	TCGA.HU.8243.01A.11R.2343.13	TCGA.BR.8369.01A.11R.2343.13	TCGA.CD.A48A.01A.12R.A36D.31	TCGA.BR.8368.01A.11R.2343.13	TCGA.VQ.A8P5.01A.11R.A39E.31	TCGA.BR.8362.01A.11R.2343.13	TCGA.BR.8366.01A.11R.2343.13	TCGA.BR.8284.01A.11R.2343.13	TCGA.F1.6874.01A.11R.1884.13	TCGA.BR.8363.01A.11R.2343.13	TCGA.D7.8573.01A.11R.2343.13	TCGA.BR.8296.01A.11R.2343.13	TCGA.D7.8572.01A.11R.2343.13	TCGA.D7.6817.01A.11R.1884.13	TCGA.HJ.7597.01A.21R.2203.13	TCGA.EL.A3GP.01A.11R.A206.07
TAS2R39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	2.84	0.79	6.46	0.69	7.11	0.83	4.74	1.79	3.53	2.81	1.73	0.62	0.59	5.92	0.64	1.19	0.59	0.0
TCEB3CL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.47	0.0	1.22	4.35	3.32	0.0	0.99	30.34	6.78	0.0	2.61	9.34	0.0	0.73	5.77	1.1	1.38	3.66	0.0
TCF23	3.17	0.47	0.0	1.71	0.39	0.0	1.23	0.0	2.84	0.0	1.57	0.43	4.17	2.05	0.0	2.68	1.04	0.0	0.0	0.0	3.08	0.0	0.0	0.0	0.0	1.48	0.0	24.81	23.08	6.78	33.06	14.03	21.01	4.82	12.36	25.35	8.06	8.85	7.88	3.66	2.56	22.1	2.01	20.26	11.13	0.0
TEX28P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	1.93	0.27	1.2	1.6	0.0	0.28	1.69	0.6	1.48	0.59	0.85	1.16	1.11	7.34	1.45	1.66	3.99	0.0
TEX28P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	1.93	0.27	1.2	1.6	0.0	0.28	1.69	0.6	1.48	0.59	0.85	1.16	1.11	7.34	1.45	1.66	3.99	0.0
TOPAZ1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39	0.87	0.26	2.86	0.67	1.1	0.27	1.16	0.3	0.31	0.58	0.29	0.59	0.84	3.82	0.6	0.58	1.1	0.0
TRIM60	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	65.72	1.71	0.95	2.2	2.12	0.83	3.96	0.34	3.59	1.16	1.41	1.71	0.6	3.76	47.84	1.68	3.29	0.0
TRIM64B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.53	1.85	0.73	3.66	0.95	1.38	0.77	3.32	1.11	1.43	1.85	0.56	1.62	2.94	3.32	1.39	1.35	2.25	0.0
TSGA13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.82	1.38	0.33	7.57	1.19	7.11	1.27	2.73	0.38	0.75	1.04	0.71	0.72	2.29	10.39	0.73	1.04	3.82	0.0
USP29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.34	5.5	3.41	2.58	3.59	9.78	0.82	2.48	0.62	1.22	2.18	1.14	1.45	2.84	8.19	0.92	3.38	3.72	0.0
VHLL	0.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43	0.0	0.0	0.0	0.0	0.74	0.68	0.0	0.0	1.69	0.0	0.0	0.0	0.89	0.0	14.35	18.56	2.86	21.63	10.79	24.99	4.74	6.52	5.87	8.06	11.82	4.46	7.4	4.39	22.75	5.32	4.21	17.13	0.0
ZIM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5	2.43	2.36	6.46	2.18	8.78	1.55	3.72	1.17	2.32	0.6	2.16	2.23	1.38	8.85	1.73	1.14	5.06	0.0
ZNF460	38.67	8.58	13.62	11.38	42.71	38.4	22.92	22.59	57.08	26.1	50.27	39.79	43.02	32.59	18.7	38.67	18.7	22.1	28.86	10.88	20.86	56.68	49.91	33.78	29.06	47.5	18.97	150.17	40.36	84.04	78.34	144.01	50.98	58.71	53.95	98.04	61.68	100.83	185.11	116.78	51.35	112.77	146.03	97.36	55.49	16.51
ZNF645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.68	1.14	0.26	7.69	3.08	2.46	3.2	3.53	0.6	3.41	1.68	1.39	1.97	0.57	11.64	2.01	2.46	4.5	0.0
